qid,license_name,subject,answer,pred,response
1061,의사,보건의약관계법규,E,E,"국민건강증진법에 따라 보건복지부장관이 수립하는 계획은 국민건강증진종합계획입니다. 이 계획에는 국민 건강증진의 기본목표와 추진방향, 주요 추진과제 및 추진방법 등이 포함됩니다. 따라서 정답은 E입니다.

### ANSWER
E"
1062,의사,보건의약관계법규,E,E,"「국민건강보험법」상 요양기관이 최초로 요양급여비용을 청구하려면 시설·장비·인력 현황을 건강보험심사평가원에 신고하여야 합니다. 이는 요양기관 현황 신고 제도로, 심사평가원이 요양기관을 관리하고 심사 업무를 수행하기 때문입니다. 따라서 정답은 건강보험심사평가원입니다.

### ANSWER
E"
1063,의사,보건의약관계법규,D,D,"유효기간이 경과한 프로포폴은 「마약류 관리에 관한 법률」상 사고마약류 등에 해당하며, 이를 폐기하려면 관할 지방자치단체의 장에게 폐기신청서를 제출해야 합니다. 의원이 군 지역에 소재하므로 관할 행정청은 도지사가 아닌 군수입니다. 따라서 군수에게 사고마약류 등의 폐기신청서를 제출하는 것이 맞습니다.

### ANSWER
D"
1064,의사,보건의약관계법규,A,A,"「연명의료결정법」상 연명의료중단등결정을 이행할 때 중단할 수 있는 대상은 심폐소생술, 혈액투석, 항암제 투여, 인공호흡기 착용, 수혈 등입니다. 반면 통증 완화를 위한 의료행위, 물 공급, 영양분 공급, 산소의 단순 공급은 중단할 수 없습니다. 따라서 보기 중 중단할 수 있는 것은 수혈입니다.

### ANSWER
A"
1065,의사,보건의약관계법규,A,A,"감염병예방법에 따라 예방접종업무를 위탁받은 의사는 예방접종 실시 기록 및 보고서를 위탁한 관할 군수에게 제출하여야 합니다. 갑은 관할구역 군수로부터 위탁받았으므로 제출 대상은 관할 군수입니다.

### ANSWER
A"
1066,의사,보건의약관계법규,B,B,"Under the Medical Act, telemedicine involves the remote physician providing technical support while the local physician actually performs the medical practice. Since there is no clear evidence of negligence by the remote physician, the physician who directly performed the treatment bears responsibility for the medical accident. Therefore, the liability falls on 의사 '을'.

### ANSWER
B"
706,관세사,무역영어,A,A,A
707,관세사,무역영어,B,B,"The clause ensures that if one provision is invalid, the rest of the contract remains effective and the parties will replace the invalid part with a valid one. This is the classic function of a severability clause, which preserves the enforceability of the remaining contract terms. Therefore, the correct answer is B.

### ANSWER
B"
708,관세사,무역영어,D,D,"CISG 제86조 제2항에 따르면, 목적지에서 물품이 매수인의 처분하에 놓인 경우 매수인이 수령거절권을 행사하면 대금지급 없이 합리적인 범위 내에서 매도인을 위해 물품을 인도받아야 합니다. 따라서 ㄱ은 '매도인의 처분'이 아니라 '매수인의 처분'이므로 틀렸고, ㄴ은 옳습니다. ㄷ은 '대금지급 없이'가 맞으므로 틀렸습니다. ㄹ은 매도인이나 대리인이 목적지에 있는 경우 적용되지 않는다는 규정으로 옳습니다. ㅁ은 '매수인'이 점유하는 경우이므로 틀렸습니다.

### ANSWER
D"
709,관세사,무역영어,E,E,"E 조항은 “If she does not, there is a deviation”이라고 규정하는데, 선택지 E는 “there is no a deviation”이라고 잘못 표현하였으므로 옳지 않습니다. 나머지 A~D는 MIA 1906 제45조, 제46조의 내용과 일치합니다.

### ANSWER
E"
710,관세사,무역영어,E,E,"The incorrect statements are ㄴ, ㄷ, and ㄹ. Under MIA 1906 s62(3), it is the assured, not the insurer, who is entitled to a reasonable time to make inquiry. Under s62(7), notice of abandonment is unnecessary, not necessary, where there would be no possibility of benefit to the insurer. Under s62(5), mere silence by the insurer is not deemed acceptance of abandonment.

### ANSWER
E"
711,관세사,무역영어,D,D,"CISG 제1조 제3항은 당사자의 국적이나 당사자 또는 계약의 민사적·상사적 성격을 고려하지 않으므로 ㄱ은 틀렸다. 제4조는 협약이 계약의 성립과 매도인·매수인의 권리·의무만을 규율한다고 하므로 ㄴ은 옳다. 제4조는 물품에 대한 소유권 효과에는 적용되지 않는다고 하므로 ㄷ은 틀렸다. 제5조는 물품으로 인한 사망이나 상해에 대한 매도인의 책임에는 적용되지 않는다고 하므로 ㄹ은 옳다. 따라서 옳은 것은 ㄴ, ㄹ이다.

### ANSWER
D"
712,관세사,무역영어,E,E,"CISG 제59조는 매수인이 계약 및 협약에 따라 결정되는 날짜에 대금을 지급해야 하며, 매도인의 청구나 형식적 요건 이행이 필요 없다고 규정한다. A는 제54조와 반대이고, C는 제57조상 매도인의 영업소에서 지급해야 하므로 틀렸다. D는 제58조 제3항의 예외 규정과 반대이며, B의 ""always""는 당사자 합의에 의한 예외 가능성을 무시한 과도한 표현이다. 따라서 정확한 조문 내용은 E이다.

### ANSWER
E"
713,관세사,무역영어,E,B,"URC 522 제19조는 부분지급에 관한 규정입니다. 청소콜렉션의 경우 부분지급은 지급지 법이 허용하는 범위에서 수락될 수 있고, 상업서류는 전액 지급 시에만 인도됩니다. 문서콜렉션의 경우 부분지급은 수집지시서에 명시적으로 허용된 경우에만 수락되며, 달리 지시되지 않는 한 전액 지급 후에만 서류가 인도됩니다. 따라서 보기 B가 제19조의 내용과 일치합니다.

### ANSWER
B"
353,공인노무사,사회보험법,C,D,"거짓이나 부정한 방법으로 보험사무대행기관 인가를 받아 취소된 경우, 법령상 인가 취소일부터 3년간 보험사무대행기관 인가를 받을 수 없도록 제한됩니다. 따라서 정답은 3년입니다.

### ANSWER
D"
354,공인노무사,사회보험법,B,A,"### ANSWER
A"
355,공인노무사,경영학개론,E,E,"Taylor's scientific management principles include scientific study of work methods, scientific selection and training, cooperation between management and workers, and division of management activities. All four listed items (ㄱ, ㄴ, ㄷ, ㄹ) are correct principles of scientific management.

### ANSWER
E"
356,공인노무사,경영학개론,C,C,"카츠의 경영자 기술 중 전문적 기술은 업무를 정확히 이해하고 능숙하게 수행하는 능력이므로 ㄱ은 옳다. 인간적 기술은 구성원과 원만한 관계를 유지하는 능력이므로 ㄴ도 옳다. 개념적 기술은 조직 전체를 조망하고 통합적으로 판단하는 능력이지, 세부적으로 처리하는 실무적 능력이 아니므로 ㄷ은 틀렸다. 따라서 옳은 것은 ㄱ과 ㄴ이다.

### ANSWER
C"
357,공인노무사,경영학개론,E,E,"경계연결(boundary spanning)은 조직 내부와 외부 환경 사이를 연결하며 외부 개인이나 집단과 접촉해 중요한 정보를 얻는 활동을 의미한다. 광고, PR, 예측활동 등은 정보 획득보다 다른 목적에 가깝다.

### ANSWER
E"
358,공인노무사,경영학개론,B,B,"### ANSWER
B"
359,공인노무사,경영학개론,C,C,"캐롤의 CSR 모델에서 경제적 책임과 법적 책임은 의무적으로 요구되는 책임이고, 윤리적 책임과 자선적 책임은 기업의 자발성에 기초하는 책임입니다. 따라서 해당하는 항목은 ㄷ과 ㄹ입니다.

### ANSWER
C"
360,공인노무사,경영학개론,C,C,"### ANSWER
C"
2479,약사,임상실무약학,E,E,"중등도 이상의 광범위 궤양대장염에서 스테로이드에 반응하지 않을 경우, 항-TNF 제제와 면역조절제 병합요법이 효과적입니다. 인플릭시맙과 아자티오프린 병합요법은 관해 유도 및 유지에 근거가 있습니다. 다른 선택지는 국소 치료, 비효과적 약제, 또는 부적절한 병합요법입니다.

### ANSWER
E"
2480,약사,임상실무약학,D,D,"Lithium-induced nephrogenic diabetes insipidus is treated by discontinuing lithium and adding amiloride, which blocks epithelial sodium channels in the collecting duct and reduces lithium entry into renal tubular cells. Tolvaptan would worsen water loss, furosemide can exacerbate polyuria, lisinopril is not indicated, and calcium polystyrene sulfonate treats hyperkalemia. Therefore, amiloride is the appropriate additional medication.

### ANSWER
D"
2481,약사,임상실무약학,B,B,"삭사글립틴은 신기능에 따라 용량 조절이 필요하며, eGFR 40 mL/min/1.73m²인 중등도 만성콩팥병에서는 5 mg을 2.5 mg으로 감량해야 한다. 다른 약물들은 이 eGFR 수치에서 특별한 용량 감량이 필요하지 않다.

### ANSWER
B"
2482,약사,임상실무약학,C,C,"The patient has CKD-related anemia with iron deficiency (ferritin 74 ng/mL, TSAT 16%). Oral iron was stopped due to gastrointestinal intolerance, so intravenous iron replacement is appropriate. Erythropoietin therapy would be less effective without adequate iron stores, and transfusion is not indicated for this degree of anemia.

### ANSWER
C"
2483,약사,임상실무약학,E,E,"Acute cellular rejection is most likely because donor-specific antibody is negative, indicating T-cell-mediated rather than antibody-mediated rejection. First-line treatment for acute cellular rejection is high-dose corticosteroids such as methylprednisolone. Rituximab and tocilizumab target antibody-mediated processes, while basiliximab is used for induction therapy. Therefore, methylprednisolone is the appropriate choice.

### ANSWER
E"
2484,약사,임상실무약학,C,C,"The patient has type 2 diabetes with established atherosclerotic cardiovascular disease (unstable angina). Current therapy includes metformin at maximum dose and glimepiride, but HbA1c remains 7.3%. Guidelines recommend adding an agent with proven cardiovascular benefit, such as a GLP-1 receptor agonist or an SGLT2 inhibitor with demonstrated CV outcome benefit. Dulaglutide has proven cardiovascular benefit and is appropriate to add in this setting. Increasing metformin is not useful since it is already at maximum dose, and ertugliflozin lacks strong proven CV superiority. Therefore, adding dulaglutide is the best choice.

### ANSWER
C"
2485,약사,임상실무약학,B,B,"The glucose pattern shows isolated fasting hypoglycemia (pre-breakfast 63 mg/dL) with normal 3 AM glucose and otherwise good control. This suggests excessive basal insulin effect in the early morning. Reducing the morning insulin glargine dose is the most appropriate adjustment. Changing glargine to bedtime would likely worsen fasting hypoglycemia, and increasing lispro would lower glucose further.

### ANSWER
B"
2486,약사,임상실무약학,E,E,"환자는 당뇨병성 콩팥병이 진행 중이며(eGFR 감소, 알부민뇨 증가), SGLT2 억제제인 다파글리플로진이 혈당 조절과 함께 신장 보호 효과를 제공하여 가장 적절하다. 메트포르민은 eGFR 44에서 주의가 필요하고, 다른 약물들은 신장 보호 효과가 부족하다.

### ANSWER
E"
2126,한약사,한약학 응용,E,E,"厚朴具有行氣除滿的功效，在承氣湯類方中主要針對脘腹脹滿、按之抵抗的「滿」證。枳實主要消痞，大黃瀉實，芒硝軟堅潤燥，桃仁活血祛瘀。因此治療「滿」的藥物是厚朴。

### ANSWER
E"
2127,한약사,한약학 응용,B,B,"### ANSWER
B"
2128,한약사,한약학 응용,D,D,"Banxia Xiexin Tang is indicated for cold-heat complex with epigastric stuffiness, vomiting, borborygmus, and diarrhea. Among the choices, 腸鳴下痢 (borborygmus and diarrhea) directly matches its indications. The other options correspond to different patterns such as excess abdominal pain, cold extremities, palpitations, or Shaoyang alternating chills and fever.

### ANSWER
D"
2129,한약사,한약학 응용,E,E,"黃連解毒湯은 黃連·黃芩·黃柏·梔子로 구성되어 三焦의 實熱火毒을 瀉火解毒하는 대표 방제이다. 涼膈散은 上中二焦의 熱을 瀉하고, 導赤散은 心經과 小腸의 熱을 治療하며, 龍膽瀉肝湯은 肝膽의 濕熱을, 當歸六黃湯은 陰虛火動을 治療하므로 해당 병증에 맞지 않는다. 따라서 三焦에 쌓인 實熱火毒證에는 黃連解毒湯이 가장 적합하다.

### ANSWER
E"
2130,한약사,한약학 응용,D,D,"當歸六黃湯은 陰虛火旺으로 인한 盗汗을 치료하며, 當歸·生地黃·熟地黃·黃連·黃芩·黃柏·黃芪로 구성됩니다. 이 중 黃芪는 益氣固表하여 盗汗을 막는 역할을 하므로 다른 약재보다 많은 용량으로 사용됩니다. 따라서 정답은 黃芪입니다.

### ANSWER
D"
2131,한약사,한약학 응용,E,E,"當歸四逆湯은 血虛寒凝으로 인한 手足厥寒에 쓰이며, 寒邪가 오래되어 內有久寒한 경우에는 吳茱萸와 生薑을 더한 當歸四逆加吳茱萸生薑湯을 사용한다. 제시된 증상 중 하복부 냉통과 월경통은 久寒의 징후에 해당하므로 吳茱萸·生薑을 가미하는 것이 적절하다.

### ANSWER
E"
2132,한약사,한약학 응용,D,D,"大柴胡湯은 少陽과 陽明을 함께 다스리며 表證과 裏實을 겸한 경우에 쓰이는 解表攻裏劑의 대표 방제이다. 나머지 白虎湯은 清氣分熱, 六一散은 祛暑利濕, 敗毒散은 扶正解表, 增液承氣湯은 增水行舟의 攻下劑에 해당한다.

### ANSWER
D"
2133,한약사,한약학 응용,C,C,"四君子湯은 인삼, 백출, 복령, 감초로 구성되며, 六君子湯은 여기에 진피와 반하를 더한 방제이므로 四君子湯을 포함한다.

### ANSWER
C"
361,공인노무사,경영학개론,E,E,"Information overload is not a factor originating from the sender; it relates to the amount of information exceeding the receiver's capacity. Lack of communication skills, lack of purpose, and lack of credibility are all sender-related barriers. Frame of reference differences involve both sender and receiver perspectives. Thus, the correct answer is E.

### ANSWER
E"
362,공인노무사,경영학개론,B,B,B
363,공인노무사,경영학개론,A,A,A
364,공인노무사,경영학개론,C,C,"임금형태는 임금의 계산 기준과 지불 방식을 의미하는 개념으로, 시간급·성과급 등이 이에 해당합니다. 따라서 기업이 종업원에게 지급하는 임금의 계산 및 지불 방법은 임금형태입니다.

### ANSWER
C"
365,공인노무사,경영학개론,A,A,"중심화 경향은 평가자가 피고과자들 간의 차이를 제대로 인식하지 못하거나 평가 방법을 정확히 이해하지 못해 모든 사람을 중간 수준으로 평가하는 오류입니다. 따라서 문항에서 설명하는 무능력에서 발생하는 인사고과 오류는 중심화 경향에 해당합니다.

### ANSWER
A"
366,공인노무사,경영학개론,A,A,"산업별 노동조합이나 교섭권을 위임받은 상급단체가 개별 기업의 사용자와 직접 교섭하는 형태는 전형적인 대각선 교섭이다. 다른 보기들은 기업 내 복수 노조의 공동 교섭이나 일반적 단체교섭을 가리키므로 해당하지 않는다.

### ANSWER
A"
367,공인노무사,경영학개론,C,C,"내부 모집은 조직 내부에서 인재를 선발하므로 지원자에 대한 평가가 정확하고, 승진 기회를 통해 종업원의 동기를 부여할 수 있다. 반면 인력수요의 양적 충족은 외부 모집의 장점에 해당하므로 ㄷ은 제외된다. 따라서 정답은 ㄱ, ㄴ이다.

### ANSWER
C"
368,공인노무사,경영학개론,E,E,"The advantages described—reduced management costs, access to global resources and specialized talent for small firms, and the ability to start without heavy investment in facilities—are characteristic of a network organization structure. This structure relies on outsourcing and external partnerships, minimizing overhead and capital needs. It enables small enterprises to leverage worldwide expertise and resources efficiently. Therefore, the correct choice is E.

### ANSWER
E"
2487,약사,임상실무약학,D,D,"급성 세균전립샘염은 일반적으로 2~4주간 항생제 치료가 권장되며, 시프로플록사신 같은 fluoroquinolone이 일차 선택제입니다. 경증의 급성 세균전립샘염에서 10일은 짧고, 56일은 만성 세균전립샘염에 가까운 장기 치료 기간입니다. 따라서 적절한 투여기간은 4주(28일)입니다.

### ANSWER
D"
2488,약사,임상실무약학,A,A,"임신 중 무증상세균뇨는 세팔렉신, 니트로푸란토인 등이 일차 선택이다. 암피실린은 아목시실린 교차반응으로 피해야 하고, 독시사이클린과 레보플록사신은 임신 중 금기이다. 설파메톡사졸/트리메토프림은 임신 초기에 피해야 한다. 경미한 지연형 발진 병력이 있으므로 세팔렉신은 비교적 안전하게 사용할 수 있다.

### ANSWER
A"
2489,약사,임상실무약학,A,A,"### ANSWER
A"
2490,약사,임상실무약학,E,E,"### ANSWER
E"
2491,약사,임상실무약학,D,D,"Dexamethasone is the recommended adjunctive corticosteroid given before or with the first dose of antibiotics in suspected bacterial meningitis, particularly pneumococcal meningitis, to reduce neurologic complications such as hearing loss and mortality.

### ANSWER
D"
2492,약사,임상실무약학,C,C,"Neonatal bacterial meningitis is commonly caused by Group B Streptococcus, Escherichia coli, and Listeria monocytogenes. Empiric coverage must include ampicillin for Listeria and cefotaxime for Gram-negative enteric organisms. The CSF findings of pleocytosis, elevated protein, and low glucose support bacterial meningitis. Therefore, ampicillin plus cefotaxime is the appropriate empirical regimen.

### ANSWER
C"
2493,약사,임상실무약학,C,C,"The patient has tinea corporis (ringworm), a superficial fungal infection of the skin. Topical antifungals such as terbinafine are the first-line treatment. Mupirocin is antibacterial, adapalene is for acne, metronidazole is for rosacea or anaerobic infections, and hydrocortisone only reduces inflammation without treating the fungus. Therefore, terbinafine cream is the appropriate initial therapy.

### ANSWER
C"
2494,약사,임상실무약학,E,E,"Amphotericin B deoxycholate is known to cause nephrotoxicity and electrolyte disturbances, especially hypokalemia and hypomagnesemia, due to renal tubular damage. Therefore, renal function and serum potassium levels should be closely monitored during therapy. The other listed adverse effects are not characteristic of amphotericin B. Thus, the correct answer is hypokalemia.

### ANSWER
E"
0,감정평가사,민법,D,D,"### ANSWER
D"
1,감정평가사,민법,D,D,"### ANSWER
D"
2,감정평가사,민법,E,E,"의사무능력자의 법률행위는 무효이므로 대출계약과 근저당권설정계약 모두 무효이다. 또한 의사무능력자는 선의·악의를 불문하고 현존이익의 한도에서 부당이득반환의무를 부담한다. 대출금을 제3자에게 다시 대여한 경우 그 대여금채권은 현존이익에 해당하므로, 채권양도를 구할 수 있다. 따라서 ㄱ, ㄴ, ㄷ 모두 옳다.

### ANSWER
E"
3,감정평가사,민법,A,A,"### ANSWER
A"
4,감정평가사,민법,C,E,"판례에 따르면, 대표자가 대표권을 포괄적으로 위임하고 스스로 직무를 수행하지 않은 것은 선량한 관리자의 주의의무 위반에 해당한다. 수임인은 사실상 대표자로서 사무를 집행할 권한이 있고, 그가 한 법률행위는 원칙적으로 비법인사단에 효력이 미친다. 또한 사실상 대표자의 직무 관련 불법행위에 대해서도 비법인사단은 민법 제35조 유추적용에 따라 손해배상책임을 진다. 따라서 ㄱ, ㄴ, ㄷ 모두 옳다.

### ANSWER
E"
5,감정평가사,민법,C,B,"### ANSWER
B"
6,감정평가사,민법,B,B,"### ANSWER
B"
7,감정평가사,민법,B,B,"### ANSWER
B"
1412,변호사,민사법,D,A,"### ANSWER
A"
1413,변호사,민사법,C,B,"상속포기 신고 후 수리 전에 상속인이 상속재산인 채권을 추심하여 변제받은 행위는 단순승인으로 간주되는 처분행위가 아니라 상속재산의 보존·관리행위에 해당한다. 따라서 B의 설명은 옳지 않다. A의 사실혼 배우자는 공동상속인이 아니므로 기여분을 주장할 수 없고, C는 상속포기자의 관리의무에 부합하며, D는 상속포기의 소급효가 제3자의 권리를 해하지 못한다는 원칙에 따라 가압류채권자가 배당받을 수 있고, E는 상속포기 시 대습상속이 발생하지 않아 법률상 배우자가 단독상속인이 될 수 있다.

### ANSWER
B"
1414,변호사,민사법,E,D,"### ANSWER
D"
1415,변호사,민사법,E,E,"### ANSWER
E"
1416,변호사,민사법,C,C,"특별수익이 법정상속분을 초과하는 경우, 우리 민법과 판례는 그 초과분을 상속재산 분할 시 반환할 의무가 있다고 보지 않는다. 오히려 특별수익은 상속분의 선급으로 보아 부족분만 상속분에서 공제할 뿐, 초과분에 대한 반환의무는 인정되지 않는다. 따라서 “초과분을 반환하여야 한다”고 한 C는 옳지 않다. 나머지 보기들은 대습상속 특별수익, 상속결격과 특별수익, 제사주재자 결정, 피상속인의 장례 의사에 관한 판례 법리에 부합한다.

### ANSWER
C"
1417,변호사,민사법,E,B,"### ANSWER
B"
1418,변호사,민사법,D,A,"ㄱ은 중도금 미지급 시 자동해제 약정에 따라 별도의 최고 없이 해제되고 계약금 반환을 청구할 수 없다는 점에서 타당하고, ㄴ은 해제 후에도 계약이 유효함을 전제로 이행을 촉구한 경우 해제된 계약을 부활시키기로 한 합의로 볼 수 있다는 판례 법리에 부합한다. ㄷ은 약정 이자는 해제 시까지의 이자만 정한 것이므로 그 이후 지연손해금은 법정이율에 따라야 하고, ㄹ은 합의해제 시 별도 약정이 없으면 연 10%가 아닌 법정이율이 적용된다. 따라서 옳은 것은 ㄱ, ㄴ이다.

### ANSWER
A"
1419,변호사,민사법,A,A,"### ANSWER
A"
2134,한약사,한약학 응용,E,E,"十全大補湯은 八珍湯에 黃芪와 肉桂를 더하여 만드는 대표적인 보기제이다. 八珍湯은 四君子湯과 四物湯을 합한 처방이며, 여기에 補氣와 溫陽 작용을 강화하기 위해 黃芪와 肉桂를 가미한다. 따라서 정답은 黃芪, 肉桂이다.

### ANSWER
E"
2135,한약사,한약학 응용,C,C,"六味地黃丸은 小兒藥證直訣에 최초로 수재된 대표적인 보음제이다. 구성 약재는 熟地黃, 山藥, 山茱萸, 牡丹皮, 茯苓, 澤瀉의 여섯 가지이다. 이 중 熟地黃은 보신음, 山藥과 山茱萸는 보비간, 澤瀉·茯苓·牡丹皮는 사화와 이습 등의 역할을 한다. 따라서 보기 중 정확한 조합은 C이다.

### ANSWER
C"
2136,한약사,한약학 응용,B,B,"酸棗仁湯은 혈을 기르고 마음을 편안하게 하며 열을 맑히고 번민을 제거하는 효능이 있는 대표적인 양혈안신 처방이다.

### ANSWER
B"
2137,한약사,한약학 응용,B,B,"牡蠣散은 기허로 인한 자한(自汗)을 치료하며, 표를 고정하고 땀을 수렴하는 효능이 있다. 다른 방제들은 땀을 그치게 하는 주된 효능이 없다.

### ANSWER
B"
2138,한약사,한약학 응용,D,D,"### ANSWER
D"
2139,한약사,한약학 응용,E,E,"桃核承氣湯은 調胃承氣湯(대황, 망초, 감초)에 도인과 계지를 더한 방제입니다. 따라서 포함된 방제는 調胃承氣湯입니다.

### ANSWER
E"
2140,한약사,한약학 응용,A,A,"The symptoms point to blood stasis in the uterus, including retained placenta, persistent lochia, abdominal pain with tenderness, and chronic masses. 桂枝茯苓丸 is the classic formula for such gynecological blood stasis conditions. The other options address different patterns such as bleeding, blood deficiency, or stroke-related stasis.

### ANSWER
A"
2141,한약사,한약학 응용,C,C,"瘖痱證은 下元虛衰로 虛火가 上炎하고 痰濁이 竅道를 막아 舌强不能言, 足廢不能用이 나타나는 병증이다. 地黃飮子는 下元을 보하며 引火歸元하고 開竅化痰하는 효능이 있어 이 증을 치료하는 대표 방제이다. 따라서 정답은 地黃飮子이다.

### ANSWER
C"
714,관세사,무역영어,C,C,"UCP 600 Article 16(b) states that when an issuing bank determines a presentation does not comply, it may approach the applicant, not the beneficiary, for a waiver of discrepancies. Therefore, choice C incorrectly substitutes “beneficiary” for “applicant.” The other choices accurately reflect Articles 15 and 16.

### ANSWER
C"
