id,category,trial,answer,pred,response
Kedu_15_42,Grammar,0,B,C,C
Kedu_15_43,Grammar,0,C,C,C
Kedu_15_44,Grammar,0,A,B,B
KIIP_tradition_91,Tradition,0,B,B,B
KIIP_tradition_92,Tradition,0,A,A,A
KIIP_tradition_93,Tradition,0,D,D,D
KIIP_tradition_94,Tradition,0,B,B,B
PSE_history_20_8,History,0,D,A,A
PSE_history_20_9,History,0,C,D,D
PSE_history_20_10,History,0,C,C,C
PSE_history_20_11,History,0,A,A,A
KIIP_society_1,Society,0,A,A,A
KIIP_society_2,Society,0,B,B,B
KIIP_society_3,Society,0,B,B,B
KIIP_society_4,Society,0,D,D,D
KIIP_economy_21,Economy,0,B,B,B
KIIP_economy_22,Economy,0,C,C,C
KIIP_economy_23,Economy,0,C,C,C
KIIP_economy_24,Economy,0,B,B,B
Kedu_15_45,Grammar,0,B,D,D
Kedu_15_46,Grammar,0,B,B,B
Kedu_15_47,Grammar,0,B,B,B
Kedu_15_48,Grammar,0,A,C,C
KIIP_economy_25,Economy,0,A,A,A
KIIP_economy_26,Economy,0,C,C,C
KIIP_economy_27,Economy,0,A,A,A
KIIP_economy_28,Economy,0,D,D,D
KIIP_economy_29,Economy,0,A,A,A
KIIP_economy_30,Economy,0,A,A,A
KIIP_economy_31,Economy,0,A,A,A
KIIP_economy_32,Economy,0,A,A,A
KIIP_economy_33,Economy,0,A,A,A
KIIP_economy_34,Economy,0,A,A,A
KIIP_economy_35,Economy,0,A,A,A
KIIP_economy_36,Economy,0,C,C,C
KIIP_society_5,Society,0,A,A,A
KIIP_society_6,Society,0,A,A,A
KIIP_society_7,Society,0,A,A,A
KIIP_society_8,Society,0,A,A,A
KIIP_tradition_95,Tradition,0,D,D,D
KIIP_tradition_96,Tradition,0,D,D,D
KIIP_tradition_97,Tradition,0,A,A,A
KIIP_tradition_98,Tradition,0,A,A,A
KIIP_society_9,Society,0,A,A,A
KIIP_society_10,Society,0,B,B,B
KIIP_society_11,Society,0,C,C,C
KIIP_society_12,Society,0,C,C,C
PSE_history_20_12,History,0,B,D,D
PSE_history_20_13,History,0,A,A,A
PSE_history_20_14,History,0,C,C,C
PSE_history_20_15,History,0,B,B,B
Kedu_15_49,Grammar,0,C,A,A
Kedu_15_50,Grammar,0,A,A,A
Kedu_15_51,Grammar,0,C,C,C
Kedu_15_52,Grammar,0,D,B,B
KIIP_tradition_99,Tradition,0,D,D,D
KIIP_tradition_100,Tradition,0,C,C,C
KIIP_tradition_101,Tradition,0,A,A,A
KIIP_tradition_102,Tradition,0,D,D,D
KIIP_society_13,Society,0,C,C,C
KIIP_society_14,Society,0,B,B,B
KIIP_society_15,Society,0,B,B,B
KIIP_society_16,Society,0,B,B,B
KIIP_economy_37,Economy,0,B,B,B
KIIP_economy_38,Economy,0,A,A,A
KIIP_economy_39,Economy,0,A,A,A
KIIP_economy_40,Economy,0,C,C,C
KIIP_tradition_103,Tradition,0,A,A,A
KIIP_tradition_104,Tradition,0,A,B,B
KIIP_tradition_105,Tradition,0,A,D,D
KIIP_tradition_106,Tradition,0,B,C,C
Kedu_15_53,Grammar,0,B,B,B
Kedu_15_54,Grammar,0,B,B,B
Kedu_15_55,Grammar,0,C,C,C
Kedu_15_56,Grammar,0,C,C,C
KIIP_tradition_107,Tradition,0,D,D,D
KIIP_tradition_108,Tradition,0,C,C,C
KIIP_tradition_109,Tradition,0,A,A,A
KIIP_tradition_110,Tradition,0,A,A,A
KIIP_society_17,Society,0,C,C,C
KIIP_society_18,Society,0,A,A,A
KIIP_society_19,Society,0,A,A,A
KIIP_society_20,Society,0,A,A,A
PSE_history_20_16,History,0,B,B,B
PSE_history_20_17,History,0,D,B,B
PSE_history_20_18,History,0,C,C,C
PSE_history_20_19,History,0,D,B,B
Kedu_16_1,Grammar,0,B,B,B
Kedu_16_2,Grammar,0,B,D,D
Kedu_16_3,Grammar,0,C,C,C
Kedu_16_4,Grammar,0,B,D,D
KIIP_economy_41,Economy,0,C,C,C
KIIP_economy_42,Economy,0,A,B,B
KIIP_economy_43,Economy,0,B,B,B
KIIP_economy_44,Economy,0,A,A,A
KIIP_economy_45,Economy,0,A,A,A
KIIP_economy_46,Economy,0,B,B,B
KIIP_economy_47,Economy,0,A,A,A
KIIP_economy_48,Economy,0,A,A,A
KIIP_tradition_111,Tradition,0,A,A,A
KIIP_tradition_112,Tradition,0,A,A,A
KIIP_tradition_113,Tradition,0,B,B,B
KIIP_tradition_114,Tradition,0,D,D,D
KIIP_society_21,Society,0,A,A,A
KIIP_society_22,Society,0,A,A,A
KIIP_society_23,Society,0,B,B,B
KIIP_society_24,Society,0,C,C,C
PSE_history_21_1,History,0,C,D,D
PSE_history_21_2,History,0,B,B,B
PSE_history_21_3,History,0,C,C,C
PSE_history_21_4,History,0,A,A,A
KIIP_economy_49,Economy,0,A,A,A
KIIP_economy_50,Economy,0,A,A,A
KIIP_economy_51,Economy,0,B,B,B
KIIP_economy_52,Economy,0,D,D,D
PSE_history_21_5,History,0,A,A,A
PSE_history_21_6,History,0,D,D,D
PSE_history_21_7,History,0,D,D,D
PSE_history_21_8,History,0,C,C,C
KIIP_society_25,Society,0,D,D,D
KIIP_society_26,Society,0,D,D,D
KIIP_society_27,Society,0,D,D,D
KIIP_society_28,Society,0,C,C,C
KIIP_tradition_115,Tradition,0,A,A,A
KIIP_tradition_116,Tradition,0,A,A,A
KIIP_tradition_117,Tradition,0,A,B,B
KIIP_tradition_118,Tradition,0,C,D,D
KIIP_economy_53,Economy,0,B,B,B
KIIP_economy_54,Economy,0,B,B,B
KIIP_economy_55,Economy,0,B,B,B
KIIP_economy_56,Economy,0,A,A,A
PSE_history_21_9,History,0,A,C,C
PSE_history_21_10,History,0,D,D,D
PSE_history_21_11,History,0,C,C,C
PSE_history_21_12,History,0,B,A,A
KIIP_tradition_119,Tradition,0,A,A,A
KIIP_tradition_120,Tradition,0,B,B,B
KIIP_tradition_121,Tradition,0,B,B,B
KIIP_tradition_122,Tradition,0,A,A,A
PSE_history_21_13,History,0,D,D,D
PSE_history_21_14,History,0,B,B,B
PSE_history_21_15,History,0,A,A,A
PSE_history_21_16,History,0,D,C,C
Kedu_16_5,Grammar,0,D,D,D
Kedu_16_6,Grammar,0,D,D,D
Kedu_16_7,Grammar,0,A,C,C
Kedu_16_8,Grammar,0,C,A,A
KIIP_tradition_123,Tradition,0,B,B,B
KIIP_tradition_124,Tradition,0,B,B,B
KIIP_tradition_125,Tradition,0,C,C,C
KIIP_tradition_126,Tradition,0,C,C,C
Kedu_16_9,Grammar,0,A,C,C
Kedu_16_10,Grammar,0,C,C,C
Kedu_16_11,Grammar,0,D,D,D
Kedu_16_12,Grammar,0,C,C,C
KIIP_tradition_127,Tradition,0,C,C,C
KIIP_tradition_128,Tradition,0,B,C,C
KIIP_tradition_129,Tradition,0,D,D,D
KIIP_tradition_130,Tradition,0,B,B,B
KIIP_economy_57,Economy,0,B,B,B
Kedu_economy_1,Economy,0,C,C,C
Kedu_economy_2,Economy,0,D,D,D
CSAT_geography_06_2,Geography,0,E,E,E
KIIP_society_29,Society,0,C,C,C
KIIP_society_30,Society,0,A,A,A
KIIP_society_31,Society,0,D,D,D
KIIP_society_32,Society,0,C,B,B
KIIP_tradition_131,Tradition,0,A,A,A
KIIP_tradition_132,Tradition,0,C,C,C
KIIP_tradition_133,Tradition,0,A,A,A
KIIP_tradition_134,Tradition,0,B,B,B
CSAT_geography_07_2,Geography,0,B,C,C
CSAT_geography_07_3,Geography,0,E,E,E
CSAT_geography_07_4,Geography,0,B,B,B
CSAT_geography_07_5,Geography,0,B,D,D
KIIP_tradition_135,Tradition,0,B,B,B
KIIP_tradition_136,Tradition,0,C,C,C
KIIP_tradition_137,Tradition,0,A,A,A
KIIP_tradition_138,Tradition,0,D,D,D
KIIP_society_33,Society,0,D,D,D
KIIP_society_34,Society,0,B,B,B
KIIP_society_35,Society,0,B,B,B
KIIP_society_36,Society,0,C,C,C
Kedu_16_13,Grammar,0,A,B,B
Kedu_16_14,Grammar,0,A,A,A
Kedu_16_15,Grammar,0,B,B,B
Kedu_16_16,Grammar,0,D,B,B
PSE_history_21_17,History,0,B,B,B
PSE_history_21_18,History,0,B,B,B
PSE_history_21_19,History,0,C,D,D
PSE_history_22_1,History,0,A,C,C
Kedu_16_17,Grammar,0,C,C,C
Kedu_16_18,Grammar,0,A,A,A
Kedu_16_19,Grammar,0,C,C,C
Kedu_16_20,Grammar,0,C,C,C
CSAT_geography_07_6,Geography,0,E,E,E
CSAT_geography_09_2,Geography,0,D,B,B
CSAT_geography_09_3,Geography,0,B,B,B
CSAT_geography_09_4,Geography,0,D,D,D
KIIP_society_37,Society,0,C,C,C
KIIP_society_38,Society,0,B,B,B
KIIP_society_39,Society,0,A,A,A
KIIP_society_40,Society,0,A,A,A
Kedu_16_21,Grammar,0,B,B,B
Kedu_16_22,Grammar,0,D,D,D
Kedu_16_23,Grammar,0,C,C,C
Kedu_16_24,Grammar,0,A,A,A
KIIP_tradition_139,Tradition,0,A,A,A
KIIP_tradition_140,Tradition,0,A,A,A
KIIP_tradition_141,Tradition,0,B,B,B
KIIP_tradition_142,Tradition,0,D,D,D
CSAT_geography_09_5,Geography,0,D,C,C
CSAT_geography_10_2,Geography,0,A,A,A
CSAT_geography_10_3,Geography,0,B,A,A
CSAT_geography_10_4,Geography,0,D,D,D
KIIP_tradition_143,Tradition,0,B,B,B
KIIP_tradition_144,Tradition,0,C,C,C
KIIP_tradition_145,Tradition,0,A,A,A
KIIP_tradition_146,Tradition,0,A,A,A
KIIP_society_41,Society,0,B,B,B
KIIP_society_42,Society,0,A,A,A
KIIP_society_43,Society,0,A,A,A
KIIP_society_44,Society,0,C,C,C
Kedu_16_25,Grammar,0,C,C,C
Kedu_16_26,Grammar,0,B,B,B
Kedu_16_27,Grammar,0,A,D,D
Kedu_16_28,Grammar,0,D,D,D
CSAT_geography_11_2,Geography,0,D,E,E
CSAT_geography_11_3,Geography,0,A,E,E
CSAT_geography_12_2,Geography,0,D,D,D
CSAT_geography_13_2,Geography,0,A,A,A
PSE_history_22_2,History,0,C,C,C
PSE_history_22_3,History,0,D,D,D
PSE_history_22_4,History,0,A,A,A
PSE_history_22_5,History,0,B,A,A
Kedu_16_29,Grammar,0,D,D,D
Kedu_16_30,Grammar,0,A,A,A
Kedu_16_31,Grammar,0,A,B,B
Kedu_16_32,Grammar,0,D,D,D
CSAT_geography_15_2,Geography,0,B,D,D
CSAT_geography_16_2,Geography,0,A,C,C
CSAT_geography_16_3,Geography,0,D,B,B
CSAT_geography_17_2,Geography,0,A,B,B
Kedu_16_33,Grammar,0,D,D,D
Kedu_16_34,Grammar,0,B,B,B
Kedu_16_35,Grammar,0,C,C,C
Kedu_16_36,Grammar,0,D,D,D
PSE_history_22_6,History,0,C,B,B
PSE_history_22_7,History,0,D,A,A
PSE_history_22_8,History,0,B,B,B
PSE_history_22_9,History,0,C,C,C
PSE_history_22_10,History,0,C,A,A
PSE_history_22_11,History,0,A,A,A
PSE_history_22_12,History,0,D,D,D
PSE_history_22_13,History,0,A,A,A
CSAT_geography_17_3,Geography,0,C,C,C
CSAT_geography_18_2,Geography,0,C,B,B
CSAT_geography_19_2,Geography,0,A,A,A
CSAT_geography_19_3,Geography,0,C,C,C
Kedu_16_37,Grammar,0,A,A,A
Kedu_16_38,Grammar,0,B,B,B
Kedu_16_39,Grammar,0,B,C,C
Kedu_16_40,Grammar,0,C,C,C
KIIP_society_45,Society,0,B,B,B
KIIP_society_46,Society,0,A,A,A
KIIP_society_47,Society,0,B,B,B
KIIP_society_48,Society,0,A,A,A
KIIP_society_49,Society,0,A,A,A
KIIP_society_50,Society,0,B,B,B
KIIP_society_51,Society,0,C,C,C
KIIP_society_52,Society,0,A,A,A
Kedu_16_41,Grammar,0,A,D,D
Kedu_16_42,Grammar,0,C,C,C
Kedu_16_43,Grammar,0,C,C,C
Kedu_16_44,Grammar,0,C,C,C
PSE_history_22_14,History,0,B,B,B
PSE_history_22_15,History,0,A,A,A
PSE_history_22_16,History,0,B,B,B
PSE_history_22_17,History,0,B,B,B
Kedu_16_45,Grammar,0,B,B,B
Kedu_16_46,Grammar,0,D,D,D
Kedu_16_47,Grammar,0,B,C,C
Kedu_16_48,Grammar,0,D,A,A
CSAT_geography_20_2,Geography,0,D,D,D
CSAT_geography_21_2,Geography,0,B,B,B
CSAT_geography_22_2,Geography,0,D,A,A
CSAT_geography_22_3,Geography,0,C,C,C
Kedu_16_49,Grammar,0,A,A,A
Kedu_16_50,Grammar,0,A,B,B
Kedu_16_51,Grammar,0,B,B,B
Kedu_16_52,Grammar,0,C,C,C
KIIP_tradition_147,Tradition,0,B,B,B
KIIP_tradition_148,Tradition,0,B,B,B
KIIP_tradition_149,Tradition,0,A,A,A
KIIP_tradition_150,Tradition,0,A,A,A
CSAT_geography_22_4,Geography,0,C,C,C
KIIP_geography_1,Geography,0,C,C,C
KIIP_geography_2,Geography,0,B,B,B
KIIP_geography_3,Geography,0,B,B,B
KIIP_geography_4,Geography,0,D,D,D
KIIP_geography_5,Geography,0,C,C,C
KIIP_geography_6,Geography,0,D,D,D
KIIP_geography_7,Geography,0,C,C,C
Kedu_16_53,Grammar,0,B,B,B
Kedu_16_54,Grammar,0,C,C,C
TK_2016_1,Grammar,0,C,C,C
TK_2016_2,Grammar,0,D,D,D
PSE_history_22_18,History,0,C,C,C
PSE_history_22_19,History,0,B,B,B
PSE_history_22_20,History,0,D,D,D
KIIP_law_1,Law,0,A,A,A
TK_2016_3,Grammar,0,A,A,A
TK_2016_4,Grammar,0,C,C,C
TK_17_1,Grammar,0,B,B,B
TK_17_2,Grammar,0,A,A,A
KIIP_society_53,Society,0,A,A,A
KIIP_society_54,Society,0,C,C,C
KIIP_society_55,Society,0,B,B,B
KIIP_society_56,Society,0,B,D,D
KIIP_society_57,Society,0,C,C,C
KIIP_society_58,Society,0,D,D,D
KIIP_society_59,Society,0,D,D,D
KIIP_society_60,Society,0,A,A,A
KIIP_tradition_151,Tradition,0,A,A,A
KIIP_tradition_152,Tradition,0,A,A,A
KIIP_tradition_153,Tradition,0,B,B,B
KIIP_tradition_154,Tradition,0,A,A,A
KIIP_law_2,Law,0,B,B,B
KIIP_law_3,Law,0,A,A,A
KIIP_law_4,Law,0,B,B,B
KIIP_law_5,Law,0,A,A,A
KIIP_society_61,Society,0,B,B,B
KIIP_society_62,Society,0,B,C,C
KIIP_society_63,Society,0,C,A,A
KIIP_society_64,Society,0,C,C,C
KIIP_geography_8,Geography,0,B,B,B
KIIP_geography_9,Geography,0,C,C,C
KIIP_geography_10,Geography,0,A,A,A
KIIP_geography_11,Geography,0,B,B,B
TK_17_3,Grammar,0,D,D,D
TK_17_4,Grammar,0,A,A,A
TK_2018_1,Grammar,0,B,B,B
TK_2018_2,Grammar,0,A,A,A
KIIP_law_6,Law,0,C,C,C
KIIP_law_7,Law,0,A,A,A
KIIP_law_8,Law,0,C,C,C
KIIP_law_9,Law,0,C,C,C
KIIP_society_65,Society,0,D,B,B
KIIP_society_66,Society,0,A,A,A
KIIP_society_67,Society,0,B,B,B
KIIP_society_68,Society,0,C,A,A
KIIP_geography_12,Geography,0,B,B,B
KIIP_geography_13,Geography,0,A,A,A
KIIP_geography_14,Geography,0,A,A,A
KIIP_geography_15,Geography,0,B,B,B
KIIP_tradition_155,Tradition,0,A,A,A
KIIP_tradition_156,Tradition,0,A,A,A
KIIP_tradition_157,Tradition,0,A,A,A
KIIP_tradition_158,Tradition,0,A,B,B
KIIP_tradition_159,Tradition,0,A,A,A
KIIP_tradition_160,Tradition,0,C,C,C
KIIP_tradition_161,Tradition,0,C,C,C
Kedu_tradition_1,Tradition,0,D,D,D
KIIP_law_10,Law,0,A,A,A
KIIP_law_11,Law,0,B,B,B
KIIP_law_12,Law,0,A,A,A
KIIP_law_13,Law,0,B,B,B
TK_2018_3,Grammar,0,C,C,C
TK_2018_4,Grammar,0,D,D,D
TK_2019_1,Grammar,0,B,B,B
TK_2019_2,Grammar,0,A,A,A
KIIP_society_69,Society,0,C,A,A
KIIP_society_70,Society,0,A,A,A
KIIP_society_71,Society,0,A,A,A
KIIP_society_72,Society,0,C,C,C
Kedu_tradition_2,Tradition,0,C,C,C
Kedu_tradition_3,Tradition,0,C,C,C
Kedu_tradition_4,Tradition,0,B,B,B
Kedu_tradition_5,Tradition,0,A,A,A
KIIP_law_14,Law,0,C,C,C
KIIP_law_15,Law,0,B,B,B
KIIP_law_16,Law,0,A,A,A
KIIP_law_17,Law,0,A,A,A
KIIP_society_73,Society,0,D,C,C
KIIP_society_74,Society,0,B,B,B
KIIP_society_75,Society,0,C,D,D
KIIP_society_76,Society,0,B,D,D
TK_2019_3,Grammar,0,D,D,D
TK_2019_4,Grammar,0,D,D,D
TK_2022_1,Grammar,0,A,A,A
TK_2022_2,Grammar,0,B,B,B
KIIP_geography_16,Geography,0,B,B,B
KIIP_geography_17,Geography,0,A,A,A
KIIP_geography_18,Geography,0,A,A,A
KIIP_geography_19,Geography,0,D,D,D
KIIP_law_18,Law,0,A,A,A
KIIP_law_19,Law,0,A,A,A
KIIP_law_20,Law,0,C,C,C
KIIP_law_21,Law,0,B,C,C
Kedu_tradition_6,Tradition,0,D,D,D
Kedu_tradition_7,Tradition,0,C,C,C
Kedu_tradition_8,Tradition,0,C,C,C
Kedu_tradition_9,Tradition,0,A,A,A
KIIP_geography_20,Geography,0,A,A,A
KIIP_geography_21,Geography,0,A,A,A
KIIP_geography_22,Geography,0,A,A,A
KIIP_geography_23,Geography,0,A,A,A
Kedu_tradition_10,Tradition,0,A,A,A
Kedu_tradition_11,Tradition,0,D,D,D
Kedu_tradition_12,Tradition,0,D,B,B
Kedu_tradition_13,Tradition,0,B,B,B
KIIP_society_77,Society,0,B,B,B
KIIP_society_78,Society,0,C,C,C
KIIP_society_79,Society,0,A,C,C
KIIP_society_80,Society,0,A,A,A
KIIP_society_81,Society,0,C,C,C
KIIP_society_82,Society,0,B,B,B
KIIP_society_83,Society,0,D,D,D
KIIP_society_84,Society,0,A,A,A
KIIP_law_22,Law,0,A,A,A
KIIP_law_23,Law,0,B,B,B
KIIP_law_24,Law,0,A,D,D
KIIP_law_25,Law,0,A,A,A
KIIP_geography_24,Geography,0,B,B,B
KIIP_geography_25,Geography,0,C,C,C
KIIP_geography_26,Geography,0,D,D,D
KIIP_geography_27,Geography,0,A,B,B
KIIP_law_26,Law,0,A,A,A
KIIP_law_27,Law,0,A,A,A
KIIP_law_28,Law,0,A,A,A
KIIP_law_29,Law,0,A,A,A
KIIP_society_85,Society,0,A,A,A
KIIP_society_86,Society,0,A,A,A
KIIP_society_87,Society,0,A,A,A
KIIP_society_88,Society,0,B,B,B
Kedu_tradition_14,Tradition,0,C,C,C
Kedu_tradition_15,Tradition,0,A,B,B
Kedu_tradition_16,Tradition,0,D,B,B
Kedu_tradition_17,Tradition,0,C,B,B
KIIP_geography_28,Geography,0,D,D,D
KIIP_geography_29,Geography,0,A,A,A
KIIP_geography_30,Geography,0,D,D,D
KIIP_geography_31,Geography,0,A,A,A
TK_2022_3,Grammar,0,C,C,C
TK_2022_4,Grammar,0,D,D,D
CSAT_korean_23_1,Textual,0,D,D,D
CSAT_korean_23_2,Textual,0,E,E,E
KIIP_law_30,Law,0,A,A,A
KIIP_law_31,Law,0,A,A,A
KIIP_law_32,Law,0,A,A,A
KIIP_law_33,Law,0,A,B,B
KIIP_geography_32,Geography,0,A,A,A
KIIP_geography_33,Geography,0,A,A,A
KIIP_geography_34,Geography,0,A,A,A
KIIP_geography_35,Geography,0,C,C,C
CSAT_korean_23_3,Textual,0,A,A,A
CSAT_korean_23_4,Textual,0,D,D,D
CSAT_korean_23_5,Textual,0,E,E,E
CSAT_korean_23_6,Textual,0,C,C,C
KIIP_law_34,Law,0,A,A,A
KIIP_law_35,Law,0,A,A,A
KIIP_law_36,Law,0,A,A,A
KIIP_law_37,Law,0,C,C,C
Kedu_tradition_18,Tradition,0,B,B,B
Kedu_tradition_19,Tradition,0,D,D,D
Kedu_tradition_20,Tradition,0,B,B,B
Kedu_tradition_21,Tradition,0,D,A,A
KIIP_society_89,Society,0,A,A,A
KIIP_society_90,Society,0,B,B,B
KIIP_society_91,Society,0,C,C,C
KIIP_society_92,Society,0,A,A,A
CSAT_korean_23_7,Textual,0,B,B,B
CSAT_korean_23_8,Textual,0,E,E,E
CSAT_korean_23_9,Textual,0,B,B,B
CSAT_korean_23_10,Textual,0,D,D,D
Kedu_tradition_22,Tradition,0,A,A,A
Kedu_tradition_23,Tradition,0,C,C,C
Kedu_tradition_24,Tradition,0,D,D,D
Kedu_tradition_25,Tradition,0,C,C,C
KIIP_society_93,Society,0,C,C,C
KIIP_society_94,Society,0,B,B,B
KIIP_society_95,Society,0,B,B,B
KIIP_society_96,Society,0,B,B,B
Kedu_tradition_26,Tradition,0,C,C,C
Kedu_tradition_27,Tradition,0,D,D,D
Kedu_tradition_28,Tradition,0,C,C,C
Kedu_tradition_29,Tradition,0,D,D,D
CSAT_korean_23_11,Textual,0,E,E,E
CSAT_korean_23_12,Textual,0,B,B,B
CSAT_korean_23_13,Textual,0,E,A,A
CSAT_korean_23_14,Textual,0,C,C,C
KIIP_society_97,Society,0,C,C,C
KIIP_society_98,Society,0,C,C,C
KIIP_society_99,Society,0,B,B,B
KIIP_society_100,Society,0,A,A,A
KIIP_law_38,Law,0,D,D,D
KIIP_law_39,Law,0,D,C,C
KIIP_law_40,Law,0,C,C,C
KIIP_law_41,Law,0,A,A,A
KIIP_geography_36,Geography,0,C,C,C
KIIP_geography_37,Geography,0,D,D,D
KIIP_geography_38,Geography,0,B,B,B
KIIP_geography_39,Geography,0,B,B,B
Kedu_tradition_30,Tradition,0,A,A,A
Kedu_tradition_31,Tradition,0,C,C,C
Kedu_tradition_32,Tradition,0,A,A,A
Kedu_tradition_33,Tradition,0,B,A,A
KIIP_society_101,Society,0,C,C,C
KIIP_society_102,Society,0,A,A,A
KIIP_society_103,Society,0,A,A,A
KIIP_society_104,Society,0,A,A,A
KIIP_geography_40,Geography,0,B,B,B
KIIP_geography_41,Geography,0,B,B,B
KIIP_geography_42,Geography,0,B,B,B
KIIP_geography_43,Geography,0,A,A,A
KIIP_geography_44,Geography,0,A,A,A
KIIP_geography_45,Geography,0,A,A,A
KIIP_geography_46,Geography,0,A,A,A
KIIP_geography_47,Geography,0,C,C,C
KIIP_law_42,Law,0,C,C,C
KIIP_law_43,Law,0,C,C,C
KIIP_law_44,Law,0,A,A,A
KIIP_law_45,Law,0,A,A,A
CSAT_korean_23_15,Textual,0,D,E,E
CSAT_korean_23_16,Textual,0,D,D,D
CSAT_korean_23_17,Textual,0,A,C,C
CSAT_korean_23_18,Textual,0,D,D,D
Kedu_tradition_34,Tradition,0,A,B,B
Kedu_tradition_35,Tradition,0,A,C,C
Kedu_tradition_36,Tradition,0,C,C,C
Kedu_tradition_37,Tradition,0,A,C,C
KIIP_geography_48,Geography,0,C,C,C
KIIP_geography_49,Geography,0,C,C,C
KIIP_geography_50,Geography,0,A,A,A
KIIP_geography_51,Geography,0,B,B,B
KIIP_law_46,Law,0,B,B,B
KIIP_law_47,Law,0,A,A,A
KIIP_law_48,Law,0,A,A,A
KIIP_law_49,Law,0,A,A,A
Kedu_tradition_38,Tradition,0,B,B,B
Kedu_tradition_39,Tradition,0,D,D,D
