qid,category,answer,pred,response
chemical_engineering-15,chemical_engineering,C,C,"### ANSWER
C"
chemical_engineering-16,chemical_engineering,B,B,"메탄 생성 반응(C + 2H₂ → CH₄)은 발열이며 몰수가 감소하는 반응이므로, 르샤틀리에 원리에 따라 높은 온도와 낮은 압력에서 억제된다.

### ANSWER
B"
chemical_engineering-17,chemical_engineering,D,D,"### ANSWER
D"
environmental_science-59,environmental_science,D,D,"Water vapor volume = (80/18)×22.4 ≈ 99.6 L = 0.0996 Nm³ per 1 Nm³ dry gas, so relative to dry gas it is about 9.95%.

### ANSWER
D"
environmental_science-60,environmental_science,B,B,"Solidification increases the mass and volume of waste, so disposal and transport costs generally rise rather than decrease; the other options (easier handling, reduced solubility, reduced surface area limiting contaminant loss) are genuine goals.

### ANSWER
B"
environmental_science-61,environmental_science,C,C,"### ANSWER
C"
environmental_science-62,environmental_science,C,D,"### ANSWER
D"
chemistry-8,chemistry,B,B,"### ANSWER
B"
chemistry-9,chemistry,C,C,"### ANSWER
C"
chemistry-10,chemistry,B,B,"Equal masses of O₂ (32 g/mol) and CH₃OH (32 g/mol) give equal moles; O₂ contains 2 oxygen atoms per molecule while methanol has 1, so the ratio is 2:1.

### ANSWER
B"
chemistry-11,chemistry,A,A,"EI is a ""hard"" ionization method producing extensive fragmentation, yielding the most complex distribution of ions, whereas FI, FD, and CI are soft methods with minimal fragmentation.

### ANSWER
A"
chemical_engineering-18,chemical_engineering,C,C,"### ANSWER
C"
chemical_engineering-19,chemical_engineering,C,C,"Half-life 20500 s gives k = 0.693/20500 = 3.38×10⁻⁵ s⁻¹; with t = 28800 s, kt ≈ 0.974, so remaining fraction = e⁻⁰·⁹⁷⁴ ≈ 0.378, meaning about 0.622 decomposed.

### ANSWER
C"
chemical_engineering-20,chemical_engineering,A,A,"Dry (furnace) process reduces phosphate rock in an electric furnace, allowing use of low-grade ores and yielding high-purity acid; oxidation occurs later in a combustion chamber, not simultaneously with volatilization, and the dihydrate gypsum process is a wet method.

### ANSWER
A"
chemical_engineering-21,chemical_engineering,B,B,"### ANSWER
B"
maritime_engineering-20,maritime_engineering,D,D,"Seawater's temperature of maximum density lies below its freezing point (for salinity above ~24.7‰), so surface cooling keeps driving convective mixing of the whole water column instead of allowing a cold surface layer to form and freeze, making freezing more difficult. Option A is misstated (freezing point is depressed, not ""enhanced"").

### ANSWER
D"
maritime_engineering-21,maritime_engineering,A,A,"Subtropical gyres consist of the North Equatorial Current, Kuroshio, North Pacific Current, and California Current. The Equatorial Countercurrent flows eastward between gyres and is not part of the subtropical gyre circulation.

### ANSWER
A"
maritime_engineering-22,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-23,maritime_engineering,A,A,"### ANSWER
A"
environmental_science-63,environmental_science,C,C,"Daily generation = 400,000 kg = 800 m³; after 30% reduction = 560 m³/day → 204,400 m³/yr; 1,635,200/204,400 = 8년.

### ANSWER
C"
environmental_science-64,environmental_science,B,B,"### ANSWER
B"
environmental_science-65,environmental_science,D,D,"### ANSWER
D"
environmental_science-66,environmental_science,C,C,"### ANSWER
C"
chemistry-12,chemistry,D,D,"Benzene's molecular formula is C₆H₆; the empirical (simplest ratio) formula reduces to CH.

### ANSWER
D"
chemistry-13,chemistry,A,A,"### ANSWER
A"
chemistry-14,chemistry,C,C,"Wavenumber = 1/λ(cm) = 1/(2.5×10⁻⁴ cm) = 4000 cm⁻¹.

### ANSWER
C"
chemistry-15,chemistry,C,C,"### ANSWER
C"
maritime_engineering-24,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-25,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-26,maritime_engineering,D,D,"Depth a = Asfy/(0.85fck·b) = (1275×400)/(0.85×20×200) = 510,000/3,400 = 150 mm.

### ANSWER
D"
maritime_engineering-27,maritime_engineering,A,A,"### ANSWER
A"
chemical_engineering-22,chemical_engineering,C,C,"### ANSWER
C"
chemical_engineering-23,chemical_engineering,C,C,"Outlet temperature is the controlled (measured) variable in a heat exchanger, determined by the process, whereas inlet temperature, inlet flow rate, and steam quality are external disturbances entering the system.

### ANSWER
C"
chemical_engineering-24,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-25,chemical_engineering,A,A,"### ANSWER
A"
environmental_science-67,environmental_science,C,C,"Sludge fills 2/5 of the 2.7 m effective depth, leaving 1.62 m of flow depth. Cross-sectional area = 5 × 1.62 = 8.1 m². Flow = 2700/1440 = 1.875 m³/min, so velocity = 1.875/8.1 ≈ 0.23 m/min.

### ANSWER
C"
environmental_science-68,environmental_science,D,D,"### ANSWER
D"
environmental_science-69,environmental_science,B,C,"The Unified Soil Classification System uses ""O"" for organic soils and ""L"" for low plasticity, so organic silts and organic silty clays of low plasticity are designated OL.

### ANSWER
C"
environmental_science-70,environmental_science,B,B,"유동상 소각로는 반응시간이 짧고, 기계적 구동부가 적으며 온도 제어·열회수가 용이한 장점이 있으나, 상(床) 물질과 소각 잔재물(찌꺼기)의 분리가 어렵다는 것이 단점이다.

### ANSWER
B"
chemistry-16,chemistry,B,B,"Alkenes have formula CnH2n; for n=6 that is C6H12 (C6H14 is an alkane, C6H10 an alkyne/diene, C6H6 benzene).

### ANSWER
B"
chemistry-17,chemistry,A,A,"### ANSWER
A"
chemistry-18,chemistry,B,B,"### ANSWER
B"
chemistry-19,chemistry,A,A,"**A** — 고체상태의 폐합성수지는 지정폐기물이 아니다(액체상태 폐합성고분자화합물만 해당).

### ANSWER
A"
maritime_engineering-28,maritime_engineering,C,C,"Using strain compatibility at balanced condition: c = 600d/(600+fy) = 600×600/900 = 400 mm.

### ANSWER
C"
maritime_engineering-29,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-30,maritime_engineering,A,A,"Effective horsepower = R·V/75 = 1500×5/75 = 100 PS.

### ANSWER
A"
maritime_engineering-31,maritime_engineering,B,B,"등대표(List of Lights)는 항로표지(등대, 등부표 등)의 위치·등질·광달거리 등을 빠짐없이 수록한 수로서지이다.

### ANSWER
B"
environmental_science-71,environmental_science,C,C,"0.4 g NaOH ÷ 40 g/mol = 0.01 mol in 1 L → [OH⁻] = 10⁻² M, so pOH = 2 and pH = 12.

### ANSWER
C"
environmental_science-72,environmental_science,C,C,"pH 6 corresponds to [H⁺] = 10⁻⁶; four times that acidity gives 4×10⁻⁶ M. pH = 6 − log 4 = 6 − 0.60 = 5.4.

### ANSWER
C"
environmental_science-73,environmental_science,C,C,"### ANSWER
C"
environmental_science-74,environmental_science,C,C,"Complete combustion (no CO), so m = 21/(21 − O₂) = 21/(21 − 5) = 21/16 ≈ 1.31.

### ANSWER
C"
chemical_engineering-26,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-27,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-28,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-29,chemical_engineering,A,A,"### ANSWER
A"
chemistry-20,chemistry,C,C,"KBr 펠렛법에서는 시료를 KBr에 약 1:100 정도(0.5~1%)로 희석하여 사용하므로 1:1~1:5는 틀린 설명이다.

### ANSWER
C"
chemistry-21,chemistry,D,D,"HClO은 산소 수가 가장 적은 염소 산소산으로 hypochlorous acid, 즉 하이포아염소산(차아염소산)이다. HClO₂는 아염소산, HClO₃는 염소산, HClO₄는 과염소산이다.

### ANSWER
D"
chemistry-22,chemistry,D,D,"99% absorbed means 1% transmitted (T = 0.01), so A = -log(0.01) = 2.

### ANSWER
D"
chemistry-23,chemistry,A,A,"비분산(non-dispersive) 시스템은 단색화 장치를 사용하지 않고 광원, 원자화장치, 검출기만으로 구성되며, 다중 방출선의 에너지를 동시에 수집하여 높은 감도를 얻는다. 따라서 단색화 장치로 파장을 주사해야 한다는 설명은 분산형 시스템에 해당한다.

### ANSWER
A"
maritime_engineering-32,maritime_engineering,D,D,"Natural roll period T = 2πk/√(g·GM) = 2π(10)/√(9.81×1.5) ≈ 62.8/3.84 ≈ 16 seconds.

### ANSWER
D"
maritime_engineering-33,maritime_engineering,A,A,"단위수량은 가능한 작게 해야 수밀성이 확보되므로, 크게 한다는 것은 부적합하다.

### ANSWER
A"
maritime_engineering-34,maritime_engineering,D,D,"90° 표준갈고리는 구부린 끝에서 12db 이상 연장해야 하며, 180° 갈고리는 4db(60mm 이상) 연장한다.

### ANSWER
D"
maritime_engineering-35,maritime_engineering,D,D,"Compression lap splice: ℓ = 0.072·f_y·d_b = 0.072 × 350 × 25.4 ≈ 640 mm (and not less than 300 mm), so 640 mm is required.

### ANSWER
D"
environmental_science-75,environmental_science,C,C,"### ANSWER
C"
environmental_science-76,environmental_science,B,B,"### ANSWER
B"
environmental_science-77,environmental_science,B,B,"Stokes' law gives v ∝ (ρs−ρ)d². Ratio = (1.7×0.06²)/(0.7×0.05²) = 0.00612/0.00175 ≈ 3.50. Thus v = 0.36 × 3.50 ≈ 1.26 m/hr.

### ANSWER
B"
environmental_science-78,environmental_science,C,C,"80 dB 음원 3개의 합성은 80 + 10log₁₀3 = 80 + 4.77 ≈ 84.8 dB이므로 약 85 dB이다.

### ANSWER
C"
chemistry-24,chemistry,B,D,"5.8 g / 58 g/mol = 0.1 mol; 0.1 mol / 0.010 L = 10 M.

### ANSWER
D"
chemistry-25,chemistry,B,B,"### ANSWER
B"
chemistry-26,chemistry,C,C,"Mass spectrometers use electron multipliers, Faraday cups, and array detectors; thermal conductivity detectors are used in gas chromatography, not MS.

### ANSWER
C"
chemistry-27,chemistry,A,A,"### ANSWER
A"
maritime_engineering-36,maritime_engineering,A,A,"적도기단은 태풍(열대성 저기압)과 함께 우리나라로 유입되어 강한 바람과 많은 비를 동반합니다. 시베리아기단은 겨울철 한랭건조, 오호츠크해기단은 초여름 저온다습, 북태평양기단은 여름철 고온다습한 특징을 가집니다.

### ANSWER
A"
maritime_engineering-37,maritime_engineering,A,A,"Korean concrete code requires that when reinforcement is placed in two or more layers, the clear vertical distance between layers be at least 25 mm (with bars in upper layers directly above those below).

### ANSWER
A"
maritime_engineering-38,maritime_engineering,B,B,"Per KCI code, cast-in-place concrete exposed to earth or weather uses 40 mm cover for D16 and smaller bars (50 mm for D19–D35).

### ANSWER
B"
maritime_engineering-39,maritime_engineering,D,D,"### ANSWER
D"
chemical_engineering-30,chemical_engineering,D,D,"f = c/λ = 3×10⁸ / 600×10⁻⁹ = 5×10¹⁴ Hz.

### ANSWER
D"
chemical_engineering-31,chemical_engineering,B,B,"Using ΔG = –nFE with n = 2: ΔG = –2(96485)(0.418) ≈ –80.7 kJ ≈ –19.3 kcal.

### ANSWER
B"
chemical_engineering-32,chemical_engineering,D,D,"Phase lag of 180° defines the (phase) crossover frequency, which is critical for stability analysis in feedback systems, whereas corner frequency is a break point and resonance relates to amplitude peaking.

### ANSWER
D"
chemical_engineering-33,chemical_engineering,B,B,"### ANSWER
B"
chemistry-28,chemistry,A,A,"Infrared radiation is absorbed by glass, quartz, and silica, so IR sample cells must be made of alkali halide salts such as NaCl (or KBr), which are transparent in the IR region.

### ANSWER
A"
chemistry-29,chemistry,A,A,"Glucose molar mass = 180 g/mol: C = 72/180 = 40%, H = 12/180 ≈ 6.7%, O = 96/180 ≈ 53.3%. Thus only C-40% is correctly paired.

### ANSWER
A"
chemistry-30,chemistry,D,D,"Kw = [H₃O⁺][OH⁻] = 1.0×10⁻¹⁴, so [H₃O⁺] = 1.0×10⁻¹⁴ / 5.0×10⁻⁶ = 2.0×10⁻⁹ M.

### ANSWER
D"
chemistry-31,chemistry,D,D,"### ANSWER
D"
chemical_engineering-34,chemical_engineering,D,D,"### ANSWER
D"
chemical_engineering-35,chemical_engineering,D,D,"### ANSWER
D"
chemical_engineering-36,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-37,chemical_engineering,A,A,"Zero-order reactions have rates independent of concentration, so the performance equations for PFR and CSTR give identical conversions at the same mean residence time (until complete consumption). For all positive orders, PFR outperforms CSTR.

### ANSWER
A"
chemistry-32,chemistry,B,B,"Using E° = E°(Ag⁺/Ag) + (0.0592/2)log Ksp = 0.799 + 0.0296(−13.82) ≈ 0.799 − 0.41 ≈ +0.39 V.

### ANSWER
B"
chemistry-33,chemistry,A,A,"방법 오차(method error)는 분석법 자체의 화학반응계가 이상적이지 않아 생기는 것으로, 반응의 미완결, 부반응, 공침, 분해 등이 원인이 됩니다. 조작 오차는 분석자의 조작 미숙, 기기·시약 오차는 기구의 눈금 부정확이나 시약 불순물에 기인합니다.

### ANSWER
A"
chemistry-34,chemistry,B,B,"0.175 mol × 6.022×10²³ ≈ 1.05×10²³

### ANSWER
B"
chemistry-35,chemistry,D,D,"Gas-solid chromatography relies on physical adsorption of gaseous analytes onto a solid stationary phase, and it is particularly useful for separating species (e.g., low-molecular-weight gases) that are not retained by gas-liquid columns.

### ANSWER
D"
environmental_science-79,environmental_science,A,A,"### ANSWER
A"
environmental_science-80,environmental_science,D,D,"### ANSWER
D"
environmental_science-81,environmental_science,D,D,"증류 전처리는 페놀, 불소, 시안(및 암모니아) 등 휘발성 성분 분석에 사용됩니다. 비소는 수소화물 발생법이나 흡광광도법(디에틸디티오카바메이트은법) 등으로 분석하며 증류 유액을 사용하지 않습니다.

### ANSWER
D"
environmental_science-82,environmental_science,C,C,"### ANSWER
C"
chemical_engineering-38,chemical_engineering,C,C,"Series of n equal CSTRs, first order: C₀/Cₙ = (1+kt)ⁿ, hence kt = (1−X_An)^(−1/n) − 1.

### ANSWER
C"
chemical_engineering-39,chemical_engineering,A,A,"Using 30 g Na₂SO₄/142 = 0.211 mol and 70 g water/18 = 3.889 mol, total = 4.100 mol; mole % = 0.211/4.100 ≈ 5.2%.

### ANSWER
A"
chemical_engineering-40,chemical_engineering,D,D,"### ANSWER
D"
chemical_engineering-41,chemical_engineering,D,D,"Integrating dC_A/dt = −3C_A^0.5 gives C_A^0.5 = 1 − 1.5t, so C_A reaches zero at t = 2/3 h. Since 1 hour exceeds that, the reactant is fully consumed.

### ANSWER
D"
maritime_engineering-40,maritime_engineering,B,B,"Seawater is denser (~1.025–1.03), so equivalent depth = 31 × (1/1.03) ≈ 30 m.

### ANSWER
B"
maritime_engineering-41,maritime_engineering,C,C,"부심(B)에서 횡메타센터(M)까지의 수직거리 BM은 경사 시 부심이 그리는 원호의 반지름에 해당하므로 횡메타센터 반지름이라 한다.

### ANSWER
C"
maritime_engineering-42,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-43,maritime_engineering,B,B,"Bonjean 곡선은 각 횡단면의 면적을 흘수별로 나타낸 것으로, 이를 종방향으로 적분하면 배수용적, 부심의 위치, 파랑 중 불균일 흘수 상태의 부력·부심 등을 구할 수 있다. 그러나 가로메타센터반지름(BM)은 수선면의 관성모멘트가 필요하므로 본전곡선만으로는 알 수 없다.

### ANSWER
B"
chemistry-36,chemistry,D,D,"### ANSWER
D"
chemistry-37,chemistry,C,C,"Fourier transform methods yield the greatest signal-to-noise (multiplex/Fellgett) advantage in regions where detector noise dominates and conventional dispersive scanning is inefficient—namely the infrared and radiofrequency (NMR) regions. Among the given choices, the radiofrequency region (FT-NMR) shows an enormous S/N improvement.

### ANSWER
C"
chemistry-38,chemistry,C,C,"### ANSWER
C"
chemistry-39,chemistry,C,C,"### ANSWER
C"
environmental_science-83,environmental_science,C,B,"### ANSWER
B"
environmental_science-84,environmental_science,C,C,"### ANSWER
C"
environmental_science-85,environmental_science,D,D,"### ANSWER
D"
environmental_science-86,environmental_science,D,D,"Ammonia nitrogen is measured by indophenol absorptiometry, neutralization titration, and ion electrode methods; ion chromatography is used for anions (e.g., nitrate, sulfate), not ammonia nitrogen in this standard.

### ANSWER
D"
maritime_engineering-44,maritime_engineering,B,B,"선박의 기본 3대 성능은 부양성(뜨는 성질), 적재성(화물을 실을 수 있는 성질), 이동성(추진하여 움직이는 성질)이다. 복원성은 기본 3대 특성에 포함되지 않는다.

### ANSWER
B"
maritime_engineering-45,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-46,maritime_engineering,A,A,"석유는 해저 지반암(퇴적층) 내에 존재하는 대표적 에너지 자원이며, 암염·석회암은 광물/암석 자원, 망간단괴는 해저 표면 퇴적물의 광물 자원이다.

### ANSWER
A"
maritime_engineering-47,maritime_engineering,A,A,"### ANSWER
A"
chemical_engineering-42,chemical_engineering,D,D,"### ANSWER
D"
chemical_engineering-43,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-44,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-45,chemical_engineering,D,B,"### ANSWER
B"
environmental_science-87,environmental_science,D,D,"### ANSWER
D"
environmental_science-88,environmental_science,D,D,"### ANSWER
D"
