qid,category,subcategory,level,answer,pred,response
271,Semantics,Semantic Compatibility,2,F,F,"[캠핑]은 ‘다녀오다’의 대상이 되는 사건 명사, [도착]은 시간 부사적 의미, [텐트]와 [고기]는 동작의 대상이자 피영향을 받는 대상, [군내]와 [냄새]는 지각이나 주의의 대상이 되는 자극, [동식이]와 [강아지]는 ‘~와’로 연결되어 함께 행동하는 동반자 역할을 한다. 따라서 의미적 역할이 가장 유사한 것은 [동식이]와 [강아지]로, 둘 다 동반(공동 행위자)의 의미를 지닌다.

### ANSWER
F"
440,Morphology,Word Formation,3,G,G,"'소나무'는 '솔'과 '나무'라는 두 실질 형태소가 결합하여 이루어진 합성어입니다. 나머지 단어들은 접두사나 접미사가 결합한 파생어입니다. 따라서 둘 이상의 실질 형태소가 결합한 단어는 '소나무'입니다.

### ANSWER
G"
441,Syntax,Embedded Clauses,3,D,D,"'평양냉면은 맛이 삼삼하다'에서 '맛이 삼삼하다'는 전체 문장의 주어 '평양냉면은'을 서술하는 안긴문장으로, 이는 서술절의 기능을 한다. 다른 보기들은 안긴문장이 주어, 목적어, 관형어, 부사어 등으로 쓰였다. 따라서 안긴문장의 역할이 서술어인 것은 D이다.

### ANSWER
D"
442,Syntax,Embedded Clauses,2,F,F,"F 문장은 ‘밀렵꾼이’라는 주어에 대해 ‘말버릇이 참 고약하다’라는 절이 전체 서술어로 기능하는 서술절 안긴문장 구조입니다. 다른 보기들은 안긴문장이 관형어, 주어, 목적어, 부사어 등의 역할을 합니다. 따라서 안긴문장의 역할이 ‘서술어’인 것은 F입니다.

### ANSWER
F"
443,Syntax,Argument Structure & Valency,1,D,D,"<보기>의 서술어 ‘차입하다’는 ‘국가가(주어) 중앙은행에서(부사어) 거액을(목적어)’처럼 세 자릿수를 요구하는 3항 서술어입니다. 각 보기 중 ‘가미하다’도 ‘요리사가(주어) 칵테일에(부사어) 순금을(목적어)’처럼 세 자릿수를 요구합니다. 다른 보기들은 대부분 주어만 요구하거나 주어와 목적어만 요구하는 1항 또는 2항 서술어입니다. 따라서 <보기>와 자릿수가 같은 것은 D입니다.

### ANSWER
D"
444,Syntax,Argument Structure & Valency,3,I,A,"### ANSWER
A"
445,Syntax,Agreement,2,I,I,"The example uses 객체 높임법 (object honorific) because ""백부님께"" uses the honorific dative particle ""께"" and ""드리다"" is an honorific verb showing respect to the recipient. Among the options, only I uses ""회장님께"" with the honorific dative particle ""께"" to show respect to the object (the chairman), which is the same type of honorific. The other options either use subject honorific (-시-) or addressee honorific (polite speech levels).

### ANSWER
I"
446,Syntax,Argument Structure & Valency,2,C,C,"<보기>의 서술어 ‘신기다’는 ‘누가 누구에게/무엇에 무엇을 신기다’처럼 세 자릿수를 요구하는 3항 서술어이다. 주어가 생략되었지만 ‘아이의 다리에’와 ‘스타킹을’이라는 두 논항이 드러나 있다. 선택지 중 ‘곁들이다’도 ‘누가 무엇에 무엇을 곁들이다’처럼 세 자릿수를 요구한다. 나머지 선택지들은 주어와 목적어 또는 주어와 부사어 정도만 요구하는 2항 서술어이거나 1항 서술어이다.

### ANSWER
C"
447,Syntax,Argument Structure & Valency,2,E,E,"<보기>의 ‘배분했다’는 ‘누가, 무엇을, 누구에게’라는 세 자릿수를 요구하는 3항 서술어입니다. E의 ‘예금했다’도 ‘누가, 무엇을, 어디에’라는 세 자릿수를 요구하므로 같습니다. 다른 선택지는 주어만 요구하거나, 주어와 목적어, 또는 주어와 부사어 정도만 요구하는 1항 또는 2항 서술어입니다.

### ANSWER
E"
88,Syntax,Agreement,3,F,F,"F는 ‘때가 씻겼다’에서 주어인 ‘때’가 스스로 씻는 것이 아니라 씻김을 당하는 피동의 의미이므로 피동문입니다. 나머지 보기들은 ‘늦추다, 읽히다, 업히다, 신기다, 가라앉히다’ 등 사동사가 쓰인 사동문입니다. 따라서 사동문이 아닌 것은 F입니다.

### ANSWER
F"
89,Syntax,Agreement,2,F,F,"F는 '실리다'가 '싣다'의 피동 표현으로, 신문에 사진이 실린 것을 나타낼 뿐 사동의 의미가 없다. 나머지 보기들은 모두 사동 접미사나 사동사가 쓰여 어떤 대상이 어떤 행동을 하게 하거나 상태가 되게 하는 사동 표현이다.

### ANSWER
F"
90,Syntax,Agreement,3,A,A,"A는 “개에게 물렸다”에서 ‘물리다’가 피동 표현으로 쓰여, 주어가 남의 행동을 당하는 의미입니다. 나머지 보기들은 모두 ‘익히다, 애태우다, 빗기다, 물리다(재갈), 썩히다, 잠재우다, 살찌우다, 물리다(치료비), 묵히다’처럼 사동 형태로 남에게 어떤 행동을 하게 하거나 상태를 만들게 하는 사동문입니다. 따라서 사동문이 아닌 것은 A입니다.

### ANSWER
A"
91,Syntax,Agreement,3,D,D,"D의 “날렸다”는 ‘날다’의 피동 표현으로, 바람에 의해 연이 날리는 상황을 나타냅니다. 나머지 보기"
92,Syntax,Agreement,3,J,J,"The sentence in J uses the causative form “뜯겼다” (to make/let cows graze), not a passive expression. All other options contain passive constructions where the subject undergoes the action.

### ANSWER
J"
93,Syntax,Agreement,2,G,G,"G의 '물렸다'는 '물다'의 사동형으로, 누군가가 말에게 재갈을 물게 한 사동문이다. 나머지 보기들은 모두 피동사(-이/히/리/기-)가 쓰여 주어가 동작을 당하는 피동문이다. 따라서 피동문이 아닌 것은 G이다.

### ANSWER
G"
94,Syntax,Agreement,2,E,E,"E는 ‘업다’의 사동형 ‘업히다’가 쓰인 사동문으로, “그가 내 등에 환자를 업게 하였다”는 뜻입니다. 나머지 보기들은 모두 피동 접사(-이-, -리-, -기-, -히-)가 결합된 피동문입니다.

### ANSWER
E"
95,Pragmatics,Deixis & Reference,3,A,A,"### ANSWER
A"
616,Semantics,Ambiguity,3,F,F,"F의 '장'은 '시장에서 장을 보다'에는 어울리지만, '연필 한 장'은 올바른 표현이 아니다. 연필은 '자루'라는 단위를 사용하므로 '연필 한 자루를 깎다'가 자연스럽다. 나머지 보기들은 제시된 단어가 두 문장에 모두 적절하게 들어간다. 따라서 정답은 F이다.

### ANSWER
F"
617,Phonetics/Phonology,Phonological Alternation,3,F,F,"### ANSWER
F"
618,Semantics,Word Relationships,2,G,C,"### ANSWER
C"
619,Syntax,Embedded Clauses,2,B,B,"B의 안긴 문장 '비가 온다는'은 '비가 온다'로 복원되며, 서술어 '오다'는 주어 '비가' 하나만 필수적으로 요구하는 1자리 서술어입니다. 다른 보기들은 '불러주다', '하다', '통과하다', '제출하다' 등과 같이 주어와 목적어를 요구하는 2자리 서술어입니다. 따라서 안긴 문장의 서술어 자릿수가 1개인 것은 B입니다.

### ANSWER
B"
620,Syntax,Embedded Clauses,1,C,C,"이 문장들에서 안긴문장의 종류를 살펴보면, 대부분은 체언을 수식하는 관형절이거나 부사절인데 이를 잘못 분류한 경우입니다. A, B, D, E, H, J는 모두 명사나 대명사를 꾸미는 관형절이 포함되어 있습니다. F와 G는 각각 관형절과 부사절이 포함되어 있어 ‘안긴 문장 없음’이 아닙니다. I도 ‘좋아하겠다는’이 ‘말’을 꾸미는 관형절입니다. 반면 C는 ‘내 친구가 나를 소개해줬다고’가 ‘말했다’의 내용을 인용하는 인용절로 바르게 분류되었습니다.

### ANSWER
C"
621,Semantics,Numeral Classifiers,1,E,E,"""쇠고기 한 말""은 어색합니다. '말'은 곡식이나 액체의 부피를 재는 단위로, 쇠고기처럼 무게로 거래하는 식품에는 적합하지 않습니다. 쇠고기는 보통 '근'이나 'kg' 단위를 사용합니다. 나머지 문장들은 각각 '건', '막', '되', '평', '가마', '닢', '마지기', '석', '필', '개년', '두름' 등이 모두 해당 대상에 맞게 쓰였습니다. 따라서 가장 자연스럽지 않은 문장은 E입니다.

### ANSWER
E"
622,Semantics,Numeral Classifiers,1,G,G,"문제집은 책의 일종이므로 개수를 셀 때 ‘권’이라는 분류사를 사용하는 것이 가장 자연스럽습니다. ‘장’은 종이나 페이지를 셀 때, ‘쪽’은 책의 면을 셀 때 쓰이지만 재고 수량으로는 적절하지 않습니다. 따라서 손님의 질문에 가장 적절한 답변은 “한 권 남았어요.”입니다.

### ANSWER
G"
623,Semantics,Semantic Compatibility,1,D,D,"'이해관계를 인상하다'에서 '인상하다'는 물가나 임금을 올리거나 어떤 인상을 주다는 뜻으로 쓰이는데, '이해관계'는 그러한 대상이 될 수 없다. 다른 보기들은 서술어와 논항이 자연스럽게 호응한다. 따라서 의미적으로 호응하지 않는 것은 D이다.

### ANSWER
D"
176,Semantics,Semantic Compatibility,1,E,E,"'결심하다'는 주로 어떤 행동을 하기로 마음을 정할 때 쓰는 동사로, '명단'처럼 구체적인 대상을 목적어로 취하기 어렵다. '명단을 결심했다'는 의미적으로 어색하며, 자연스럽게는 '명단을 작성하기로 결심했다' 또는 '명단을 결정했다' 등으로 표현해야 한다. 다른 선지들은 모두 문법적·의미적으로 자연스러운 문장이다. 따라서 가장 어색한 것은 E이다.

### ANSWER
E"
177,Syntax,Agreement,2,H,H,"능동문을 피동문으로 바꾸려면 목적어가 주어가 되고, 원래 주어는 ‘에게’ 등의 부사어로 바뀌며 동사는 피동형이 되어야 합니다. H는 ‘시연이가 찬형이를 잡았다’가 ‘찬형이가 시연이에게 잡혔다’로 바뀌어 목적어가 주어가 되고 ‘잡다’가 ‘잡히다’로 피동형이 된 올바른 예입니다. 나머지 보기들은 대부분 사동문으로 바뀌었거나, 피동문을 능동문으로 바꾼 경우입니다.

### ANSWER
H"
178,Phonetics/Phonology,Phonological Constraints,1,J,J,"크+어서는 자음과 자음의 결합이 아니라 모음 ‘ㅡ’와 ‘ㅓ’가 만나 ‘ㅓ’로 축약되는 모음과 모음 사이의 배열 제약에 해당합니다. 나머지 보기들은 모두 자음과 자음이 만나 거센소리, 된소리, 비음화 등으로 실현되는 자음 배열 제약입니다.

### ANSWER
J"
179,Phonetics/Phonology,Phonological Alternation,2,C,D,"### ANSWER
D"
180,Pragmatics,Speech Acts,2,E,E,"E는 청자에게 어떤 행동을 하도록 명령하는 발화가 아니라, 화자가 다음에 청자가 그 일을 할 수 있게 해 주겠다는 허락이나 약속의 의미를 지닌 발화입니다. 나머지 보기들은 청자에게 어떤 행동을 하거나 하지 않도록 요구하는 직접적 또는 간접적 명령 화행에 해당합니다. 따라서 정답은 E입니다.

### ANSWER
E"
181,Pragmatics,Speech Acts,1,A,A,"'저녁에는 정말로 공부할게요'는 화자가 자신의 미래 행동을 약속하거나 다짐하는 발화입니다. 이와 같이 화자가 어떤 행동을 할 것을 미리 정하여 표현하는 것은 약속이나 결의의 언어 행위에 해당합니다. 보기 중에서 화자가 자신의 행동을 미리 정하여 알리는 것은 A의 '다음달 안으로 알려 드릴게요'입니다. 나머지 보기는 예보, 지시, 감정 표현, 바람 등으로 화자의 행동 약속과는 거리가 있습니다.

### ANSWER
A"
182,Pragmatics,Speech Acts,2,G,G,"### ANSWER
G"
183,Pragmatics,Speech Acts,3,G,G,"### ANSWER
G"
352,Semantics,Ambiguity,3,J,J,"원문은 ‘그’의 지시 대상(유민/지우)과 ‘좋아한’이 수식하는 대상(직원/직원의 지인)에 따라 여러 의미로 해석될 수 있다. J는 ‘그’를 ‘지우’로 바꾸었지만 여전히 ‘지우가 좋아했던’이 ‘직원’을 수식하는지 ‘직원의 지인’을 수식하는지가 모호하여 한 가지 뜻으로만 해석되지 않는다. 따라서 J가 가장 적절하지 않은 설명이다.

### ANSWER
J"
353,Syntax,Argument Structure & Valency,3,E,E,"The predicate ""설치하다"" requires three arguments: the agent (who installs), the object (what is installed), and the location (where it is installed). In sentence E, ""컴퓨터에 백신 프로그램을 설치했다"" clearly shows these three required components. The other sentences have predicates requiring only one or two core arguments, with additional phrases serving as optional adjuncts. Therefore, the correct choice is E.

### ANSWER
E"
354,Semantics,Ambiguity,1,G,G,"""친구의 책""은 여전히 '친구가 소유한 책'과 '친구가 쓴 책'으로 해석될 수 있으므로, 문장 성분의 순서를 바꾼다고 해서 중의성이 사라지지 않는다. 따라서 G의 진술은 적절하지 않다. 나머지 보기들은 각 문장의 중의성과 해소 방식에 대해 올바르게 설명하고 있다.

### ANSWER
G"
355,Syntax,Agreement,2,A,A,"### ANSWER
A"
356,Syntax,Agreement,2,F,F,"### ANSWER
F"
357,Semantics,Inter-sentence Relations,2,F,F,"지문은 음식과 옷을 빨리 받기 위해 오늘 우체국에서 소포를 부쳐 달라는 요청입니다. 답변은 이 요청에 자연스럽게 대응해야 하며, 음식이나 옷, 배송 방법, 일정 등과 관련되어야 합니다. 그런데 F는 전자제품을 완충재로 감싸 보내겠다고 말하는데, 지문에는 전자제품에 대한 언급이 전혀 없습니다. 따라서 F는 요청 내용과 맞지 않는 부적절한 답변입니다.

### ANSWER
F"
358,Syntax,Argument Structure & Valency,3,G,G,"### ANSWER
G"
359,Syntax,Argument Structure & Valency,3,J,A,"### ANSWER
A"
8,Syntax,Embedded Clauses,2,I,I,"'옛이야기를 해주시던'이 '할머니'를 수식하는 관형절로, 문장 전체에 안겨 있는 구조입니다. 다른 보기들은 명사절이나 이중주어문 등으로 관형절을 안은 문장이 아닙니다.

### ANSWER
I"
9,Syntax,Embedded Clauses,2,B,B,"""보리쌀을 섞은""에서 '섞은'이 명사 '밥'을 수식하는 관형절 역할을 한다. 다른 보기들은 명사절, 부사절, 또는 안은문장이 아닌 단일문 구조이다. 따라서 관형절을 안은 문장은 B이다.

### ANSWER
B"
10,Syntax,Embedded Clauses,2,D,D,"""밤이 새도록""은 '밤이 새다'라는 절이 연결어미 '-도록'과 결합하여 주어진 문장의 서술어 '응시했다'를 시간적으로 수식하는 부사어 구실을 한다. 다른 보기들은 명사절이 주어나 목적어로 쓰이거나, 관형절이 명사를 꾸미는 경우이다. 따라서 안긴 문장의 역할이 부사어인 것은 D이다.

### ANSWER
D"
11,Syntax,Embedded Clauses,2,F,F,"The embedded clause ""딸꾹질하던"" ends with the adnominal ending '-던' and modifies the noun ""빈민,"" functioning as a 관형어. The other options contain nominal clauses, quoted clauses, or adverbial clauses, not adnominal clauses.

### ANSWER
F"
12,Syntax,Embedded Clauses,1,F,F,"'아까 녹여둔'은 동사 '녹여두다'에 관형사형 어미 '-ㄴ'이 결합하여 뒤의 명사 '밥'을 수식하는 관형어 역할을 합니다. 다른 보기들은 명사절(주어/목적어), 부사절, 서술절 등으로 쓰였습니다. 따라서 안긴 문장의 역할이 관형어인 것은 F입니다.

### ANSWER
F"
13,Syntax,Embedded Clauses,2,J,J,"'도망치다시피'는 '-다시피'가 결합하여 '뛰어나갔다'를 수식하는 부사절로 기능합니다. 나머지 보기들은 명사절이나 관형절을 안고 있거나 부사절이 없습니다. 따라서 부사절을 안은 문장은 J입니다.

### ANSWER
J"
14,Pragmatics,Discourse Principles,2,H,H,"### ANSWER
H"
15,Pragmatics,Discourse Principles,1,H,H,"을은 갑의 질문에 직접 응답하지 않고 엉뚱한 화제로 돌리는 경우를 찾아야 한다. H에서 갑이 내일 날씨를 묻는데 을은 무릎이 쑤신다고 말해 질문과 무관한 반응을 보인다. 다른 보기들은 질문을 회피하거나 간접적으로나마 관련된 답을 하고 있다. 따라서 의도적으로 관련성을 지키지 않은 사례는 H이다.

### ANSWER
H"
528,Semantics,Numeral Classifiers,3,D,D,"The context is about ordering sample squid for test cooking, so the response should use the proper unit for dried squid. In Korean, dried squid is commonly counted in ""축"" (a bundle of 20), making ""한 축"" the most appropriate and natural choice. Other options use units for laver, grains, or generic terms that do not fit squid. Therefore, the best answer is D.

### ANSWER
D"
529,Semantics,Numeral Classifiers,2,E,E,"### ANSWER
E"
530,Semantics,Numeral Classifiers,1,I,F,"### ANSWER
F"
531,Semantics,Numeral Classifiers,1,E,E,"""고양이""는 동물이므로 수량을 셀 때 '마리'를 사용해야 한다. '필'은 주로 말이나 소 같은 큰 동물을 세는 단위이므로 '고양이 한 필'은 어색한 표현이다. 다른 문장들은 모두 단위명사나 문맥상 자연스럽다. 따라서 가장 어색한 문장은 E이다.

### ANSWER
E"
532,Syntax,Embedded Clauses,3,I,E,"### ANSWER
E"
533,Syntax,Agreement,1,B,B,"B의 ‘생겼겠군’은 화자가 뱀장어의 뱃가죽을 보고 그것이 뱀처럼 생겼을 것이라고 짐작하는 추측의 의미를 나타냅니다. 다른 보기들은 대부분 의지, 의도, 미래 예정, 또는 당위의 의미로 쓰였습니다. 따라서 추측의 의미로 쓰인 것은 B입니다.

### ANSWER
B"
534,Syntax,Agreement,3,I,E,"### ANSWER
E"
535,Syntax,Embedded Clauses,3,D,B,"### ANSWER
B"
96,Syntax,Agreement,2,H,H,"'-고 있'은 동작의 진행을 나타낼 수도 있고, 어떤 상태가 계속됨을 나타낼 수도 있습니다. 보기 중 H의 '과소평가하고 있다'는 상대의 노력을 낮게 보는 인식이나 태도가 지속되는 상태를 나타냅니다. 나머지 보기들은 대부분 눈에 보이는 동작이나 반복적인 행위가 진행 중임을 나타냅니다. 따라서 상태의 지속을 나타내는 것은 H입니다.

### ANSWER
H"
97,Syntax,Agreement,3,E,E,"'-고 있'은 동작의 진행을 나타낼 수도 있고, 상태의 지속을 나타낼 수도 있습니다. 보기 중 '업신여기다'는 상대를 얕보는 심리 상태를 나타내는 동사로, '업신여기고 있다'는 그 마음 상태가 계속되고 있음을 뜻합니다. 나머지 보기들은 흡입, 협의, 자전, 우려내기, 조준, 주물럭거림, 증발, 야옹거림, 찜질 등 구체적인 동작이나 과정의 진행을 나타냅니다. 따라서 상태의 지속을 나타내는 것은 E입니다.

### ANSWER
E"
98,Syntax,Agreement,1,A,A,"'-고 있'은 동작의 진행과 상태의 지속을 모두 나타낼 수 있습니다. A의 '가정하고 있다'는 어떤 사실을 가정한 상태를 유지하고 있음을 뜻하므로 상태의 지속에 해당합니다. 나머지 보기들은 모두 현재 눈에 보이는 동작이 진행 중임을 나타냅니다. 따라서 정답은 A입니다.

### ANSWER
A"
99,Syntax,Agreement,3,A,A,"'-고 있다'가 동작의 진행을 나타내려면 동작 동사와 결합해야 한다. '새근거리다'는 숨을 쉬는 소리나 모양을 나타내는 동작 동사이므로, '새근거리고 있다'는 현재 진행 중인 동작을 의미한다. 나머지 보기들은 대부분 심리 상태, 인식, 태도, 피동 상태 또는 상태의 변화를 나타낸다. 따라서 동작의 진행을 나타내는 것은 A이다.

### ANSWER
A"
100,Syntax,Agreement,1,F,F,"'조마조마하고 있다'는 마음이 불안한 상태를 나타내는 형용사적 표현에 '-고 있'이 결합하여 그 상태가 지속되고 있음을 의미한다. 나머지 보기들은 모두 동작이나 행위가 진행 중임을 나타내는 진행의 의미로 쓰였다. 따라서 '-고 있'이 '상태의 지속'을 나타내는 것은 F이다.

### ANSWER
F"
101,Syntax,Agreement,1,E,E,"'-고 있'은 동작의 진행을 나타낼 수도 있고, 상태의 지속을 나타낼 수도 있습니다. A, B, C, D, F, G, H, I, J는 대부분 심리 상태나 관계, 결과 상태를 나타내는 서술어로, '-고 있'이 상태 유지를 뜻합니다. 반면 E의 '강타하고 있다'는 태풍이 도시를 때리는 동작이 현재 진행 중임을 나타냅니다. 따라서 동작의 진행을 나타내는 것은 E입니다.

### ANSWER
E"
102,Syntax,Agreement,1,B,B,"'간지럽히다'는 동작을 나타내는 동사로, '-고 있다'가 결합하면 현재 진행 중인 동작을 의미합니다. 나머지 보기들은 대부분 상태나 심리, 수동적 결과를 나타내는 서술어에 '-고 있다'가 붙은 경우입니다. 따라서 동작의 진행을 나타내는 것은 B입니다.

### ANSWER
B"
103,Syntax,Agreement,1,H,H,"### ANSWER
H"
624,Syntax,Embedded Clauses,3,H,H,"H의 추출부 ‘오늘 놓아 버린’은 ‘관계’라는 명사를 직접 꾸미는 관형사절일 뿐, 다른 안긴 문장의 문장성분을 꾸미는 안긴 문장이 아니다. 나머지 보기들은 추출된 관형사절이 다른 안긴 문장의 주어나 목적어 등을 수식하는 구조로 적절하다. 따라서 올바르지 않은 것은 H이다.

### ANSWER
H"
625,Syntax,Argument Structure & Valency,2,C,C,"### ANSWER
C"
626,Semantics,Rhetorical Expressions,2,J,J,"<보기>는 환율 변동으로 위기를 겪었지만 신제품 개발로 새로운 활로를 찾아 성장 동력을 얻었다는 내용입니다. J는 신제품이 회사의 성공에 오히려 해가 되었다는 뜻으로, 신제품이 성공에 기여했다는 보기와 정반대입니다. 다른 보기들은 환율 위기의 어려움이나 신제품 성공에 따른 안도감과 기쁨을 적절히 표현하고 있습니다. 따라서 가장 적절하지 않은 문장은 J입니다.

### ANSWER
J"
627,Semantics,Rhetorical Expressions,1,J,J,"상황은 시험이 내일인데 오늘에서야 공부를 시작해 시간이 촉박하고 초조하다는 뜻이다. 이는 급박하고 위급한 상황을 나타내는 표현이 가장 적절하다. '발등에 불똥이 떨어졌다'는 일이 매우 급하게 닥쳐 위급함을 뜻하는 관용적 비유 표현이다. 따라서 지현이의 촉박하고 초조한 상황을 가장 잘 나타낸다.

### ANSWER
J"
628,Syntax,Argument Structure & Valency,3,I,E,"### ANSWER
E"
629,Semantics,Semantic Compatibility,1,I,I,"""벽이 물감을 칠한다""에서 주어 '벽'은 무생물이므로 '칠한다'라는 동작의 주체가 될 수 없다. 다른 문장들은 주어와 서술어가 의미적으로 자연스럽게 호응한다. 따라서 서술어가 논항과 의미적으로 호응하지 않는 문장은 I이다.

### ANSWER
I"
