category,subcategory,level,answer,pred,response
Syntax,Agreement,3,F,F,"정답은 **F**입니다.

- **F: 삼촌의 때밀이에 묵은 때가 다 씻겼다.**
  - ‘묵은 때’가 스스로 씻긴 것이 아니라, 삼촌의 때밀이에 의해 **씻김을 당한 것**이므로 **피동문**입니다.
  - ‘씻겼다’는 여기서 ‘씻다’의 피동 표현입니다.

나머지는 주어가 다른 대상에게 어떤 동작을 하게 하는 **사동문**입니다.

예:
- A 늦췄다 → 박자가 늦어지게 했다.
- D 읽히셨다 → 학생들이 읽게 하셨다.
- G 읽혔다 → 주번이 읽게 했다.
- I 신겼다 → 아이가 양말을 신게 했다."
Syntax,Agreement,2,F,F,"정답은 **F**입니다.

- **F: “사진이 실렸다”**의 **실리다**는 ‘싣다’의 **피동 표현**으로, 사진이 신문에 게재되었다는 뜻입니다. 따라서 사동 표현이 아닙니다.

나머지는 모두 어떤 상태나 동작을 일으키는 **사동 표현**입니다.

- 드높이다: 높게 하다  
- 굶기다: 굶게 하다  
- 누이다: 눕게 하다  
- 돋우다: 돋게 하다  
- 삭이다: 삭게 하다 등"
Syntax,Agreement,3,A,A,"정답은 **A**입니다.

- **A: 아들이 옆집 개에게 팔뚝을 물렸다.**  
  → ‘아들이 개에게 물을 당했다’는 뜻의 **피동문**입니다.  
  ‘물리다’가 ‘물다’의 피동사로 쓰였습니다.

나머지는 모두 어떤 대상이 특정 상태나 동작을 하게 만드는 **사동문**입니다.

- B 익혔다: 고기가 익게 했다.
- C 애태웠다: 농민들이 애타게 했다.
- D 빗긴다: 딸의 머리를 빗게 했다.
- E 물렸다: 언론이 재갈을 물게 했다.
- F 썩히고 있다: 재능이 썩게 했다.
- G 잠재웠다: 논란이 잠들게 했다.
- H 살찌웠다: 거위가 살찌게 했다.
- I 물렸다: 피해자가 치료비를 내게 했다.
- J 묵힌다: 술이 오래 숙성되게 했다."
Syntax,Agreement,3,D,I,"정답은 **I**입니다.

- **기울였다**는 ‘와인잔을 기울다’가 아니라, 주어가 직접 와인잔을 기울이는 **일반적인 타동사 표현**으로 쓰였습니다.
- 반면 다른 문장들은 ‘~하게 하다’의 의미가 드러나는 사동 표현입니다.  
  - 예: **깨운다** → 잠에서 깨게 한다  
  - **날렸다** → 날게 했다  
  - **갈아입힌다** → 옷을 갈아입게 한다  

따라서 사동 표현이 포함되지 않은 것은 **I**입니다."
Syntax,Agreement,3,J,J,"정답은 **J**입니다.

- **J. 목초지에서 젖소들에게 풀을 뜯겼다.**
  - 여기서 **‘뜯겼다’**는 ‘뜯다’의 피동이 아니라, **젖소들이 풀을 뜯도록 하다**라는 의미의 **사동 표현**입니다.
  - 즉, ‘젖소들에게 풀을 뜯게 했다’라는 뜻입니다.

나머지는 모두 피동 표현입니다.

예:  
- 억눌렸다 ← 억누르다  
- 내몰렸다 ← 내몰다  
- 낚인다 ← 낚다  
- 씹혔다 ← 씹다  
- 집혔다 ← 집다  
- 휘감긴다 ← 휘감다"
Syntax,Agreement,2,G,G,"정답은 **G**입니다.

- **G: 길들인 말에게 재갈을 물렸다.**
  - ‘물리다’는 여기서 말에게 재갈을 **물게 하다**라는 뜻의 **사동 표현**입니다.
  - 따라서 피동문이 아니라 사동문입니다.

나머지는 모두 ‘걷히다, 널리다, 그을리다, 뒤섞이다, 뜨이다, 잡아먹히다, 얹히다, 가로막히다, 사로잡히다’ 등의 피동 표현입니다."
Syntax,Agreement,2,E,E,"정답은 **E**입니다.

- **E: 그는 내 등에 환자를 업혔다.**
  - ‘업히다’가 여기서는 **환자를 업게 하다**, 즉 다른 사람에게 환자를 업도록 하는 **사동 표현**입니다.
  - 따라서 피동문이 아니라 사동문입니다.

나머지는 모두 피동 표현입니다.

- A 실리다
- B 갈리다
- C 이끌리다
- D 믿기지 않다
- F 쓰이다
- G 치이다
- H 뒤틀리다
- I 담기다
- J 몰리다"
Pragmatics,Deixis & Reference,3,A,A,"정답은 **A: (‘요게[1]’, ‘저것’)**입니다.

- **요게[1]**: 을이 말한 “여기 시그니처”인 칵테일
- **그거[2]**: 갑이 네 옆 사람이 마시는 것을 보고, 그 시그니처 칵테일인지 묻는 표현
- **저것**: “저것보다는 덜 유명하지만”에서 앞서 언급된 그 칵테일을 다시 가리키는 표현

따라서 **‘요게[1]’과 ‘저것’은 같은 대상을 가리킵니다.**"
Syntax,Embedded Clauses,2,I,H,"관형절을 안은 문장은 **H, I**입니다.

- **H. 새엄마께서는 [급한] 일일수록 침착하세요.**  
  → ‘일이 급하다’에서 ‘급한’이 ‘일’을 꾸미는 관형절입니다.

- **I. [옛이야기를 해주시던] 할머니가 그리워.**  
  → ‘할머니가 옛이야기를 해주시다’에서 ‘해주시던’이 ‘할머니’를 꾸미는 관형절입니다.

나머지는 명사절, 서술절, 부사절 등을 안은 문장입니다."
Syntax,Embedded Clauses,2,B,B,"정답은 **B**입니다.

- **B: 밥상에는 [보리쌀을 섞은] 밥만이 올라왔다.**
  - ‘보리쌀을 섞은’이 ‘밥’을 수식하는 **관형절**입니다.
  - 기본형: **보리쌀을 섞다 → 보리쌀을 섞은 밥**

다른 문장들은 명사절이나 부사절, 서술절 등에 해당합니다. 예를 들어 J의 ‘이어폰에 대한 이윤이 남았는지’는 명사절입니다."
Syntax,Embedded Clauses,2,D,D,"정답은 **D**입니다.

- **D: 나는 [밤이 새도록] 삼나무만을 응시했다.**
  - **‘밤이 새도록’**은 ‘응시했다’를 꾸며 주며 시간의 의미를 나타내는 **부사절**입니다.
  - 따라서 안긴 문장의 역할은 **부사어**입니다.

다른 예들은 다음과 같습니다.

- **B, C**: 명사절이 주어 역할
- **E, I**: 명사절이 목적어 역할
- **F, G, H**: 관형절이 체언을 수식
- **A**: ‘비계가 어찌나 많은지’는 정도를 나타내는 종속절
- **J**: 서술절로 보는 경우가 일반적입니다."
Syntax,Embedded Clauses,2,F,F,"정답은 **F**입니다.

- **F: 불화살이 [딸꾹질하던] 빈민에게 명중했다.**
  - 안긴 문장: **딸꾹질하던**
  - 원래 문장: **빈민이 딸꾹질하다**
  - 이 안긴 문장이 **‘빈민’**을 꾸며 주므로 역할은 **관형어**입니다.

다른 예들은 명사절, 부사절, 서술절 등의 역할을 합니다."
Syntax,Embedded Clauses,1,F,F,"정답은 **F: 아까 녹여둔 밥을 꺼내오너라.**입니다.

- **‘아까 녹여둔’**은 ‘밥’을 꾸며 주므로 **관형어 역할**을 하는 안긴 문장입니다.
- 원래 문장: **(누군가가) 아까 밥을 녹여 두었다.**
- 이것이 관형사형으로 바뀌어 **‘아까 녹여둔 밥’**이 되었습니다.

따라서 정답은 **F**입니다."
Syntax,Embedded Clauses,2,J,J,"정답은 **J**입니다.

- **J: 막둥이는 [도망치다시피] 뛰어나갔다.**
  - ‘도망치다시피’는 ‘도망치는 것처럼’이라는 뜻으로, 뒤의 서술어 **‘뛰어나갔다’**를 꾸밉니다.
  - 따라서 **부사절을 안은 문장**입니다.

다른 문장들은 다음과 같습니다.

- A: ‘이기주의자가 너의 이상형임’ → 명사절
- C, G, I: 관형절
- D, H: 명사절
- F: ‘걔가 … 덮어씌우는지’ → 명사절
- B, E: 안긴문장이 없음

따라서 **J**입니다."
Pragmatics,Discourse Principles,2,H,H,"정답은 **H**입니다.

을의 “오늘 야근 확정이야”는 갑의 “그럼 하던 일은 이제 거의 다 됐겠네”에 직접적으로 “응/아니”라고 답하지 않고, 오늘 야근을 해야 한다는 정보를 제시합니다. 이는 갑의 추론, 즉 일이 거의 끝났다는 생각을 간접적으로 부정하는 발화입니다.

따라서 을은 대화의 **관련성 격률을 의도적으로 어겨 갑의 말에 반박**하고 있습니다."
Pragmatics,Discourse Principles,1,H,H,"정답은 **H**입니다.

- 갑: “내일 날씨는 어떻다니?”
- 을: “아유, 무릎이 막 쑤시네.”

을은 날씨를 묻는 질문에 직접 답하지 않고 무릎 통증을 말하고 있어, 앞선 발화와의 **관련성(관계의 격률)**을 의도적으로 지키지 않고 있습니다. 물론 무릎이 쑤신다는 말로 비가 올 것임을 암시할 수 있지만, 표면적으로는 질문과 직접 관련이 없는 대답입니다."
Semantics,Numeral Classifiers,3,D,D,"정답은 **D: 한 축 주문해두겠습니다.**

**‘축’**은 오징어를 세는 단위로, 보통 **오징어 20마리**를 뜻합니다."
Semantics,Numeral Classifiers,2,E,H,"정답은 **H: “그러시다면 두 돈 가량이 좋을 것 같습니다.”**입니다.

금의 무게를 나타내는 전통적인 단위로 **‘돈’**을 쓰므로 “두 돈”이 적절합니다. 반면 병·척·단·박스 등은 금의 양을 나타내는 단위로 적절하지 않고, E는 잉여 현금의 **일정 부분**이 아니라 매각 대금 **전액**을 투자한다는 점에서 지문의 취지와 어긋납니다."
Semantics,Numeral Classifiers,1,I,I,"가장 어색한 문장은 **I**입니다.

- **I: 샐러드엔 오이 한 장이 들어간다.**
  - ‘장’은 종이, 사진, 김처럼 얇고 넓은 것을 셀 때 주로 씁니다.
  - 오이는 보통 **한 조각**, **한 토막**, 또는 얇게 썬 경우 **오이 한 쪽**이라고 표현하는 것이 자연스럽습니다.

따라서 예를 들면 **“샐러드에는 오이 한 조각이 들어간다.”**가 자연스럽습니다."
Semantics,Numeral Classifiers,1,E,E,"가장 어색한 문장은 **E: “우리 집엔 고양이가 한 필 있다.”**입니다.

- **필(匹)**은 주로 말처럼 큰 가축을 셀 때 쓰는 단위입니다.
- 고양이는 **“한 마리”**라고 해야 자연스럽습니다.

따라서 **“우리 집엔 고양이가 한 마리 있다.”**가 올바른 표현입니다."
Syntax,Embedded Clauses,3,I,E,"표준적인 문법 분석에 따르면 **E와 I**가 안은문장이 아닙니다.

- **E**: *본 미술관*에서 **본**은 ‘이/우리’라는 뜻의 관형사이므로 관형절이 아닙니다.  
  → 단문: “경비가 매우 삼엄하군.”
- **I**: *이 서점의 베스트셀러는 무엇인가요?*에는 주어와 서술어 관계를 가진 절이 들어 있지 않습니다.  
  → 단문

나머지는 다음과 같이 안긴절을 포함합니다.

- A: 명사절
- B, H, J: 관형절
- C: 부사절
- D, F: 명사절
- G: 서술절

따라서 문제에서 정답을 하나만 요구한다면, **복수 정답이 생기므로 문항에 오류가 있을 가능성**이 있습니다."
Syntax,Agreement,1,B,B,"정답은 **B**입니다.

- **B: 뱀장어는 뱃가죽도 뱀처럼 생겼겠군.**  
  → 뱀장어의 겉모습을 근거로 하여 **‘아마 생겼을 것이다’라고 추측**하는 표현입니다.

다른 예들은 다음과 같이 쓰였습니다.

- A, C, I: 가능 여부를 묻는 표현
- D, G: 단정·의지 또는 일반적인 결과를 나타냄
- E, F, H: 의지·의도
- J: 의무·당위

따라서 ‘-겠-’이 추측의 의미로 쓰인 것은 **B**입니다."
Syntax,Agreement,3,I,E,"정답은 **E**입니다.

- **A, G, I**: 미래의 일에 대한 **추측·예상**
  - 누가 … 깎겠어?
  - … 표기할 것입니다.
  - … 전개될 것이야.
- **B, C, H, J**: **의지·의도**
  - 가겠다고 말하다
  - 최선을 다하겠습니다
  - 고쳐 주겠어
  - 침투하겠다
- **D, F**: **희망·바람**
  - … 좋겠어요
  - … 좋겠다
- **E**: 실제로 가능한지를 묻는 **가능성·능력**의 용법

따라서 다른 선지와 같은 의미적 용법을 사용하지 않은 것은 **E**입니다."
Syntax,Embedded Clauses,3,D,D,"정답은 **D**입니다.

- **D. 학생회장은 학생들 앞에서 선서했다.**
  - ‘학생들 앞에서’는 **명사구에 조사 ‘에서’가 붙은 부사어**일 뿐, 주어와 서술어를 갖춘 안긴문장이 아닙니다.

나머지는 각각 안긴문장을 포함합니다.

- A: 관형절 — *우리가 어제 본*
- B: 부사절 — *개념 없이*
- C: 인용절 — *색안경을 끼지 않겠다고*
- E: 관형절 — *금이 간*
- F, G: 명사절 — *칭찬을 생활화하기*, *저 학설을 반박하기*
- H, I: 서술절 — *맛이 짜다*, *말솜씨가 수준급이다*
- J: 관형절 — *소쿠리에 담긴*"
Morphology,Word Formation,3,G,G,"정답은 **G. 소나무**입니다.

- **소나무**: ‘솔’ + ‘나무’가 결합한 **합성어**입니다. ‘솔’의 ㄹ이 탈락하여 ‘소나무’가 되었습니다.
- 나머지는 접사와 어근이 결합한 **파생어**입니다.  
  예: 날-생선, 개-살구, 시-동생, 암-탉 등에서 ‘날-, 개-, 시-, 암-’은 접사입니다."
Syntax,Embedded Clauses,3,D,D,"정답은 **D**입니다.

- **D: 평양냉면은 [맛이 삼삼하다].**
  - 안긴 문장: **맛이 삼삼하다**
  - 이 문장 전체가 ‘평양냉면은’에 대한 **서술어 역할**을 합니다.
  - 안긴 문장 내부에서는 ‘맛이’가 주어이고 ‘삼삼하다’가 서술어입니다.

다른 예들은 다음과 같습니다.

- A, H, I: 관형어 역할
- B, C, G: 주어 역할
- E, F: 부사어 역할
- J: 목적어 역할

따라서 **서술절을 가진 안은문장인 D**가 정답입니다."
Syntax,Embedded Clauses,2,F,F,"정답은 **F**입니다.

- **F: 밀렵꾼이 [말버릇이 참 고약하다].**
  - 안긴 문장 **‘말버릇이 참 고약하다’**가 전체 문장에서 **서술어 역할**을 합니다.
  - 즉, ‘밀렵꾼이 어떠하다?’에 대해 ‘말버릇이 참 고약하다’라고 서술합니다.

다른 예들은 다음과 같습니다.

- A, H, I: 관형어 역할
- B, G: 주어 역할
- C, D: 부사어 역할
- E, J: 목적어 역할"
Syntax,Argument Structure & Valency,1,D,D,"정답은 **D**입니다.

- **보기:** 국가가 / 중앙은행에서 / 거액을 / 차입했다  
  → 주어 + 부사어(출처) + 목적어의 **3자리 서술어**

- **D:** 요리사가 / 칵테일에 / 순금을 / 가미했다  
  → 주어 + 부사어(대상) + 목적어의 **3자리 서술어**

따라서 서술어가 요구하는 자릿수가 같은 것은 **D**입니다."
