id,trial,answer,pred,response
KIIP_geography_36,0,C,C,C
KIIP_geography_37,0,D,D,D
KIIP_geography_38,0,B,B,B
KIIP_geography_39,0,B,B,B
KIIP_geography_40,0,B,B,B
KIIP_geography_41,0,B,B,B
KIIP_geography_42,0,B,B,B
KIIP_geography_43,0,A,A,A
KIIP_geography_44,0,A,A,A
KIIP_geography_45,0,A,A,A
KIIP_geography_46,0,A,A,A
KIIP_geography_47,0,C,B,B
KIIP_geography_48,0,C,C,C
KIIP_geography_49,0,C,C,C
KIIP_geography_50,0,A,A,A
KIIP_geography_51,0,B,B,B
KIIP_geography_52,0,A,B,B
KIIP_geography_53,0,C,C,C
KIIP_geography_54,0,B,B,B
KIIP_geography_55,0,D,C,C
KIIP_geography_56,0,B,B,B
KIIP_geography_57,0,B,B,B
KIIP_geography_58,0,D,C,C
KIIP_geography_59,0,A,A,A
KIIP_geography_60,0,A,A,A
KIIP_geography_61,0,A,A,A
KIIP_geography_62,0,C,C,C
KIIP_geography_63,0,D,D,D
KIIP_geography_64,0,A,C,C
KIIP_geography_65,0,B,B,B
KIIP_geography_66,0,B,B,B
KIIP_geography_67,0,D,D,D
KIIP_geography_68,0,C,C,C
KIIP_geography_69,0,A,A,A
KIIP_geography_70,0,D,D,D
KIIP_geography_71,0,C,C,C
KIIP_geography_72,0,A,A,A
KIIP_geography_73,0,A,A,A
KIIP_geography_74,0,D,B,B
KIIP_geography_75,0,C,C,C
KIIP_geography_76,0,D,D,D
KIIP_geography_77,0,A,A,A
KIIP_geography_78,0,A,D,D
KIIP_geography_79,0,C,C,C
KIIP_geography_80,0,A,A,A
KIIP_geography_81,0,C,C,C
KIIP_geography_82,0,C,C,C
KIIP_geography_83,0,C,C,C
KIIP_geography_84,0,D,D,D
KIIP_geography_85,0,A,A,A
KIIP_geography_86,0,B,B,B
KIIP_geography_87,0,A,A,A
KIIP_geography_88,0,A,A,A
KIIP_geography_89,0,A,A,A
KIIP_geography_90,0,A,A,A
KIIP_geography_91,0,A,A,A
KIIP_geography_92,0,C,C,C
Kedu_geography_1,0,B,B,B
Kedu_geography_2,0,C,C,C
Kedu_geography_3,0,C,D,D
Kedu_geography_4,0,C,C,C
Kedu_geography_5,0,C,D,D
Kedu_geography_6,0,D,C,C
Kedu_geography_7,0,A,D,D
Kedu_geography_8,0,C,C,C
Kedu_geography_9,0,B,B,B
KHB_66_1,0,D,D,D
KHB_66_2,0,A,C,C
KHB_66_3,0,C,B,B
KHB_66_4,0,B,C,C
KHB_66_5,0,A,A,A
KHB_66_6,0,A,A,A
KHB_66_7,0,D,C,C
KHB_66_8,0,D,B,B
KHB_66_9,0,A,B,B
KHB_66_10,0,D,C,C
KHB_66_11,0,B,C,C
KHB_66_12,0,D,D,D
KHB_66_13,0,C,B,B
KHB_66_14,0,A,C,C
KHB_66_15,0,C,C,C
KHB_66_16,0,C,B,B
KHB_66_17,0,B,D,D
KHB_66_18,0,A,A,A
KHB_66_19,0,B,B,B
KHB_66_20,0,B,A,A
KHB_66_21,0,D,A,A
KHB_66_22,0,B,B,B
KHB_66_23,0,D,C,C
KHB_66_24,0,C,D,D
KHB_66_25,0,C,D,D
KHB_66_26,0,A,C,C
KHB_66_27,0,C,A,A
KHB_66_28,0,C,C,C
KHB_66_29,0,B,D,D
KHB_66_30,0,B,C,C
KHB_66_31,0,D,D,D
KHB_66_32,0,C,C,C
KHB_66_33,0,B,B,B
KHB_66_34,0,D,B,B
KHB_66_35,0,A,A,A
KHB_66_36,0,A,C,C
KHB_66_37,0,D,D,D
KHB_66_38,0,A,A,A
KHB_66_39,0,C,C,C
KHB_66_40,0,C,B,B
KHB_66_41,0,D,B,B
KHB_66_42,0,B,B,B
KHB_66_43,0,C,B,B
KHB_66_44,0,D,D,D
KHB_66_45,0,A,A,A
KHB_66_47,0,A,A,A
KHB_66_48,0,D,B,B
Kedu_history_1,0,D,C,C
Kedu_history_2,0,C,B,B
Kedu_history_3,0,D,B,B
Kedu_history_4,0,B,B,B
Kedu_history_5,0,B,B,B
Kedu_history_6,0,D,C,C
Kedu_history_7,0,A,A,A
Kedu_history_8,0,C,A,A
Kedu_history_9,0,B,B,B
Kedu_history_10,0,B,C,C
Kedu_history_11,0,A,C,C
Kedu_history_12,0,A,A,A
Kedu_history_13,0,D,C,C
Kedu_history_14,0,B,B,B
Kedu_history_15,0,A,B,B
Kedu_history_16,0,B,C,C
Kedu_history_17,0,D,D,D
Kedu_history_18,0,A,A,A
Kedu_history_19,0,A,A,A
Kedu_history_20,0,B,A,A
Kedu_history_21,0,B,C,C
Kedu_history_22,0,D,D,D
Kedu_history_23,0,B,A,A
Kedu_history_24,0,B,B,B
Kedu_history_25,0,C,C,C
Kedu_history_26,0,C,C,C
Kedu_history_27,0,D,C,C
Kedu_history_28,0,B,B,B
Kedu_history_29,0,C,A,A
Kedu_history_30,0,B,B,B
Kedu_history_31,0,B,D,D
Kedu_history_32,0,C,C,C
Kedu_history_33,0,D,B,B
Kedu_history_34,0,C,C,C
Kedu_history_35,0,A,A,A
Kedu_history_36,0,C,C,C
Kedu_history_37,0,B,D,D
Kedu_history_38,0,C,C,C
Kedu_history_39,0,C,C,C
Kedu_history_40,0,A,C,C
Kedu_history_41,0,C,C,C
Kedu_history_42,0,A,A,A
Kedu_history_43,0,B,B,B
PSE_history_13_10,0,A,A,A
PSE_history_13_11,0,B,B,B
PSE_history_13_12,0,D,D,D
PSE_history_13_13,0,C,D,D
PSE_history_13_14,0,C,C,C
PSE_history_13_15,0,A,C,C
PSE_history_13_16,0,D,C,C
PSE_history_13_17,0,C,D,D
PSE_history_13_18,0,B,B,B
PSE_history_13_19,0,C,C,C
PSE_history_14_1,0,C,A,A
PSE_history_14_2,0,B,B,B
PSE_history_14_3,0,B,C,C
PSE_history_14_4,0,D,D,D
PSE_history_14_5,0,D,A,A
PSE_history_14_6,0,B,B,B
PSE_history_14_7,0,B,C,C
PSE_history_14_8,0,D,D,D
PSE_history_14_9,0,A,A,A
PSE_history_14_10,0,D,D,D
PSE_history_15_2,0,D,D,D
PSE_history_15_3,0,B,B,B
PSE_history_15_4,0,B,D,D
PSE_history_15_5,0,C,B,B
PSE_history_15_6,0,C,C,C
PSE_history_15_7,0,C,B,B
PSE_history_15_8,0,A,C,C
PSE_history_15_9,0,C,D,D
PSE_history_15_10,0,C,C,C
PSE_history_15_11,0,A,A,A
PSE_history_15_12,0,D,D,D
PSE_history_15_13,0,D,D,D
PSE_history_15_14,0,B,A,A
PSE_history_15_15,0,B,B,B
PSE_history_15_16,0,D,D,D
PSE_history_15_17,0,A,C,C
PSE_history_15_18,0,C,C,C
PSE_history_16_1,0,C,B,B
PSE_history_16_2,0,D,D,D
PSE_history_16_3,0,C,A,A
PSE_history_16_4,0,C,D,D
PSE_history_16_5,0,B,A,A
PSE_history_16_6,0,C,A,A
PSE_history_16_7,0,D,D,D
PSE_history_16_8,0,A,B,B
PSE_history_16_9,0,B,B,B
PSE_history_16_10,0,C,C,C
PSE_history_16_11,0,A,D,D
PSE_history_16_12,0,A,B,B
PSE_history_16_13,0,A,C,C
PSE_history_17_7,0,B,C,C
PSE_history_17_8,0,C,C,C
PSE_history_17_9,0,B,B,B
PSE_history_17_10,0,C,B,B
PSE_history_17_11,0,D,D,D
PSE_history_17_12,0,D,B,B
PSE_history_17_13,0,C,,정답 (Answer): D
PSE_history_17_14,0,D,C,C
PSE_history_17_15,0,B,A,A
PSE_history_17_16,0,A,A,A
PSE_history_17_17,0,C,C,C
PSE_history_17_18,0,C,C,C
PSE_history_17_19,0,A,D,D
PSE_history_18_1,0,A,C,C
PSE_history_18_2,0,B,C,C
PSE_history_18_3,0,A,C,C
PSE_history_18_4,0,C,B,B
PSE_history_18_5,0,C,D,D
PSE_history_18_6,0,A,B,B
PSE_history_18_7,0,A,C,C
PSE_history_18_8,0,C,C,C
PSE_history_18_9,0,B,C,C
PSE_history_18_10,0,D,D,D
PSE_history_18_11,0,B,C,C
PSE_history_18_12,0,B,D,D
PSE_history_18_13,0,D,A,A
PSE_history_18_14,0,B,C,C
PSE_history_18_15,0,C,B,B
PSE_history_18_16,0,D,C,C
PSE_history_18_17,0,B,C,C
PSE_history_18_18,0,B,C,C
PSE_history_18_19,0,C,A,A
PSE_history_19_1,0,C,D,D
PSE_history_19_2,0,D,B,B
PSE_history_19_3,0,C,C,C
PSE_history_19_4,0,C,C,C
PSE_history_19_5,0,D,C,C
PSE_history_19_6,0,A,A,A
PSE_history_19_7,0,A,D,D
PSE_history_19_8,0,D,C,C
PSE_history_19_9,0,C,C,C
PSE_history_19_10,0,A,A,A
PSE_history_19_11,0,C,C,C
PSE_history_19_12,0,B,D,D
PSE_history_19_13,0,D,B,B
PSE_history_19_14,0,A,C,C
PSE_history_19_15,0,C,C,C
PSE_history_19_16,0,D,D,D
PSE_history_19_17,0,A,C,C
PSE_history_19_18,0,B,C,C
PSE_history_19_19,0,B,D,D
PSE_history_19_20,0,B,B,B
PSE_history_20_1,0,C,C,C
PSE_history_20_2,0,D,C,C
PSE_history_20_3,0,C,C,C
PSE_history_20_4,0,B,B,B
PSE_history_20_5,0,D,C,C
PSE_history_20_6,0,B,C,C
PSE_history_20_7,0,A,C,C
PSE_history_20_8,0,D,C,C
PSE_history_20_9,0,C,C,C
PSE_history_20_10,0,C,C,C
PSE_history_20_11,0,A,B,B
PSE_history_20_12,0,B,C,C
PSE_history_20_13,0,A,C,C
PSE_history_20_14,0,C,B,B
PSE_history_20_15,0,B,B,B
PSE_history_20_16,0,B,B,B
PSE_history_20_17,0,D,C,C
PSE_history_20_18,0,C,D,D
PSE_history_20_19,0,D,B,B
PSE_history_21_1,0,C,C,C
PSE_history_21_2,0,B,B,B
PSE_history_21_3,0,C,C,C
PSE_history_21_4,0,A,C,C
PSE_history_21_5,0,A,A,A
PSE_history_21_6,0,D,D,D
PSE_history_21_7,0,D,D,D
PSE_history_21_8,0,C,C,C
PSE_history_21_9,0,A,C,C
PSE_history_21_10,0,D,D,D
PSE_history_21_11,0,C,C,C
PSE_history_21_12,0,B,B,B
PSE_history_21_13,0,D,D,D
PSE_history_21_14,0,B,A,A
PSE_history_21_15,0,A,A,A
PSE_history_21_16,0,D,A,A
PSE_history_21_17,0,B,B,B
PSE_history_21_18,0,B,B,B
PSE_history_21_19,0,C,C,C
PSE_history_22_1,0,A,C,C
PSE_history_22_2,0,C,C,C
PSE_history_22_3,0,D,D,D
PSE_history_22_4,0,A,A,A
PSE_history_22_5,0,B,B,B
PSE_history_22_6,0,C,B,B
PSE_history_22_7,0,D,C,C
PSE_history_22_8,0,B,B,B
PSE_history_22_9,0,C,C,C
PSE_history_22_10,0,C,A,A
PSE_history_22_11,0,A,A,A
PSE_history_22_12,0,D,B,B
PSE_history_22_13,0,A,B,B
PSE_history_22_14,0,B,D,D
PSE_history_22_15,0,A,C,C
PSE_history_22_16,0,B,B,B
PSE_history_22_17,0,B,C,C
PSE_history_22_18,0,C,C,C
PSE_history_22_19,0,B,A,A
PSE_history_22_20,0,D,C,C
KIIP_law_1,0,A,A,A
KIIP_law_2,0,B,B,B
KIIP_law_3,0,A,A,A
KIIP_law_4,0,B,B,B
KIIP_law_5,0,A,B,B
KIIP_law_6,0,C,B,B
KIIP_law_7,0,A,C,C
KIIP_law_8,0,C,B,B
KIIP_law_9,0,C,C,C
KIIP_law_10,0,A,A,A
KIIP_law_11,0,B,B,B
KIIP_law_12,0,A,A,A
KIIP_law_13,0,B,B,B
KIIP_law_14,0,C,C,C
KIIP_law_15,0,B,B,B
KIIP_law_16,0,A,A,A
KIIP_law_17,0,A,,정답: A
KIIP_law_18,0,A,A,A
KIIP_law_19,0,A,A,A
KIIP_law_20,0,C,C,C
KIIP_law_21,0,B,C,C
KIIP_law_22,0,A,A,A
KIIP_law_23,0,B,B,B
KIIP_law_24,0,A,D,D
KIIP_law_25,0,A,A,A
KIIP_law_26,0,A,A,A
KIIP_law_27,0,A,A,A
KIIP_law_28,0,A,A,A
KIIP_law_29,0,A,A,A
KIIP_law_30,0,A,A,A
KIIP_law_31,0,A,A,A
KIIP_law_32,0,A,A,A
KIIP_law_33,0,A,B,B
KIIP_law_34,0,A,A,A
KIIP_law_35,0,A,A,A
KIIP_law_36,0,A,A,A
KIIP_law_37,0,C,C,C
KIIP_law_38,0,D,D,D
KIIP_law_39,0,D,C,C
KIIP_law_40,0,C,C,C
KIIP_law_41,0,A,A,A
KIIP_law_42,0,C,C,C
KIIP_law_43,0,C,C,C
KIIP_law_44,0,A,A,A
KIIP_law_45,0,A,A,A
KIIP_law_46,0,B,B,B
KIIP_law_47,0,A,A,A
KIIP_law_48,0,A,A,A
KIIP_law_49,0,A,A,A
KIIP_law_50,0,A,A,A
KIIP_law_51,0,A,C,C
PSAT_17_1,0,A,D,D
PSAT_17_2,0,C,C,C
PSAT_17_3,0,A,A,A
PSAT_17_4,0,A,A,A
PSAT_17_5,0,B,B,B
PSAT_17_6,0,D,D,D
PSAT_17_7,0,B,C,C
PSAT_17_8,0,D,D,D
PSAT_17_9,0,A,C,C
PSAT_17_10,0,C,C,C
PSAT_17_11,0,D,D,D
PSAT_17_12,0,C,C,C
PSAT_17_13,0,D,C,C
PSAT_17_14,0,B,B,B
PSAT_17_15,0,D,C,C
PSAT_17_16,0,B,B,B
PSAT_17_17,0,D,D,D
PSAT_17_18,0,B,B,B
PSAT_17_19,0,A,D,D
PSAT_17_20,0,A,B,B
PSAT_17_21,0,C,D,D
PSAT_17_22,0,D,D,D
PSAT_17_23,0,A,A,A
PSAT_17_24,0,D,D,D
PSAT_17_25,0,B,D,D
PSAT_18_1,0,C,A,A
PSAT_18_2,0,A,B,B
PSAT_18_3,0,B,C,C
PSAT_18_4,0,C,B,B
PSAT_18_5,0,B,B,B
PSAT_18_6,0,C,C,C
PSAT_18_7,0,B,C,C
PSAT_18_8,0,A,A,A
PSAT_18_10,0,D,B,B
PSAT_18_11,0,C,C,C
PSAT_18_12,0,B,B,B
PSAT_18_13,0,C,C,C
PSAT_18_14,0,A,C,C
PSAT_18_15,0,D,D,D
PSAT_18_16,0,A,D,D
PSAT_18_17,0,D,B,B
PSAT_18_18,0,C,C,C
PSAT_18_19,0,B,B,B
PSAT_18_20,0,C,C,C
PSAT_18_21,0,D,C,C
PSAT_18_22,0,C,B,B
PSAT_18_23,0,B,A,A
PSAT_18_24,0,A,B,B
PSAT_18_25,0,B,C,C
PSAT_19_1,0,D,D,D
PSAT_19_2,0,C,B,B
PSAT_19_3,0,B,B,B
PSAT_19_4,0,B,B,B
PSAT_19_5,0,C,B,B
PSAT_19_6,0,D,C,C
PSAT_19_7,0,A,B,B
PSAT_19_8,0,B,B,B
PSAT_19_9,0,A,C,C
PSAT_19_10,0,D,A,A
PSAT_19_11,0,C,C,C
PSAT_19_12,0,C,C,C
PSAT_19_14,0,D,D,D
PSAT_19_15,0,D,D,D
PSAT_19_16,0,B,B,B
PSAT_19_17,0,B,B,B
PSAT_19_18,0,C,A,A
PSAT_19_19,0,C,D,D
PSAT_19_20,0,A,C,C
PSAT_19_21,0,B,C,C
PSAT_19_22,0,B,C,C
PSAT_19_23,0,D,D,D
PSAT_19_25,0,D,C,C
PSAT_20_1,0,D,D,D
PSAT_20_2,0,B,C,C
PSAT_20_3,0,D,C,C
PSAT_20_4,0,C,D,D
PSAT_20_5,0,B,B,B
PSAT_20_6,0,A,C,C
PSAT_20_7,0,A,B,B
PSAT_20_8,0,D,B,B
PSAT_20_9,0,B,B,B
PSAT_20_10,0,C,C,C
PSAT_20_11,0,C,B,B
PSAT_20_12,0,B,C,C
PSAT_20_13,0,C,C,C
PSAT_20_14,0,D,D,D
PSAT_20_15,0,B,D,D
PSAT_20_16,0,D,C,C
PSAT_20_17,0,D,C,C
PSAT_20_18,0,B,B,B
PSAT_20_19,0,D,B,B
PSAT_20_20,0,A,C,C
PSAT_20_21,0,A,C,C
PSAT_20_22,0,C,C,C
PSAT_20_23,0,B,C,C
PSAT_20_24,0,A,B,B
PSAT_20_25,0,C,C,C
PSAT_21_1,0,C,C,C
PSAT_21_2,0,C,C,C
PSAT_21_3,0,C,C,C
PSAT_21_5,0,B,B,B
PSAT_21_6,0,C,C,C
PSAT_21_7,0,D,D,D
PSAT_21_8,0,D,B,B
PSAT_21_9,0,A,B,B
PSAT_21_10,0,B,D,D
PSAT_21_11,0,C,C,C
PSAT_21_12,0,B,B,B
PSAT_21_13,0,D,D,D
PSAT_21_14,0,A,C,C
PSAT_21_15,0,A,B,B
PSAT_21_16,0,D,B,B
PSAT_21_17,0,B,B,B
PSAT_21_18,0,A,B,B
PSAT_21_19,0,B,C,C
PSAT_21_20,0,A,B,B
PSAT_21_21,0,C,C,C
PSAT_21_22,0,D,D,D
PSAT_21_23,0,B,A,A
PSAT_21_24,0,C,C,C
PSAT_22_1,0,B,B,B
PSAT_22_2,0,A,B,B
PSAT_22_3,0,C,B,B
PSAT_22_4,0,D,B,B
PSAT_22_5,0,D,B,B
PSAT_22_6,0,A,D,D
PSAT_22_7,0,B,C,C
PSAT_22_8,0,B,B,B
PSAT_22_9,0,C,C,C
PSAT_22_10,0,C,C,C
PSAT_22_11,0,B,C,C
PSAT_22_12,0,D,D,D
PSAT_22_13,0,A,C,C
PSAT_22_14,0,A,B,B
PSAT_22_15,0,C,B,B
PSAT_22_16,0,D,D,D
PSAT_22_18,0,C,D,D
PSAT_22_20,0,D,C,C
PSAT_22_21,0,C,C,C
PSAT_22_22,0,D,A,A
PSAT_22_23,0,B,C,C
PSAT_22_24,0,A,B,B
PSAT_22_25,0,C,C,C
PSAT_23_1,0,A,B,B
PSAT_23_2,0,B,B,B
PSAT_23_3,0,C,B,B
PSAT_23_4,0,B,B,B
PSAT_23_5,0,D,D,D
PSAT_23_6,0,A,C,C
PSAT_23_7,0,A,D,D
PSAT_23_8,0,D,B,B
PSAT_23_9,0,B,B,B
PSAT_23_10,0,A,C,C
PSAT_23_11,0,B,C,C
PSAT_23_12,0,C,C,C
PSAT_23_13,0,B,B,B
PSAT_23_14,0,B,B,B
PSAT_23_15,0,A,C,C
PSAT_23_16,0,D,B,B
PSAT_23_17,0,A,C,C
PSAT_23_18,0,D,C,C
PSAT_23_19,0,C,C,C
PSAT_23_20,0,B,B,B
PSAT_23_21,0,A,D,D
PSAT_23_22,0,C,C,C
PSAT_23_23,0,C,C,C
PSAT_23_24,0,D,D,D
PSAT_23_25,0,C,C,C
KIIP_politics_1,0,A,A,A
KIIP_politics_2,0,A,A,A
KIIP_politics_3,0,B,B,B
KIIP_politics_4,0,B,B,B
KIIP_politics_5,0,B,B,B
KIIP_politics_6,0,B,C,C
KIIP_politics_7,0,A,A,A
KIIP_politics_8,0,C,C,C
KIIP_politics_9,0,A,A,A
KIIP_politics_10,0,C,C,C
KIIP_politics_11,0,C,C,C
KIIP_politics_12,0,B,B,B
KIIP_politics_13,0,B,B,B
KIIP_politics_14,0,A,A,A
KIIP_politics_15,0,A,A,A
KIIP_politics_16,0,C,C,C
KIIP_politics_17,0,C,C,C
KIIP_politics_18,0,A,A,A
KIIP_politics_19,0,A,A,A
KIIP_politics_20,0,A,A,A
KIIP_politics_21,0,C,B,B
KIIP_politics_22,0,B,D,D
KIIP_politics_23,0,A,A,A
KIIP_politics_24,0,A,A,A
KIIP_politics_25,0,A,A,A
KIIP_politics_26,0,B,B,B
KIIP_politics_27,0,A,A,A
KIIP_politics_28,0,B,A,A
KIIP_politics_29,0,A,A,A
KIIP_politics_30,0,A,A,A
KIIP_politics_31,0,A,B,B
KIIP_politics_32,0,A,A,A
KIIP_politics_33,0,A,A,A
KIIP_politics_34,0,A,A,A
KIIP_politics_35,0,D,A,A
KIIP_politics_36,0,B,B,B
KIIP_politics_37,0,A,D,D
KIIP_politics_38,0,A,A,A
KIIP_politics_39,0,C,C,C
KIIP_politics_40,0,B,B,B
KIIP_politics_41,0,B,B,B
KIIP_politics_42,0,B,B,B
KIIP_politics_43,0,D,A,A
KIIP_politics_44,0,B,B,B
KIIP_politics_45,0,C,C,C
KIIP_politics_46,0,C,C,C
KIIP_politics_47,0,A,D,D
KIIP_politics_48,0,B,C,C
KIIP_politics_49,0,A,A,A
KIIP_politics_50,0,C,C,C
KIIP_politics_51,0,A,A,A
KIIP_politics_52,0,C,C,C
KIIP_politics_53,0,D,D,D
KIIP_politics_54,0,C,C,C
KIIP_politics_55,0,A,A,A
KIIP_politics_56,0,A,A,A
KIIP_politics_57,0,A,A,A
KIIP_politics_58,0,D,D,D
KIIP_politics_59,0,A,A,A
KIIP_politics_60,0,B,C,C
KIIP_politics_61,0,A,A,A
KIIP_politics_62,0,B,B,B
KIIP_politics_63,0,D,D,D
KIIP_politics_64,0,B,B,B
KIIP_politics_65,0,C,C,C
KIIP_politics_66,0,C,C,C
KIIP_politics_67,0,A,A,A
KIIP_politics_68,0,B,C,C
KIIP_politics_69,0,B,B,B
KIIP_politics_70,0,D,D,D
KIIP_politics_71,0,A,A,A
KIIP_politics_72,0,A,A,A
KIIP_politics_73,0,D,D,D
KIIP_politics_74,0,C,C,C
KIIP_politics_75,0,C,C,C
KIIP_politics_76,0,B,B,B
KIIP_politics_77,0,C,C,C
KIIP_politics_78,0,B,B,B
KIIP_politics_79,0,C,C,C
Kedu_politics_1,0,B,A,A
Kedu_politics_2,0,A,B,B
Kedu_politics_3,0,C,C,C
Kedu_politics_4,0,D,D,D
Kedu_politics_5,0,B,B,B
KIIP_popular_1,0,A,A,A
KIIP_popular_2,0,A,A,A
KIIP_popular_3,0,A,A,A
KIIP_popular_4,0,A,A,A
KIIP_popular_5,0,C,C,C
KIIP_popular_6,0,A,A,A
KIIP_popular_7,0,A,A,A
KIIP_popular_8,0,B,B,B
KIIP_popular_9,0,A,A,A
KIIP_popular_10,0,B,B,B
KIIP_popular_11,0,D,D,D
KIIP_popular_12,0,A,A,A
KIIP_popular_13,0,B,B,B
KIIP_popular_14,0,C,C,C
KIIP_popular_15,0,A,A,A
KIIP_popular_16,0,B,B,B
KIIP_popular_17,0,A,A,A
KIIP_popular_18,0,A,A,A
KIIP_popular_19,0,A,A,A
KIIP_popular_20,0,A,A,A
KIIP_popular_21,0,B,B,B
KIIP_popular_22,0,C,C,C
KIIP_popular_23,0,B,C,C
KIIP_popular_24,0,B,B,B
KIIP_popular_25,0,B,B,B
KIIP_popular_26,0,A,A,A
Kedu_popular_1,0,A,A,A
Kedu_popular_2,0,C,C,C
Kedu_popular_3,0,B,B,B
Kedu_popular_4,0,B,A,A
Kedu_popular_5,0,B,C,C
Kedu_popular_6,0,B,B,B
Kedu_popular_7,0,A,A,A
Kedu_popular_8,0,D,C,C
Kedu_popular_9,0,B,A,A
Kedu_popular_10,0,D,D,D
Kedu_popular_11,0,C,C,C
Kedu_popular_12,0,C,C,C
Kedu_popular_13,0,D,D,D
Kedu_popular_14,0,D,C,C
Kedu_popular_15,0,D,D,D
KIIP_society_1,0,A,A,A
KIIP_society_2,0,B,B,B
KIIP_society_3,0,B,B,B
KIIP_society_4,0,D,D,D
KIIP_society_5,0,A,A,A
KIIP_society_6,0,A,A,A
KIIP_society_7,0,A,A,A
KIIP_society_8,0,A,B,B
