id,trial,answer,pred,response
KIIP_geography_6,0,D,D,D
KIIP_geography_7,0,C,C,C
KIIP_geography_8,0,B,B,B
KIIP_geography_9,0,C,C,C
KIIP_geography_10,0,A,A,A
KIIP_geography_11,0,B,B,"B: 전기장판, 온풍기"
KIIP_geography_12,0,B,B,B: 신경준
KIIP_geography_13,0,A,A,A
KIIP_geography_14,0,A,A,A
KIIP_geography_15,0,B,B,B: 65%
KIIP_geography_16,0,B,B,B
KIIP_geography_17,0,A,A,A
KIIP_geography_18,0,A,A,A
KIIP_geography_19,0,D,D,D: 강원평야
KIIP_geography_20,0,A,A,A
KIIP_geography_21,0,A,A,A
KIIP_geography_22,0,A,A,A
KIIP_geography_23,0,A,A,A
KIIP_geography_24,0,B,B,B
KIIP_geography_25,0,C,C,C: 강북
KIIP_geography_26,0,D,D,D: 1014만 명
KIIP_geography_27,0,A,B,"B: 동대문 시장, 가락시장"
KIIP_geography_28,0,D,D,D: 경기도
KIIP_geography_29,0,A,A,A
KIIP_geography_30,0,D,D,D
KIIP_geography_31,0,A,A,A
KIIP_geography_32,0,A,A,A
KIIP_geography_33,0,A,A,A
KIIP_geography_34,0,A,A,A
KIIP_geography_35,0,C,C,C
KIIP_geography_36,0,C,C,C: 항구 도시
KIIP_geography_37,0,D,D,D
KIIP_geography_38,0,B,B,B
KIIP_geography_39,0,B,B,B
KIIP_geography_40,0,B,B,B
KIIP_geography_41,0,B,B,B: 오죽헌
KIIP_geography_42,0,B,B,B
KIIP_geography_43,0,A,A,A
KIIP_geography_44,0,A,A,A
KIIP_geography_45,0,A,A,A
KIIP_geography_46,0,A,A,A: 세계과학엑스포
KIIP_geography_47,0,C,C,C: 충청남도
KIIP_geography_48,0,C,C,C: 세종
KIIP_geography_49,0,C,C,C: 소백산
KIIP_geography_50,0,A,A,A: 전라남도
KIIP_geography_51,0,B,B,B
KIIP_geography_52,0,A,A,"A: 배, 포도, 사과"
KIIP_geography_53,0,C,C,C
KIIP_geography_54,0,B,B,B: 과학 산업단지
KIIP_geography_55,0,D,D,D
KIIP_geography_56,0,B,B,B
KIIP_geography_57,0,B,B,B
KIIP_geography_58,0,D,C,C: 광업
KIIP_geography_59,0,A,A,A
KIIP_geography_60,0,A,A,A
KIIP_geography_61,0,A,A,A
KIIP_geography_62,0,C,C,C
KIIP_geography_63,0,D,D,D: 조선
KIIP_geography_64,0,A,C,C
KIIP_geography_65,0,B,B,B
KIIP_geography_66,0,B,B,B
KIIP_geography_67,0,D,D,D
KIIP_geography_68,0,C,C,C
KIIP_geography_69,0,A,A,A
KIIP_geography_70,0,D,D,D: 남산
KIIP_geography_71,0,C,C,C
KIIP_geography_72,0,A,A,A
KIIP_geography_73,0,A,A,A: 자동차와 제철
KIIP_geography_74,0,D,B,B
KIIP_geography_75,0,C,C,C
KIIP_geography_76,0,D,D,D
KIIP_geography_77,0,A,A,A
KIIP_geography_78,0,A,D,D
KIIP_geography_79,0,C,C,C
KIIP_geography_80,0,A,A,A
KIIP_geography_81,0,C,C,C
KIIP_geography_82,0,C,C,C
KIIP_geography_83,0,C,C,C
KIIP_geography_84,0,D,D,D: 춘향제
KIIP_geography_85,0,A,A,A
KIIP_geography_86,0,B,B,B
KIIP_geography_87,0,A,A,A
KIIP_geography_88,0,A,A,A
KIIP_geography_89,0,A,A,A: 백제 문화제
KIIP_geography_90,0,A,A,A: 오징어 축제
KIIP_geography_91,0,A,A,A
KIIP_geography_92,0,C,C,C
Kedu_geography_1,0,B,B,B
Kedu_geography_2,0,C,C,C: 청마 문학관 - 경상남도 하동군
Kedu_geography_3,0,C,,"정답: C: 전주 - 별신굿 탈놀이

별신굿 탈놀이는 전라북도 지역의 전통 민속극이지만, 특히 해남에서 유명하며 전주와는 직접적인 연관이 없습니다. 따라서 C가 지역별 연결이 옳지 않은 것입니다."
Kedu_geography_4,0,C,C,C
Kedu_geography_5,0,C,D,D
Kedu_geography_6,0,D,C,C: 박경리문학공원 - 원주
Kedu_geography_7,0,A,A,A
Kedu_geography_8,0,C,C,C
Kedu_geography_9,0,B,B,B
KHB_66_1,0,D,D,D: 지배층의 무덤으로 고인돌을 만들었다.
KHB_66_2,0,A,B,B: 부여
KHB_66_3,0,C,,정답: B
KHB_66_4,0,B,B,B
KHB_66_5,0,A,A,A
KHB_66_6,0,A,A,A: 분황사 모전 석탑
KHB_66_7,0,D,,정답: D
KHB_66_8,0,D,,정답: D
KHB_66_9,0,A,C,C: 금동 대향로
KHB_66_10,0,D,,정답은 B입니다.
KHB_66_11,0,B,B,B: 윤관이 별무반 설치를 건의하였다.
KHB_66_12,0,D,D,D: 해동통보
KHB_66_13,0,C,B,B
KHB_66_14,0,A,,정답: C
KHB_66_15,0,C,,정답: C
KHB_66_16,0,C,B,B
KHB_66_17,0,B,D,D
KHB_66_18,0,A,,"정답: A: 태종

태종은 조선 초기의 왕으로, 6조 직계제와 호패법을 실시하였으며, 사간원을 설치하였습니다. 또한 창덕궁을 건설하고 신문고를 설치하는 등의 정치적, 사회 문화적 발전을 이루었습니다. 따라서 옵션 A: 태종이 정답입니다."
KHB_66_19,0,B,B,B: 대동법
KHB_66_20,0,B,D,D
KHB_66_21,0,D,,"정답은 B: (가) - (다) - (나) 입니다.

설명:
(가) 강홍립의 부대가 파병되어 후금과 전투하였어요. - 이 사건은 1627년 정묘호란 때 일어났습니다.
(다) 남한산성에서 나온 인조가 삼전도에서 청에 항복하였어요. - 이 사건은 1636년 병자호란 때 일어났습니다.
(나) 청의 요청으로 나선 정벌에 조총 부대가 파견되었어요. - 이 사건은 병자호란 이후인 1637년에 일어났습니다.

따라서, 이 사건들이 일어난 순서는 (가), (다), (나) 입니다."
KHB_66_22,0,B,C,C
KHB_66_23,0,D,B,B: 세한도
KHB_66_24,0,C,C,C
KHB_66_25,0,C,D,D
KHB_66_26,0,A,C,C
KHB_66_27,0,C,A,A
KHB_66_28,0,C,C,C: 임오군란
KHB_66_29,0,B,B,B: 독립 의군부를 조직하였다.
KHB_66_30,0,B,C,C
KHB_66_31,0,D,,정답: D (양기탁)
KHB_66_32,0,C,C,C: 경부선 철도 개통식에 참석하는 관리
KHB_66_33,0,B,B,B: 청산리 전투
KHB_66_34,0,D,,정답: B
KHB_66_35,0,A,A,A
KHB_66_36,0,A,D,D: 군국기무처가 설치되었다.
KHB_66_37,0,D,D,D
KHB_66_38,0,A,A,A
KHB_66_39,0,C,C,C
KHB_66_40,0,C,,정답: C
KHB_66_41,0,D,B,B: 발췌 개헌안 통과
KHB_66_42,0,B,B,B: 경부 고속 도로를 준공하였다.
KHB_66_43,0,C,C,C: 6• 15 남북 공동 선언을 발표하였다.
KHB_66_44,0,D,D,D
KHB_66_45,0,A,A,A: 의궤
KHB_66_47,0,A,A,A: (원효) - 십문화쟁론을 저술함.
KHB_66_48,0,D,,"정답은 D입니다. (Answer: D)

설명:
(다) 태학과 경당은 고대 삼국시대에 설립된 교육 기관입니다.
(나) 국자감은 고려시대에 설립되었으며, 서적포는 그 이후에 설치되었습니다.
(가) 한양에 성균관과 4부 학당을 세우는 것은 조선시대의 일입니다.

따라서 올바른 순서는 (다) - (나) - (가) 입니다."
Kedu_history_1,0,D,A,A
Kedu_history_2,0,C,,정답: D
Kedu_history_3,0,D,,정답: D
Kedu_history_4,0,B,C,C: 한식(寒食)
Kedu_history_5,0,B,B,B: 패관 문학과 가전체 문학의 등장
Kedu_history_6,0,D,D,D: 대한매일신보
Kedu_history_7,0,A,B,B: 육영공원
Kedu_history_8,0,C,C,C: 구지가(龜旨歌)
Kedu_history_9,0,B,,정답: C
Kedu_history_10,0,B,C,C: 태종 13년 《태조실록》의 편찬을 시작으로 고종 2년 《철종실록》까지 완성되었다.
Kedu_history_11,0,A,C,C
Kedu_history_12,0,A,A,A
Kedu_history_13,0,D,C,C: 수운잡방
Kedu_history_14,0,B,B,B
Kedu_history_15,0,A,B,B
Kedu_history_16,0,B,C,C
Kedu_history_17,0,D,D,D
Kedu_history_18,0,A,A,A
Kedu_history_19,0,A,,"정답은 B입니다. 각 선언의 연도는 다음과 같습니다:
ㄱ. 7ㆍ4 남북공동성명 - 1972년
ㄷ. 한민족 공동체 통일방안 - 1989년
ㄹ. 한반도 비핵화에 관한 공동선언 - 1992년
ㄴ. 6ㆍ15 남북공동성명 - 2000년

이를 연도별로 나열하면 ㄱ - ㄷ - ㄹ - ㄴ 순이므로, 옵션 B가 정답입니다."
Kedu_history_20,0,B,A,A
Kedu_history_21,0,B,B,B
Kedu_history_22,0,D,D,D
Kedu_history_23,0,B,A,A: 직지심체요절
Kedu_history_24,0,B,D,D
Kedu_history_25,0,C,B,B
Kedu_history_26,0,C,C,C
Kedu_history_27,0,D,,정답은 D: 무구정광대다라니경입니다.
Kedu_history_28,0,B,,정답은 C: 의금부입니다.
Kedu_history_29,0,C,C,C: 조선상고사
Kedu_history_30,0,B,B,B: 청산별곡
Kedu_history_31,0,B,A,A
Kedu_history_32,0,C,C,C: 후추
Kedu_history_33,0,D,D,D
Kedu_history_34,0,C,A,A
Kedu_history_35,0,A,A,A
Kedu_history_36,0,C,C,C
Kedu_history_37,0,B,C,C
Kedu_history_38,0,C,C,C: ≪흠흠신서≫
Kedu_history_39,0,C,C,C
Kedu_history_40,0,A,C,C
Kedu_history_41,0,C,C,C
Kedu_history_42,0,A,A,A: 김정희
Kedu_history_43,0,B,B,B
PSE_history_13_10,0,A,,정답: B
PSE_history_13_11,0,B,B,B
PSE_history_13_12,0,D,D,D
PSE_history_13_13,0,C,C,C
PSE_history_13_14,0,C,C,C
PSE_history_13_15,0,A,,정답: B
PSE_history_13_16,0,D,C,C
PSE_history_13_17,0,C,B,B: 전통적 미풍양속을 계승하면서 삼강오륜을 중심으로 한 유교
PSE_history_13_18,0,B,,정답은 B입니다.
PSE_history_13_19,0,C,C,C
PSE_history_14_1,0,C,A,A: 광개토왕비
PSE_history_14_2,0,B,D,D
PSE_history_14_3,0,B,C,"C: 동사에서 조선의 자연환경과 풍속, 인성의 독자성을"
PSE_history_14_4,0,D,D,D
PSE_history_14_5,0,D,,정답은 B입니다.
PSE_history_14_6,0,B,,정답: D
PSE_history_14_7,0,B,A,A
PSE_history_14_8,0,D,C,C
PSE_history_14_9,0,A,A,A
PSE_history_14_10,0,D,A,A
PSE_history_15_2,0,D,D,D
PSE_history_15_3,0,B,B,B
PSE_history_15_4,0,B,B,B
PSE_history_15_5,0,C,B,B
PSE_history_15_6,0,C,D,D
PSE_history_15_7,0,C,B,B: 5도 양계의 지방 제도를 확립하였다.
PSE_history_15_8,0,A,D,D
PSE_history_15_9,0,C,,정답: D
PSE_history_15_10,0,C,D,D
PSE_history_15_11,0,A,A,A
PSE_history_15_12,0,D,,정답: D
PSE_history_15_13,0,D,B,B
PSE_history_15_14,0,B,,"고종 황제의 강제 퇴위는 1907년에 일어났고, 일제에 의한 군대 해산은 1907년에 이루어진 사건입니다. 이를 기반으로 각 보기를 검토해보겠습니다.

ㄱ. 안중근이 만주 하얼빈에서 이토 히로부미를 사살한 사건은 1909년에 일어났습니다. 이는 고종 황제의 강제 퇴위와 군대 해산 이후의 사건입니다.
ㄴ. 민영환은 1907년에 일제에 대한 저항을 표현하며 자결하였습니다. 이는 군대 해산 직후의 사건입니다.
ㄷ. 장지연이 ‘시일야방성대곡’을 황성신문에 발표한 것은"
PSE_history_15_15,0,B,B,B
PSE_history_15_16,0,D,D,D: 붕당을 없애자는 논리에 동의하는 관료들을 중심으로 탕평
PSE_history_15_17,0,A,B,"B: 형평사를 창립하고, 평등한 대우를 요구하는 형평운동을 펼쳤다."
PSE_history_15_18,0,C,D,D
PSE_history_16_1,0,C,C,C
PSE_history_16_2,0,D,D,D
PSE_history_16_3,0,C,A,A
PSE_history_16_4,0,C,,정답: D
PSE_history_16_5,0,B,D,D: 일본 공사관이 불타고 일본군이 청군에 패퇴하였다.
PSE_history_16_6,0,C,A,A
PSE_history_16_7,0,D,D,D
PSE_history_16_8,0,A,D,D
PSE_history_16_9,0,B,,정답: D
PSE_history_16_10,0,C,D,D: 왜에 종이와 먹의 제작 방법을 전해 주었다.
PSE_history_16_11,0,A,D,D
PSE_history_16_12,0,A,D,D
PSE_history_16_13,0,A,,정답: C
PSE_history_17_7,0,B,,정답은 C입니다.
PSE_history_17_8,0,C,B,B
PSE_history_17_9,0,B,B,B: 대한제국 칙령 제41호 - 삼국접양지도
PSE_history_17_10,0,C,B,B: 동시전이 설치되어 시장을 감독하였다.
PSE_history_17_11,0,D,,정답: B
PSE_history_17_12,0,D,B,B: 독립운동 단체인 권업회가 조직되었다.
PSE_history_17_13,0,C,,정답: D
PSE_history_17_14,0,D,,정답은 C입니다.
PSE_history_17_15,0,B,,정답은 C입니다.
PSE_history_17_16,0,A,A,A
PSE_history_17_17,0,C,A,A
PSE_history_17_18,0,C,C,C
PSE_history_17_19,0,A,B,B
PSE_history_18_1,0,A,C,C
PSE_history_18_2,0,B,B,B: 귀주 대첩
PSE_history_18_3,0,A,A,A
PSE_history_18_4,0,C,C,C
PSE_history_18_5,0,C,C,C: 토속 신에게 제사를 지냈다.
PSE_history_18_6,0,A,B,B
PSE_history_18_7,0,A,C,C: 국조오례의가 편찬되고 동국여지승람이 만들어졌다.
PSE_history_18_8,0,C,D,D
PSE_history_18_9,0,B,C,C: 연초 전매 제도에 따라 조합에 수매되는 담배
PSE_history_18_10,0,D,C,C
PSE_history_18_11,0,B,,정답: C
PSE_history_18_12,0,B,D,D
PSE_history_18_13,0,D,,정답: A
PSE_history_18_14,0,B,C,C
PSE_history_18_15,0,C,,"정답은 B입니다. 조선 성리학의 발전 과정을 보면, 초기에는 우주론적 관점에서의 논의가 있었고(ㄴ), 이후 일상생활에서의 윤리적 실천이 강조되었으며(ㄹ), 그 다음으로 현실 개혁의 필요성이 제기되었고(ㄱ), 마지막으로 사단칠정 논쟁이 이루어졌습니다(ㄷ). 따라서 올바른 순서는 ㄴ→ㄹ→ㄱ→ㄷ입니다."
PSE_history_18_16,0,D,C,C
PSE_history_18_17,0,B,C,C: 국가 기간 산업인 울산 정유 공장이 가동되었다.
PSE_history_18_18,0,B,,정답: D
PSE_history_18_19,0,C,,"정답은 C입니다. 해동제국기(1471), 표해록(1614), 열하일기(1777), 서유견문(1780) 순으로 시기적으로 배열되어 있습니다."
PSE_history_19_1,0,C,C,C
PSE_history_19_2,0,D,,"정답은 B입니다. (가)의 설명은 고구려의 영고 행사에 대한 것이며, 고구려의 정치적 지배자로는 신지, 읍차 등이 있었습니다. 따라서 B가 (가)에 대한 올바른 설명입니다."
PSE_history_19_3,0,C,C,C
PSE_history_19_4,0,C,,정답: D
PSE_history_19_5,0,D,D,D
PSE_history_19_6,0,A,D,D
PSE_history_19_7,0,A,,정답: D
PSE_history_19_8,0,D,C,C: 대흥이라는 독자적인 연호를 사용하였다.
PSE_history_19_9,0,C,,정답: D
PSE_history_19_10,0,A,A,A
PSE_history_19_11,0,C,C,C
PSE_history_19_12,0,B,D,D
PSE_history_19_13,0,D,,정답: D
PSE_history_19_14,0,A,B,B
PSE_history_19_15,0,C,C,C
PSE_history_19_16,0,D,D,D: 학문 연구와 선현의 제사를 위해 설립된 사설 교육기관이다.
PSE_history_19_17,0,A,,"정답: D

설명:
(가)의 설명은 조.일수호조규부록에 대한 것으로, 강화도 조약 이후 몇 달 뒤에 체결되었으며, 일본 선박의 항세 면제와 양곡의 무제한 유출을 가능하게 하는 규정이 포함되어 있습니다.
(나)의 설명은 조.러수호통상조약에 대한 것으로, 김홍집이 황준헌의 조선책략을 일본에서 가져오면서 체결되었으며, 청의 알선으로 거중조정 조항과 최혜국 대우 규정이 포함되어 있습니다.
따라서, 올바른 짝은 (가)조.일수호조규부록, (나)조.러수호통상조약인 D입니다."
PSE_history_19_18,0,B,C,C
PSE_history_19_19,0,B,,정답: D
PSE_history_19_20,0,B,,"정답은 D입니다. 시간 순서에 따라 이벤트를 배열하면 다음과 같습니다:
(다) 모스크바 3국 외상 회의가 개최되었다. (1945년 12월)
(나) 조선 건국 준비 위원회가 결성되었다. (1946년 1월)
(가) 좌우합작 7원칙이 발표되었다. (1946년 1월)
(라) 김구와 김규식이 남북협상을 제의하였다. (1946년 4월)"
PSE_history_20_1,0,C,C,C: 사냥이나 물고기잡이 등을 통해 식량을 얻었다.
PSE_history_20_2,0,D,,정답: C
PSE_history_20_3,0,C,C,C
PSE_history_20_4,0,B,B,B: 근대 문물 수용의 사상적 기반이 되었다.
PSE_history_20_5,0,D,C,C: 혜민국
