qid,license_name,subject,answer,pred,response
382,공인노무사,경영학개론,D,D,"채권 현금흐름: 1년 후 100원, 2년 후 1,100원.  
현재가치 = 100/1.12 + 1100/1.12² = 966.20원.  
듀레이션 = (1×100/1.12 + 2×1100/1.12²) / 966.20 = 1843.11 / 966.20 = 1.9076년.  
소수점 셋째 자리에서 반올림하면 1.91년.

### ANSWER
D"
383,공인노무사,경영학개론,B,B,"### ANSWER
B"
384,공인노무사,경영학개론,B,B,"### ANSWER
B"
1773,한의사,내과학2,D,B,"### ANSWER
B"
1774,한의사,침구학,B,B,"### ANSWER
B"
1775,한의사,침구학,D,D,"### ANSWER
D"
1776,한의사,침구학,C,C,"### ANSWER
C"
1777,한의사,침구학,D,D,"### ANSWER
D"
1778,한의사,침구학,C,C,"### ANSWER
C"
1779,한의사,침구학,E,A,"### ANSWER
A"
1780,한의사,침구학,D,B,"족태양방광경은 수(水)에 속하므로, 허증에는 자경보사법에 따라 모혈인 금(金)에 해당하는 정혈 지음(至陰)을 보한다. 방광경의 왕성한 시간은 신시(申時, 15~17시)이다.

### ANSWER
B"
2158,한약사,한약학 응용,E,E,"### ANSWER
E"
2159,한약사,한약학 응용,C,C,"### ANSWER
C"
2160,한약사,한약학 응용,D,D,"괄루근은 트리코산틴(trichosanthin)이라는 리보솜 불활성화 단백질을 함유하며, 췌장 베타세포 보호 효과와 태반 손상·유산 유발 작용이 알려져 있다.

### ANSWER
D"
2161,한약사,한약학 응용,B,B,"### ANSWER
B"
2162,한약사,한약학 응용,D,D,"### ANSWER
D"
2163,한약사,한약학 응용,A,A,"### ANSWER
A"
2164,한약사,한약학 응용,A,A,"### ANSWER
A"
2165,한약사,한약학 응용,D,D,"캡핑이나 라미네이팅은 결합력 부족, 과도한 미분말, 높은 압축 속도, 과도한 건조 등으로 발생합니다. 결합제 양을 늘리면 입자 간 결합력이 향상되어 이를 억제할 수 있습니다.

### ANSWER
D"
2487,약사,임상실무약학,D,D,"급성 세균전립샘염의 항생제 치료 기간은 일반적으로 2~4주(14~28일)이며, 시프로플록사신을 28일간 투여하는 것이 적절하다.

### ANSWER
D"
2488,약사,임상실무약학,A,A,"무증상세균뇨는 임신 중 치료가 필요하며, 임신 10주에는 독시사이클린·레보플록사신·TMP/SMX는 부적합하다. 아목시실린 지연성 경미한 발진 병력이 있으므로 암피실린은 피하고, 교차반응 위험이 낮은 세팔렉신이 적절하다.

### ANSWER
A"
2489,약사,임상실무약학,A,A,"### ANSWER
A"
2490,약사,임상실무약학,E,E,"Pyrazinamide is the most hepatotoxic TB drug and is typically avoided or replaced when restarting therapy after drug-induced liver injury. Isoniazid and rifampicin can be rechallenged with monitoring; ethambutol and pyridoxine are not hepatotoxic.

### ANSWER
E"
2491,약사,임상실무약학,D,D,"### ANSWER
D"
2492,약사,임상실무약학,C,C,"### ANSWER
C"
2493,약사,임상실무약학,C,C,"Ringworm is a fungal infection, so initial treatment should be a topical antifungal like terbinafine cream.

### ANSWER
C"
2494,약사,임상실무약학,E,E,"Amphotericin B deoxycholate commonly causes nephrotoxicity and also leads to renal potassium wasting, resulting in hypokalemia. Therefore, potassium levels should be monitored alongside renal function.

### ANSWER
E"
2166,한약사,한약학 응용,C,C,"### ANSWER
C"
2167,한약사,한약학 응용,A,A,"Shellac is a natural resin used as an enteric coating material because it resists gastric acid and dissolves in intestinal fluids. The other options are water-soluble polymers, not enteric coatings.

### ANSWER
A"
2168,한약사,한약학 응용,D,D,"### ANSWER
D"
2169,한약사,한약학 응용,C,C,"### ANSWER
C"
2170,한약사,한약학 응용,E,E,"### ANSWER
E"
2171,한약사,한약학 응용,E,E,"### ANSWER
E"
2172,한약사,한약학 응용,B,B,"### ANSWER
B"
2173,한약사,한약학 응용,A,C,"### ANSWER
C"
385,공인노무사,경영학개론,A,A,"### ANSWER
A"
386,공인노무사,경영학개론,E,E,"### ANSWER
E"
387,공인노무사,경영학개론,A,A,"### ANSWER
A"
388,공인노무사,경영학개론,D,D,"### ANSWER
D"
389,공인노무사,경영학개론,B,B,"### ANSWER
B"
390,공인노무사,경영학개론,D,D,"### ANSWER
D"
391,공인노무사,경영학개론,D,D,"### ANSWER
D"
392,공인노무사,경영학개론,D,D,"### ANSWER
D"
1075,의사,의학총론,C,C,"### ANSWER
C"
1076,의사,의학총론,A,A,"The direct cause of death is acute respiratory distress syndrome (ARDS), which developed after pneumonia. Therefore, the cause of the direct cause (B) is pneumonia.

### ANSWER
A"
1077,의사,의학총론,B,B,"The infant’s cyanotic spell with a transiently absent murmur that returns after emergency treatment is classic for tetralogy of Fallot.

### ANSWER
B"
1078,의사,의학총론,A,A,"The wound is tetanus-prone due to soil contamination, but the patient received Tdap 1 year ago, which is within 5 years. Therefore, no additional tetanus prophylaxis is needed.

### ANSWER
A"
1079,의사,의학총론,A,A,"### ANSWER
A"
1080,의사,의학총론,C,C,"The findings suggest possible child abuse: inconsistent injury explanation, multiple bruises of different ages, hesitation, and caregiver refusing further evaluation. Proper action is to document injuries with photographs as evidence.

### ANSWER
C"
1081,의사,의학총론,E,E,"### ANSWER
E"
1082,의사,의학총론,A,A,"### ANSWER
A"
1781,한의사,침구학,C,C,"### ANSWER
C"
1782,한의사,침구학,C,C,"### ANSWER
C"
1783,한의사,침구학,D,D,"The described technique involves inserting the needle knife with the blade parallel to muscle/ligament direction, then rotating it perpendicular to dissect upon reaching bone. This is the transverse dissection method.

### ANSWER
D"
1784,한의사,침구학,E,E,"### ANSWER
E"
1785,한의사,침구학,A,A,"### ANSWER
A"
1786,한의사,침구학,B,B,"### ANSWER
B"
1787,한의사,침구학,E,E,"수술 부위가 오랫동안 아물지 않고 짓무르는 것은 양허로 인한 창양구완불수에 해당하며, 이때 온양보화하여 조직 재생을 돕는 격부자구(隔附子灸)가 적합하다.

### ANSWER
E"
1788,한의사,침구학,D,D,"### ANSWER
D"
2495,약사,임상실무약학,B,B,"Acute community-acquired cholecystitis requires empiric coverage of enteric gram-negative organisms. Cefotaxime provides appropriate gram-negative coverage, while the other options lack adequate activity against typical biliary pathogens.

### ANSWER
B"
2496,약사,임상실무약학,A,A,"### ANSWER
A"
2497,약사,임상실무약학,E,E,"프로프라놀롤 예방 효과가 불충분하여 변경이 필요하다. 라스미디탄은 급성 치료제이고, 레슬리주맙은 편두통 적응증이 없다. 조니사미드는 설폰아미드계 알레르기로 금기이다. 토피라메이트는 경구피임약의 효과를 감소시키고 기형 위험 등으로 이 환자에게 적합하지 않다. 프레마네주맙은 CGRP 경로를 표적으로 하는 예방약으로 약물 상호작용이 적고 설폰아미드 알레르기와도 무관하여 가장 적절하다.

### ANSWER
E"
2498,약사,임상실무약학,E,E,"### ANSWER
E"
2499,약사,임상실무약학,C,C,"### ANSWER
C"
2500,약사,임상실무약학,A,A,"Bupropion is contraindicated in patients with a history of seizures because it lowers the seizure threshold.

### ANSWER
A"
2501,약사,임상실무약학,E,E,"### ANSWER
E"
2502,약사,임상실무약학,A,A,"Fluoxetine is an activating SSRI and commonly causes insomnia. Since depressive symptoms have improved, the best approach is to add a sedating agent like trazodone for insomnia rather than switching to another activating antidepressant. Trazodone is commonly used adjunctively for insomnia in depression.

### ANSWER
A"
722,관세사,무역영어,B,B,"### ANSWER
B"
723,관세사,내국소비세법,C,C,"### ANSWER
C"
724,관세사,내국소비세법,D,B,"### ANSWER
B"
725,관세사,내국소비세법,B,E,"### ANSWER
E"
726,관세사,내국소비세법,C,B,"### ANSWER
B"
727,관세사,내국소비세법,A,A,"### ANSWER
A"
728,관세사,내국소비세법,D,B,"### ANSWER
B"
729,관세사,내국소비세법,D,D,"### ANSWER
D"
393,공인노무사,경영학개론,A,A,"### ANSWER
A"
394,공인노무사,경영학개론,C,C,"### ANSWER
C"
395,공인노무사,경제학원론,A,A,"### ANSWER
A"
396,공인노무사,경제학원론,D,A,"### ANSWER
A"
397,공인노무사,경제학원론,B,B,"### ANSWER
B"
398,공인노무사,경제학원론,D,D,"생산함수는 \(Q=(2K+L)^{1/2}\)로 동차성의 차수가 1/2이므로 규모에 대한 수확체감이다. 등량곡선은 \(2K+L=Q^2\)에서 기울기가 \(-1/2\)이며, 두 요소는 완전대체재이다. 따라서 등량곡선과 등비용곡선의 기울기가 다르면 모서리해에서 한 요소만 사용하는 것이 옳다.

### ANSWER
D"
399,공인노무사,경제학원론,C,C,"### ANSWER
C"
400,공인노무사,경제학원론,B,B,"### ANSWER
B"
2174,한약사,한약학 응용,A,A,"### ANSWER
A"
2175,한약사,한약학 응용,D,D,"### ANSWER
D"
2176,한약사,한약학 응용,D,D,"### ANSWER
D"
2177,한약사,한약학 응용,A,A,"### ANSWER
A"
2178,한약사,한약학 응용,C,C,"비점막은 혈관이 풍부하여 흡수된 약물이 간문맥을 거치지 않고 전신순환으로 직접 들어가므로 간 초회통과효과를 피할 수 있다. 나머지 보기는 각막의 양친매성 투과, 폐의 수동확산, 직장상부의 간문맥 연결 등을 고려할 때 옳지 않다.

### ANSWER
C"
2179,한약사,한약학 응용,A,A,"### ANSWER
A"
2180,한약사,한약학 응용,B,B,"### ANSWER
B"
2181,한약사,한약학 응용,B,B,"Clearance is defined as the elimination rate divided by the plasma drug concentration: CL = elimination rate / C.

### ANSWER
B"
8,감정평가사,민법,D,D,"### ANSWER
D"
9,감정평가사,민법,E,D,"### ANSWER
D"
10,감정평가사,민법,E,E,"### ANSWER
E"
11,감정평가사,민법,D,D,"### ANSWER
D"
12,감정평가사,민법,D,D,"### ANSWER
D"
13,감정평가사,민법,E,E,"### ANSWER
E"
14,감정평가사,민법,B,A,"### ANSWER
A"
15,감정평가사,민법,A,A,"### ANSWER
A"
2503,약사,임상실무약학,A,A,"나프록센(NSAID)과 파록세틴(SSRI)은 각각 위장관 출혈 위험을 높일 수 있으며, 함께 사용하면 그 위험이 증가한다. 다른 약물들은 이 위험을 유의하게 증가시키지 않는다.

### ANSWER
A"
2504,약사,임상실무약학,E,E,"### ANSWER
E"
2505,약사,임상실무약학,C,C,"### ANSWER
C"
2506,약사,임상실무약학,A,A,"### ANSWER
A"
2507,약사,임상실무약학,B,B,"### ANSWER
B"
2508,약사,임상실무약학,D,D,"### ANSWER
D"
2509,약사,임상실무약학,A,A,"### ANSWER
A"
2510,약사,임상실무약학,E,E,"### ANSWER
E"
1420,변호사,민사법,B,E,"### ANSWER
E"
1421,변호사,민사법,D,B,"### ANSWER
B"
1422,변호사,민사법,E,D,"### ANSWER
D"
1423,변호사,민사법,C,A,"### ANSWER
A"
1424,변호사,민사법,D,E,"### ANSWER
E"
1425,변호사,민사법,A,D,"### ANSWER
D"
1426,변호사,민사법,C,A,"### ANSWER
A"
1427,변호사,민사법,E,E,"### ANSWER
E"
1083,의사,의학총론,C,C,"### ANSWER
C"
1084,의사,의학총론,D,D,"### ANSWER
D"
1085,의사,의학총론,C,C,"### ANSWER
C"
1086,의사,의학총론,D,D,"### ANSWER
D"
1087,의사,의학총론,E,E,"### ANSWER
E"
1088,의사,의학총론,D,D,"The wet mount shows pear-shaped motile protozoa with frothy, malodorous discharge, indicating Trichomonas vaginalis. Both the patient and her partner must be treated with metronidazole to prevent reinfection.

### ANSWER
D"
1089,의사,의학총론,A,A,"SAAG = 2.5 − 1.2 = 1.3 g/dL (>1.1), indicating portal hypertension. Low ascites total protein, thrombocytopenia, prolonged PT, hyperbilirubinemia, and edema support cirrhosis rather than heart failure. Low ADA and low WBC exclude tuberculous peritonitis; nephrotic syndrome and carcinomatosis would give low SAAG.

### ANSWER
A"
1090,의사,의학총론,D,A,"### ANSWER
A"
1789,한의사,침구학,B,B,"### ANSWER
B"
1790,한의사,침구학,B,B,"The symptoms—left facial pain/tremor, red face and eyes, bitter mouth, chest heat, constipation, dark urine—indicate Liver-Gallbladder fire flaring upward. The appropriate treatment is to clear Liver fire using Liver channel points.

### ANSWER
B"
1791,한의사,침구학,B,C,"### ANSWER
C"
1792,한의사,침구학,A,A,"### ANSWER
A"
1793,한의사,침구학,C,C,"### ANSWER
C"
1794,한의사,침구학,D,D,"### ANSWER
D"
1795,한의사,침구학,A,A,"The presentation of DIP joint involvement, short morning stiffness (<30 min), mechanical pain pattern (worse with use, better with rest), negative rheumatoid factor, and normal uric acid is most consistent with osteoarthritis.

### ANSWER
A"
1796,한의사,침구학,A,A,"### ANSWER
A"
2182,한약사,한약학 응용,B,B,"### ANSWER
B"
2183,한약사,한약학 응용,C,C,"연자육, 연수, 홍화 등은 직사광선에 의해 퇴색되므로, 상면을 마포로 덮어 그늘에서 건조하는 음건법이 적절하다.

### ANSWER
C"
2184,한약사,한약학 응용,C,C,"### ANSWER
C"
2185,한약사,한약학 응용,D,D,"### ANSWER
D"
2186,한약사,한약학 응용,A,A,"### ANSWER
A"
2187,한약사,한약학 응용,E,E,"### ANSWER
E"
2188,한약사,한약학 응용,C,C,"의약품유통품질관리기준에서 “구획”은 칸막이 등으로 나누어 교차오염이나 혼합을 방지하는 상태를 뜻합니다.

### ANSWER
C"
2189,한약사,한약학 응용,C,C,"### ANSWER
C"
401,공인노무사,경제학원론,C,C,"### ANSWER
C"
402,공인노무사,경제학원론,C,C,"AVC = 3Q + 5, FC = 12이므로 TC = 3Q² + 5Q + 12, ATC = 3Q + 5 + 12/Q.  
손익분기점은 ATC의 최소점: dATC/dQ = 3 - 12/Q² = 0 → Q = 2, ATC = 17.  
조업중단점은 AVC의 최소값: AVC = 3Q + 5의 최소값은 5.

### ANSWER
C"
403,공인노무사,경제학원론,B,B,"### ANSWER
B"
404,공인노무사,경제학원론,C,C,"### ANSWER
C"
405,공인노무사,경제학원론,A,A,"### ANSWER
A"
406,공인노무사,경제학원론,A,A,"### ANSWER
A"
407,공인노무사,경제학원론,A,A,"### ANSWER
A"
