id,category,trial,answer,pred,response
nurse_208,nurse,0,D,D,D
nurse_209,nurse,0,B,B,B
nurse_210,nurse,0,A,A,A
nurse_211,nurse,0,B,A,A
nurse_212,nurse,0,E,E,E
nurse_213,nurse,0,A,A,A
nurse_214,nurse,0,D,D,D
nurse_813,nurse,0,E,E,E
nurse_814,nurse,0,A,A,A
nurse_815,nurse,0,A,A,A
nurse_816,nurse,0,E,E,E
pharm_537,pharm,0,A,A,A
pharm_538,pharm,0,E,E,E
pharm_539,pharm,0,A,C,C
pharm_540,pharm,0,C,C,C
dentist_254,dentist,0,C,C,C
dentist_255,dentist,0,C,A,A
dentist_256,dentist,0,B,B,B
dentist_257,dentist,0,C,C,C
doctor_40,doctor,0,E,E,E
doctor_41,doctor,0,A,B,B
doctor_42,doctor,0,A,C,C
doctor_43,doctor,0,C,C,C
dentist_258,dentist,0,A,A,A
dentist_259,dentist,0,D,E,E
dentist_260,dentist,0,B,B,B
dentist_261,dentist,0,C,C,C
nurse_817,nurse,0,D,D,D
nurse_818,nurse,0,B,B,B
nurse_819,nurse,0,D,D,D
nurse_820,nurse,0,E,D,D
nurse_215,nurse,0,C,C,C
nurse_216,nurse,0,A,A,A
nurse_217,nurse,0,C,C,C
nurse_218,nurse,0,B,B,B
doctor_44,doctor,0,B,B,B
doctor_45,doctor,0,D,D,D
doctor_46,doctor,0,D,D,D
doctor_47,doctor,0,D,D,D
nurse_219,nurse,0,A,D,D
nurse_220,nurse,0,D,D,D
nurse_221,nurse,0,D,D,D
nurse_222,nurse,0,E,E,E
dentist_262,dentist,0,E,E,E
dentist_263,dentist,0,B,B,B
dentist_264,dentist,0,C,E,E
dentist_265,dentist,0,A,A,A
nurse_223,nurse,0,A,A,A
nurse_224,nurse,0,D,D,D
nurse_225,nurse,0,D,D,D
nurse_226,nurse,0,E,E,E
nurse_821,nurse,0,E,E,E
nurse_822,nurse,0,E,E,E
nurse_823,nurse,0,B,B,B
nurse_824,nurse,0,C,C,C
doctor_48,doctor,0,E,D,D
doctor_49,doctor,0,B,B,B
doctor_50,doctor,0,B,B,B
doctor_51,doctor,0,B,B,B
pharm_541,pharm,0,D,D,D
pharm_542,pharm,0,E,C,C
pharm_543,pharm,0,B,B,B
pharm_544,pharm,0,E,E,E
dentist_266,dentist,0,B,B,B
dentist_267,dentist,0,B,B,B
dentist_268,dentist,0,C,C,C
dentist_269,dentist,0,C,C,C
nurse_825,nurse,0,B,B,B
nurse_826,nurse,0,A,A,A
nurse_827,nurse,0,D,D,D
nurse_828,nurse,0,E,E,E
doctor_52,doctor,0,D,D,D
doctor_53,doctor,0,E,E,E
doctor_54,doctor,0,A,D,D
doctor_55,doctor,0,A,A,A
nurse_227,nurse,0,A,A,A
nurse_228,nurse,0,C,C,C
nurse_229,nurse,0,D,D,D
nurse_230,nurse,0,B,B,B
dentist_270,dentist,0,C,C,C
dentist_271,dentist,0,C,C,C
dentist_272,dentist,0,A,E,E
dentist_273,dentist,0,A,A,A
nurse_231,nurse,0,E,E,E
nurse_232,nurse,0,D,D,D
nurse_233,nurse,0,C,C,C
nurse_234,nurse,0,B,E,E
doctor_56,doctor,0,E,C,C
doctor_57,doctor,0,B,B,B
doctor_58,doctor,0,B,B,B
doctor_59,doctor,0,C,C,C
nurse_829,nurse,0,D,D,D
nurse_830,nurse,0,E,E,E
nurse_831,nurse,0,E,E,E
nurse_832,nurse,0,C,C,C
pharm_545,pharm,0,B,B,B
pharm_546,pharm,0,E,E,E
pharm_547,pharm,0,B,B,B
pharm_548,pharm,0,A,A,A
doctor_60,doctor,0,E,E,E
doctor_61,doctor,0,E,E,E
doctor_62,doctor,0,A,A,A
doctor_63,doctor,0,D,D,D
dentist_274,dentist,0,B,B,B
dentist_275,dentist,0,B,B,B
dentist_276,dentist,0,D,D,D
dentist_277,dentist,0,E,D,D
nurse_235,nurse,0,A,A,A
nurse_236,nurse,0,E,E,E
nurse_237,nurse,0,E,E,E
nurse_238,nurse,0,B,B,B
nurse_239,nurse,0,C,C,C
nurse_240,nurse,0,C,C,C
nurse_241,nurse,0,E,E,E
nurse_242,nurse,0,E,E,E
pharm_549,pharm,0,D,D,D
pharm_550,pharm,0,B,B,B
pharm_551,pharm,0,D,D,D
pharm_552,pharm,0,D,D,D
nurse_833,nurse,0,E,E,E
nurse_834,nurse,0,C,C,C
nurse_835,nurse,0,C,C,C
nurse_836,nurse,0,B,B,B
doctor_64,doctor,0,D,D,D
doctor_65,doctor,0,D,D,D
doctor_66,doctor,0,C,C,C
doctor_67,doctor,0,D,D,D
nurse_837,nurse,0,D,D,D
nurse_838,nurse,0,D,D,D
nurse_839,nurse,0,D,D,D
nurse_840,nurse,0,B,B,B
nurse_243,nurse,0,B,B,B
nurse_244,nurse,0,C,C,C
nurse_245,nurse,0,C,C,C
nurse_246,nurse,0,D,D,D
pharm_553,pharm,0,E,E,E
pharm_554,pharm,0,B,B,B
pharm_555,pharm,0,C,C,C
pharm_556,pharm,0,E,E,E
dentist_278,dentist,0,D,D,D
dentist_279,dentist,0,B,B,B
dentist_280,dentist,0,E,E,E
dentist_281,dentist,0,D,D,D
doctor_68,doctor,0,E,E,E
doctor_69,doctor,0,C,C,C
doctor_70,doctor,0,C,B,B
doctor_71,doctor,0,E,E,E
nurse_841,nurse,0,A,E,E
nurse_842,nurse,0,D,D,D
nurse_843,nurse,0,B,B,B
nurse_844,nurse,0,A,A,A
nurse_247,nurse,0,D,D,D
nurse_248,nurse,0,B,B,B
nurse_249,nurse,0,A,A,A
nurse_250,nurse,0,B,B,B
doctor_72,doctor,0,B,B,B
doctor_73,doctor,0,C,C,C
doctor_74,doctor,0,B,D,D
doctor_75,doctor,0,A,D,D
pharm_557,pharm,0,D,D,D
pharm_558,pharm,0,C,E,E
pharm_559,pharm,0,A,A,A
pharm_560,pharm,0,A,A,A
nurse_251,nurse,0,A,A,A
nurse_252,nurse,0,C,C,C
nurse_253,nurse,0,E,E,E
nurse_254,nurse,0,D,D,D
nurse_845,nurse,0,A,D,D
nurse_846,nurse,0,E,E,E
nurse_847,nurse,0,C,C,C
nurse_848,nurse,0,E,E,E
nurse_849,nurse,0,B,B,B
nurse_850,nurse,0,C,C,C
nurse_851,nurse,0,B,B,B
nurse_852,nurse,0,A,A,A
nurse_255,nurse,0,A,A,A
nurse_256,nurse,0,E,E,E
nurse_257,nurse,0,B,D,D
nurse_258,nurse,0,D,D,D
pharm_561,pharm,0,D,C,C
pharm_562,pharm,0,A,D,D
pharm_563,pharm,0,E,E,E
pharm_564,pharm,0,E,E,E
doctor_76,doctor,0,D,D,D
doctor_77,doctor,0,A,E,E
doctor_78,doctor,0,A,A,A
doctor_79,doctor,0,C,C,C
pharm_565,pharm,0,B,C,C
pharm_566,pharm,0,A,A,A
pharm_567,pharm,0,C,E,E
pharm_568,pharm,0,A,A,A
nurse_259,nurse,0,B,B,B
nurse_260,nurse,0,C,C,C
nurse_261,nurse,0,C,C,C
nurse_262,nurse,0,E,E,E
pharm_569,pharm,0,C,D,D
pharm_570,pharm,0,D,D,D
pharm_571,pharm,0,D,D,D
pharm_572,pharm,0,E,E,E
doctor_80,doctor,0,D,D,D
doctor_81,doctor,0,A,D,D
doctor_82,doctor,0,E,E,E
doctor_83,doctor,0,C,C,C
nurse_853,nurse,0,D,D,D
nurse_854,nurse,0,A,A,A
nurse_855,nurse,0,E,B,B
nurse_856,nurse,0,C,C,C
nurse_263,nurse,0,C,C,C
nurse_264,nurse,0,E,E,E
nurse_265,nurse,0,E,E,E
nurse_266,nurse,0,E,E,E
doctor_84,doctor,0,A,A,A
doctor_85,doctor,0,A,A,A
doctor_86,doctor,0,C,C,C
doctor_87,doctor,0,D,D,D
pharm_573,pharm,0,C,E,E
pharm_574,pharm,0,D,D,D
pharm_575,pharm,0,B,B,B
pharm_576,pharm,0,B,B,B
nurse_267,nurse,0,A,D,D
nurse_268,nurse,0,E,E,E
nurse_269,nurse,0,D,D,D
nurse_270,nurse,0,B,B,B
nurse_857,nurse,0,D,D,D
nurse_858,nurse,0,D,C,C
nurse_859,nurse,0,E,D,D
nurse_860,nurse,0,C,B,B
nurse_271,nurse,0,A,B,B
nurse_272,nurse,0,C,C,C
nurse_273,nurse,0,D,D,D
nurse_274,nurse,0,C,C,C
doctor_88,doctor,0,E,E,E
doctor_89,doctor,0,E,E,E
doctor_90,doctor,0,B,B,B
doctor_91,doctor,0,B,B,B
nurse_861,nurse,0,B,B,B
nurse_862,nurse,0,C,C,C
nurse_863,nurse,0,E,E,E
nurse_864,nurse,0,A,A,A
nurse_275,nurse,0,E,E,E
nurse_276,nurse,0,C,C,C
nurse_277,nurse,0,E,C,C
nurse_278,nurse,0,A,A,A
nurse_865,nurse,0,A,B,B
nurse_866,nurse,0,E,D,D
nurse_867,nurse,0,E,A,A
nurse_868,nurse,0,C,B,B
pharm_577,pharm,0,C,B,B
pharm_578,pharm,0,C,C,"이 문제를 단계별로 풀어보겠습니다.

**주어진 정보:**
- D₁₂₁ = 1.0분 (121℃에서의 D값)
- Z값 = 10℃
- 초기 미생물부하량 = 10³
- AUC (곡선하면적) = 8.0분

**Step 1: 현재 멸균공정의 효과 계산**
AUC = 8.0분은 121℃에서 8분간 멸균한 것과 동등합니다.
- 감소 로그 = 8.0분 ÷ 1.0분 = 8 log
- 최종 생존 미생물 = 10³ × 10⁻⁸ = 10⁻⁵

**Step 2: 각 선택지에서 동등한 멸균효과 확인**

Z값 = 10℃이므로, 온도가 10℃ 올라갈 때마다 D값은 1/10로 감소합니다.

**A: 101℃에서 160분**
- 121℃에서 101℃로 20℃ 낮음
- D₁₀₁ = 1.0 × 10² = 100분
- 감소 로그 = 160 ÷ 100 = 1.6 log ✗

**B: 110℃에서 40분**
- 121℃에서 110℃로 11℃ 낮음
- D₁₁₀ = 1.0 × 10^1.1 ≈ 12.6분
- 감소 로그 = 40 ÷ 12.6 ≈ 3.2 log ✗

**C: 111℃에서 80분**
- 121℃에서 111℃로 10℃ 낮음
- D₁₁₁ = 1.0 × 10¹ = 10분
- 감소 로그 = 80 ÷ 10 = 8 log ✓

**D: 120℃에서 8분**
- 121℃에서 120℃로 1℃ 낮음
- D₁₂₀ = 1.0 × 10^0.1 ≈ 1.26분
- 감소 로그 = 8 ÷ 1.26 ≈ 6.3 log ✗

**E: 131℃에서 0.4분**
- 121℃에서 131℃로 10℃ 높음
- D₁₃₁ = 1.0 × 10⁻¹ = 0.1분
- 감소 로그 = 0.4 ÷ 0.1 = 4 log ✗

C"
pharm_579,pharm,0,D,B,B
pharm_580,pharm,0,E,E,E
doctor_92,doctor,0,A,A,A
doctor_93,doctor,0,C,C,C
doctor_94,doctor,0,C,C,C
doctor_95,doctor,0,D,D,D
nurse_869,nurse,0,A,A,A
nurse_870,nurse,0,C,C,C
nurse_871,nurse,0,A,C,C
nurse_872,nurse,0,B,B,B
doctor_96,doctor,0,E,E,E
doctor_97,doctor,0,C,C,C
doctor_98,doctor,0,D,D,D
doctor_99,doctor,0,B,C,C
nurse_279,nurse,0,D,D,D
nurse_280,nurse,0,C,C,C
nurse_281,nurse,0,C,C,C
nurse_282,nurse,0,B,B,B
nurse_873,nurse,0,D,D,D
nurse_874,nurse,0,B,B,B
nurse_875,nurse,0,B,D,D
nurse_876,nurse,0,D,D,D
nurse_283,nurse,0,D,D,D
nurse_284,nurse,0,D,D,D
nurse_285,nurse,0,B,B,B
nurse_286,nurse,0,A,C,C
doctor_100,doctor,0,D,D,D
doctor_101,doctor,0,D,A,A
doctor_102,doctor,0,A,A,A
doctor_103,doctor,0,C,C,C
pharm_581,pharm,0,C,C,C
pharm_582,pharm,0,D,D,D
pharm_583,pharm,0,B,B,B
pharm_584,pharm,0,C,C,C
nurse_287,nurse,0,A,B,B
nurse_288,nurse,0,C,C,C
nurse_289,nurse,0,E,E,E
nurse_290,nurse,0,D,D,D
nurse_877,nurse,0,D,D,D
pharm_0,pharm,0,B,B,B
pharm_1,pharm,0,A,A,A
pharm_2,pharm,0,D,D,D
doctor_104,doctor,0,D,D,D
doctor_105,doctor,0,B,B,B
doctor_106,doctor,0,D,D,D
doctor_107,doctor,0,A,A,A
pharm_585,pharm,0,B,B,B
pharm_586,pharm,0,E,D,D
pharm_587,pharm,0,A,B,B
pharm_588,pharm,0,E,E,E
nurse_291,nurse,0,B,E,E
nurse_292,nurse,0,E,E,E
nurse_293,nurse,0,B,B,B
nurse_294,nurse,0,A,C,C
pharm_3,pharm,0,A,A,A
pharm_4,pharm,0,E,E,E
pharm_5,pharm,0,B,B,B
pharm_6,pharm,0,D,D,D
doctor_108,doctor,0,E,C,C
doctor_109,doctor,0,A,A,A
doctor_110,doctor,0,C,C,C
doctor_111,doctor,0,B,A,A
pharm_589,pharm,0,E,B,B
pharm_590,pharm,0,C,C,C
pharm_591,pharm,0,D,D,D
pharm_592,pharm,0,A,A,A
pharm_7,pharm,0,B,C,C
pharm_8,pharm,0,C,C,C
pharm_9,pharm,0,C,C,C
pharm_10,pharm,0,D,D,D
doctor_112,doctor,0,C,C,C
doctor_113,doctor,0,D,E,E
doctor_114,doctor,0,D,D,D
doctor_115,doctor,0,D,D,D
nurse_295,nurse,0,B,B,B
nurse_296,nurse,0,D,D,D
nurse_297,nurse,0,D,D,D
nurse_298,nurse,0,E,E,E
pharm_11,pharm,0,D,D,D
pharm_12,pharm,0,D,D,D
pharm_13,pharm,0,B,B,B
pharm_14,pharm,0,D,D,D
pharm_593,pharm,0,E,D,D
pharm_594,pharm,0,D,C,C
pharm_595,pharm,0,E,B,B
pharm_596,pharm,0,D,B,B
nurse_299,nurse,0,A,A,A
nurse_300,nurse,0,B,B,B
nurse_301,nurse,0,B,B,B
nurse_302,nurse,0,B,B,B
pharm_15,pharm,0,C,C,C
pharm_16,pharm,0,C,C,C
pharm_17,pharm,0,D,D,D
pharm_18,pharm,0,A,A,A
doctor_116,doctor,0,C,A,A
doctor_117,doctor,0,D,D,D
doctor_118,doctor,0,B,B,B
doctor_119,doctor,0,C,C,C
nurse_303,nurse,0,E,E,E
nurse_304,nurse,0,C,C,C
nurse_305,nurse,0,A,A,A
nurse_306,nurse,0,E,E,E
pharm_597,pharm,0,C,E,E
pharm_598,pharm,0,D,D,D
pharm_599,pharm,0,E,E,E
pharm_600,pharm,0,E,C,C
doctor_120,doctor,0,C,B,B
doctor_121,doctor,0,D,D,D
doctor_122,doctor,0,B,D,D
doctor_123,doctor,0,C,B,B
pharm_601,pharm,0,C,C,C
pharm_602,pharm,0,C,C,C
pharm_603,pharm,0,A,B,B
pharm_604,pharm,0,B,C,C
nurse_307,nurse,0,E,E,E
nurse_308,nurse,0,E,E,E
nurse_309,nurse,0,C,C,C
nurse_310,nurse,0,C,C,C
pharm_605,pharm,0,A,A,A
pharm_606,pharm,0,E,E,E
pharm_607,pharm,0,C,C,C
pharm_608,pharm,0,D,D,D
doctor_124,doctor,0,A,C,C
doctor_125,doctor,0,A,A,A
doctor_126,doctor,0,A,A,A
doctor_127,doctor,0,B,B,B
pharm_19,pharm,0,A,A,A
pharm_20,pharm,0,E,E,E
pharm_21,pharm,0,E,E,E
pharm_22,pharm,0,D,D,D
pharm_609,pharm,0,D,D,D
pharm_610,pharm,0,E,E,E
pharm_611,pharm,0,C,C,C
pharm_612,pharm,0,B,B,B
nurse_311,nurse,0,A,A,A
nurse_312,nurse,0,D,D,D
nurse_313,nurse,0,A,A,A
nurse_314,nurse,0,E,E,E
pharm_23,pharm,0,E,E,E
pharm_24,pharm,0,E,E,E
pharm_25,pharm,0,A,A,A
pharm_26,pharm,0,D,D,D
doctor_128,doctor,0,A,D,D
doctor_129,doctor,0,D,C,C
doctor_130,doctor,0,E,E,E
doctor_131,doctor,0,E,E,E
pharm_613,pharm,0,A,B,B
pharm_614,pharm,0,A,A,A
pharm_615,pharm,0,C,C,C
pharm_616,pharm,0,D,C,C
dentist_282,dentist,0,B,E,E
dentist_283,dentist,0,B,B,B
dentist_284,dentist,0,C,C,C
dentist_285,dentist,0,E,E,E
pharm_27,pharm,0,C,C,C
pharm_28,pharm,0,D,D,D
pharm_29,pharm,0,C,C,C
pharm_30,pharm,0,D,A,A
pharm_617,pharm,0,E,E,E
pharm_618,pharm,0,C,C,C
pharm_619,pharm,0,A,C,C
pharm_620,pharm,0,B,B,B
nurse_315,nurse,0,C,C,C
nurse_316,nurse,0,A,A,A
nurse_317,nurse,0,E,E,E
nurse_318,nurse,0,D,D,D
doctor_132,doctor,0,C,C,C
doctor_133,doctor,0,B,B,B
doctor_134,doctor,0,B,B,B
doctor_135,doctor,0,B,C,C
dentist_286,dentist,0,B,A,A
dentist_287,dentist,0,C,C,C
dentist_288,dentist,0,B,D,D
dentist_289,dentist,0,B,C,C
nurse_319,nurse,0,D,D,D
nurse_320,nurse,0,C,C,C
nurse_321,nurse,0,B,B,B
nurse_322,nurse,0,C,C,C
pharm_31,pharm,0,A,A,A
pharm_32,pharm,0,A,A,A
pharm_33,pharm,0,A,A,A
pharm_34,pharm,0,E,E,E
dentist_290,dentist,0,B,B,B
dentist_291,dentist,0,C,C,C
dentist_292,dentist,0,C,B,B
dentist_293,dentist,0,E,E,E
doctor_136,doctor,0,D,D,D
doctor_137,doctor,0,C,C,C
doctor_138,doctor,0,D,B,B
doctor_139,doctor,0,A,A,A
pharm_621,pharm,0,E,E,E
pharm_622,pharm,0,B,B,B
pharm_623,pharm,0,B,B,B
pharm_624,pharm,0,A,A,A
nurse_323,nurse,0,C,C,C
nurse_324,nurse,0,E,E,E
nurse_325,nurse,0,C,C,C
nurse_326,nurse,0,B,B,B
pharm_35,pharm,0,A,A,A
pharm_36,pharm,0,D,D,D
pharm_37,pharm,0,C,C,C
pharm_38,pharm,0,D,B,B
dentist_294,dentist,0,D,B,B
dentist_295,dentist,0,A,A,A
dentist_296,dentist,0,C,D,D
dentist_297,dentist,0,D,D,D
doctor_140,doctor,0,E,C,C
doctor_141,doctor,0,A,A,A
doctor_142,doctor,0,D,D,D
doctor_143,doctor,0,C,B,B
pharm_39,pharm,0,A,A,A
pharm_40,pharm,0,E,E,E
pharm_41,pharm,0,D,D,D
pharm_42,pharm,0,E,E,E
pharm_625,pharm,0,A,A,A
pharm_626,pharm,0,C,C,C
pharm_627,pharm,0,E,E,E
pharm_628,pharm,0,D,D,D
dentist_298,dentist,0,C,E,E
dentist_299,dentist,0,E,E,E
dentist_300,dentist,0,B,B,B
dentist_301,dentist,0,C,C,C
doctor_144,doctor,0,E,E,E
doctor_145,doctor,0,B,B,B
doctor_146,doctor,0,E,D,D
doctor_147,doctor,0,D,D,D
nurse_327,nurse,0,A,A,A
nurse_328,nurse,0,B,B,B
nurse_329,nurse,0,A,A,A
nurse_330,nurse,0,B,B,B
doctor_148,doctor,0,E,E,E
doctor_149,doctor,0,A,A,A
doctor_150,doctor,0,C,C,C
doctor_151,doctor,0,A,C,C
nurse_331,nurse,0,C,C,C
nurse_332,nurse,0,D,D,D
nurse_333,nurse,0,C,C,C
nurse_334,nurse,0,E,E,E
pharm_43,pharm,0,A,A,A
pharm_44,pharm,0,D,D,D
pharm_45,pharm,0,E,E,E
pharm_46,pharm,0,B,B,B
nurse_335,nurse,0,C,C,C
nurse_336,nurse,0,C,C,C
nurse_337,nurse,0,E,E,E
nurse_338,nurse,0,A,B,B
pharm_629,pharm,0,E,E,E
pharm_630,pharm,0,E,E,E
pharm_631,pharm,0,B,B,B
pharm_632,pharm,0,B,B,B
doctor_152,doctor,0,C,D,D
doctor_153,doctor,0,C,C,C
doctor_154,doctor,0,E,E,E
