qid,category,answer,pred,response
chemical_engineering-8,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-9,chemical_engineering,C,C,"### ANSWER
C"
maritime_engineering-28,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-29,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-30,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-31,maritime_engineering,B,B,"### ANSWER
B"
accounting-34,accounting,D,D,"### ANSWER
D"
accounting-35,accounting,C,C,"### ANSWER
C"
accounting-36,accounting,D,D,"### ANSWER
D"
accounting-37,accounting,C,C,"C

### ANSWER
C"
environmental_science-55,environmental_science,B,D,"### ANSWER
D"
environmental_science-56,environmental_science,D,D,"### ANSWER
D"
environmental_science-57,environmental_science,D,D,"### ANSWER
D"
environmental_science-58,environmental_science,C,A,"### ANSWER
A"
chemical_engineering-10,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-11,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-12,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-13,chemical_engineering,C,C,"### ANSWER
C"
maritime_engineering-32,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-33,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-34,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-35,maritime_engineering,D,D,"### ANSWER
D"
accounting-38,accounting,B,B,"### ANSWER
B"
accounting-39,accounting,D,D,"### ANSWER
D"
accounting-40,accounting,C,C,"### ANSWER
C"
accounting-41,accounting,B,B,"### ANSWER
B"
maritime_engineering-36,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-37,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-38,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-39,maritime_engineering,D,C,"### ANSWER
C"
accounting-42,accounting,D,A,"### ANSWER
A"
accounting-43,accounting,B,B,"### ANSWER
B"
accounting-44,accounting,A,A,"### ANSWER
A"
accounting-45,accounting,D,D,"총액법에서 매출계정은 상품을 판매할 때 대변에 기입되며, 그 잔액은 대변에 남아 순매출액을 의미합니다. 따라서 매출계정이 차변에 발생한다는 설명은 옳지 않습니다.

### ANSWER
D"
chemical_engineering-14,chemical_engineering,C,D,"### ANSWER
D"
chemical_engineering-15,chemical_engineering,C,C,"### ANSWER
C"
chemical_engineering-16,chemical_engineering,B,B,"Methane formation is favored by high pressure and low temperature; to suppress methane, low pressure and high temperature conditions are used.

### ANSWER
B"
chemical_engineering-17,chemical_engineering,D,D,"PV=nRT 적용: n=28000g/28g/mol=1000mol, V=5500L, P=10atm, R=0.0821 L·atm/(mol·K)
T = PV/(nR) = (10×5500)/(1000×0.0821) ≈ 669.9K
℃ = 669.9 - 273 ≈ 397℃

### ANSWER
D"
chemistry-0,chemistry,B,B,"### ANSWER
B"
chemistry-1,chemistry,D,D,"### ANSWER
D"
chemistry-2,chemistry,B,A,"### ANSWER
A"
chemistry-3,chemistry,B,B,"### ANSWER
B"
maritime_engineering-40,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-41,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-42,maritime_engineering,B,C,"### ANSWER
C"
maritime_engineering-43,maritime_engineering,B,B,"### ANSWER
B"
chemical_engineering-18,chemical_engineering,C,C,"### ANSWER
C"
chemical_engineering-19,chemical_engineering,C,C,"### ANSWER
C"
chemical_engineering-20,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-21,chemical_engineering,B,B,"### ANSWER
B"
maritime_engineering-44,maritime_engineering,B,C,"### ANSWER
C"
maritime_engineering-45,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-46,maritime_engineering,A,D,"### ANSWER
D"
maritime_engineering-47,maritime_engineering,A,A,"### ANSWER
A"
environmental_science-59,environmental_science,D,D,"### ANSWER
D"
environmental_science-60,environmental_science,B,B,"### ANSWER
B"
environmental_science-61,environmental_science,C,C,"### ANSWER
C"
environmental_science-62,environmental_science,C,B,"### ANSWER
B"
chemistry-4,chemistry,B,B,"### ANSWER
B"
chemistry-5,chemistry,B,B,"### ANSWER
B"
chemistry-6,chemistry,D,C,"### ANSWER
C"
chemistry-7,chemistry,B,B,"### ANSWER
B"
maritime_engineering-48,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-49,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-50,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-51,maritime_engineering,C,C,"### ANSWER
C"
chemistry-8,chemistry,B,D,"### ANSWER
D"
chemistry-9,chemistry,C,C,"### ANSWER
C"
chemistry-10,chemistry,B,B,"### ANSWER
B"
chemistry-11,chemistry,A,A,"### ANSWER
A"
environmental_science-63,environmental_science,C,C,"### ANSWER
C"
environmental_science-64,environmental_science,B,B,"### ANSWER
B"
environmental_science-65,environmental_science,D,D,"### ANSWER
D"
environmental_science-66,environmental_science,C,D,"### ANSWER
D"
maritime_engineering-52,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-53,maritime_engineering,B,A,"### ANSWER
A"
maritime_engineering-54,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-55,maritime_engineering,B,B,"### ANSWER
B"
environmental_science-67,environmental_science,C,C,"유효수심 2.7m에서 슬러지가 2/5를 차지하므로 실제 유효 수심 = 2.7×(3/5) = 1.62m
유수 단면적 = 폭×유효수심 = 5×1.62 = 8.1m²
유속 = 유량/단면적 = 2700/8.1 = 333.33m/day = 333.33/1440 ≈ 0.23m/min

### ANSWER
C"
environmental_science-68,environmental_science,D,D,"### ANSWER
D"
environmental_science-69,environmental_science,B,C,"### ANSWER
C"
environmental_science-70,environmental_science,B,B,"### ANSWER
B"
environmental_science-71,environmental_science,C,C,"### ANSWER
C"
environmental_science-72,environmental_science,C,C,"### ANSWER
C"
environmental_science-73,environmental_science,C,C,"### ANSWER
C"
environmental_science-74,environmental_science,C,C,"### ANSWER
C"
maritime_engineering-56,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-57,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-58,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-59,maritime_engineering,B,B,"해수의 pH가 낮다는 것은 용존 CO2 농도가 높다는 것을 의미하며, 이 경우 해양의 CO2 분압이 대기보다 높아져 CO2가 해양에서 대기로 방출됩니다. 반면 A, C, D는 CO2 흐름의 방향을 반대로 설명하고 있어 옳지 않습니다.

### ANSWER
B"
maritime_engineering-60,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-61,maritime_engineering,A,C,"### ANSWER
C"
maritime_engineering-62,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-63,maritime_engineering,B,C,"### ANSWER
C"
chemical_engineering-22,chemical_engineering,C,C,"가역 흡열반응에서 온도가 올라가면 반응속도와 평형전환율이 모두 증가하는 것이 일반적인 법칙입니다. 그러나 흡열반응의 경우 온도가 내려가면 반응속도가 반드시 작아지는 것은 아니며, 이는 흔히 출제되는 오답 포인트입니다.

### ANSWER
C"
chemical_engineering-23,chemical_engineering,C,C,"### ANSWER
C"
chemical_engineering-24,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-25,chemical_engineering,A,A,"### ANSWER
A"
maritime_engineering-64,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-65,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-66,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-67,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-68,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-69,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-70,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-71,maritime_engineering,D,D,"### ANSWER
D"
chemistry-12,chemistry,D,D,"### ANSWER
D"
chemistry-13,chemistry,A,A,"이 전지의 표준기전력은 E° = 0.377 - (-0.403) = 0.780V이며, 양쪽 이온의 농도가 같으므로(0.0100M) 네른스트 보정항은 0이 되어 Ecell = 0.780V입니다. 저항에 의한 전압 손실은 IR = 0.15A × 3.0Ω = 0.45V이므로, 실제 필요한 전위는 Ecell - IR = 0.780 - 0.45 ≈ 0.33V이며, 이는 제시된 선택지 중 0.29V에 가장 근접합니다.

### ANSWER
A"
chemistry-14,chemistry,C,C,"Wavenumber = 1/λ = 1/(2.5×10⁻⁴cm) = 4000 cm⁻¹

### ANSWER
C"
chemistry-15,chemistry,C,C,"### ANSWER
C"
chemical_engineering-26,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-27,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-28,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-29,chemical_engineering,A,A,"### ANSWER
A"
maritime_engineering-72,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-73,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-74,maritime_engineering,A,C,"### ANSWER
C"
maritime_engineering-75,maritime_engineering,B,C,"### ANSWER
C"
chemistry-16,chemistry,B,B,"Alkenes follow the general formula CnH2n. For n=6, this gives C6H12.

### ANSWER
B"
chemistry-17,chemistry,A,A,"### ANSWER
A"
chemistry-18,chemistry,B,B,"### ANSWER
B"
chemistry-19,chemistry,A,A,"### ANSWER
A"
maritime_engineering-76,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-77,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-78,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-79,maritime_engineering,D,D,"### ANSWER
D"
chemical_engineering-30,chemical_engineering,D,D,"### ANSWER
D"
chemical_engineering-31,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-32,chemical_engineering,D,B,"### ANSWER
B"
chemical_engineering-33,chemical_engineering,B,B,"### ANSWER
B"
chemistry-20,chemistry,C,C,"### ANSWER
C"
chemistry-21,chemistry,D,D,"HClO is hypochlorous acid, corresponding to option D.

### ANSWER
D"
chemistry-22,chemistry,D,D,"### ANSWER
D"
chemistry-23,chemistry,A,A,"### ANSWER
A"
maritime_engineering-80,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-81,maritime_engineering,B,D,"### ANSWER
D"
maritime_engineering-82,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-83,maritime_engineering,A,A,"### ANSWER
A"
environmental_science-75,environmental_science,C,C,"### ANSWER
C"
environmental_science-76,environmental_science,B,D,"### ANSWER
D"
environmental_science-77,environmental_science,B,B,"### ANSWER
B"
environmental_science-78,environmental_science,C,C,"### ANSWER
C"
chemistry-24,chemistry,B,D,"### ANSWER
D"
chemistry-25,chemistry,B,B,"### ANSWER
B"
chemistry-26,chemistry,C,C,"### ANSWER
C"
chemistry-27,chemistry,A,A,"### ANSWER
A"
environmental_science-79,environmental_science,A,A,"### ANSWER
A"
environmental_science-80,environmental_science,D,B,"### ANSWER
B"
environmental_science-81,environmental_science,D,D,"### ANSWER
D"
environmental_science-82,environmental_science,C,C,"### ANSWER
C"
maritime_engineering-84,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-85,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-86,maritime_engineering,A,D,"### ANSWER
D"
maritime_engineering-87,maritime_engineering,B,B,"### ANSWER
B"
environmental_science-83,environmental_science,C,B,"### ANSWER
B"
environmental_science-84,environmental_science,C,C,"### ANSWER
C"
environmental_science-85,environmental_science,D,D,"### ANSWER
D"
environmental_science-86,environmental_science,D,D,"### ANSWER
D"
maritime_engineering-88,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-89,maritime_engineering,C,A,"### ANSWER
A"
maritime_engineering-90,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-91,maritime_engineering,C,C,"### ANSWER
C"
chemistry-28,chemistry,A,A,"IR 분광법에서는 유리나 석영이 IR 영역을 흡수하므로 사용할 수 없고, NaCl(염화나트륨) 셀이 적외선을 투과시켜 시료용기로 적합합니다.

### ANSWER
A"
chemistry-29,chemistry,A,A,"### ANSWER
A"
chemistry-30,chemistry,D,D,"### ANSWER
D"
chemistry-31,chemistry,D,B,"### ANSWER
B"
chemical_engineering-34,chemical_engineering,D,D,"### ANSWER
D"
chemical_engineering-35,chemical_engineering,D,B,"### ANSWER
B"
chemical_engineering-36,chemical_engineering,A,D,"### ANSWER
D"
chemical_engineering-37,chemical_engineering,A,A,"### ANSWER
A"
chemistry-32,chemistry,B,B,"### ANSWER
B"
chemistry-33,chemistry,A,A,"### ANSWER
A"
chemistry-34,chemistry,B,B,"### ANSWER
B"
chemistry-35,chemistry,D,D,"### ANSWER
D"
maritime_engineering-92,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-93,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-94,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-95,maritime_engineering,B,B,"### ANSWER
B"
chemistry-36,chemistry,D,D,"### ANSWER
D"
chemistry-37,chemistry,C,D,"### ANSWER
D"
chemistry-38,chemistry,C,C,"### ANSWER
C"
chemistry-39,chemistry,C,C,"### ANSWER
C"
environmental_science-87,environmental_science,D,A,"### ANSWER
A"
environmental_science-88,environmental_science,D,D,"### ANSWER
D"
environmental_science-89,environmental_science,D,B,"### ANSWER
B"
environmental_science-90,environmental_science,C,C,"### ANSWER
C"
chemical_engineering-38,chemical_engineering,C,A,"### ANSWER
A"
chemical_engineering-39,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-40,chemical_engineering,D,D,"Kick's law states that the work required for size reduction is proportional to the logarithm of the size reduction ratio (Dp1/Dp2), meaning equal work is needed for equal reduction ratios.

### ANSWER
D"
chemical_engineering-41,chemical_engineering,D,D,"### ANSWER
D"
maritime_engineering-96,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-97,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-98,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-99,maritime_engineering,D,D,"### ANSWER
D"
chemistry-40,chemistry,B,B,"### ANSWER
B"
chemistry-41,chemistry,B,B,"### ANSWER
B"
chemistry-42,chemistry,B,B,"### ANSWER
B"
chemistry-43,chemistry,A,A,"### ANSWER
A"
environmental_science-91,environmental_science,D,D,"### ANSWER
D"
environmental_science-92,environmental_science,D,D,"프로판 완전연소 반응: C3H8 + 5O2 → 3CO2 + 4H2O

이론산소량 = 5 Sm³, 이론공기량 = 5/0.21 ≈ 23.81 Sm³
실제공기량 = 23.81 × 1.2 ≈ 28.57 Sm³

습연소가스 구성:
- CO2 = 3 Sm³
- H2O = 4 Sm³
- N2 = 28.57 × 0.79 ≈ 22.57 Sm³
- 과잉O2 = (1.2-1) × 5 = 1 Sm³

총 습연소가스량 = 3 + 4 + 22.57 + 1 ≈ 30.6 Sm³ ≈ 약 31 Sm³

### ANSWER
D"
environmental_science-93,environmental_science,C,C,"### ANSWER
C"
environmental_science-94,environmental_science,D,D,"### ANSWER
D"
chemistry-44,chemistry,A,A,"### ANSWER
A"
chemistry-45,chemistry,A,A,"### ANSWER
A"
chemistry-46,chemistry,A,A,"### ANSWER
A"
chemistry-47,chemistry,D,D,"### ANSWER
D"
environmental_science-95,environmental_science,D,B,"### ANSWER
B"
environmental_science-96,environmental_science,B,B,"### ANSWER
B"
environmental_science-97,environmental_science,D,D,"### ANSWER
D"
environmental_science-98,environmental_science,C,A,"### ANSWER
A"
chemical_engineering-42,chemical_engineering,D,D,"### ANSWER
D"
chemical_engineering-43,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-44,chemical_engineering,B,A,"### ANSWER
A"
chemical_engineering-45,chemical_engineering,D,B,"화학반응이 있는 계의 자유도는 F = (S − R) − P + 2 공식으로 계산합니다. 여기서 성분은 N₂, O₂, CO₂, CO, C(s)로 5개이며, 이들을 구성하는 원소는 C, O, N 3가지이므로 독립반응수 R = 5-3 = 2입니다. 상은 기체상(N₂, O₂, CO₂, CO)과 고체상(C)으로 2개입니다. 따라서 F = (5-2) - 2 + 2 = 3이 됩니다.

### ANSWER
B"
chemistry-48,chemistry,A,A,"### ANSWER
A"
chemistry-49,chemistry,A,A,"### ANSWER
A"
chemistry-50,chemistry,A,A,"### ANSWER
A"
chemistry-51,chemistry,B,B,"### ANSWER
B"
materials_engineering-0,materials_engineering,C,C,"### ANSWER
C"
materials_engineering-1,materials_engineering,C,C,"### ANSWER
C"
materials_engineering-2,materials_engineering,B,B,"### ANSWER
B"
materials_engineering-3,materials_engineering,C,C,"### ANSWER
C"
environmental_science-99,environmental_science,C,C,"### ANSWER
C"
refrigerating_machinery-0,refrigerating_machinery,B,B,"### ANSWER
B"
refrigerating_machinery-1,refrigerating_machinery,C,C,"### ANSWER
C"
refrigerating_machinery-2,refrigerating_machinery,A,A,"### ANSWER
A"
materials_engineering-4,materials_engineering,A,A,"### ANSWER
A"
materials_engineering-5,materials_engineering,B,A,"### ANSWER
A"
materials_engineering-6,materials_engineering,B,B,"### ANSWER
B"
materials_engineering-7,materials_engineering,A,C,"### ANSWER
C"
refrigerating_machinery-3,refrigerating_machinery,D,D,"### ANSWER
D"
refrigerating_machinery-4,refrigerating_machinery,B,B,"W = ∫P dV = ∫(5-15V)dV from 0.1 to 0.3 = [5V - 7.5V²]

At V=0.3: 1.5 - 0.675 = 0.825
At V=0.1: 0.5 - 0.075 = 0.425
W = 0.825 - 0.425 = 0.4 kPa·m³ = 400 J

### ANSWER
B"
refrigerating_machinery-5,refrigerating_machinery,B,B,"### ANSWER
B"
refrigerating_machinery-6,refrigerating_machinery,A,A,"### ANSWER
A"
chemistry-52,chemistry,C,C,"Al is an amphoteric metal that reacts with both acids and bases (alkalis) to release hydrogen gas.

### ANSWER
C"
chemistry-53,chemistry,A,A,"첫 번째 반당량점(10.0mL)의 절반인 5.00mL에서는 BH2²⁺와 BH⁺가 1:1 몰비로 존재하므로 A가 옳습니다.

### ANSWER
A"
chemistry-54,chemistry,B,B,"CaC2 + 2H₂O → C₂H₂ + Ca(OH)₂, so 1 mol CaC₂(64g) produces 22.4L C₂H₂. For 1000L C₂H₂: (1000/22.4)×64 = 2857g pure CaC₂. Accounting for 85% purity: 2857/0.85 ≈ 3360g = 3.36kg.

### ANSWER
B"
chemistry-55,chemistry,D,D,"### ANSWER
D"
materials_engineering-8,materials_engineering,C,D,"### ANSWER
D"
materials_engineering-9,materials_engineering,C,C,"### ANSWER
C"
materials_engineering-10,materials_engineering,D,C,"### ANSWER
C"
materials_engineering-11,materials_engineering,B,B,"### ANSWER
B"
refrigerating_machinery-7,refrigerating_machinery,C,C,"### ANSWER
C"
refrigerating_machinery-8,refrigerating_machinery,C,C,"### ANSWER
C"
refrigerating_machinery-9,refrigerating_machinery,D,D,"### ANSWER
D"
refrigerating_machinery-10,refrigerating_machinery,B,B,"### ANSWER
B"
chemical_engineering-46,chemical_engineering,D,B,"B에서는 반응식의 계수를 2배로 하면 rA의 지수도 각 성분의 계수와 일치하도록 조정되어, A는 1차, B는 2차가 되어 rA=-2CACB²가 됩니다.

### ANSWER
B"
chemical_engineering-47,chemical_engineering,B,D,"### ANSWER
D"
chemical_engineering-48,chemical_engineering,D,B,"DVS = H2SO4 / (initial H2O + H2O generated from nitration reaction). HNO3 moles = 32/63 = 0.508 kmol, producing 0.508×18 ≈ 9.14 kg water. Total water = 8 + 9.14 = 17.14 kg. DVS = 60/17.14 ≈ 3.5.

### ANSWER
B"
chemical_engineering-49,chemical_engineering,B,A,"### ANSWER
A"
materials_engineering-12,materials_engineering,B,B,"### ANSWER
B"
materials_engineering-13,materials_engineering,D,D,"### ANSWER
D"
materials_engineering-14,materials_engineering,D,D,"### ANSWER
D"
materials_engineering-15,materials_engineering,C,C,"### ANSWER
C"
chemistry-56,chemistry,A,A,"### ANSWER
A"
chemistry-57,chemistry,A,A,"### ANSWER
A"
chemistry-58,chemistry,B,B,"pH = -log(0.1) = 1

### ANSWER
B"
chemistry-59,chemistry,D,D,"### ANSWER
D"
refrigerating_machinery-11,refrigerating_machinery,C,C,"### ANSWER
C"
refrigerating_machinery-12,refrigerating_machinery,C,D,"### ANSWER
D"
refrigerating_machinery-13,refrigerating_machinery,D,D,"### ANSWER
D"
refrigerating_machinery-14,refrigerating_machinery,C,C,"### ANSWER
C"
chemical_engineering-50,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-51,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-52,chemical_engineering,D,A,"### ANSWER
A"
chemical_engineering-53,chemical_engineering,A,A,"### ANSWER
A"
materials_engineering-16,materials_engineering,A,A,"### ANSWER
A"
materials_engineering-17,materials_engineering,B,B,"### ANSWER
B"
materials_engineering-18,materials_engineering,B,A,"### ANSWER
A"
materials_engineering-19,materials_engineering,A,A,"### ANSWER
A"
refrigerating_machinery-15,refrigerating_machinery,A,A,"### ANSWER
A"
refrigerating_machinery-16,refrigerating_machinery,B,B,"### ANSWER
B"
refrigerating_machinery-17,refrigerating_machinery,C,C,"### ANSWER
C"
refrigerating_machinery-18,refrigerating_machinery,C,C,"### ANSWER
C"
chemistry-60,chemistry,A,A,"### ANSWER
A"
chemistry-61,chemistry,A,A,"### ANSWER
A"
chemistry-62,chemistry,B,B,"### ANSWER
B"
chemistry-63,chemistry,C,C,"간접 요오드 적정법은 산화성 분석물질을 과량의 I⁻와 반응시켜 요오드(I₂)를 생성시킨 후 이를 티오황산나트륨 등으로 적정하는 방법입니다. 그런데 C는 ""환원성 분석물질""이라고 잘못 서술되어 있습니다. 산화성 물질이어야 I⁻를 I₂로 산화시킬 수 있으므로 이 설명이 틀렸습니다.

### ANSWER
C"
materials_engineering-20,materials_engineering,B,B,"Mg의 비강도는 Al 합금보다 우수한 것으로 알려져 있어, ""비강도가 Al 합금보다 떨어진다""는 설명은 틀렸다.

### ANSWER
B"
materials_engineering-21,materials_engineering,B,B,"### ANSWER
B"
materials_engineering-22,materials_engineering,D,D,"### ANSWER
D"
materials_engineering-23,materials_engineering,C,C,"### ANSWER
C"
refrigerating_machinery-19,refrigerating_machinery,B,B,"### ANSWER
B"
refrigerating_machinery-20,refrigerating_machinery,D,D,"### ANSWER
D"
refrigerating_machinery-21,refrigerating_machinery,B,B,"### ANSWER
B"
refrigerating_machinery-22,refrigerating_machinery,B,B,"### ANSWER
B"
chemical_engineering-54,chemical_engineering,C,C,"### ANSWER
C"
chemical_engineering-55,chemical_engineering,C,C,"### ANSWER
C"
chemical_engineering-56,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-57,chemical_engineering,B,B,"Energy per year = 7.1×10¹² W × (3.1536×10⁷ s/year) ≈ 2.24×10²⁰ J/year. Converting to calories: 2.24×10²⁰ J ÷ 4.2 J/cal ≈ 5.3×10¹⁹ cal/year.

### ANSWER
B"
chemistry-64,chemistry,C,C,"### ANSWER
C"
chemistry-65,chemistry,C,C,"### ANSWER
C"
chemistry-66,chemistry,D,C,"### ANSWER
C"
chemistry-67,chemistry,D,D,"### ANSWER
D"
materials_engineering-24,materials_engineering,D,D,"### ANSWER
D"
materials_engineering-25,materials_engineering,A,A,"### ANSWER
A"
materials_engineering-26,materials_engineering,B,B,"Fe3C compound has 3 Fe atoms and 1 C atom, total 4 atoms. C ratio = 1/4 = 25%.

### ANSWER
B"
materials_engineering-27,materials_engineering,D,D,"### ANSWER
D"
refrigerating_machinery-23,refrigerating_machinery,B,B,"### ANSWER
B"
refrigerating_machinery-24,refrigerating_machinery,B,B,"### ANSWER
B"
refrigerating_machinery-25,refrigerating_machinery,D,D,"### ANSWER
D"
refrigerating_machinery-26,refrigerating_machinery,C,C,"### ANSWER
C"
chemical_engineering-58,chemical_engineering,D,D,"### ANSWER
D"
