qid,id,category,trial,answer,pred,response
KIIP_society_192,KIIP_society_192,Society,0,C,C,"국·공립 교육기관은 정부의 재정 지원을 받아 운영되므로 보육료 부담이 상대적으로 낮다. 반면 사립 교육기관은 운영비를 수익자 부담에 의존하는 경우가 많아 보육료가 더 높다. 따라서 국·공립 교육기관의 보육료는 사립보다 싸다.

### ANSWER
C"
KIIP_society_193,KIIP_society_193,Society,0,A,A,"In South Korea, national and public educational institutions are generally affordable and of good quality, so high demand and limited capacity create long waiting lists after application. The application process itself is not especially difficult, and fees are relatively low. Therefore, the main difficulty is the extended waiting period.

### ANSWER
A"
KIIP_society_194,KIIP_society_194,Society,0,D,D,"국립학교는 국가의 교육 체계에 따라 설립·운영되는 학교로, 중앙 정부가 재정과 운영을 담당합니다. 따라서 설립 주체는 국가(중앙 정부)입니다.

### ANSWER
D"
KIIP_politics_70,KIIP_politics_70,Politics,0,D,D,"### ANSWER
D"
KIIP_politics_71,KIIP_politics_71,Politics,0,A,A,"한반도의 평화 통일은 남북 간 긴장을 완화하고 국제 사회의 안정에도 기여할 수 있기 때문에 많은 한국 국민과 세계인들이 바라는 목표입니다. 다른 선택지들은 평화나 희망과 거리가 먼 부정적 상황들입니다.

### ANSWER
A"
KIIP_politics_72,KIIP_politics_72,Politics,0,A,A,"한반도 주변 4강은 전통적으로 중국, 일본, 미국, 러시아를 의미합니다. 이들은 한반도의 안보와 국제관계에 큰 영향을 미치는 주요 강대국들입니다. 북한과 남한은 당사국이지 주변 4강에 포함되지 않으며, 인도도 해당되지 않습니다. 따라서 정답은 A입니다.

### ANSWER
A"
KIIP_politics_73,KIIP_politics_73,Politics,0,D,D,"The United States supported South Korea during the Korean War, providing military and economic aid to defend against the North Korean invasion. Therefore, the correct answer is 남한.

### ANSWER
D"
KIIP_politics_74,KIIP_politics_74,Politics,0,C,C,C
KIIP_politics_75,KIIP_politics_75,Politics,0,C,C,"독도 주변 해역은 한류와 난류가 교차하여 플랑크톤이 풍부하고, 이를 바탕으로 다양한 어종과 어패류가 서식한다. 따라서 이 해역은 석유나 금, 철 같은 광물 자원보다 수산자원이 특히 풍부한 곳으로 알려져 있다. 독도의 경제적 가치도 풍부한 수산자원과 관련하여 중요하게 평가된다.

### ANSWER
C"
KIIP_politics_76,KIIP_politics_76,Politics,0,B,B,"일본의 독도 영유권 주장은 국제법적으로 정당성이 인정되지 않으며, 한국의 실효적 지배가 지속되고 있다. 국제사회는 일본의 교과서 기재 시도를 지지하지 않고, 한국 정부도 이에 강력히 항의하고 있다. 따라서 일본의 행동은 국제적으로 받아들여지지 않고 있다.

### ANSWER
B"
KIIP_politics_77,KIIP_politics_77,Politics,0,C,C,"독도에 대한 최초의 문헌 기록은 삼국사기의 신라 지증왕 13년(512년) 우산국 복속 기록으로, 이후 우산국이 울릉도와 독도를 포함한 영토로 인식되었다. 따라서 독도가 한국 영토임을 증명하는 문헌은 신라 지증왕 시대부터 존재한다.

### ANSWER
C"
Kedu_history_22,Kedu_history_22,History,0,D,D,"서원은 사당, 강당, 동재, 서재 등으로 구성되며 유교 교육과 제사를 위한 공간이다. 규방은 일반 가정에서 여성들이 사용하던 공간으로 서원의 건축물에 해당하지 않는다. 따라서 정답은 D이다.

### ANSWER
D"
Kedu_history_23,Kedu_history_23,History,0,A,A,A
Kedu_history_24,Kedu_history_24,History,0,B,B,"금융실명제는 1993년, IMF 구제금융 요청은 1997년, 개성공업지구 합의서 체결은 2000년, G20 정상회담은 2010년에 이루어졌다. 따라서 순서는 ㄱ → ㄹ → ㄴ → ㄷ이다.

### ANSWER
B"
Kedu_history_25,Kedu_history_25,History,0,C,C,"숭례문은 국보 제1호로 지정되어 있으며, 보물 제1호는 서울 흥인지문이다. 따라서 “보물 1호는 숭례문이다”라는 설명은 옳지 않다. 나머지 보기는 모두 올바른 설명이다.

### ANSWER
C"
Kedu_history_26,Kedu_history_26,History,0,C,C,"### ANSWER
C"
Kedu_history_27,Kedu_history_27,History,0,D,D,"무구정광대다라니경은 8세기 통일신라 시대에 제작된 세계 최고(最古)의 목판 인쇄물이다. 초조대장경과 고려대장경은 고려 시대에 제작되었고, 직지심체요절은 목판이 아닌 금속 활자본이다. 따라서 제작 연대가 가장 앞선 목판 인쇄물은 무구정광대다라니경이다.

### ANSWER
D"
Kedu_history_28,Kedu_history_28,History,0,B,B,"조선의 3사는 사헌부, 사간원, 홍문관을 가리키며, 이 중 보기에 포함된 기관은 홍문관이다. 따라서 정답은 B이다.

### ANSWER
B"
Kedu_history_29,Kedu_history_29,History,0,C,C,"### ANSWER
C"
CSAT_korean_22_7,CSAT_korean_22_7,Textual,0,C,C,"(나)의 글쓴이는 헤겔의 예술-종교-철학 구도에서 예술의 객관성과 감각적 지각성이 철학으로 갈수록 점점 약화되고 주관성이 강화된다고 비판한다. 따라서 ㉡에서 첫 번째 범주인 예술의 특성이 강해진다는 C는 글쓴이의 관점과 반대이다. ㉠은 변증법적 종합과 수렴적 상향성을 갖추지만 ㉡은 진정한 종합에 이르지 못한다는 것이 글쓴이의 분석이다. A, B, D, E는 모두 이러한 분석에 부합한다. 그러므로 적절하지 않은 것은 C이다.

### ANSWER
C"
CSAT_korean_22_8,CSAT_korean_22_8,Textual,0,B,B,"헤겔의 변증법에서 예술은 직관과 외면성에 대응하는 초보 단계로 규정되지만, (나)의 글쓴이는 철학 이후에 완전한 주관성이 재객관화되는 단계로 예술이 자리할 수 있다고 본다. 헤겔이 괴테와 실러의 후기 작품을 최고의 지성적 통찰이 예술미로 승화된 것으로 평가한 것은, 예술이 내면적 사유를 바탕으로 한 절대정신이 될 수 있음을 보여준다. 따라서 이론상 외면성에 대응하는 예술이 현실에서는 내면성을 바탕으로 하는 절대정신일 수 있다는 내용이 가장 적절하다.

### ANSWER
B"
CSAT_korean_22_9,CSAT_korean_22_9,Textual,0,C,C,"ⓒ는 ‘일방적 승리로 끝나도 안 되고’에서 ‘끝나다’를 ‘귀결되다’로 바꾸어도 의미와 호응이 자연스럽다. 반면 ⓐ의 ‘소지하다’는 추상적 속성보다 물리적 소지에 어울리고, ⓑ·ⓓ·ⓔ는 각각 원래 표현과 의미가 잘 맞지 않는다. 따라서 가장 적절한 것은 ⓒ이다.

### ANSWER
C"
CSAT_korean_22_10,CSAT_korean_22_10,Textual,0,B,B,"글에서 트리핀의 세계 경제 위축 전망은 미국이 경상 수지 적자를 허용하지 않아 국제 유동성 공급이 중단되는 경우에 대한 것이지, 브레턴우즈 체제 붕괴 이후의 상황에 대한 전망은 아니다. 따라서 B는 본문에서 답을 찾을 수 없는 질문이다. 나머지 보기는 본문에 근거가 명확히 제시되어 있다.

### ANSWER
B"
CSAT_korean_22_11,CSAT_korean_22_11,Textual,0,E,E,"브레턴우즈 체제에서 달러는 금 1온스당 35달러로 고정되어 있었고, 다른 통화들은 달러에 대해 고정 환율을 유지했다. 마르크화가 달러화에 대해 평가 절상되면 같은 양의 마르크로 더 많은 달러를 교환할 수 있고, 그 달러로 금을 살 수 있으므로 같은 금액의 마르크로 구입 가능한 금의 양은 증가한다. 따라서 E는 감소한다고 하여 적절하지 않다. A는 닉슨 쇼크 이후 평가 절하가 가능해졌다는 점에서, B는 평가 절상 기대 때문이라는 점에서, C는 금 생산 증가가 달러 공급 없이 유동성을 늘릴 수 있다는 점에서, D는 트리핀 딜레마의 본질을 나타내므로 모두 적절하다.

### ANSWER
E"
CSAT_korean_22_12,CSAT_korean_22_12,Textual,0,E,E,"㉠ 금 본위 체제에서는 세 국가 모두 금에 통화 가치를 고정하므로 환율은 세 쌍 모두 자동 결정된다. ㉡ 브레턴우즈 체제에서는 달러화를 제외한 두 통화 사이의 교차 환율만 자동 결정되므로 가짓수는 1이다. ㉢ 기축 통화가 없으면 세 국가 간 모든 통화 쌍의 환율이 생기므로 가짓수는 3이다. 따라서 ㉡의 교차 환율 가짓수 1은 ㉢의 환율 가짓수 3보다 적다.

### ANSWER
E"
CSAT_korean_22_13,CSAT_korean_22_13,Textual,0,D,E,"### ANSWER
E"
CSAT_korean_22_14,CSAT_korean_22_14,Textual,0,D,D,"The passage states that lens distortion, where the image becomes more curved away from the center, is caused by internal camera parameters and can be corrected by setting a distortion model. This matches option D. The other options contradict the passage: multiple cameras are used, external distortion is corrected via checkerboard comparison, distortion is corrected before synthesis, and the final view is a 2D image.

### ANSWER
D"
KIIP_tradition_136,KIIP_tradition_136,Tradition,0,C,C,"한국의 전통 문화에서 60번째 생일은 환갑(還甲)이라고 부르며, 이는 태어난 해의 간지가 다시 돌아왔다는 의미를 담고 있습니다. 백일잔치는 태어난 지 100일, 돌잔치는 첫 생일, 칠순잔치는 70번째 생일을 뜻하므로, 60번째 생일을 가리키는 것은 환갑잔치입니다.

### ANSWER
C"
KIIP_tradition_137,KIIP_tradition_137,Tradition,0,A,A,"옛날에는 의학과 생활 조건이 좋지 않아 환갑까지 사는 것이 쉽지 않았기 때문에, 환갑을 맞이하는 것은 매우 드물고 복된 일로 여겨졌습니다. 그래서 가족과 마을 사람들이 함께 잔치를 열어 축하해 주었습니다. 따라서 환갑까지 사는 것은 큰 복이라고 생각했습니다.

### ANSWER
A"
KIIP_tradition_138,KIIP_tradition_138,Tradition,0,D,B,"### ANSWER
B"
KIIP_tradition_139,KIIP_tradition_139,Tradition,0,A,A,"돌잔치는 한국의 첫 생일 잔치로, 가장 대표적인 행사는 돌잡이입니다. 돌잡이는 아기가 여러 물건 중 하나를 집어 미래를 점쳐보는 전통 놀이입니다. 따라서 보기 중 돌잔치에서 치르는 행사는 돌잡이 행사입니다.

### ANSWER
A"
KIIP_tradition_140,KIIP_tradition_140,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_141,KIIP_tradition_141,Tradition,0,B,B,"한국 전통 사회에서는 학연(같은 학교), 지연(같은 동네), 혈연(같은 성씨·가문)이 중요한 유대 관계로 작용합니다. 반면 같은 직장은 현대적 조직 관계에 해당하므로 전통적 사회관계로 보기 어렵습니다.

### ANSWER
B"
KIIP_tradition_142,KIIP_tradition_142,Tradition,0,D,D,"졸업 후에도 같은 학교 출신들이 모여 교류를 이어가는 모임을 동문회라고 한다. 학연회는 학연을 바탕으로 한 모임이지만 일반적으로 졸업생 모임을 지칭하는 말은 동문회이다. 지연회와 향우회는 지역이나 고향을 중심으로 한 모임이다. 동문회는 학교를 졸업한 사람들이 친목과 모교 발전을 위해 조직한다. 따라서 문제의 '졸업 후'라는 조건에 가장 부합하는 것은 동문회이다.

### ANSWER
D"
KIIP_tradition_143,KIIP_tradition_143,Tradition,0,B,B,"In Korean universities, students from the same high school often form high school alumni associations, while in workplaces, colleagues from the same university gather as university alumni associations. Therefore the correct pairing is high school alumni association at university and university alumni association at work.

### ANSWER
B"
KIIP_law_39,KIIP_law_39,Law,0,D,C,"### ANSWER
C"
KIIP_law_40,KIIP_law_40,Law,0,C,C,"분쟁 해결은 가능하면 당사자들이 서로의 입장을 이해하고 합의점을 찾는 것이 가장 바람직하다. 재판이나 국가에 항의하는 것은 최후의 수단이며, 변호사 상담은 도움이 될 수 있지만 직접적인 해결 방식은 아니다. 따라서 대화와 타협이 가장 효과적이고 지속 가능한 방법이다.

### ANSWER
C"
KIIP_law_41,KIIP_law_41,Law,0,A,A,"### ANSWER
A"
KIIP_law_42,KIIP_law_42,Law,0,C,C,"국민권익위원회는 부패 방지와 국민의 권익 보호 및 구제를 주요 역할로 하는 기관이다. 따라서 가장 적절한 선택지는 C이다.

### ANSWER
C"
KIIP_law_43,KIIP_law_43,Law,0,C,C,"한국소비자원은 소비자의 권익을 보호하고 합리적인 소비 생활을 지원하는 기관입니다. 따라서 소비자의 권리를 지키는 활동이 주요 역할에 해당합니다. 다른 보기들은 소비자원의 핵심 기능과 직접적으로 일치하지 않습니다.

### ANSWER
C"
KIIP_law_44,KIIP_law_44,Law,0,A,A,"국가인권위원회는 인권침해가 인정되면 법적 처벌이나 해고 같은 강제 조치를 직접 내리지 않고, 해당 기관이나 당사자에게 문제를 개선하도록 권고하는 역할을 한다. 따라서 가장 적절한 답은 A이다.

### ANSWER
A"
KIIP_law_45,KIIP_law_45,Law,0,A,A,"한국소비자원은 소비자 피해 상담과 구제를 담당하는 대표적인 공공기관이다. 소비자가 피해를 입었을 때 한국소비자원에 신고하면 상담과 피해구제 절차를 진행할 수 있다. 국가인권위원회는 인권 침해를, 주민자치센터는 지역 행정 업무를, 외국인지원센터는 외국인 지원을 주로 다룬다. 따라서 정답은 한국소비자원이다.

### ANSWER
A"
KIIP_law_46,KIIP_law_46,Law,0,B,B,"### ANSWER
B"
KIIP_economy_9,KIIP_economy_9,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_10,KIIP_economy_10,Economy,0,C,C,"2000년대 이후 한국의 주력 수출 품목은 반도체, 선박, 자동차, 휴대폰, 석유 제품 등 첨단 산업 및 중공업 제품이다. 옷·신발·가발은 과거 수출 품목이며, 광물 자원도 주력이 아니다. 따라서 가장 적절한 선택지는 C이다.

### ANSWER
C"
KIIP_economy_11,KIIP_economy_11,Economy,0,D,D,"2013년 한국의 수출입 합계 무역 규모는 약 1조 달러를 넘어 세계 주요 교역국들과 비교했을 때 8위를 기록했습니다. 중국, 미국, 독일, 일본, 네덜란드, 프랑스, 영국에 이은 순위였습니다. 따라서 정답은 8번째입니다.

### ANSWER
D"
KIIP_economy_12,KIIP_economy_12,Economy,0,A,A,"Korea’s top trading partners by total trade volume are China, the United States, and Japan. China has consistently ranked first, with the U.S. and Japan also among the largest. Among the choices, only option A includes all three countries. Therefore, A is correct.

### ANSWER
A"
KIIP_economy_13,KIIP_economy_13,Economy,0,C,C,"한국은 천연자원이나 초기 자본이 풍부하지 않았기 때문에 A와 D는 적절하지 않습니다. 기술의 발달도 중요했지만, 이를 가능하게 한 근본적인 바탕은 어려운 여건 속에서도 극복하려는 의지와 높은 교육열이었습니다. 따라서 한국이 수출을 늘리며 경제 성장을 이룰 수 있었던 가장 중요한 요인은 C입니다.

### ANSWER
C"
KIIP_economy_14,KIIP_economy_14,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_15,KIIP_economy_15,Economy,0,D,D,"### ANSWER
D"
KIIP_economy_16,KIIP_economy_16,Economy,0,A,A,"한국은 천연자원이 부족하여 경제 성장을 위해 인적 자본과 기술 개발에 주력해 왔다. 우수한 노동력을 확보하고 첨단 기술을 개발하는 것이 핵심 동력이다. 자원 개발이나 자본 축적은 한계가 있고, 무역 확대도 중요하지만 기술과 인력이 근간이다. 따라서 정답은 A이다.

### ANSWER
A"
KIIP_society_195,KIIP_society_195,Society,0,C,C,"### ANSWER
C"
KIIP_society_196,KIIP_society_196,Society,0,A,A,"### ANSWER
A"
KIIP_society_197,KIIP_society_197,Society,0,D,D,"### ANSWER
D"
KIIP_society_198,KIIP_society_198,Society,0,B,B,"사립 초등학교는 지원자가 정원을 초과할 경우 공정성을 위해 시험·면접보다는 추첨 방식으로 입학생을 선발하는 것이 일반적입니다. 따라서 가장 적절한 선택지는 추첨입니다.

### ANSWER
B"
KIIP_society_199,KIIP_society_199,Society,0,A,A,"일반계 고등학교 진학을 위해 치르는 시험은 고등학교 입학을 위한 선발고사 또는 학교별 입학시험이다. 국어능력시험이나 영어능력시험은 고입과 직접 관련이 없고, 수능은 대학 입학 시험이다. 따라서 가장 적절한 선택지는 A이다.

### ANSWER
A"
KIIP_society_200,KIIP_society_200,Society,0,A,A,"특수목적 고등학교는 특정 분야의 인재 양성을 목적으로 설계된 학교로, 과학고, 외국어고, 체육고, 예술고 등이 대표적입니다. 따라서 과학, 외국어, 체육, 예술 분야를 집중적으로 교육합니다. 다른 보기들은 특수목적 고등학교의 주요 교육 분야로 보기 어렵습니다.

### ANSWER
A"
KIIP_society_201,KIIP_society_201,Society,0,B,B,"가정통신문은 학교가 학부모에게 전달하는 공식적인 안내 문서로, 학사 일정이나 행사, 준비물 등 중요한 정보가 담겨 있습니다. 날씨나 식단, 성적표는 별도의 경로로 확인하는 경우가 많습니다. 따라서 가정통신문을 잘 읽어야 하는 이유는 학교에서 부모에게 전달하는 중요한 내용을 확인하기 위해서입니다.

### ANSWER
B"
KIIP_society_202,KIIP_society_202,Society,0,A,A,"초등학생의 경우 학교에서 가정으로 보내는 알림장이 매일의 학습 내용, 준비물, 가정통신문 등을 담고 있어 부모가 매일 확인해야 하는 핵심 수단입니다. 학교 웹사이트나 뉴스레터, 일정표는 주기적이거나 필요할 때 확인하는 경우가 많습니다. 따라서 매일 확인해야 하는 것은 알림장입니다.

### ANSWER
A"
CSAT_korean_19_12,CSAT_korean_19_12,Grammar,0,B,D,"### ANSWER
D"
CSAT_korean_20_11,CSAT_korean_20_11,Grammar,0,D,A,"### ANSWER
A"
CSAT_korean_20_13,CSAT_korean_20_13,Grammar,0,B,B,"(b)는 ‘거르다→걸러서’의 르 불규칙 활용인데, 보기 B의 ‘푸르다→푸르러’는 러 불규칙 활용이므로 같은 예가 아니다. 나머지는 각각 ㅡ 탈락, ㄹ 탈락, ㅎ 불규칙, ㅅ 불규칙으로 해당 교정과 일치한다.

### ANSWER
B"
