qid,category,subcategory,level,answer,pred,response
618,Semantics,Word Relationships,2,G,G,"### ANSWER
G"
619,Syntax,Embedded Clauses,2,B,B,"<보기>에 따르면 안긴 문장의 서술어가 요구하는 필수 성분의 수를 보면 된다.  
B에서 “조만간 비가 온다는 사실”의 안긴 문장 “비가 온다”는 서술어 “오다”가 주어 “비” 하나만 요구하므로 자릿수가 1개이다. 다른 선택지들은 서술어가 목적어나 보어를 추가로 요구하는 경우가 많다.

### ANSWER
B"
620,Syntax,Embedded Clauses,1,C,C,"C는 “그이가 …라고 말했다”에서 “내 친구가 소개해줬다고”가 인용절로 안긴 문장이므로 분류가 옳다. 나머지는 대부분 관형사절이거나 분류가 틀렸다.

### ANSWER
C"
621,Semantics,Numeral Classifiers,1,E,E,"'쇠고기 한 말'은 어색합니다. '말'은 곡식이나 액체의 부피를 세는 단위이지, 고기를 세는 단위가 아니기 때문입니다. 쇠고기는 '근'이나 'kg'으로 세는 것이 자연스럽습니다. 나머지 문장들은 각각의 분류사가 대상에 맞게 쓰였습니다.

### ANSWER
E"
622,Semantics,Numeral Classifiers,1,G,G,"문제집은 책이므로 수량을 셀 때 ‘권’을 사용하는 것이 가장 적절합니다. 따라서 재고가 한 권 남았다고 답하는 것이 맞습니다.

### ANSWER
G"
623,Semantics,Semantic Compatibility,1,D,D,"'이해관계를 인상하다'는 '이해관계'와 '인상하다'가 의미적으로 어울리지 않습니다. '인상하다'는 주로 물가나 임금 등을 올리다는 뜻으로 쓰이지, '이해관계'와는 호응하지 않습니다. 나머지는 모두 자연스러운 결합입니다.

### ANSWER
D"
88,Syntax,Agreement,3,F,F,"'씻겼다'는 '씻다'의 피동 표현으로, 주어가 스스로 씻는 것이 아니라 묵은 때가 씻겨진 상태를 나타낸다. 나머지 보기들은 사동 접사나 사동 표현이 쓰인 사동문이다.

### ANSWER
F"
89,Syntax,Agreement,2,F,F,"A는 ‘드높이다’, B는 ‘곤두세우다’, C는 ‘굶기다’, D는 ‘그을리다’, E는 ‘눕히다’, G는 ‘곧추세우다’, H는 ‘돋우다’, I는 ‘삭히다’, J는 ‘썩이다’로 모두 사동 표현입니다. 반면 F의 ‘실리다’는 ‘싣다’의 피동 표현으로, 사동이 아닙니다.

### ANSWER
F"
90,Syntax,Agreement,3,A,A,"""물리다""는 '물다'의 사동형이기도 하지만, '개에게 물리다'처럼 피동형으로도 쓰입니다. A 문장은 '아들이 개에게 물린 것'이므로 피동문입니다. 나머지는 모두 사동형('-이/히/리/기/우/추' 등)이 쓰인 사동문입니다.

### ANSWER
A"
91,Syntax,Agreement,3,D,D,"D의 “날리다”는 ‘날다’의 사동형으로도 쓰이지만, 여기서는 “연이 바람에 날리다”처럼 피동/자동의 의미로 쓰였다. 사동이라면 “바람이 연을 날리다”처럼 주어가 연을 띄우는 구조여야 한다. 나머지 보기들은 모두 사동 접사(-이-, -히-, -리-, -기-, -우- 등)가 포함된 사동 표현이다.

### ANSWER
D"
92,Syntax,Agreement,3,J,J,"J는 “젖소들에게 풀을 뜯겼다”에서 ‘뜯기다’가 사동 표현으로 쓰였습니다. 능동문 “젖소들이 풀을 뜯다”를 사동으로 바꾸면 “젖소들에게 풀을 뜯기다”가 되며, 피동문은 “풀이 젖소들에게 뜯기다”여야 합니다. 따라서 피동 표현이 없는 것은 J입니다.

### ANSWER
J"
93,Syntax,Agreement,2,G,G,"""물리다""는 '물다'의 사동사로 쓰여, ""재갈을 물리다""처럼 목적어를 취하는 능동·사동문이다. 나머지는 모두 피동 표현이다.

### ANSWER
G"
94,Syntax,Agreement,2,E,E,"E는 “환자를”이라는 목적어가 있어 사동문(내 등에 업게 하다)으로 보는 것이 자연스럽다. 나머지는 모두 피동 표현이다.

### ANSWER
E"
95,Pragmatics,Deixis & Reference,3,A,A,"### ANSWER
A"
176,Semantics,Semantic Compatibility,1,E,E,"'결심하다'는 주로 행위나 결의를 나타내는 말과 어울리며, '명단을 결심하다'는 의미상 어울리지 않는 어색한 표현이다. '명단을 작성하다/확정하다' 등이 자연스럽다.

### ANSWER
E"
177,Syntax,Agreement,2,H,H,"능동문을 피동문으로 바꾸려면 능동문의 목적어가 주어가 되고, 원래 주어는 ‘에게’ 등으로 표시되며 동사는 피동형이 되어야 합니다.

H를 보면,  
- 능동문: “시연이가 찬형이를 잡았다.”  
- 피동문: “찬형이가 시연이에게 잡혔다.”  
‘잡다’가 피동형 ‘잡히다’로 바뀌었고, 목적어였던 ‘찬형이’가 주어가 되었으며, 원래 주어 ‘시연이’가 ‘에게’로 표시되었습니다.

다른 보기들은 대부분 사동문(시키는 의미)이거나 피동문을 능동문으로 바꾼 경우입니다.

### ANSWER
H"
178,Phonetics/Phonology,Phonological Constraints,1,J,J,"크+어서가 커서로 되는 것은 어간의 ‘ㅡ’와 어미의 ‘ㅓ’가 만나는 모음 사이의 결합 현상입니다. 나머지 보기들은 자음과 자음이 만나 일어나는 기음화, 된소리되기, 유음화 등에 해당합니다.

### ANSWER
J"
179,Phonetics/Phonology,Phonological Alternation,2,C,C,"### ANSWER
C"
180,Pragmatics,Speech Acts,2,E,E,"E는 청자에게 어떤 행동을 하라고 명령하거나 하지 말라고 지시하는 발화가 아니라, 화자가 다음에는 청자가 하게 해 주겠다는 허락이나 약속을 나타내는 말이다. 나머지는 명령, 요청, 경고, 간접적인 지시 등으로 청자의 행동을 통제하려는 발화에 해당한다.

### ANSWER
E"
181,Pragmatics,Speech Acts,1,A,A,"'저녁에는 정말로 공부할게요.'는 화자가 자신의 미래 행동을 미리 약속하며 다짐하는 발화이다. 이와 가장 유사한 것은 화자가 자신의 행동을 약속하는 표현인 A이다.

### ANSWER
A"
182,Pragmatics,Speech Acts,2,G,E,"### ANSWER
E"
183,Pragmatics,Speech Acts,3,G,F,"### ANSWER
F"
0,Semantics,Inter-sentence Relations,3,H,H,"### ANSWER
H"
1,Semantics,Conjunctions,1,E,E,"첫 번째 빈칸은 “공룡이라고 한다”는 일반적 생각과 반대되는 내용이 이어지므로 ‘그러나’가 자연스럽습니다. 두 번째 빈칸은 “~지도 모른다”와 어울리는 ‘어쩌면’이 적절합니다. 세 번째 빈칸은 “~때문이다”와 연결되는 ‘그 이유는’이 맞고, 마지막 빈칸은 추가 정보를 더하는 ‘아울러’가 가장 자연스럽습니다.

### ANSWER
E"
2,Semantics,Conjunctions,2,B,B,"오늘은 일정이 없는 날이라 “덕분에” 공부 시간이 생겼고, 그런데도 미뤄둔 잡무가 많았으므로 “하지만”이 자연스럽습니다. 잡무 때문에 공부를 많이 못 했으므로 “따라서”가 이어지고, 못 한 점을 인정하면서도 의미를 찾는 마지막 문장에는 “그래도”가 가장 적절합니다.

### ANSWER
B"
3,Semantics,Rhetorical Expressions,3,A,C,"### ANSWER
C"
4,Semantics,Rhetorical Expressions,3,F,G,"주식 투자에서 기업의 재무 상태나 전망을 제대로 분석하지 않고 시장의 이슈만 보고 투자하는 행위는 흔히 ‘묻지마 투자’ 또는 ‘묻지마 거래’라고 합니다. 이는 아무런 검증 없이 맹목적으로 거래하는 것을 뜻하며, 문맥상 가장 자연스럽습니다. ‘무지성 거래’도 비슷한 의미지만 격식 있는 표현으로는 ‘묻지마 거래’가 더 적절합니다.

### ANSWER
G"
5,Semantics,Rhetorical Expressions,3,G,H,"지문에서 “가로등이 … 길을 인도하고 있었다”처럼 무생물인 가로등에 인간의 행위를 부여하고, “고단함이 내려앉은”처럼 추상적 감정을 구체적 대상처럼 제시하는 방식은 의인화를 통해 독자의 공감을 이끌어 낸다. 이는 객관적 묘사보다 감성적 체험을 유도하는 효과를 지닌다. 보기 중 이러한 의인화의 정의와 효과를 가장 직접적으로 설명한 것은 H이다.

### ANSWER
H"
6,Syntax,Argument Structure & Valency,3,A,A,"### ANSWER
A"
7,Pragmatics,Discourse Principles,3,C,C,"을은 “편의점 차렸니?”라고 말하는데, 이는 실제로 편의점을 차린 것이 아니므로 사실과 어긋나는 과장된 표현이다. 즉, 대화의 진실성을 의도적으로 지키지 않으면서 갑이 준비한 것이 많다는 태도를 드러낸다. 다른 보기들은 사실을 말하거나 동어반복·완곡 표현을 쓴 경우로 보는 것이 자연스럽다.

### ANSWER
C"
264,Semantics,Semantic Compatibility,3,C,C,"### ANSWER
C"
265,Semantics,Semantic Compatibility,2,B,B,"### ANSWER
B"
266,Semantics,Semantic Compatibility,2,C,G,"### ANSWER
G"
267,Semantics,Semantic Compatibility,3,B,J,"원문에서 `[도다리]`는 ‘같다’가 이끄는 비교의 대상, 즉 닮음의 기준입니다.  
보기 중 `[천사] 같은`에서 `천사`도 ‘같은’이 이끄는 비교의 대상으로, 원문과 의미적 역할이 가장 유사합니다.

### ANSWER
J"
268,Semantics,Semantic Compatibility,3,B,F,"""돌부리""는 주어가 걷거나 뛰다가 걸려 넘어지게 만든 장애물로, 동사 '걸리다'의 대상이자 사고의 원인이 되는 의미적 역할을 한다. 보기 중 F는 ""내민 다리에 걸려 책상과 함께 넘어졌다""로, 동일하게 '걸리다'의 대상이 되어 넘어지는 결과를 나타내므로 의미적 역할이 가장 유사하다.

### ANSWER
F"
269,Semantics,Semantic Compatibility,3,B,B,"""재""는 '숯더미가 재가 되다'에서 변화의 결과를 나타내는 의미적 역할을 한다. 이와 유사하게 '7번 아이언으로 바꾸어 들다'에서 '7번 아이언'도 무엇으로 바뀌었는지, 즉 변화의 결과를 나타낸다.

### ANSWER
B"
270,Semantics,Semantic Compatibility,1,B,B,"[손]은 “손으로 만지작거린다”에서 동작을 수행하는 도구(수단)이고, [목소리]는 “목소리로 회의를 시작하였다”에서 말하는 수단(도구)이다. 둘 다 ‘-으로/로’가 붙어 도구/수단의 의미 역할을 한다. 다른 보기는 행위주, 대상, 시간 등으로 서로 역할이 다르다.

### ANSWER
B"
271,Semantics,Semantic Compatibility,2,F,F,"[동식이]는 ‘동식이와’에서 함께 행동하는 동반자 역할을 하고, [강아지]는 ‘강아지와’에서 역시 함께 뛰어노는 동반자 역할을 합니다. 둘 다 의미적 역할이 ‘동반자/함께 함’으로 가장 유사합니다.

### ANSWER
F"
528,Semantics,Numeral Classifiers,3,D,I,"버터 오징어 시험 조리를 위해 샘플 오징어를 주문하는 상황입니다. 오징어를 셀 때 쓰는 전통 단위는 ‘쾌’이므로, “한 쾌면 충분해보입니다”가 가장 자연스럽고 적절합니다.

### ANSWER
I"
529,Semantics,Numeral Classifiers,2,E,E,"### ANSWER
E"
530,Semantics,Numeral Classifiers,1,I,I,"### ANSWER
I"
531,Semantics,Numeral Classifiers,1,E,E,"'필'은 주로 말을 셀 때 쓰는 단위이고, 고양이는 ‘마리’로 세는 것이 자연스럽다. 따라서 E가 가장 어색하다.

### ANSWER
E"
532,Syntax,Embedded Clauses,3,I,E,"### ANSWER
E"
533,Syntax,Agreement,1,B,B,"‘-겠군’은 화자가 보고 들은 상황을 바탕으로 ‘뱀장어의 뱃가죽도 뱀처럼 생겼을 것’이라고 추측하여 느낌을 나타내는 표현입니다. 따라서 ‘추측’의 의미로 쓰인 것은 B입니다.

### ANSWER
B"
534,Syntax,Agreement,3,I,E,"### ANSWER
E"
535,Syntax,Embedded Clauses,3,D,B,"### ANSWER
B"
352,Semantics,Ambiguity,3,J,J,"이 문장의 핵심 모호성은 두 가지입니다. 첫째, ‘그’가 유민이를 가리키는지 지우를 가리키는지가 불분명합니다. 둘째, ‘그가 좋아한 직원의 지인’에서 ‘좋아한’이 ‘직원’을 수식하는지 ‘직원의 지인’ 전체를 수식하는지가 불분명합니다.

J의 수정문은 ‘그’를 ‘지우’로 바꾸어 지시 대상 모호성만 해소했을 뿐입니다. 그러나 ‘지우가 좋아했던 직원의 지인’은 여전히 ‘지우가 좋아했던 [직원]의 지인’과 ‘지우가 좋아했던 [직원의 지인]’으로 이중 해석이 가능합니다. 따라서 한 가지 뜻으로만 해석된다는 진술은 적절하지 않습니다.

### ANSWER
J"
353,Syntax,Argument Structure & Valency,3,E,E,"'설치하다'는 ‘주어가 목적어를 처소에 설치하다’처럼 세 자리 서술어로, 문장에서 주어(생략), 목적어(백신 프로그램을), 부사어(컴퓨터에)를 요구합니다. 나머지는 대부분 한 자리나 두 자리 서술어이며, 나머지 성분은 부사어나 부가어입니다.

### ANSWER
E"
354,Semantics,Ambiguity,1,G,G,"""친구의 책""은 ‘친구가 소유한 책’, ‘친구가 쓴 책’, ‘친구에 관한 책’ 등으로 해석될 수 있는 중의적 표현이다. 문장을 “친구의 책을 그는 좋아한다.”로 바꾸어도 이러한 중의성은 그대로 유지된다. 따라서 “중의적이지 않다”는 G는 적절하지 않다.

### ANSWER
G"
355,Syntax,Agreement,2,A,A,"### ANSWER
A"
356,Syntax,Agreement,2,F,F,"### ANSWER
F"
357,Semantics,Inter-sentence Relations,2,F,F,"지문은 “음식이랑 옷”을 빨리 받고 싶다며 오늘 우체국에서 소포를 부쳐줄 수 있는지 묻는 내용입니다. 답변은 음식과 옷을 보내는 상황에 맞아야 합니다. 그런데 F는 “전자제품”을 파손되지 않게 보내겠다고 합니다. 지문에 전자제품은 전혀 언급되지 않았으므로 요청 내용과 맞지 않는 답변입니다. 다른 보기들은 음식이나 옷, 배송 일정, 우체국 이용 가능 여부 등과 관련되어 있어 적절합니다.

### ANSWER
F"
358,Syntax,Argument Structure & Valency,3,G,E,"### ANSWER
E"
359,Syntax,Argument Structure & Valency,3,J,A,"### ANSWER
A"
624,Syntax,Embedded Clauses,3,H,C,"### ANSWER
C"
625,Syntax,Argument Structure & Valency,2,C,E,"### ANSWER
E"
626,Semantics,Rhetorical Expressions,2,J,J,"<보기>는 환율 변동으로 부도 위기를 겪었지만 신제품 개발로 새로운 수익 활로와 성장 동력을 얻었다는 내용이다.  
J는 “신제품이 회사의 성공에 냉수를 끼얹은 격”이라고 했는데, 이는 신제품이 성공을 방해하거나 망쳤다는 뜻으로, 신제품 덕분에 위기를 극복했다는 내용과 정반대이다. 따라서 가장 적절하지 않은 문장은 J이다.

### ANSWER
J"
627,Semantics,Rhetorical Expressions,1,J,J,"상황은 시험이 내일인데 오늘에서야 공부를 시작해 시간이 촉박하고 초조한 상태를 뜻합니다. 이는 ‘발등에 불똥이 떨어졌다’는 표현이 나타내는 ‘매우 급하고 위급한 상황’과 의미가 가장 잘 맞습니다.

### ANSWER
J"
628,Syntax,Argument Structure & Valency,3,I,G,"### ANSWER
G"
629,Semantics,Semantic Compatibility,1,I,I,"""벽이 물감을 칠한다""에서 서술어 '칠하다'는 행위 주체가 사람이어야 하고, 대상은 '벽에 물감을'처럼 부사격이 필요하다. 그러나 '벽'이 주어가 되어 스스로 칠하는 것은 의미적으로 성립하지 않는다.

### ANSWER
I"
630,Semantics,Semantic Compatibility,3,I,I,"""달리다""는 다의어로, ""강아지가 달리다""처럼 '빠르게 움직이다'의 의미로도 쓰이고, ""댓글이 달리다""처럼 '어떤 것에 덧붙여지다'의 의미로도 쓰인다. 따라서 두 명사 모두 ""달리다""의 주어가 될 수 있다. 나머지 보기는 의미적 결합이 자연스럽지 않거나 어순이나 논항 관계가 잘못된 설명이다.

### ANSWER
I"
631,Semantics,Conjunctions,1,D,D,"(1)과 (2)는 대조 관계입니다. 인공지능 기술이 빠르게 발전하지만, 모든 사람이 그 발전을 체감하지는 못한다는 뜻이므로 ‘하지만’이 자연스럽습니다. (2)와 (3)은 구체적 예시 관계입니다. ‘모든 사람이 체감하지 못한다’는 일반적 진술을 소외계층의 사례로 뒷받침하므로 ‘예컨대’가 적절합니다. 따라서 D가 가장 자연스럽습니다.

### ANSWER
D"
96,Syntax,Agreement,2,H,H,"### ANSWER
H"
97,Syntax,Agreement,3,E,E,"‘-고 있’이 동작의 진행이 아니라 ‘상태의 지속’을 나타내려면, 행위가 아니라 마음가짐이나 태도 같은 상태가 이어지는 경우입니다.  
‘업신여기고 있다’는 “그가 나를 업신여기는 태도를 지니고 있다”는 뜻으로, 현재 진행 중인 동작이라기보다 지속되는 심리적 상태를 나타냅니다. 나머지 보기들은 흡입, 협의, 자전, 우려냄, 조준, 주물럭거림, 증발, 야옹거림, 찜질 등 동작이나 과정의 진행을 보여 줍니다.

### ANSWER
E"
98,Syntax,Agreement,1,A,A,"'-고 있'은 동작의 진행이 아니라, 어떤 심리적 태도나 생각이 유지되는 상태의 지속을 나타낼 수 있습니다. A의 '가정하고 있다'는 '가정하다'라는 인지 작용의 결과로 생긴 생각이 현재 유지되고 있는 상태를 뜻합니다. 나머지 보기들은 모두 구체적인 동작이 진행 중임을 나타냅니다.

### ANSWER
A"
99,Syntax,Agreement,3,A,A,"'-고 있'이 동작의 진행을 나타내려면 동작동사와 결합하여 현재 행위가 계속되고 있음을 뜻해야 합니다.  
A의 '새근거리고 있다'는 ‘숨을 새근새근 쉬는 동작’이 지금 진행 중임을 나타냅니다.  
나머지 보기들은 대부분 상태·심리·인식·태도 또는 피동적 변화를 나타내므로 동작의 진행으로 보기 어렵습니다.

### ANSWER
A"
100,Syntax,Agreement,1,F,F,"'-고 있'은 동작의 진행을 나타낼 때도 있지만, 심리 상태나 결과 상태가 유지되는 ‘상태의 지속’을 나타낼 때도 있습니다.  
F의 ‘조마조마하고 있다’는 ‘조마조마하다’라는 불안한 심리 상태가 계속 이어지고 있음을 나타내므로 상태의 지속입니다.  
나머지 보기들은 모두 ‘검토하다, 기록하다, 갈아타다, 만지작거리다, 시청하다, 뒤척이다, 마시다, 건네주다, 구출하다’처럼 동작이 진행 중임을 나타냅니다.

### ANSWER
F"
101,Syntax,Agreement,1,E,E,"'-고 있'이 동작의 진행을 나타내려면 동작동사가 쓰여야 합니다. E의 '강타하고 있다'는 태풍이 도시를 때리는 동작이 현재 진행 중임을 나타냅니다. 나머지는 대부분 심리 상태나 상태·결과를 나타내는 표현입니다.

### ANSWER
E"
102,Syntax,Agreement,1,B,B,"'-고 있'이 동작의 진행을 나타내려면 동작동사와 결합해야 한다. B의 '간지럽히고 있다'는 현재 햄스터가 발을 간지럽히는 행위가 진행 중임을 나타낸다. 나머지는 대부분 상태나 심리, 피동적 상태를 나타낸다.

### ANSWER
B"
103,Syntax,Agreement,1,H,H,"### ANSWER
H"
8,Syntax,Embedded Clauses,2,I,I,"""옛이야기를 해주시던""이 할머니를 수식하는 관형절이며, 관형사형 어미 ‘-던’이 쓰였다. 다른 보기들은 명사절, 서술절, 부사절 등이거나 관형절이 아니다.

### ANSWER
I"
9,Syntax,Embedded Clauses,2,B,B,"### ANSWER
B"
10,Syntax,Embedded Clauses,2,D,D,"'밤이 새도록'은 '밤이 새-'라는 절이 '-도록'과 결합하여 주절의 서술어 '응시했다'를 시간적으로 수식하는 부사어 구실을 한다. 따라서 안긴문장의 역할이 부사어인 것은 D이다.

### ANSWER
D"
11,Syntax,Embedded Clauses,2,F,F,"안긴문장이 체언을 수식하는 관형어가 되려면 관형사형 어미 ‘-ㄴ, -던, -을’ 등으로 연결되어 뒤의 명사를 꾸며야 합니다.

F의 ‘딸꾹질하던 빈민’에서 ‘딸꾹질하던’은 ‘빈민’을 수식하는 관형절입니다. 나머지 보기는 명사절(주어·목적어), 서술절, 부사절 등으로 쓰였습니다.

### ANSWER
F"
12,Syntax,Embedded Clauses,1,F,F,"'안긴 문장'이 관형어가 되려면 체언을 수식하는 관형사절이어야 한다.  
F의 '아까 녹여둔'은 '밥'을 수식하는 관형사절로, 어미 '-ㄴ'이 쓰여 안긴문장이 관형어 역할을 한다.  
나머지는 명사절, 부사절, 서술절 등으로 관형어가 아니다.

### ANSWER
F"
13,Syntax,Embedded Clauses,2,J,J,"'부사절을 안은 문장'은 절이 문장 안에서 부사처럼 쓰인 경우를 말한다.  
J의 '도망치다시피'는 '도망치다'에 '-다시피'가 결합해 뒤의 동사 '뛰어나갔다'를 수식하는 부사절이다.  
다른 보기들은 명사절('-음', '-기', '-는지', '-을지')이나 관형절('-던', '-는')이 포함된 문장이다.

### ANSWER
J"
14,Pragmatics,Discourse Principles,2,H,H,"을은 갑의 추측(“하던 일은 이제 거의 다 됐겠네”)에 직접 “아니야”라고 반박하지 않고, “오늘 야근 확정이야”라고 관련성이 겉으로는 약한 발화를 함으로써 “일이 아직 끝나지 않았다”는 뜻을 간접적으로 전달하고 있다. 이는 대화의 관련성을 의도적으로 어긋나게 하여 갑의 말을 반박하는 방식이다.

### ANSWER
H"
15,Pragmatics,Discourse Principles,1,H,H,"을은 “내일 날씨는 어떠냐”는 질문에 전혀 관련 없는 “무릎이 쑤신다”는 말로 답해 화제를 의도적으로 벗어났습니다. 다른 보기들은 질문에 대한 답변이나 이유, 또는 관련된 반응을 보이고 있습니다.

### ANSWER
H"
448,Syntax,Argument Structure & Valency,2,B,B,"### ANSWER
B"
449,Syntax,Argument Structure & Valency,1,D,D,"<보기>의 서술어 ‘삼았다’는 주어(아버지가), 목적어(김씨를), 부사어/보어(아들로)를 요구하는 세 자리 서술어입니다.  
D의 ‘안내했다’도 주어(생략됨), 목적어(할아버지를), 부사어(출입문으로)를 요구하므로 자릿수가 같습니다. 다른 선택지는 대부분 두 자리나 한 자리 서술어입니다.

### ANSWER
D"
450,Syntax,Argument Structure & Valency,2,I,I,"'덧나다'는 주어 하나만 필수적으로 요구하는 1자리 서술어이다. 보기에서 '위염이'만 주어로 쓰였고 나머지는 수식어일 뿐이다. 선택지 중 '불타오르다'도 '집념이'라는 주어 하나만 요구하는 1자리 서술어이다. 나머지는 목적어나 부사어 등을 추가로 요구하므로 답은 I이다.

### ANSWER
I"
451,Syntax,Argument Structure & Valency,3,G,A,"### ANSWER
A"
452,Pragmatics,Implicature,3,E,E,"'비행기 태워도 소용 없어'에서 '비행기 태우다'는 '칭찬이나 아첨으로 띄워 주다'라는 뜻의 관용 표현이다. 따라서 을이 갑을 꽃에 비유해 칭찬한 말을 했을 때, 갑이 ""비행기 태워도 소용 없어. 우리도 그런 데 좀 가 보자.""라고 답하는 것이 자연스럽다. 가장 적절한 것은 E이다.

### ANSWER
E"
453,Syntax,Argument Structure & Valency,1,F,F,"### ANSWER
F"
454,Syntax,Argument Structure & Valency,2,H,H,"### ANSWER
H"
455,Syntax,Argument Structure & Valency,3,J,G,"### ANSWER
G"
184,Phonetics/Phonology,Phonological Alternation,2,B,,"값[갑]은 겹받침 ‘ㅄ’이 어말에서 ‘ㅂ’으로 단순화되는 **자음군 단순화** 현상입니다.  
보기 중 ‘깎다’는 받침이 ‘ㄲ’ 하나뿐"
185,Pragmatics,Speech Acts,1,D,D,"주어진 문장은 '제출해야 하는 서류의 종류에는 무엇이 있습니까?'로, 정보를 묻는 **질문** 유형입니다.  
보기 중 D는 ""기한이 언제까지인지 궁금합니다""라고 하여 직접 묻는 형식은 아니지만 상대방에게 정보를 요청하는 **간접 질문**에 해당합니다. 나머지는 청유, 약속, 진술, 감정 표현 등 다른 유형이거나 단순한 수사적 질문입니다.

### ANSWER
D"
186,Phonetics/Phonology,Phonological Alternation,3,C,C,"### ANSWER
C"
187,Phonetics/Phonology,Phonological Alternation,3,I,I,"### ANSWER
I"
188,Pragmatics,Implicature,2,D,D,"D는 “농구 좋아하세요?”라는 질문에 “경기도 늘 보러 가는 걸요.”라고 답해 좋아한다는 뜻을 긍정적으로 표현한 경우입니다. 나머지는 초대나 제안을 거절하거나 상대의 말을 부정하는 경우에 해당합니다.

### ANSWER
D"
189,Syntax,Argument Structure & Valency,3,B,J,"### ANSWER
J"
190,Syntax,Argument Structure & Valency,1,F,F,"### ANSWER
F"
191,Syntax,Argument Structure & Valency,3,D,H,"### ANSWER
H"
272,Semantics,Semantic Compatibility,3,A,I,"### ANSWER
I"
273,Semantics,Semantic Compatibility,3,B,I,"[회사1]은 ‘출근한’의 도착지(목적지), [구내 식당]·[탕비실]·[휴게실]은 사람이 없는 장소(처소), [집1]과 [회사3]은 ‘~에서’가 붙어 이동의 출발점, [회사2]와 [집2]는 ‘~까지’가 붙어 이동의 도착점이다. 따라서 의미적 역할이 같은 것은 출발점인 [회사3]과 [집1]이다.

### ANSWER
I"
274,Syntax,Argument Structure & Valency,3,H,C,"### ANSWER
C"
275,Morphology,POS & Morphemes,3,B,B,"### ANSWER
B"
276,Syntax,Argument Structure & Valency,3,A,E,"서술어는 ‘다하여(다하다)’, ‘괴로우나(괴롭다)’, ‘즐거우나(즐겁다)’, ‘사랑하세(사랑하다)’입니다.  
‘다하다’는 주어와 목적어가 필요한 두 자리 서술어, ‘괴롭다’와 ‘즐겁다’는 주어만 필요한 한 자리 서술어, ‘사랑하다’는 주어와 목적어가 필요한 두 자리 서술어입니다.  
따라서 2 + 1 + 1 + 2 = 6입니다.

### ANSWER
E"
277,Morphology,Verbal Conjugation,3,C,C,"### ANSWER
C"
278,Syntax,Ellipsis,3,D,D,"### ANSWER
D"
279,Phonetics/Phonology,Phonological Constraints,2,H,H,"### ANSWER
H"
536,Syntax,Agreement,2,E,E,"### ANSWER
E"
