qid,id,category,trial,answer,pred,response
CSAT_korean_22_14,CSAT_korean_22_14,Textual,0,D,D,"### ANSWER
D"
KIIP_law_39,KIIP_law_39,Law,0,D,C,"### ANSWER
C"
KIIP_law_40,KIIP_law_40,Law,0,C,C,"### ANSWER
C"
KIIP_law_41,KIIP_law_41,Law,0,A,A,"국가인권위원회는 모든 사람의 기본적 인권을 보호하고 증진하는 역할을 한다.

### ANSWER
A"
KIIP_law_42,KIIP_law_42,Law,0,C,C,"국민권익위원회는 부패 신고·조사와 국민의 권익 보호 및 고충 민원 구제를 담당하는 기관입니다.

### ANSWER
C"
KIIP_law_43,KIIP_law_43,Law,0,C,C,"### ANSWER
C"
KIIP_law_44,KIIP_law_44,Law,0,A,A,"국가인권위원회는 법적 처벌 권한이 없고, 인권 침해가 인정되면 당사자에게 개선을 권고할 수 있다.

### ANSWER
A"
KIIP_law_45,KIIP_law_45,Law,0,A,A,"### ANSWER
A"
KIIP_law_46,KIIP_law_46,Law,0,B,B,"법무부는 국민의 생활법률 정보 제공과 법률상담을 통해 법률분쟁 예방을 돕는 기관이다.

### ANSWER
B"
KIIP_tradition_136,KIIP_tradition_136,Tradition,0,C,C,"### ANSWER
C"
KIIP_tradition_137,KIIP_tradition_137,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_138,KIIP_tradition_138,Tradition,0,D,B,"### ANSWER
B"
KIIP_tradition_139,KIIP_tradition_139,Tradition,0,A,A,"돌잔치는 아이의 첫 생일을 축하하는 자리로, 가장 대표적인 행사는 돌잡이입니다. 아이가 여러 물건 중 하나를 집어 미래를 점쳐보는 의례입니다.

### ANSWER
A"
KIIP_tradition_140,KIIP_tradition_140,Tradition,0,A,A,"이사하면 새 이웃에게 떡을 나누는 한국 전통이 2000년대에도 이어졌다.

### ANSWER
A"
KIIP_tradition_141,KIIP_tradition_141,Tradition,0,B,B,"In Korean culture, traditional social ties emphasized even among strangers are blood/clan ties, regional/neighborhood ties, and school ties. Workplace ties are a modern connection, not a traditional social relationship.

### ANSWER
B"
KIIP_tradition_142,KIIP_tradition_142,Tradition,0,D,D,"졸업 후 같은 학교 출신들이 계속 교류하기 위해 조직하는 모임은 동문회이다.

### ANSWER
D"
KIIP_tradition_143,KIIP_tradition_143,Tradition,0,B,B,"대학에서는 같은 고등학교 출신들이 모인 고등학교 동문회가 흔하고, 직장에서는 같은 대학교 출신들이 모인 대학교 동문회가 흔하다.

### ANSWER
B"
KIIP_society_195,KIIP_society_195,Society,0,C,C,"공립학교는 국가(중앙 정부)가 아닌 지방자치단체가 설립·운영하는 학교이다.

### ANSWER
C"
KIIP_society_196,KIIP_society_196,Society,0,A,A,"### ANSWER
A"
KIIP_society_197,KIIP_society_197,Society,0,D,D,"### ANSWER
D"
KIIP_society_198,KIIP_society_198,Society,0,B,B,"### ANSWER
B"
KIIP_society_199,KIIP_society_199,Society,0,A,A,"### ANSWER
A"
KIIP_society_200,KIIP_society_200,Society,0,A,A,"### ANSWER
A"
KIIP_society_201,KIIP_society_201,Society,0,B,B,"가정통신문은 학교가 부모님께 전달하는 중요한 공지와 안내 사항을 담고 있기 때문입니다.

### ANSWER
B"
KIIP_society_202,KIIP_society_202,Society,0,A,A,### ANSWER A
Kedu_history_22,Kedu_history_22,History,0,D,D,"서원은 사당, 강당, 동재·서재 등으로 구성되며, 규방은 일반 가옥의 여성 공간이므로 서원 건축물이 아니다.

### ANSWER
D"
Kedu_history_23,Kedu_history_23,History,0,A,A,"### ANSWER
A"
Kedu_history_24,Kedu_history_24,History,0,B,B,"ㄱ(1993) → ㄹ(1997) → ㄴ(2000) → ㄷ(2010) 순서이므로 정답은 B입니다.

### ANSWER
B"
Kedu_history_25,Kedu_history_25,History,0,C,C,"### ANSWER
C"
Kedu_history_26,Kedu_history_26,History,0,C,C,"### ANSWER
C"
Kedu_history_27,Kedu_history_27,History,0,D,D,"### ANSWER
D"
Kedu_history_28,Kedu_history_28,History,0,B,B,"### ANSWER
B"
Kedu_history_29,Kedu_history_29,History,0,C,C,"### ANSWER
C"
KIIP_tradition_144,KIIP_tradition_144,Tradition,0,C,C,"### ANSWER
C"
KIIP_tradition_145,KIIP_tradition_145,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_146,KIIP_tradition_146,Tradition,0,A,A,"명절이나 부모의 생일에 부모를 찾아뵙는 행동은 부모를 공경하고 섬기는 전통 가치인 효에서 비롯된 것이다.

### ANSWER
A"
KIIP_tradition_147,KIIP_tradition_147,Tradition,0,B,B,"### ANSWER
B"
KIIP_tradition_148,KIIP_tradition_148,Tradition,0,B,A,"### ANSWER
A"
KIIP_tradition_149,KIIP_tradition_149,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_150,KIIP_tradition_150,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_151,KIIP_tradition_151,Tradition,0,A,A,"### ANSWER
A"
KIIP_economy_17,KIIP_economy_17,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_18,KIIP_economy_18,Economy,0,C,C,"한국이 첫 자유무역협정(FTA)을 체결한 국가는 칠레이다.

### ANSWER
C"
KIIP_economy_19,KIIP_economy_19,Economy,0,A,A,"한국은 미국, 중국, EU와 각각 FTA를 체결하여 관세를 줄이거나 없앴으므로, 세계 3대 시장은 미국, 중국, EU입니다.

### ANSWER
A"
KIIP_economy_20,KIIP_economy_20,Economy,0,B,B,"한국은 1996년에 OECD에 가입하였다.

### ANSWER
B"
KIIP_economy_21,KIIP_economy_21,Economy,0,B,B,"### ANSWER
B"
KIIP_economy_22,KIIP_economy_22,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_23,KIIP_economy_23,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_24,KIIP_economy_24,Economy,0,B,B,"### ANSWER
B"
KIIP_society_203,KIIP_society_203,Society,0,A,A,"### ANSWER
A"
KIIP_society_204,KIIP_society_204,Society,0,C,C,"### ANSWER
C"
KIIP_society_205,KIIP_society_205,Society,0,A,A,"한국 국립대학 등록금은 연 평균 약 400만 원대, 사립대학은 약 700만~800만 원대이므로 A가 가장 적절하다.

### ANSWER
A"
KIIP_society_206,KIIP_society_206,Society,0,A,A,"한국 대학교에서는 등록금 부담을 줄이기 위해 장학금 제도를 운영하고 있다.

### ANSWER
A"
KIIP_society_207,KIIP_society_207,Society,0,C,C,"### ANSWER
C"
KIIP_society_208,KIIP_society_208,Society,0,B,B,"### ANSWER
B"
KIIP_society_209,KIIP_society_209,Society,0,B,B,"### ANSWER
B"
KIIP_society_210,KIIP_society_210,Society,0,B,B,"### ANSWER
B"
KIIP_politics_70,KIIP_politics_70,Politics,0,D,D,"### ANSWER
D"
KIIP_politics_71,KIIP_politics_71,Politics,0,A,A,"### ANSWER
A"
KIIP_politics_72,KIIP_politics_72,Politics,0,A,A,"한반도 주변 4강은 전통적으로 중국, 일본, 미국, 러시아를 의미합니다.

### ANSWER
A"
KIIP_politics_73,KIIP_politics_73,Politics,0,D,D,"### ANSWER
D"
KIIP_politics_74,KIIP_politics_74,Politics,0,C,C,"### ANSWER
C"
KIIP_politics_75,KIIP_politics_75,Politics,0,C,C,"### ANSWER
C"
KIIP_politics_76,KIIP_politics_76,Politics,0,B,B,"### ANSWER
B"
KIIP_politics_77,KIIP_politics_77,Politics,0,C,D,"독도를 명시적으로 기록한 가장 이른 문헌은 조선 시대의 《세종실록지리지》로, 우산도와 무릉도를 함께 기록하고 있습니다. 신라 지증왕 때의 우산국 복속 기록은 울릉도에 관한 것이지 독도를 직접 증명하는 문헌은 아닙니다.

### ANSWER
D"
KIIP_law_47,KIIP_law_47,Law,0,A,A,"### ANSWER
A"
KIIP_law_48,KIIP_law_48,Law,0,A,A,"### ANSWER
A"
KIIP_law_49,KIIP_law_49,Law,0,A,A,"정의의 여신상은 공정함을 뜻하는 저울과 법을 상징하는 법전을 들고 있는 것으로 보는 것이 일반적이다.

### ANSWER
A"
KIIP_law_50,KIIP_law_50,Law,0,A,A,"정의의 여신상에서 법전은 공정한 재판을, 저울은 올바른 판단을 상징합니다.

### ANSWER
A"
KIIP_law_51,KIIP_law_51,Law,0,A,A,"정의의 여신상이 눈을 가린 것은 모든 사람을 공평하게 보겠다는 의미이고, 두 눈을 뜬 것은 사회적 약자를 적극적으로 보호하겠다는 실질적 평등의 의미로 해석됩니다.

### ANSWER
A"
PSAT_17_1,PSAT_17_1,Law,0,A,C,"### ANSWER
C"
PSAT_17_2,PSAT_17_2,Law,0,C,C,"### ANSWER
C"
PSAT_17_3,PSAT_17_3,Law,0,A,A,"A는 헌법 제118조에 따라 지방의회의 조직·권한·의원선거도 법률로 정하도록 되어 있는데, 조례로 정한다고 하였으므로 옳지 않습니다.

### ANSWER
A"
KIIP_tradition_152,KIIP_tradition_152,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_153,KIIP_tradition_153,Tradition,0,B,B,"한국에서는 명절(설날·추석), 결혼식, 장례식 때 부모나 웃어른, 유족에게 절을 합니다.

### ANSWER
B"
KIIP_tradition_154,KIIP_tradition_154,Tradition,0,A,D,"The proverb means a close neighbor is more helpful and valuable than a distant relative, so neighbors are more important than relatives.

### ANSWER
D"
KIIP_tradition_155,KIIP_tradition_155,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_156,KIIP_tradition_156,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_157,KIIP_tradition_157,Tradition,0,A,A,"떡을 이웃에게 나누는 것은 새로 온 자신을 알리고 이웃과 좋은 관계를 맺고자 하는 한국의 전통적인 인사 예절입니다.

### ANSWER
A"
KIIP_tradition_158,KIIP_tradition_158,Tradition,0,A,A,"한국 사회에서 중요한 사회적 관계를 나타내는 개념은 혈연·지연·학연 등을 모두 포함하는 ‘연고’입니다. 따라서 가장 포괄적이고 적절한 답은 A입니다.

### ANSWER
A"
KIIP_tradition_159,KIIP_tradition_159,Tradition,0,A,A,"한국의 가문에서는 조상과 혈통을 중시하여 족보를 중요하게 여깁니다. 족보는 가문의 계보와 정체성을 나타내는 전통적 기록입니다.

### ANSWER
A"
CSAT_korean_19_12,CSAT_korean_19_12,Grammar,0,B,B,"### ANSWER
B"
CSAT_korean_20_11,CSAT_korean_20_11,Grammar,0,D,A,"### ANSWER
A"
CSAT_korean_20_13,CSAT_korean_20_13,Grammar,0,B,B,"### ANSWER
B"
CSAT_korean_20_14,CSAT_korean_20_14,Grammar,0,A,A,"### ANSWER
A"
CSAT_korean_13_13,CSAT_korean_13_13,Grammar,0,D,D,"### ANSWER
D"
CSAT_korean_15_11,CSAT_korean_15_11,Grammar,0,C,D,"### ANSWER
D"
CSAT_korean_17_11,CSAT_korean_17_11,Grammar,0,D,D,"### ANSWER
D"
CSAT_korean_17_14,CSAT_korean_17_14,Grammar,0,B,B,"### ANSWER
B"
CSAT_korean_22_15,CSAT_korean_22_15,Textual,0,B,B,"### ANSWER
B"
CSAT_korean_22_16,CSAT_korean_22_16,Textual,0,D,D,"시점 변환 전 영상에서는 원근 효과로 멀리 있는 물체가 더 작고 영상의 위쪽에 나타난다. 최종 영상에서 A가 B보다 멀리 있다면, 변환 전에는 A가 B보다 상대적으로 작게 보였을 것이므로 변환 후 A의 B에 대한 상대적 크기는 더 커진다. 나머지 보기는 원근 효과나 점과 도형의 대응 관계를 잘못 설명하고 있다.

### ANSWER
D"
CSAT_korean_22_17,CSAT_korean_22_17,Textual,0,A,A,"ⓐ의 ‘지날’은 빛이 렌즈라는 물리적 대상을 통과하여 지나간다는 의미이다. 선택지 중 A의 ‘교차로를 지나고 있었다’도 물리적 공간을 지나가는 뜻으로 가장 가깝다.

### ANSWER
A"
CSAT_korean_22_18,CSAT_korean_22_18,Textual,0,C,C,"### ANSWER
C"
CSAT_korean_22_19,CSAT_korean_22_19,Textual,0,C,C,"The commentary states that the poem moves from romantic spring to tragic winter, depicting the worsening reality of the Japanese colonial period. Option C claims that the front stream scene shows the speaker's wish being fulfilled. However, in the poem, the folk belief about rain bringing a good harvest is followed by young men leaving on rafts to earn money and not returning, with the wind blowing—indicating unfulfilled hopes and hardship, not a fulfilled wish. Therefore, C is inappropriate.

### ANSWER
C"
CSAT_korean_22_20,CSAT_korean_22_20,Textual,0,B,B,"### ANSWER
B"
CSAT_korean_22_21,CSAT_korean_22_21,Textual,0,D,D,"(다)에서 ‘나’는 하늘의 조화가 사사로움이 없어 균일하다고 보고, 화초의 귀하고 천함은 인간의 친함과 소원함에 따라 생긴 것임을 깨닫는다. 따라서 하늘의 입장에서는 모든 풀이 가치의 우열 없이 균일한 존재라고 보는 D가 가장 적절하다.

### ANSWER
D"
CSAT_korean_22_22,CSAT_korean_22_22,Textual,0,A,A,"(가)에서 ‘묵화’는 박쥐 날개 아래 황혼이 내리는 어두운 고향의 정경과 연결되고, (나)에서 ‘북창’을 통해 바라본 산의 ‘품’은 안식처로서의 아늑함을 드러낸다. 다른 선택지는 본문의 정서나 의미와 맞지 않는다.

### ANSWER
A"
Kedu_history_30,Kedu_history_30,History,0,B,B,"### ANSWER
B"
Kedu_history_31,Kedu_history_31,History,0,B,D,"### ANSWER
D"
Kedu_history_32,Kedu_history_32,History,0,C,C,"### ANSWER
C"
Kedu_history_33,Kedu_history_33,History,0,D,D,"### ANSWER
D"
Kedu_history_34,Kedu_history_34,History,0,C,C,"### ANSWER
C"
Kedu_history_35,Kedu_history_35,History,0,A,A,"### ANSWER
A"
Kedu_history_36,Kedu_history_36,History,0,C,C,"의궤는 조선 왕실의 주요 의식과 행사를 기록한 책으로, 유교 경전이 아니다.

### ANSWER
C"
Kedu_history_37,Kedu_history_37,History,0,B,B,"몽유도원도는 안견이 세종 때 안평대군의 꿈을 바탕으로 그린 작품으로, 비단에 그린 수묵화이다. 화선지에 그린 것이 아니므로 B가 옳지 않다.

### ANSWER
B"
KIIP_economy_25,KIIP_economy_25,Economy,0,A,A,"한국은 1996년 OECD에 가입했으며, 이는 선진국 수준의 경제·정치·사회적 자격을 국제적으로 인정받았음을 의미한다.

### ANSWER
A"
KIIP_economy_26,KIIP_economy_26,Economy,0,C,C,"한국은 2009년 11월 OECD 개발원조위원회(DAC) 가입이 승인되어 회원국으로 인정받았다. 따라서 정답은 2009년이다.

### ANSWER
C"
KIIP_economy_27,KIIP_economy_27,Economy,0,A,A,"한국은 국제개발협력(ODA)을 통해 경제적으로 어려운 개발도상국을 주로 지원합니다. 군사력, 인구, 자원은 지원 대상 선정의 핵심 기준이 아닙니다.

### ANSWER
A"
KIIP_economy_28,KIIP_economy_28,Economy,0,D,D,"상호저축은행은 시중은행보다 높은 금리를 제공하는 서민 금융 기관으로, 시중은행 금리에 만족하지 못하는 사람이 이용할 수 있다.

### ANSWER
D"
KIIP_economy_29,KIIP_economy_29,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_30,KIIP_economy_30,Economy,0,A,A,"금융 거래 시 실명 확인을 의무화하는 제도는 금융 실명제이다.

### ANSWER
A"
KIIP_economy_31,KIIP_economy_31,Economy,0,A,A,"외국인이 한국에서 은행 계좌를 개설하려면 신분 확인을 위해 여권과 외국인등록증이 필요합니다.

### ANSWER
A"
KIIP_economy_32,KIIP_economy_32,Economy,0,A,A,"### ANSWER
A"
KIIP_politics_78,KIIP_politics_78,Politics,0,B,B,"독도에는 현재 민간인 주민으로 부부 두 명이 거주하고 있다.

### ANSWER
B"
KIIP_politics_79,KIIP_politics_79,Politics,0,C,C,"독도에 상주하며 독도 수호 임무를 수행하는 단체는 독도경비대입니다.

### ANSWER
C"
Kedu_politics_1,Kedu_politics_1,Politics,0,B,B,"### ANSWER
B"
Kedu_politics_2,Kedu_politics_2,Politics,0,A,A,"### ANSWER
A"
Kedu_politics_3,Kedu_politics_3,Politics,0,C,C,"### ANSWER
C"
Kedu_politics_4,Kedu_politics_4,Politics,0,D,D,"### ANSWER
D"
Kedu_politics_5,Kedu_politics_5,Politics,0,B,B,"1960년대 한국 정부는 남미 지역으로 농업 이민을 적극 추진하였다. 서독 광부 파견은 1950년대가 아니라 1960년대였고, 간호사 파견은 동유럽이 아닌 서독이었으며, 베트남 건설노동자 파견은 해당 시기의 정책으로 맞지 않다.

### ANSWER
B"
KIIP_popular_1,KIIP_popular_1,Pop Culture,0,A,A,"한국이 국제 대회에서 꾸준히 좋은 성적을 내는 종목은 양궁, 태권도, 쇼트트랙, 스피드 스케이팅 등이다.

### ANSWER
A"
KIIP_tradition_160,KIIP_tradition_160,Tradition,0,C,C,"### ANSWER
C"
KIIP_tradition_161,KIIP_tradition_161,Tradition,0,C,C,"### ANSWER
C"
Kedu_tradition_1,Kedu_tradition_1,Tradition,0,D,D,"### ANSWER
D"
Kedu_tradition_2,Kedu_tradition_2,Tradition,0,C,C,"### ANSWER
C"
Kedu_tradition_3,Kedu_tradition_3,Tradition,0,C,C,"강신, 초헌, 독축은 전통 제례의 절차에 쓰이는 용어이고, 초례는 혼례 등에서 쓰이는 의례 용어입니다.

### ANSWER
C"
Kedu_tradition_4,Kedu_tradition_4,Tradition,0,B,B,"납폐(納幣)는 신랑 집에서 신부 집으로 혼인 예물을 담은 함을 보내는 절차이다.

### ANSWER
B"
Kedu_tradition_5,Kedu_tradition_5,Tradition,0,A,A,"A는 모두 노동요(일하는 소리)로 기능이 같습니다. 노젓는소리, 모심는소리, 목도소리는 각각 배 젓기, 모심기, 짐 나르기 때 부르는 일노래입니다. 다른 보기는 굿·놀이·노동이 섞여 있습니다.

### ANSWER
A"
Kedu_tradition_6,Kedu_tradition_6,Tradition,0,D,D,"### ANSWER
D"
KIIP_society_211,KIIP_society_211,Society,0,A,A,"### ANSWER
A"
KIIP_society_212,KIIP_society_212,Society,0,C,C,"국·공립 초등학교 배정은 학군과 거주지 기준으로 이루어지므로, 성적·행동·선호도가 아닌 집과 학교 사이의 거리가 핵심 요소이다.

### ANSWER
C"
KIIP_society_213,KIIP_society_213,Society,0,C,C,"### ANSWER
C"
KIIP_society_214,KIIP_society_214,Society,0,A,A,"### ANSWER
A"
KIIP_society_215,KIIP_society_215,Society,0,B,B,"### ANSWER
B"
KIIP_society_216,KIIP_society_216,Society,0,A,A,"### ANSWER
A"
KIIP_society_217,KIIP_society_217,Society,0,A,A,"1980년 한국의 대학진학률은 약 27%였다.

### ANSWER
A"
KIIP_society_218,KIIP_society_218,Society,0,C,C,"### ANSWER
C"
KIIP_economy_33,KIIP_economy_33,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_34,KIIP_economy_34,Economy,0,A,A,"시중은행과 지방은행은 예금은행으로서 안전성과 편의성이 높지만, 비은행 금융기관보다 예금 금리가 상대적으로 낮은 것이 단점이다.

### ANSWER
A"
KIIP_economy_35,KIIP_economy_35,Economy,0,A,A,"### ANSWER
A"
