qid,category,answer,pred,response
Rare Words-246,Rare Words,A,A,"버캐는 액체 속의 소금기나 찌꺼기가 엉겨 붙은 찌끼를 뜻하며, 비유적으로 엉겨 붙어 굳어진 감정이나 생각을 나타내기도 합니다. 다른 선택지인 버팀목, 버팀줄, 버섯갓, 버젓이는 모두 해당 의미와 맞지 않습니다. 따라서 정답은 버캐입니다.

### ANSWER
A"
Reading Comprehension-413,Reading Comprehension,B,B,"본문에서 고주파는 직진성이 강하고 저주파는 직진성이 약하다고 했으므로 A는 틀렸습니다. 음파를 고주파와 저주파로 나누는 기준은 주파수의 크기이므로 C도 틀렸습니다. 직진성과 반사는 서로 다른 성질이므로 D도 틀렸습니다. 본문에서 어군 탐지기를 통해 음파로 물고기 위치를 탐지한다고 했으므로 B가 맞습니다.

### ANSWER
B"
Reading Comprehension-414,Reading Comprehension,D,D,"음파의 속도는 매질의 밀도가 높을수록 빨라지며, 물에서는 수온이나 수압이 높을수록 빨라진다고 본문에 제시되어 있습니다. 따라서 밀도가 높고 온도가 높을수록 음파의 속도가 빨라진다고 이해하는 것이 적절합니다. 보기 중 이 내용과 일치하는 것은 D입니다.

### ANSWER
D"
Reading Comprehension-415,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-416,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-417,Reading Comprehension,B,B,"변호사는 법정에서 의뢰인을 변호하는 일 외에도 법률 상담과 공익 활동을 수행한다고 본문에 나와 있습니다. 또한 공익 의무 시간은 지역에 따라 20시간 또는 30시간 이상으로 다르다고 설명합니다. 그러나 본문은 상담 시 무리한 소송보다 합의를 돕도록 해야 한다고 말하므로, 소송에서 승리하는 방법을 주로 안내한다는 선택지 B는 내용과 다릅니다.

### ANSWER
B"
Reading Comprehension-418,Reading Comprehension,B,B,"The passage says that using soap and running water with the correct method removes about 99.8% of bacteria. It also says washing with running water alone has a significant effect, but it never claims that water alone removes over 99% of bacteria. Therefore choice B is not consistent with the passage. Choices A and C match the advice about washing all hand areas and cleaning under the nails by rubbing against the opposite palm. Thus the correct answer is B.

### ANSWER
B"
Reading Comprehension-419,Reading Comprehension,C,C,"본문은 계절에 따른 성장 속도 차이가 나이테를 만들고, 이로 인해 나무 조직의 밀도와 색상이 달라진다고 설명한다. 따라서 성장 속도의 차이가 조직의 밀도와 색상에 영향을 준다는 C가 내용과 일치한다.

### ANSWER
C"
Reading Comprehension-420,Reading Comprehension,D,D,"그림자놀이는 촛불이나 다양한 조명을 이용해 손이나 소도구로 그림자를 만드는 놀이로, 단순한 동물 모양부터 그림자 연극까지 발전하였다. 본문은 원시시대부터 놀이와 예술을 오가며 오늘날까지 이어졌다고 설명하고, 인도에서는 전문적인 수련을 쌓은 예능인이 예술적 수준으로 승화시켰다고 언급한다. 이는 그림자놀이가 일반인의 놀이에서 전문 예술의 영역까지 다양한 수준으로 발전했음을 의미한다. 따라서 보기 중 내용과 일치하는 것은 D이다.

### ANSWER
D"
Reading Comprehension-27,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-28,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-29,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-30,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-31,Reading Comprehension,B,B,"### ANSWER
B"
Reading Comprehension-32,Reading Comprehension,C,A,"### ANSWER
A"
Reading Comprehension-33,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-34,Reading Comprehension,D,D,"The passage states that many people wear hats on Vietnamese streets because the sunlight is strong. Masks are mentioned for exhaust, but hats are specifically linked to strong sunlight. Therefore the correct answer is D.

### ANSWER
D"
General Knowledge-0,General Knowledge,B,C,"명절에 조상의 산소를 찾아가 인사드리고 산소를 살피는 행위는 ‘성묘’입니다. 추석은 그런 성묘를 하는 명절이지만, 설명 자체가 가리키는 것은 성묘입니다.

### ANSWER
C"
General Knowledge-1,General Knowledge,C,C,"The dialogue involves a teacher calling on a student to answer a numbered question and then asking the student's deskmate. This is a typical classroom interaction in a school setting. Therefore, the most appropriate location is school.

### ANSWER
C"
General Knowledge-2,General Knowledge,E,E,"The sentence describes a child who talked a lot, which matches the meaning of ""수다쟁이"" (chatterbox). The other options refer to a coward, a stylish person, a mischievous child, and a blacksmith, none of which fit the context.

### ANSWER
E"
General Knowledge-3,General Knowledge,B,B,"해당 국가기관은 상점에서 물건을 훔친 일당을 체포했다고 발표했는데, 이는 범죄 수사와 체포 업무를 담당하는 경찰청의 역할입니다. 다른 기관들은 세금, 통계, 산림, 기상 등으로 치안 업무와 관련이 없습니다. 따라서 정답은 경찰청입니다.

### ANSWER
B"
General Knowledge-4,General Knowledge,E,E,"한국은 대의민주주의 국가로, 국민이 선거를 통해 대표를 선출하고 법치주의와 기본권을 중시한다. 그러나 국가의 모든 일을 국민 투표로 직접 결정하는 것은 아니다. 따라서 옳지 않은 설명은 E이다.

### ANSWER
E"
General Knowledge-5,General Knowledge,E,E,"한국의 대표적인 수출품은 세계 시장에서 경쟁력을 가진 제조업 제품입니다. 자동차와 반도체는 한국의 주요 수출 품목으로 전 세계적으로 널리 수출됩니다. 다른 보기들은 농수산물이나 경공업 제품으로 대표적인 수출품이라고 보기 어렵습니다. 따라서 정답은 자동차와 반도체입니다.

### ANSWER
E"
General Knowledge-6,General Knowledge,C,C,"The Seoul Olympics, officially the Games of the XXIV Olympiad, were held in 1988. This was a significant international sporting event hosted by South Korea. The year 1988 is the correct date among the given options. Therefore, the answer is C.

### ANSWER
C"
General Knowledge-7,General Knowledge,D,D,D
History-17,History,E,E,"이두는 한자의 음과 뜻을 빌려 우리말을 기록한 표기법입니다. 따라서 정답은 이두입니다.

### ANSWER
E"
History-18,History,D,D,"### ANSWER
D"
History-19,History,D,D,"설총은 신라 시대의 학자로, 한자의 음과 뜻을 빌려 우리말을 적는 이두를 정리하고 체계화하여 백성들이 쉽게 사용할 수 있게 하였다. 세종대왕은 한글 창제, 장영실은 과학 기계 발명, 정약용은 실학 연구, 성균관은 교육 기관으로 이두와 직접 관련이 없다. 따라서 정답은 설총이다.

### ANSWER
D"
History-20,History,E,E,"용비어천가는 훈민정음으로 처음 지어진 작품으로, 조선 왕실의 조상과 건국 역사를 노래한 노래입니다. 따라서 정답은 용비어천가입니다.

### ANSWER
E"
History-21,History,B,B,"### ANSWER
B"
History-22,History,A,A,"The question asks for the temporary government office in charge of manufacturing gunpowder and firearms during the late Goryeo period. This office was established by Choi Mu-seon and was called 화통도감 (Hwatongdogam). The other options refer to unrelated institutions or incorrect terms. Therefore, the correct choice is A.

### ANSWER
A"
History-23,History,D,D,"Shin Saimdang’s son is Yi I (Yulgok), a leading Joseon Confucian scholar who advocated the “10-man army training” policy. The other options refer to different historical figures, so the correct choice is D.

### ANSWER
D"
History-24,History,B,B,"### ANSWER
B"
Rare Words-46,Rare Words,D,B,"""그리 쉽사리""는 ""그렇게 쉽게""라는 뜻의 부사 표현입니다. 보기 중 부사이면서 ""쉽게, 간단하게""의 의미를 지닌 단어는 ""간단히""입니다. 다른 선택지는 명사이거나 의미가 맞지 않습니다.

### ANSWER
B"
Rare Words-47,Rare Words,A,A,"'시고로'는 '이런 까닭으로'라는 뜻을 가진 부사이다. 나머지 보기는 뜻이 다르거나 명사이다.

### ANSWER
A"
Rare Words-48,Rare Words,B,B,"'딴죽'은 이미 동의하거나 약속한 일과는 전혀 관계없는 다른 일이나 행동을 하는 것을 뜻하는 말입니다. 다른 보기들은 구체적인 사물이나 음식, 재료를 나타내므로 의미가 맞지 않습니다.

### ANSWER
B"
Rare Words-49,Rare Words,E,E,"혜성(彗星)은 ‘빗자루 별’이라는 뜻으로, 꼬리가 길게 끌리는 모습이 길을 쓸어내는 것처럼 보여 ‘길쓸별’이라고도 부릅니다. 다른 보기들은 혜성과 의미상 관련이 없습니다. 따라서 정답은 E입니다.

### ANSWER
E"
Rare Words-50,Rare Words,A,A,"The word ""도통"" has both a noun meaning of ""모두 합한 셈"" (total sum) and an adverb meaning ""아무리 해도"" (at all, no matter how), often used in negative sentences such as ""도통 모르겠다."" The other choices do not match these definitions. Therefore, the correct answer is A.

### ANSWER
A"
Rare Words-51,Rare Words,E,E,"The question asks for the Korean word meaning ""individual straw"" or ""broken straw fragments."" Among the choices, ""지푸라기"" specifically refers to straw or bits of straw. The other options like ""싸라기"" refer to small grains or crumbs, not straw. Therefore, the correct answer is E.

### ANSWER
E"
Rare Words-52,Rare Words,D,D,"'답쌔기'는 사람이나 사물이 한곳에 많이 모여 있는 무리를 뜻하는 단어입니다. 다른 보기들은 기계나 도구, 또는 알이 줄지어 있는 것 등을 가리킵니다. 따라서 의미에 맞는 단어는 답쌔기입니다.

### ANSWER
D"
Rare Words-53,Rare Words,E,E,"앓는 사람을 돌보아 주는 일을 뜻하는 단어는 '병구완'입니다. 다른 선택지들은 모두 의미가 맞지 않습니다.

### ANSWER
E"
Reading Comprehension-35,Reading Comprehension,D,D,"베트남 사람들이 오토바이나 자전거로 출퇴근한다는 내용이므로, 오토바이로 회사에 가는 사람들이 많다는 선택지가 글의 내용과 일치합니다.

### ANSWER
D"
Reading Comprehension-36,Reading Comprehension,C,C,"전통 음료수는 건강에 좋고 병을 치료하는 데 도움이 된다고 본문에 나와 있습니다. 따라서 선택지 중 C가 가장 적절합니다.

### ANSWER
C"
Reading Comprehension-37,Reading Comprehension,B,B,"전통 음료수가 건강에 좋고 병을 치료하기도 한다는 내용이 먼저 나옵니다. 그래서 사람들이 그 음료수를 약이라고 생각했다는 결과가 이어집니다. 따라서 인과 관계를 나타내는 접속사가 필요합니다. '그래서'는 앞의 내용이 원인이 되어 뒤의 결과가 나올 때 사용합니다. 다른 선택지는 이유나 결과를 연결하지 않습니다.

### ANSWER
B"
Reading Comprehension-38,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-39,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-40,Reading Comprehension,B,B,"주어진 문장은 화자의 나이(스물일곱 살)와 언니의 나이(서른 살)를 구체적으로 밝히고 있습니다. 이는 단순한 숫자 나열이 아니라 사람의 나이를 나타내는 정보입니다. 생일이나 순서에 대한 언급은 없으며, 두 사람의 나이에 관한 이야기입니다. 따라서 가장 알맞은 것은 '나이'입니다.

### ANSWER
B"
Reading Comprehension-41,Reading Comprehension,A,A,"### ANSWER
A"
Reading Comprehension-42,Reading Comprehension,D,D,"### ANSWER
D"
Rare Words-247,Rare Words,D,D,"### ANSWER
D"
Rare Words-248,Rare Words,A,A,"### ANSWER
A"
Rare Words-249,Rare Words,E,E,"The question describes a scapegoat—someone who takes all the blame and is sacrificed. Among the choices, ""고삿고기"" is a Korean term that metaphorically means a scapegoat or sacrificial victim. The other options refer to types of meat or unrelated words. Therefore, the correct answer is E.

### ANSWER
E"
Rare Words-250,Rare Words,C,C,"The definition describes something memorable and significant enough to be passed down to future generations, which matches the metaphorical meaning of ""기념비"" (monument).

### ANSWER
C"
Rare Words-251,Rare Words,E,E,"""자가품""은 손목이나 발목 등의 뼈마디가 과로로 인해 마비되고 시고 아픈 증상을 뜻하는 단어입니다. 다른 보기들은 이 정의와 맞지 않습니다.

### ANSWER
E"
Rare Words-252,Rare Words,B,B,"품의서는 웃어른이나 상사에게 어떤 일을 여쭈어 의논하기 위해 작성하는 문서를 뜻합니다. 다른 보기들은 각각 품팔이, 집문서, 경위서, 명세서로 의미가 다릅니다. 따라서 정답은 B입니다.

### ANSWER
B"
Rare Words-253,Rare Words,E,E,"'서로치기'는 '서로'와 '치기'가 결합된 말로, 같은 종류의 일을 서로 바꾸어 가며 해 주는 행위를 뜻합니다. 다른 보기들은 이러한 의미와 관련이 없습니다. 따라서 정답은 '서로치기'입니다.

### ANSWER
E"
Rare Words-254,Rare Words,D,D,"""재기(再起)""는 역량이나 능력을 모아 다시 일어서는 것을 뜻하는 단어입니다. 다른 보기들은 이 의미와 맞지 않습니다. 따라서 정답은 D입니다.

### ANSWER
D"
Reading Comprehension-228,Reading Comprehension,C,C,"초대권은 매표소에서 입장권으로 교환해야 입장할 수 있고, 특별기획전은 따로 표를 구입해야 하므로 A와 B는 틀립니다. 관람 시간은 9시부터 18시까지이지만 17시까지 입장해야 하므로 D도 틀립니다. 월요일이 휴일이면 다음 날 휴관한다는 내용이 안내문에 있으므로 C가 맞습니다.

### ANSWER
C"
Reading Comprehension-229,Reading Comprehension,C,C,"The notice says the club room is in the basement, not the first floor, so A is false. It also says people are needed for singing, guitar, keyboard, and drum, and that not being able to play an instrument is fine, so B and D are incorrect. The notice states that snacks and drinks are given to those who come to the club room, which matches C.

### ANSWER
C"
Reading Comprehension-230,Reading Comprehension,D,D,"The passage states that flipped classroom combines classroom discussion with video lectures at home, and students are interested because they see their own teacher in the videos. It does not say that internet video classes outnumber classroom classes, so option D is not consistent with the content.

### ANSWER
D"
Reading Comprehension-231,Reading Comprehension,C,C,"본문에서는 일부 농가만 학교로 찾아가는 체험 교육을 실시한다고 했을 뿐, 모든 체험 농가가 경제적 어려움을 겪지 않는다고 말하지 않았습니다. 오히려 목장 체험, 딸기 체험 농가 등은 5월 예약이 모두 취소되는 등 여전히 어려움을 겪고 있습니다. 따라서 선택지 C는 지문 내용과 일치하지 않습니다.

### ANSWER
C"
Reading Comprehension-232,Reading Comprehension,A,A,"본문은 산모가 흡연할 때 태아가 힘들게 숨 쉬고 담배연기를 막으려는 듯한 행동을 보인다고 설명하며, 이는 산모의 흡연이 태아의 호흡에 부정적인 영향을 준다는 것을 보여준다. 비흡연 산모의 태아는 평안한 모습이었다는 대조가 이를 뒷받침한다. 따라서 중심 생각은 산모의 흡연이 태아의 호흡에 악영향을 미친다는 것이다.

### ANSWER
A"
Reading Comprehension-233,Reading Comprehension,A,A,"생활의 지혜에 대한 여러 예시를 제시하고, 이를 일상생활에서 유용하게 활용할 수 있다고 마무리하고 있으므로 중심 생각은 생활의 지혜가 생활에 유익한 정보라는 것이다.

### ANSWER
A"
Reading Comprehension-234,Reading Comprehension,B,B,"The passage emphasizes that simple, everyday actions—such as greeting others, expressing gratitude, and apologizing—can help build and maintain better relationships. It encourages starting with small, immediate practices rather than complex strategies. This directly supports the idea that small efforts in daily life improve human relationships.

### ANSWER
B"
Reading Comprehension-235,Reading Comprehension,C,C,"The notice says anyone can participate regardless of age or gender, so telling friends and applying oneself is the most appropriate reaction. Option A is false because 3rd place receives prize money. Option B is inaccurate because a video of the presentation must be sent, not written content. Option D is false because only the winner gets the UK opportunity.

### ANSWER
C"
History-25,History,B,B,"### ANSWER
B"
History-26,History,C,C,"### ANSWER
C"
History-27,History,E,E,"조선 시대에 일본으로 파견된 공식 사절을 통신사라고 불렀으며, 이는 오늘날의 외교 사절에 해당합니다. 다른 선택지들은 외교 사절과 관련이 없습니다.

### ANSWER
E"
History-28,History,C,C,"조선 인조 때 제주도에 표착하여 귀화한 네덜란드인은 벨테브레(박연)이며, 조선 여성과 결혼하고 훈련도감에서 전술을 가르친 인물이다.

### ANSWER
C"
History-29,History,A,A,"### ANSWER
A"
History-30,History,B,B,"### ANSWER
B"
History-31,History,A,A,"1871년 미국이 제너럴 셔먼호 사건을 구실로 강화도를 공격한 사건은 신미양요입니다. 이는 조선 후기 서양 세력의 침략 중 하나로, 병인양요는 1866년 프랑스의 침입을 말합니다. 따라서 정답은 A입니다.

### ANSWER
A"
History-32,History,E,E,"1876년 강화도에서 체결된 조약은 일본이 군함을 보내 강압적으로 맺은 조약으로, 조선이 처음으로 서양식 조약을 맺은 사건입니다. 이 조약은 조선의 개항을 강제한 것으로, 일본과의 수호통상조약입니다. 따라서 정답은 강화도 조약입니다.

### ANSWER
E"
General Knowledge-8,General Knowledge,D,D,"후지산은 일본에 있는 산으로, 우리나라에 있는 산이 아닙니다. 지리산과 태백산은 대한민국의 산입니다.

### ANSWER
D"
General Knowledge-9,General Knowledge,E,E,"원재료 및 원산지는 제품을 만드는 데 사용된 재료와 그 재료가 생산된 나라나 지역을 알려 주는 정보이므로, 보기 중 바르게 연결된 것은 E입니다. 다른 보기들은 각각의 품질 정보와 뜻이 서로 맞지 않습니다.

### ANSWER
E"
General Knowledge-10,General Knowledge,D,D,"### ANSWER
D"
General Knowledge-11,General Knowledge,A,E,"한국의 법정 근로시간은 1일 8시간, 주 40시간이 기준입니다. 따라서 하루 업무 시간이 10시간이라는 설명은 옳지 않습니다. 나머지 보기는 일반적인 출퇴근 시간, 야근, 24시간 영업, 주5일 근무제에 대한 올바른 설명입니다.

### ANSWER
E"
General Knowledge-12,General Knowledge,C,C,"공과금 수납과 해외 우편·택배 발송은 모두 우체국의 주요 업무입니다. 다른 선택지들은 금융, 치안, 교통, 소방 업무와 관련되므로 해당하지 않습니다. 따라서 정답은 우체국입니다.

### ANSWER
C"
General Knowledge-13,General Knowledge,B,B,"다누리는 다문화가족을 위한 포털로, 한국 생활 적응에 필요한 기본정보와 다문화 관련 최신정보를 제공하는 역할을 합니다. 민원상담이나 화재 진압, 범죄 신고, 전통 의상 지원은 해당되지 않습니다. 따라서 가장 적절한 것은 B입니다.

### ANSWER
B"
General Knowledge-14,General Knowledge,D,B,"국·공립 유치원은 정부의 재정 지원을 받아 민간(사립) 유치원에 비해 보육료가 저렴한 것이 대표적인 장점입니다. 다른 선택지들은 장점이 아니거나 사실과 다릅니다.

### ANSWER
B"
General Knowledge-15,General Knowledge,A,A,"### ANSWER
A"
Loan Words-30,Loan Words,D,D,"### ANSWER
D"
Loan Words-31,Loan Words,C,E,"### ANSWER
E"
Loan Words-32,Loan Words,D,D,"오프너(opener)는 주로 병뚜껑을 여는 도구를 뜻하는 외래어입니다. 이를 순화한 우리말로는 ‘병따개’가 가장 적절합니다. 다른 보기들은 의미가 맞지 않습니다.

### ANSWER
D"
Loan Words-33,Loan Words,D,D,"엽연초(葉煙草)는 한자어로 '잎담배'를 뜻하므로, 이를 쉬운 우리말로 순화한 것은 '잎담배'이다.

### ANSWER
D"
Loan Words-34,Loan Words,C,C,"연돌은 한자어로 굴뚝을 뜻하며, 이를 순화한 우리말은 '굴뚝'입니다. 따라서 보기 중 정답은 C입니다.

### ANSWER
C"
Loan Words-35,Loan Words,C,C,"어시스트(assist)는 '돕다' 또는 '도움'을 뜻하는 외래어로, 국립국어원의 순화어로는 '도움'이 제시됩니다. 다른 보기들은 의미가 맞지 않으므로 정답은 C입니다.

### ANSWER
C"
Loan Words-36,Loan Words,A,A,"### ANSWER
A"
Loan Words-37,Loan Words,B,B,"아우라(aura)는 사람이나 사물에서 풍기는 독특한 분위기나 품격을 뜻하는 외래어입니다. 국립국어원에서는 ‘아우라’의 순화어로 ‘기품’을 제시하고 있습니다. 다른 보기들은 의미상 ‘아우라’와 관련이 없습니다. 따라서 정답은 ‘기품’입니다.

### ANSWER
B"
Reading Comprehension-421,Reading Comprehension,A,A,"The passage explains that light has a short wavelength and can pass through glass, while heat has a long wavelength and cannot escape, so light and heat differ in wavelength. This directly supports choice A. The other options misrepresent the passage: B confuses average temperatures with opposite sides, C wrongly says the greenhouse effect should be maximally prevented, and D introduces an unrelated idea about actual greenhouses.

### ANSWER
A"
Reading Comprehension-422,Reading Comprehension,C,C,"### ANSWER
C"
Reading Comprehension-423,Reading Comprehension,B,B,"치킨 게임은 양측이 끝까지 물러서지 않으면 모두 파국을 맞을 수 있는 상황을 보여 주며, 이를 국제 정치에 적용하고 있다. 따라서 글의 중심 생각은 이러한 대치 상황에서 위험한 결과가 초래될 수 있다는 것이다.

### ANSWER
B"
Reading Comprehension-424,Reading Comprehension,D,D,"욜로는 미래나 남을 위한 희생보다 현재 자신의 행복을 중시하는 소비 태도로, 단순한 충동구매가 아니라 자신의 이상을 실현하는 과정이라는 점이 핵심이다. 따라서 글의 중심 생각은 욜로가 자신의 인생에 대한 가치관에 바탕을 둔生活方式이라는 것이다.

### ANSWER
D"
Reading Comprehension-425,Reading Comprehension,C,C,"The passage emphasizes that a party’s power depends on the number of National Assembly seats it holds, not merely on whether it is the ruling party. Since having more seats gives a party greater influence, all parties would naturally try to elect many lawmakers. Therefore, the most suitable conclusion is that each party strives to produce many National Assembly members.

### ANSWER
C"
Reading Comprehension-426,Reading Comprehension,D,D,"속담 ‘가는 말에 채찍질한다’는 이미 잘 나아가는 일일수록 더 노력하면 더 좋은 결과를 얻을 수 있다는 뜻입니다. 본문에서도 잘 되어 가는 일일수록 방심하지 말고 계속 정진하라고 강조합니다. 따라서 빈칸에는 ‘일이 잘 되어 가더라도 더욱 애를 쓰면 더 큰 효과를 얻을 수 있다’는 의미가 가장 적합합니다.

### ANSWER
D"
Reading Comprehension-427,Reading Comprehension,A,A,"이 글은 이웃이 가까이 살아 서로의 기쁨과 슬픔을 잘 알고, 어려운 일이 생겼을 때 언제든지 도움을 주고받을 수 있다고 설명합니다. 특히 먼 곳에 사는 친척보다 가까운 이웃이 필요할 때 더 빠르게 도움을 줄 수 있다는 내용입니다. 따라서 빈칸에는 ‘가장 가까이에서 가장 빨리 도움을 줄 수 있는’이 가장 알맞습니다.

### ANSWER
A"
Reading Comprehension-428,Reading Comprehension,C,C,"이 글은 “이와 같은 육아 휴직은”이라는 표현으로 시작하므로, 앞에는 육아 휴직이 무엇인지에 대한 개념 설명이 있었을 것으로 보인다. 이후 내용은 육아 휴직의 기간, 급여, 보호 조치 등 보장 내용을 설명하고 있다. 따라서 글 앞에 올 내용으로 가장 적절한 것은 ‘육아 휴직의 개념’이다.

### ANSWER
C"
History-33,History,C,C,"### ANSWER
C"
History-34,History,A,A,"### ANSWER
A"
History-35,History,C,C,"### ANSWER
C"
History-36,History,C,C,"### ANSWER
C"
History-37,History,E,E,"독립신문은 서재필이 1896년에 창간한 최초의 민간 신문으로, 총 4쪽 중 3쪽은 한글, 1쪽은 영어로 구성되었습니다.

### ANSWER
E"
History-38,History,B,B,"### ANSWER
B"
History-39,History,C,C,"### ANSWER
C"
History-40,History,A,A,"### ANSWER
A"
Rare Words-255,Rare Words,C,C,"""서울내기""는 서울에서 태어나고 자란 사람을 뜻하는 말입니다. 다른 보기들은 의미가 맞지 않습니다.

### ANSWER
C"
Rare Words-256,Rare Words,C,C,C
Rare Words-257,Rare Words,B,B,"""나이배기""는 겉모습보다 실제 나이가 많은 사람을 뜻하는 말입니다. 다른 선택지들은 의미가 맞지 않으므로 정답은 B입니다.

### ANSWER
B"
Rare Words-258,Rare Words,E,E,"""도마질""은 본래 도마에 음식을 썰거나 다지는 일을 뜻하지만, 비유적으로 어떤 대상을 거침없이 비판하거나 공격하는 일을 뜻합니다. 다른 선택지들은 사물 비판의 비유적 의미를 지니지 않습니다. 따라서 정답은 E입니다.

### ANSWER
E"
