qid,license_name,subject,answer,pred,response
2188,한약사,한약학 응용,C,C,"### ANSWER
C"
2189,한약사,한약학 응용,C,C,"### ANSWER
C"
1412,변호사,민사법,D,A,"### ANSWER
A"
1413,변호사,민사법,C,D,"D를 살펴보면, 상속포기의 효력은 절대적·소급적이어서 포기 전에 상속인(丙)에 대해 이루어진 가압류는 포기로 인해 소급적으로 효력을 잃게 되며, 우리 법에는 상속포기 전 권리취득자를 보호하는 규정이 없으므로 B는 가압류채권자로서 배당을 받을 수 없습니다. 따라서 D는 옳지 않은 설명입니다.

### ANSWER
D"
1414,변호사,민사법,E,C,"### ANSWER
C"
1415,변호사,민사법,E,,[EMPTY_RESPONSE]
16,감정평가사,민법,C,C,"### ANSWER
C"
17,감정평가사,민법,B,B,"B - 부당이득반환청구권의 소멸시효는 채권이 성립한 때(청구권이 발생한 때)부터 진행하며, 기한의 도래를 안 때가 아닙니다. 이는 채권자가 권리의 존재를 알았는지 여부와 무관하게 객관적으로 권리를 행사할 수 있는 때부터 진행합니다.

### ANSWER
B"
18,감정평가사,민법,A,A,"응소행위로 인한 시효중단의 효력은 원고의 소제기 시가 아니라 피고가 현실적으로 응소하여 권리를 주장한 때에 발생한다는 것이 판례의 입장이므로, A의 설명은 옳지 않습니다.

### ANSWER
A"
19,감정평가사,민법,A,A,"### ANSWER
A"
2190,한약사,한약학 응용,E,E,"### ANSWER
E"
2191,한약사,한약학 응용,D,D,"### ANSWER
D"
2192,한약사,한약학 응용,C,C,"ACE inhibitors (like enalapril) inhibit kininase II (which inactivates bradykinin), leading to bradykinin accumulation causing dry cough and angioedema as side effects.

### ANSWER
C"
2193,한약사,한약학 응용,C,C,"### ANSWER
C"
2194,한약사,한약학 응용,B,B,"Cimetidine is a well-known H2 receptor antagonist that reduces gastric acid secretion and is notable for inhibiting cytochrome P450 enzymes, affecting hepatic drug metabolism.

### ANSWER
B"
2195,한약사,한약학 응용,E,E,"### ANSWER
E"
2196,한약사,한약학 응용,B,B,"### ANSWER
B"
2197,한약사,한약학 응용,E,E,"### ANSWER
E"
2198,한약사,한약학 응용,B,B,"### ANSWER
B"
2199,한약사,한약학 응용,B,B,"### ANSWER
B"
2200,한약사,한약학 응용,D,D,"### ANSWER
D"
2201,한약사,한약학 응용,E,E,"### ANSWER
E"
2202,한약사,한약학 응용,D,D,"### ANSWER
D"
2203,한약사,한약학 응용,B,B,"### ANSWER
B"
2204,변리사,산업재산권법,B,B,"### ANSWER
B"
2205,변리사,산업재산권법,D,E,"### ANSWER
E"
20,감정평가사,민법,D,D,"### ANSWER
D"
21,감정평가사,민법,D,D,"한국 판례상 무단으로 신축된 미등기 건물을 매수하여 인도받은 자는 소유권보존등기가 없어 소유권을 취득하지 못하더라도, 사실상 처분권을 가진 자로서 철거청구의 상대방이 될 수 있다는 것이 확립된 판례입니다. 나머지 선택지들은 판례상 인정되지 않는 내용(직원이나 대표이사 개인에 대한 청구, 반환청구 승소시 별도 퇴거청구 불요, 반환청구권 유보 양도의 불인정)입니다.

### ANSWER
D"
22,감정평가사,민법,E,E,"### ANSWER
E"
23,감정평가사,민법,C,C,"판례상 선의취득에서 선의・무과실은 점유(질물의 인도)를 취득하는 시점을 기준으로 판단하며, 계약 체결 시점의 선의만으로는 충분하지 않습니다. 따라서 인도받을 때 악의라면 선의취득이 인정되지 않으므로 C는 옳지 않은 설명입니다.

### ANSWER
C"
1416,변호사,민사법,C,C,"### ANSWER
C"
1417,변호사,민사법,E,E,"한국 판례에 따르면, ㄱ의 경우 보상금청구의 방법과 절차가 마련되기 전까지는 대상청구권의 소멸시효가 진행하지 않고 그 절차가 마련된 때부터 진행한다고 보므로 ㄱ은 옳지 않습니다(×). ㄴ의 경우, 사해행위취소에 따른 원상회복이 이행불능된 때 취소채권자는 수익자가 지급받은 배당금에 대해 대상청구권을 행사할 수 있다고 판례가 인정하므로 옳습니다(○). ㄷ의 경우, 매수인은 확인의 소가 아니라 대상청구권에 기한 이행청구(급부청구)를 해야 하므로 확인의 이익이 없다고 보아 옳지 않습니다(×).

### ANSWER
E"
1418,변호사,민사법,D,A,"### ANSWER
A"
1419,변호사,민사법,A,B,"한국 민사법상 채권압류 및 전부명령에 관한 판례에 따르면, 금전채권의 일부에 대해서만 전부명령이 확정된 경우, 제3채무자가 그 채권에 대해 반대채권으로 상계를 하려고 할 때는 전부된 부분과 전부되지 않은 부분의 각 채권액 비율에 따라 상계권을 행사해야 한다는 것이 대법원의 입장입니다. 다른 선택지들은 부확정기한의 이행지체 책임 시점, 신원보증인의 책임 발생 시점, 보증채무의 연체이율 적용 등에서 판례와 배치되는 내용을 담고 있습니다.

### ANSWER
B"
730,관세사,내국소비세법,E,E,"부가가치세법 제14조에 따르면, 주된 사업에 부수되어 우연히 또는 필연적으로 공급되는 재화·용역(제2항)은 주된 사업의 과세·면세 여부를 따르지만, 이는 별도의 '공급'으로 인정되는 것이며 주된 재화의 공급에 '포함'되는 것으로 보는 제1항의 경우와는 다릅니다. 따라서 E는 ""별도의 공급으로 보지 아니한다""고 서술한 점에서 옳지 않습니다.

### ANSWER
E"
731,관세사,내국소비세법,C,C,"### ANSWER
C"
732,관세사,내국소비세법,D,D,"### ANSWER
D"
733,관세사,내국소비세법,A,A,"### ANSWER
A"
2206,변리사,산업재산권법,E,E,"### ANSWER
E"
2207,변리사,산업재산권법,B,B,"B는 '특허출원 전'의 의미를 잘못 설명하고 있습니다. 판례에 따르면 이는 공지 또는 공연실시된 사실 자체가 출원 전에 발생했다는 의미이며, 그 사실을 증명하는 증거자료가 출원 전에 작성되어야 한다는 의미가 아닙니다. 증거는 출원 후에 작성되었더라도 출원 전의 공지사실을 증명할 수 있습니다.

### ANSWER
B"
2208,변리사,산업재산권법,A,A,"### ANSWER
A"
2209,변리사,산업재산권법,C,C,"### ANSWER
C"
24,감정평가사,민법,B,B,"민법 제203조에 따르면 점유자는 점유물을 반환할 때 선의·악의, 자주·타주점유 여부와 관계없이 회복자에게 점유물 보존을 위해 지출한 필요비의 상환을 청구할 수 있다. 반면 C는 무과실인 경우 악의점유자도 책임이 없고(제201조 제2항), D는 타주점유자의 배상책임은 이익현존 범위로 한정되지 않으며, E는 유익비의 상환방법 선택권이 점유자가 아닌 회복자에게 있으므로 옳지 않다.

### ANSWER
B"
25,감정평가사,민법,A,A,"### ANSWER
A"
26,감정평가사,민법,B,B,"### ANSWER
B"
27,감정평가사,민법,C,C,"### ANSWER
C"
734,관세사,내국소비세법,B,B,"자동차운전학원의 교습 용역은 부가가치세 면제 대상에서 제외되어 과세되는 대표적인 예외 사례입니다.

### ANSWER
B"
735,관세사,내국소비세법,E,E,"### ANSWER
E"
736,관세사,내국소비세법,E,E,"### ANSWER
E"
737,관세사,내국소비세법,B,B,"### ANSWER
B"
28,감정평가사,민법,B,B,"### ANSWER
B"
29,감정평가사,민법,E,B,"### ANSWER
B"
30,감정평가사,민법,D,D,"### ANSWER
D"
31,감정평가사,민법,E,E,"### ANSWER
E"
738,관세사,내국소비세법,E,E,"### ANSWER
E"
739,관세사,내국소비세법,D,D,"외화 선수금은 환가한 금액(66,000,000원)을, 선적일 이후 잔액은 선적일 환율(1,350원)로 환산하여 337,500,000원(250,000×1,350)을 인정하므로 수출 관련 과세표준은 403,500,000원입니다. 또한 외국법인과의 직접계약에 따라 국내사업자에게 인도된 것은 내국신용장에 의한 것이 아니지만 실질적으로 수출로 이어지는 재화의 공급으로 영세율이 적용되어 50,000,000원이 추가됩니다. 따라서 총 영세율 과세표준은 403,500,000+50,000,000=453,500,000원입니다.

### ANSWER
D"
740,관세사,내국소비세법,C,C,"C

### ANSWER
C"
741,관세사,내국소비세법,D,D,"### ANSWER
D"
2210,변리사,산업재산권법,D,D,"특허법상 국어로 출원한 국제특허출원이 출원공개 전에 이미 국제공개된 경우, 그 국제공개가 된 때에 출원공개가 된 것으로 보아야 하며, ""우선일부터 1년 6개월이 되는 날""로 보는 것은 옳지 않습니다.

### ANSWER
D"
2211,변리사,산업재산권법,A,A,"### ANSWER
A"
2212,변리사,산업재산권법,E,E,"E는 발송용이 아니라 수신용 전산정보처리조직 파일에 기록된 내용으로 도달한 것으로 보는 것이 옳으므로, E의 설명이 옳지 않습니다.

### ANSWER
E"
2213,변리사,산업재산권법,E,C,"특허법상 법인 해산시 특허권 소멸에 관한 규정(제124조)의 내용과 일치하므로 C가 옳은 설명입니다. 나머지 선택지는 각각 국가귀속이 아닌 소멸, 공유자의 실시 허용, 검사에 의한 집행문 부여, 등록에 의한 포기의 효력발생 시점과 관련하여 오류가 있습니다.

### ANSWER
C"
1420,변호사,민사법,B,B,"### ANSWER
B"
1421,변호사,민사법,D,B,"근저당권은 경매신청시 확정되므로 그 이후 추가로 대여한 3억원은 근저당권으로 담보되지 않습니다. 甲의 근저당권상 잔존 채권액은 12억-6억(丙·丁 대위변제액)=6억원이고, 丙은 4억원, 丁은 2억원에 대해 근저당권 일부이전(대위)을 받았으므로 甲·丙·丁은 동일한 순위로 각 채권액(6:4:2)에 비례하여 배당받습니다. 매각대금 9억원을 6:4:2 비율로 나누면 甲 4억5,000만원, 丙 3억원, 丁 1억5,000만원이 됩니다.

### ANSWER
B"
1422,변호사,민사법,E,D,"판례상 ㄱ(495조 유추적용에 의한 공제 인정)과 ㄴ(임금채권 1/2 초과부분에서만 상계 허용)은 옳은 설명입니다. ㄷ은 상계의 효력이 대항요건 시점이 아니라 상계적상 시점(양 채권의 변제기)으로 소급한다는 점에서 틀렸습니다. ㄹ의 경우, 소멸시효가 완성되기 전에 이미 상계적상에 있었다면 495조 유추적용으로 상계가 가능하므로, 무조건 상계할 수 없다는 서술은 옳지 않습니다.

### ANSWER
D"
1423,변호사,민사법,C,D,"### ANSWER
D"
742,관세사,내국소비세법,E,E,"### ANSWER
E"
743,관세사,내국소비세법,B,B,"### ANSWER
B"
744,관세사,내국소비세법,A,C,"### ANSWER
C"
745,관세사,내국소비세법,A,A,"### ANSWER
A"
32,감정평가사,민법,C,C,"지상권이 존속기간 만료로 소멸하더라도, 특약이 없는 한 지상권자가 식재한 수목의 소유권은 여전히 지상권자에게 귀속되며(부속물매수청구권 등의 문제와는 별개로), 자동으로 지상권설정자에게 귀속되는 것이 아니다. 따라서 이 부분 설명이 판례와 배치되어 옳지 않다.

### ANSWER
C"
33,감정평가사,민법,B,B,"### ANSWER
B"
34,감정평가사,민법,C,C,"판례에 따르면 유치권자가 점유를 상실한 경우, 점유회수의 소를 제기하여 실제로 점유를 회복해야 유치권이 인정되며, 단순히 소를 제기했다는 사실만으로는 유치권이 인정되지 않는다는 것이 타당합니다.

### ANSWER
C"
35,감정평가사,민법,A,A,"### ANSWER
A"
2214,변리사,산업재산권법,C,D,"### ANSWER
D"
2215,변리사,산업재산권법,D,D,"### ANSWER
D"
2216,변리사,산업재산권법,B,B,"### ANSWER
B"
2217,변리사,산업재산권법,C,D,"특허취소결정에 대한 재심 절차는 그 성질에 반하지 않는 범위에서 ""심판""에 관한 규정을 준용해야 하며, ""특허취소신청""에 관한 규정을 준용하는 것이 아니므로 D가 옳지 않은 설명입니다.

### ANSWER
D"
746,관세사,내국소비세법,B,B,"### ANSWER
B"
747,관세사,내국소비세법,A,A,"### ANSWER
A"
748,관세사,내국소비세법,B,D,"부가가치세법상 예정신고 시 신고한 납부세액을 사업자가 납부하지 아니한 경우, 관할 세무서장은 이를 즉시 징수하지 않고 확정신고기한이 지난 후에 징수하도록 규정되어 있어 D가 옳은 설명입니다. 나머지 지문들은 조기환급 기한(15일), 위탁자 재산에 대한 강제징수 범위, 재무구조개선계획의 조기환급 포함 여부, 감가상각자산 관련 환급방식 등에서 오류가 있습니다.

### ANSWER
D"
749,관세사,내국소비세법,D,D,"### ANSWER
D"
2218,변리사,산업재산권법,E,E,"### ANSWER
E"
2219,변리사,산업재산권법,A,A,"### ANSWER
A"
2220,변리사,산업재산권법,C,C,"### ANSWER
C"
2221,변리사,산업재산권법,D,D,"### ANSWER
D"
36,감정평가사,민법,A,A,"### ANSWER
A"
37,감정평가사,민법,B,B,"판례에 따르면 종물은 경매목적물로 평가되었는지 여부와 관계없이 주물의 처분에 따라 그 효력이 미치므로, 평가되지 않았더라도 매수인이 소유권을 취득합니다. 따라서 ""경매목적물로 평가되었다면""이라는 조건을 붙인 B의 설명은 옳지 않습니다.

### ANSWER
B"
38,감정평가사,민법,B,B,"관련 판례에 따르면, 저당권 설정 후 저당권자의 동의를 얻어 건물을 신축한 경우에도 법정지상권은 인정되지 않는다는 것이 최근 대법원의 입장이므로 ㄱ은 성립하지 않는다. 공동저당권이 설정된 후 건물을 철거하고 신축한 경우에도 법정지상권이 인정되지 않는다는 판례(대법원 2003다26051)에 따라 ㄴ도 성립하지 않는다. 반면 토지소유자와 건물 공유자 중 1인이 동일인인 경우에는 법정지상권이 성립한다는 판례(대법원 2000다62179)에 따라 ㄷ은 성립한다.

### ANSWER
B"
39,감정평가사,민법,A,A,"丙(Y소유자)는 물상보증인이므로 민법 제368조 제2항의 후순위저당권자 대위규정이 아니라, 물상보증인의 변제자대위(제481조, 482조)가 적용됩니다. Y의 매각대금 2억원이 甲의 채권에 배당되면, 丙은 그 금액만큼 甲의 X에 대한 1번저당권에 대위합니다. 따라서 X의 매각대금 3억원 중 甲의 잔존채권 1억원과 丙의 대위금액 2억원이 1번저당권자로서 전부 우선배당받게 되어, 2번저당권자인 丁은 배당받을 금액이 없습니다.

### ANSWER
A"
2222,변리사,산업재산권법,B,B,"### ANSWER
B"
2223,변리사,산업재산권법,E,E,"### ANSWER
E"
2224,변리사,산업재산권법,E,D,"### ANSWER
D"
2225,변리사,산업재산권법,E,B,"### ANSWER
B"
40,감정평가사,경제학원론,E,E,"가격 탄력적인 상품은 가격 인하 시 수요량 증가율이 가격 하락률보다 크므로 총수입(판매수입)이 증가합니다. 나머지 선택지는 사치재·열등재·기펜재·완전대체재의 정의를 잘못 설명하고 있습니다.

### ANSWER
E"
41,감정평가사,경제학원론,D,D,"### ANSWER
D"
42,감정평가사,경제학원론,D,D,"### ANSWER
D"
43,감정평가사,경제학원론,C,C,"### ANSWER
C"
44,감정평가사,경제학원론,D,D,"### ANSWER
D"
45,감정평가사,경제학원론,B,B,"### ANSWER
B"
46,감정평가사,경제학원론,A,A,"### ANSWER
A"
47,감정평가사,경제학원론,E,E,"두 가지 가격설정의 정의를 살펴보면, 이중가격설정에서 낮은 가격은 한계비용(MC)과 같아야 하며, 높은 가격은 수요곡선과 한계비용곡선이 교차하는 지점에서 결정됩니다. E는 낮은 가격을 ""한계비용과 한계수입이 일치하는 가격""이라고 잘못 설명하고 있어 옳지 않습니다.

### ANSWER
E"
2226,변리사,산업재산권법,E,B,"### ANSWER
B"
2227,변리사,산업재산권법,C,C,"### ANSWER
C"
2228,변리사,산업재산권법,B,B,"### ANSWER
B"
2229,변리사,산업재산권법,D,D,"D의 경우, 상표법 제119조 제5항에 따르면 제1항 제4호부터 제9호까지의 사유에 대한 취소심판은 누구든지 청구할 수 있으며, 증명표장권자의 감독 소홀로 인한 부정사용은 제9호에 해당하므로 이해관계인 제한 없이 누구든지 청구 가능합니다. E는 특허청장이 아니라 심판장이 통지의무를 지는 것이 옳으므로 틀린 설명입니다.

### ANSWER
D"
48,감정평가사,경제학원론,C,C,"### ANSWER
C"
49,감정평가사,경제학원론,E,E,"### ANSWER
E"
50,감정평가사,경제학원론,A,A,"기술진보는 평균비용을 낮추므로 ㄱ은 옳다. 규모에 대한 수익 체증은 장기평균비용곡선을 우하향하게 만드므로 ㄴ도 옳다. ㄷ은 한계비용곡선이 평균비용곡선의 최저점을 지나는 것이지 반대가 아니므로 틀렸고, ㄹ은 규모의 경제가 있으면 평균비용곡선이 우하향하므로 틀렸다.

### ANSWER
A"
51,감정평가사,경제학원론,C,C,"### ANSWER
C"
52,감정평가사,경제학원론,A,A,"### ANSWER
A"
53,감정평가사,경제학원론,E,E,"### ANSWER
E"
54,감정평가사,경제학원론,E,E,"### ANSWER
E"
55,감정평가사,경제학원론,A,A,"계약곡선은 소비(교환)의 효율성을 보장하는 점들의 집합이며, 생산의 효율성은 생산계약곡선과 관련된 개념이다. 따라서 A가 옳지 않은 설명이다.

### ANSWER
A"
56,감정평가사,경제학원론,B,B,"### ANSWER
B"
57,감정평가사,경제학원론,A,A,"### ANSWER
A"
58,감정평가사,경제학원론,D,D,"2023년 실질GDP(2022년 가격 기준)는 100×10+100×50=6000, 2022년 실질GDP는 100×10+80×50=5000이므로 성장률은 20%. 소비자물가는 X 2단위+Y 1단위 기준으로 2022년 2×10+1×50=70, 2023년 2×15+1×40=70으로 변화율 0%.

### ANSWER
D"
59,감정평가사,경제학원론,C,C,"### ANSWER
C"
2230,변리사,산업재산권법,D,D,"### ANSWER
D"
2231,변리사,산업재산권법,A,E,"### ANSWER
E"
2232,변리사,산업재산권법,C,C,"### ANSWER
C"
2233,변리사,산업재산권법,A,A,"디자인보호법상 피성년후견인의 법정대리인이 상대방이 청구한 절차(예: 이의신청에 대한 대응)에 대해서는 후견감독인의 동의 없이 절차를 밟을 수 있다는 것은 특허법 준용 규정과 일치하는 내용입니다. 나머지 선택지는 조약우선권 기간(14일), 정정심판제도 부존재, 비밀디자인 철회 추정 규정의 부존재, 비밀디자인 청구 시기(등록료 납부 시까지) 등에서 오류가 있습니다.

### ANSWER
A"
60,감정평가사,경제학원론,D,D,"### ANSWER
D"
61,감정평가사,경제학원론,C,C,"### ANSWER
C"
62,감정평가사,경제학원론,B,B,"### ANSWER
B"
63,감정평가사,경제학원론,E,E,"### ANSWER
E"
750,관세사,내국소비세법,C,C,"### ANSWER
C"
751,관세사,내국소비세법,E,E,"### ANSWER
E"
752,관세사,내국소비세법,C,C,"### ANSWER
C"
753,관세사,내국소비세법,C,E,"관광진흥법에 따른 외국인전용유흥음식점에서의 유흥음식행위는 외국인 관광 진흥을 위해 개별소비세 과세대상에서 제외되도록 규정되어 있으므로, 이를 과세한다고 서술한 E가 옳지 않다.

### ANSWER
E"
1424,변호사,민사법,D,C,"### ANSWER
C"
1425,변호사,민사법,A,,[EMPTY_RESPONSE]
1426,변호사,민사법,C,C,"### ANSWER
C"
1427,변호사,민사법,E,A,"### ANSWER
A"
64,감정평가사,경제학원론,A,A,"### ANSWER
A"
65,감정평가사,경제학원론,B,B,"### ANSWER
B"
66,감정평가사,경제학원론,C,C,"### ANSWER
C"
67,감정평가사,경제학원론,B,B,"### ANSWER
B"
2234,변리사,산업재산권법,A,A,"한국 디자인보호법상 관련디자인제도 관련하여:
- ㄱ: 기본디자인 출원일로부터 3년 이내 출원 요건은 맞는 규정입니다.
- ㄴ: 제35조 제1항 위반은 거절사유, 정보제공사유, 무효심판청구사유에 해당하는 것이 맞습니다.
- ㄷ: 관련디자인과 기본디자인이 유사하지 않은 경우, 변경출원 제도가 아니라 보정을 통해 단독출원으로 변경 가능하므로 틀린 설명입니다.
- ㄹ: 기본디자인에 전용실시권이 설정되어 있으면 관련디자인 등록을 받을 수 없으므로 틀린 설명입니다.
- ㅁ: 기본디자인과 관련디자인들은 함께 이전되어야 하며 별개로 이전될 수 없으므로 틀린 설명입니다.

따라서 옳은 것은 ㄱ, ㄴ입니다.

### ANSWER
A"
2235,변리사,산업재산권법,C,C,"### ANSWER
C"
2236,변리사,산업재산권법,B,B,"### ANSWER
B"
2237,변리사,산업재산권법,E,E,"### ANSWER
E"
754,관세사,내국소비세법,E,B,"### ANSWER
B"
