category,subcategory,level,answer,pred,response
Semantics,Conjunctions,2,B,B,"정답: **B**

- 큰 일정이 없는 날이다. **덕분에** 밀린 공부를 할 시간이 생겼다.
- **하지만** 그간 미뤄둔 잡무들도 많았다.
- **따라서** 마음먹은 만큼 공부를 하진 못했다.
- **그래도** 할 수 있었다는 사실이 중요하다고 생각한다."
Semantics,Rhetorical Expressions,3,A,C,"정답: **C. 빠른 포기가 권장되는**

문맥은 정부 지원 탈락을 피하기 위해 어떻게든 이달 안에 출시해야 하는 **매우 긴박하고 절박한 상황**입니다. 따라서 서두르거나, 도움·행운·각오가 필요한 표현들이 어울립니다.

반면 **“빠른 포기가 권장되는 상황”**은 일을 계속 추진하기보다 포기하는 것이 낫다는 뜻이므로, 출시를 반드시 성사시켜야 하는 문맥과 가장 맞지 않습니다."
Semantics,Rhetorical Expressions,3,F,G,"정답: **G. 묻지마 거래**

기업의 재무 상태나 전망을 분석하지 않고 시장 이슈만 따라 투자하는 행태는 근거 없이 무분별하게 이루어지는 **“묻지마 투자(거래)”**에 해당합니다.

문장에 넣으면:

> 근래 기업의 재무 상태와 전망에 대한 심도 있는 분석에 기반하지 않고 단순히 시장 이슈에 의존하여 투자하는 현상이 유행함에 따라 주식 시장 전반에 **묻지마 거래**가 퍼지고 있다."
Semantics,Rhetorical Expressions,3,G,H,"정답: **H**

가로등이 “위태로이 길을 인도하고 있었다”는 표현은 무생물인 가로등에 인간의 행동인 ‘인도하다’를 부여한 의인법이다. 또한 ‘어둠이 켜켜이 쌓인다’는 표현도 어둠을 실체적이고 감정적인 대상으로 느끼게 한다. 이를 통해 퇴근길의 고단함과 불안정한 정서를 독자가 공감하도록 유도한다."
Syntax,Argument Structure & Valency,3,A,A,"필수적 부사어는 **A, D**입니다.

- **A: 뱃멀미에 시달리다**  
  → ‘시달리다’는 무엇 때문에 시달리는지 나타내는 부사어가 필요합니다.

- **D: 잉꼬부부로 유명하다**  
  → ‘유명하다’는 무엇으로 유명한지를 나타내는 부사어가 쓰이는 경우가 많으며, 여기서는 ‘잉꼬부부로’가 필수적 부사어입니다.

나머지는 시간, 방법, 장소, 범위 등을 덧붙이는 **수의적 부사어**입니다."
Pragmatics,Discourse Principles,3,C,C,"정답: **C**

- 을의 “편의점 차렸니?”는 실제로 편의점을 차렸다는 뜻이 아니라, 맥주와 과자를 매우 많이 준비한 갑의 행동을 **과장·반어적으로 표현**하여 놀라움 또는 감탄의 태도를 드러낸 말이다.  
- 따라서 문자 그대로의 진실성을 의도적으로 지키지 않은 사례이다."
Semantics,Numeral Classifiers,3,D,D,"정답: **D: 한 축 주문해두겠습니다.**

‘축’은 마른오징어 등을 묶어 세는 단위입니다. 버터오징어용 마른오징어를 주문하는 상황에 적절합니다."
Semantics,Numeral Classifiers,2,E,E,"정답: **E**

회사 잉여 현금의 일부를 금에 투자한다는 맥락에서, 매각 대금과 **30킬로그램**처럼 투자 규모와 단위가 구체적이고 현실적으로 제시된 답변이 가장 적절합니다."
Semantics,Numeral Classifiers,1,I,I,"가장 어색한 문장은 **I**입니다.

> **I: 샐러드엔 오이 한 장이 들어간다.**

오이는 보통 통째로 셀 때 **“한 개”**, 썰어진 경우에는 **“한 조각”** 또는 **“한 슬라이스”**라고 합니다.  
따라서 자연스럽게 고치면 다음과 같습니다.

- 샐러드에는 오이 **한 조각**이 들어간다.
- 샐러드에는 오이 **한 개**가 들어간다. (통오이 기준일 때)

“장”은 종이, 사진, 표처럼 얇고 넓적한 물건을 셀 때 주로 쓰므로 오이와는 잘 어울리지 않습니다."
Semantics,Numeral Classifiers,1,E,E,"가장 어색한 문장은 **E: 우리 집엔 고양이가 한 필 있다.**입니다.

- **‘필’**은 주로 말이나 소처럼 큰 짐승의 수를 세거나, 천·종이 따위를 말아 놓은 단위를 셀 때 씁니다.
- 고양이는 보통 **‘마리’**로 셉니다.

따라서 자연스러운 표현은:

> 우리 집엔 고양이가 한 **마리** 있다."
Syntax,Embedded Clauses,3,I,I,"정답은 **I**입니다.

- **I: “사서님, 이 서점의 베스트셀러는 무엇인가요?”**  
  → 한 문장 안에 다른 문장이 안겨 있지 않은 **홑문장**입니다.

나머지는 관형절, 부사절, 명사절, 인용절, 서술절 등을 포함한 안은문장입니다.  
예를 들어 A의 *“같은 실수가 되풀이되는”*은 관형절이고, F의 *“이미 멸망했음”*은 명사절입니다."
Syntax,Agreement,1,B,B,"정답: **B**

- **뱀장어는 뱃가죽도 뱀처럼 생겼겠군.**
  - ‘-겠군’이 관찰·판단에 따른 **추측**의 의미로 쓰였습니다.
  - 즉, “뱀장어의 뱃가죽도 뱀처럼 생겼을 것이다”라는 뜻입니다."
Syntax,Agreement,3,I,A,"정답은 **A**입니다.

- **A: “누가 뼈대를 깎겠어?”**  
  → ‘-겠-’이 미래나 의지를 나타내는 것이 아니라, **반문을 통해 강한 부정**을 나타냅니다.  
  즉 “아무도 뼈대를 깎지 않을 것이다”라는 뜻입니다.

다른 선지들은 대체로 짝을 이룹니다.

- **의지·다짐**: B(가겠다고), C(다하겠습니다), H(고쳐 주겠어), J(침투하겠다)
- **가능성**: E(할 수 있겠는지), F(갈 수만 있으면)
- **미래의 예측·전망**: G(표기할 것입니다), I(전개될 것이야)
- **희망**: D, F 등은 ‘좋겠다/있으면’의 맥락에서 소망을 드러냄

따라서 다른 보기와 같은 의미 용법으로 묶이지 않는 것은 **A의 반문·부정 용법**입니다."
Syntax,Embedded Clauses,3,D,B,"안은 문장이 **아닌 것**은 **B, D**입니다.

- **B** 맏딸은 개념 없이 말대답했다.  
  → ‘개념 없이’는 부사어일 뿐, 안긴 문장이 없습니다.

- **D** 학생회장은 학생들 앞에서 선서했다.  
  → ‘학생들 앞에서’는 부사어이고, 안긴 문장이 없습니다.

나머지는 관형절·명사절·인용절·서술절 등을 안고 있습니다.  
예를 들어 H, I는 각각 ‘맛이 짜다’, ‘말솜씨가 수준급이다’라는 **서술절을 안은 문장**입니다."
Semantics,Semantic Compatibility,3,C,C,"옳은 것은 **0개**입니다.

- ‘러시아’는 ‘보내온’의 **출발점역**에 해당하며, 장소역·도착점역이 아닙니다.
- ‘알’, ‘철갑상어’, ‘신기’에 제시된 나머지 역할들도 문맥상 해당하지 않습니다.

따라서 정답은 **C**입니다."
Semantics,Semantic Compatibility,2,B,B,"정답: **B**

[동전]은 ‘책갈피로 쓰는 **도구/수단**’의 역할을 합니다.  
B의 [톱] 역시 ‘만드는 데 필요한 **도구**’라는 의미적 역할을 하므로 가장 유사합니다."
Semantics,Semantic Compatibility,2,C,G,"정답: **G**

- 지문에서 **[선봉]**은 “그 친구는 … 선봉이었다”의 **서술어 보어(명사 서술격 ‘이다’의 보어)** 역할입니다.
- G의 **[제주시]**도 “그 도시가 제주시였다”에서 **‘였다’의 보어**로 쓰였습니다.

따라서 가장 유사한 것은 **G**입니다."
Semantics,Semantic Compatibility,3,B,J,"정답: **J**

- 지문에서 **[도다리]**는 광어가 닮았다고 비교되는 **비교 대상(유사성의 기준)**이다.
- **[천사] 같은 우리 선생님**의 [천사]도 선생님을 비유·비교하는 **유사성의 기준**이다.

따라서 가장 유사한 것은 **J: [천사] 같은 우리 선생님이 좋다.** 입니다."
Semantics,Semantic Compatibility,3,B,F,"정답: **F**

- 지문의 **[돌부리]**는 ‘걸려 넘어지게 만든 장애물/원인’의 의미적 역할을 합니다.
- F의 **[다리]** 역시 ‘다리에 걸려 넘어지게 만든 장애물’ 역할입니다.

따라서 의미적 역할이 가장 유사한 것은 **F**입니다."
Semantics,Semantic Compatibility,3,B,B,"정답: **B**

지문의 **[재]**는 숯더미가 변화한 뒤 도달한 **결과 상태/변화의 도착점**을 나타냅니다.

- 숯더미 → 재가 되다

B의 **[7번 아이언]**도 기존 도구를 바꾸어 든 뒤의 **변화 결과로 선택된 대상**이라는 점에서 의미적 역할이 가장 유사합니다.

- 다른 클럽 → 7번 아이언으로 바꾸어 들다"
Semantics,Semantic Compatibility,1,B,B,"정답: **B: [손], [목소리]**

- **[손]으로** 무엇인가를 만지작거린다  
- **[목소리]로** 회의를 시작하였다  

둘 다 어떤 행위를 수행하는 데 쓰인 **수단·도구의 의미적 역할**을 합니다."
Semantics,Semantic Compatibility,2,F,F,"정답: **F: [동식이], [강아지]**

- **동식이와** 텐트를 쳤다 → 화자와 함께 행동하는 **공동 행위자/동반자**
- **강아지와** 뛰어놀고 있었다 → 아이들과 함께 행동하는 **공동 행위자/동반자**

두 대상 모두 조사 ‘와/과’를 통해 나타난 함께 행동하는 상대라는 의미적 역할이 가장 유사합니다."
Syntax,Agreement,3,F,F,"정답: **F**

**“삼촌의 때밀이에 묵은 때가 다 씻겼다.”**의 **씻겼다**는 ‘묵은 때가 씻김을 당했다’는 뜻의 **피동 표현**입니다.  
즉, 누군가가 때를 씻도록 만든 것이 아니라, 묵은 때가 씻어진 것이므로 사동문이 아닙니다.

나머지는 모두 ‘~하게 하다’의 뜻을 가진 사동 표현입니다."
Syntax,Agreement,2,F,F,"정답: **F**

- **신문에 그의 치욕스러운 사진이 실렸다.**
  - ‘실리다’는 ‘싣다’의 **피동 표현**으로, 사진이 신문에 올라간다는 뜻입니다.
  - 사동 표현은 아닙니다.

나머지는 ‘드높이다, 곤두세우다, 굶기다, 그을리다, 누이다, 곧추세우다, 돋우다, 삭이다, 썩이다’처럼 어떤 대상에게 행동이나 상태를 일으키게 하는 **사동 표현**입니다."
Syntax,Agreement,3,A,A,"정답은 **A**입니다.

- **A: 아들이 옆집 개에게 팔뚝을 물렸다.**  
  → ‘아들’이 개에게 물림을 **당한** 것이므로 **피동문**입니다.

나머지는 모두 어떤 대상에게 특정 상태나 행동을 하게 하는 **사동문**입니다.  
예: 고기를 익히다, 농민을 애태우다, 머리를 빗기다, 재갈을 물리다 등."
Syntax,Agreement,3,D,D,"정답은 **D**입니다.

- **D: 거센 바람에 연이 높이 날렸다.**
  - 여기서 ‘날렸다’는 연이 바람을 타고 날아간다는 뜻으로 쓰였으며, 사동 표현으로 보기 어렵습니다.
  - 사동 표현이라면 보통 **“거센 바람이 연을 높이 날렸다.”**처럼 사동 주체가 목적어를 날게 하는 구조가 됩니다.

나머지는 모두 ‘감기다, 괴롭히다, 끓이다, 갈아입히다, 깨우다, 굽히다, 굴리다, 기울이다, 굳히다’ 등 사동의 뜻을 지닌 표현입니다."
Syntax,Agreement,3,J,A,"피동 표현이 없는 문장은 **없습니다.** 제시된 A~J 모두 피동 표현입니다.

- A 억눌렸다 ← 억누르다  
- B 내몰렸다 ← 내몰다  
- C 낚인다 ← 낚다  
- D 내쫓겼다 ← 내쫓다  
- E 떼인다 ← 떼다  
- F 씹혔다 ← 씹다  
- G 집혔다 ← 집다  
- H 가로놓였다 ← 가로놓다  
- I 휘감긴다 ← 휘감다  
- J 뜯겼다 ← 뜯다  

따라서 문제의 선택지에 오류가 있거나, 정답은 **“없음(모두 피동 표현)”**입니다."
Syntax,Agreement,2,G,G,"정답: **G**

**길들인 말에게 재갈을 물렸다.**

여기서 **물렸다**는 ‘물다’의 피동이 아니라, ‘말이 재갈을 물게 하다’라는 뜻의 **사동 표현**입니다.  
즉, (주어가) 길들인 말에게 재갈을 물린 것이므로 피동문이 아닙니다.

- 피동: 말이 재갈을 **물었다** / 재갈이 말에게 **물렸다**(어색하지만 피동 구조)
- 사동: 사람이 말에게 재갈을 **물렸다** = 말이 재갈을 물게 했다

나머지는 모두 ‘걷히다, 널리다, 그을리다, 뒤섞이다, 뜨이다, 잡아먹히다, 얹히다, 가로막히다, 사로잡히다’ 등의 피동 표현입니다."
Syntax,Agreement,2,E,E,"정답: **E**

**그는 내 등에 환자를 업혔다.**에서 ‘업혔다’는 피동이 아니라 **사동**입니다.  
즉, 그는 환자를 내 등에 업게 한 것입니다.

- 피동: *환자가 내 등에 업혔다.*  
- 사동: *그는 내 등에 환자를 업혔다.*  

따라서 피동문이 아닌 것은 **E**입니다."
Pragmatics,Deixis & Reference,3,A,A,"같은 대상을 가리키는 것은 다음과 같습니다.

- **A**: ‘요게[1]’ = ‘저것’  
  → 달달한 시그니처 칵테일을 가리킴.

- **E**: ‘여기[1]’ = ‘거기’  
  → 칵테일을 판매하는 이곳(가게/메뉴가 있는 곳)을 가리킴.

- **I**: ‘거기’ = ‘여기[4]’  
  → 역시 이 가게를 가리킴. ‘여기[4] 시그니처’는 이 가게의 시그니처라는 뜻임.

따라서 정답은 **A, E, I**입니다."
Semantics,Ambiguity,3,J,J,"가장 적절하지 않은 것은 **J**입니다.

- 원문 「그가 좋아한 직원의 지인」은  
  1. **그가 좋아한 직원**의 지인  
  2. **직원의 지인** 중 그가 좋아한 사람  
  으로 나뉘어 해석될 수 있습니다.

- J의 「지우가 좋아했던 직원의 지인」도 마찬가지로  
  1. 지우가 좋아했던 **직원**의 지인  
  2. **직원의 지인** 중 지우가 좋아했던 사람  
  이라는 두 해석이 여전히 가능합니다.

따라서 J처럼 고쳐도 문장이 한 가지 뜻으로만 해석되는 것은 아니므로, **J가 가장 적절하지 않습니다.**"
Syntax,Argument Structure & Valency,3,E,E,"정답: **E**

- **설치하다**:  
  **누가** + **무엇을** + **어디에** 설치하다  
  → 세 자리를 요구하는 서술어입니다.

문장에서는  
- (누가) 생략  
- **백신 프로그램을**: 무엇을  
- **컴퓨터에**: 어디에  

가 나타나므로 세 자리 서술어입니다."
Semantics,Ambiguity,1,G,G,"가장 적절하지 않은 것은 **G**입니다.

- **“친구의 책을 그는 좋아한다.”**도 여전히 중의적입니다.
  - 친구가 **쓴 책**을 좋아한다.
  - 친구가 **가지고 있는 책**을 좋아한다.

어순을 바꾸어 “친구의 책을”을 문두에 놓더라도, ‘친구의 책’이라는 관형 관계 자체의 의미는 해소되지 않습니다. 따라서 중의적이지 않다는 G의 설명이 틀렸습니다."
Syntax,Agreement,2,A,I,"정답: **I**

- **국악인이 명창에게 배운 바를 준수하며 노래했다.**
- ‘준수하다’는 주로 **법, 규칙, 약속, 원칙** 등을 지킨다는 뜻으로 쓰입니다.
- ‘명창에게 배운 바’에는 보통 **따르다, 살리다, 익히다** 등이 더 자연스럽습니다.

예:  
- 국악인이 명창에게 배운 바를 **따르며** 노래했다.  
- 국악인이 명창에게 배운 기법을 **살려** 노래했다."
Syntax,Agreement,2,F,F,"정답: **F**

- `<보기>`의 **절대**는 보통 뒤에 부정 표현(않다, 못하다, 말다, 안 되다 등)과 호응합니다.
- F는 “절대 매서운 겨울이 **올 것이다**”처럼 긍정 서술로 이어져 호응이 자연스럽지 않습니다.

자연스럽게 고치면 예를 들어:

- “가을바람에 뻐꾸기가 운다고 **반드시** 매서운 겨울이 올 것이다.”
- “가을바람에 뻐꾸기가 운다고 **절대** 매서운 겨울이 오지는 않을 것이다.”"
Semantics,Inter-sentence Relations,2,F,F,"정답: **F**

지문에서는 음식과 옷을 보내 달라고 했는데, 전자제품을 포장해 보낸다는 내용은 요청과 관련이 없습니다."
Syntax,Argument Structure & Valency,3,G,G,"정답: **G**

- **알아차리다**: ‘나는 / 낌새를 알아차렸다’처럼  
  **주어 + 목적어**의 두 자리를 요구합니다.

다른 예들은 대체로 한 자리이거나, 목적어 외에 보어·부사어까지 필요한 세 자리 서술어입니다.

- E 변경하다: 무엇을 **어떻게/무엇으로** 변경하다 → 세 자리
- H 제출하다: 무엇을 **누구에게** 제출하다 → 세 자리
- I 간직하다: 무엇을 **어디에** 간직하다 → 세 자리
- J 활용하다: 무엇을 **무엇으로** 활용하다 → 세 자리"
Syntax,Argument Structure & Valency,3,J,H,"두 자리 서술어는 **H, J**입니다.

- **H: 달라졌다** → ‘무엇이 무엇과 달라지다’  
  - 그의 얼굴이 / 이전과 / 달라졌다  
  → 주어 + 부사어의 **두 자리**

- **J: 가꾼다** → ‘누가 무엇을 가꾸다’  
  - 누나는 / 텃밭을 / 가꾼다  
  → 주어 + 목적어의 **두 자리**

따라서 정답은 **H, J**입니다."
Syntax,Embedded Clauses,2,I,I,"정답: **I**

- **옛이야기를 해주시던 할머니가 그리워.**
  - ‘옛이야기를 해주시던’이 명사 **‘할머니’**를 꾸며 주는 **관형절**이다.

나머지는 명사절(-ㅁ, -기, -는지 등)을 안았거나, 이중 주어 구조 등으로 볼 수 있다."
Syntax,Embedded Clauses,2,B,B,"정답: **B**

- **밥상에는 [보리쌀을 섞은] 밥만이 올라왔다.**
  - ‘보리쌀을 섞다’라는 절이 관형사형 어미 **-은**을 통해 뒤의 명사 **‘밥’**을 꾸미고 있으므로 **관형절을 안은 문장**입니다.

다른 선택지는 명사절, 인용절, 부사절 등이거나 단순한 문장 성분입니다.

- D: **중요함을** → 명사절
- E: **내리기에** → 부사절
- F: **먹고살기가** → 명사절
- H: **자수하길** → 명사절
- J: **남았는지가** → 명사절(간접의문절)"
Syntax,Embedded Clauses,2,D,D,"정답은 **D**입니다.

- **D: 나는 [밤이 새도록] 삼나무만을 응시했다.**
  - ‘밤이 새다’가 연결 어미 **‘-도록’**을 통해 뒤의 서술어 ‘응시했다’를 꾸며 줍니다.
  - 즉, ‘얼마 동안 응시했는가’를 나타내는 **부사절(부사어 역할의 안긴문장)**입니다.

다른 예들은 주로 주어, 목적어, 관형어 역할을 합니다.  
예를 들어 B의 ‘이겨 내기’는 주어, E·I의 의문절은 목적어, F·G·H의 절은 관형어 역할입니다."
Syntax,Embedded Clauses,2,F,F,"정답은 **F**입니다.

- **F: 불화살이 _딸꾹질하던_ 빈민에게 명중했다.**
  - 안긴문장: **빈민이 딸꾹질하다**
  - 이를 관형사형으로 바꾼 **‘딸꾹질하던’**이 체언 **‘빈민’**을 꾸미므로, 안긴 문장의 역할은 **관형어**입니다.

참고로,
- E, G, I 등은 명사절
- J는 서술절
- C는 부사절에 해당합니다."
Syntax,Embedded Clauses,1,F,F,"정답: **F**

- **F: 아까 녹여둔 밥을 꺼내오너라.**
  - ‘아까 녹여둔’은 ‘밥’을 꾸며 주는 **관형절(관형어 역할을 하는 안긴문장)**이다.
  - → *어떤 밥?* **아까 녹여둔 밥**

다른 선택지의 안긴문장은 주로 목적어, 부사어, 주어 등의 역할을 한다."
Syntax,Embedded Clauses,2,J,J,"정답은 **J: 막둥이는 도망치다시피 뛰어나갔다.**입니다.

- **‘도망치다시피’**는 뒤의 서술어 **‘뛰어나갔다’**를 꾸며 주는 **부사절**입니다.
- 즉, ‘도망치듯이 뛰어나갔다’라는 뜻으로, ‘도망치다시피’가 부사어 역할을 합니다.

다른 보기들은 주로 명사절이나 관형절을 포함합니다.  
예:  
- A: ‘이기주의자가 … 이상형임’ → 명사절  
- C, G, I: ‘흐느끼던’, ‘입대하는’, ‘있는’ → 관형절  
- F, H: ‘~는지’, ‘~ㄹ지’ → 명사절(간접의문절)"
Pragmatics,Discourse Principles,2,H,H,"정답: **H**

을은 갑의 “하던 일은 이제 거의 다 됐겠네.”라는 추측에 대해 직접 “아니”라고 말하지 않고, “오늘 야근 확정이야.”라고 말한다. 이는 겉으로는 갑의 발화에 바로 답하지 않아 관련성의 원리를 의도적으로 위반한 것처럼 보이지만, 실제로는 일이 아직 끝나지 않았음을 드러내어 갑의 추측을 **간접적으로 반박**한 것이다."
Pragmatics,Discourse Principles,1,H,H,"정답: **H**

갑이 내일 날씨를 묻는데 을은 “무릎이 쑤신다”고 직접적으로 관련 없어 보이는 말을 합니다. 이는 흔히 **무릎 통증이 비가 오기 전의 징후**라는 인식을 이용하여, 내일 비가 올 것이라는 뜻을 간접적으로 전달한 것입니다.  

즉, 겉으로는 관련성을 지키지 않는 듯하지만 의도적으로 관련성의 격률을 어겨 함축을 만들어 낸 사례입니다."
Semantics,Ambiguity,3,F,F,"정답: **F**

- 주말에 시장에서 **장을** 봤다.  
- 연필 한 **자루를** 깎았다.

‘장’은 첫 문장에는 맞지만, 연필을 셀 때는 ‘한 장’이 아니라 **‘한 자루’**라고 해야 하므로 동시에 들어갈 수 없습니다."
Phonetics/Phonology,Phonological Alternation,3,F,F,"정답: **F. 뱃길**

<보기>의 공통 현상은 뒤 형태소가 **‘이, 야, 여, 요, 유’**로 시작할 때 앞말의 받침 뒤에 **ㄴ이 첨가되는 현상**입니다.

- 솜이불 → [솜**ㄴ**이불] → [솜니불]
- 장식용 → [장식**ㄴ**용] → [장싱뇽]
- 결막염 → [결막**ㄴ**염] → [결망념]

반면 **뱃길**은 ‘뱃+길’로, 뒤의 ‘길’이 ㄱ으로 시작하므로 ㄴ 첨가가 일어나지 않습니다.  
발음에서는 된소리되기 등이 나타날 수 있지만 ㄴ 첨가는 아닙니다.

참고로 **할 일[할릴]**은 ‘할+ㄴ+일’에서 ㄴ 첨가 뒤 유음화가 일어난 결과로 볼 수 있습니다."
Semantics,Word Relationships,2,G,G,"정답: **G**

- **가슴에 못을 박다**는 남의 마음에 **큰 상처나 고통을 주다**라는 뜻입니다.
- 여기서 ‘못’은 ‘나사’가 아니라 **마음속 상처**를 비유적으로 나타냅니다."
Syntax,Embedded Clauses,2,B,B,"정답: **B**

- 안긴 문장을 복원하면: **“너를 그리워하면 조만간 비가 온다.”**
- 이 안긴 문장의 중심 서술어는 **‘오다’**이며,  
  - 주어: **비가**
  - 서술어: **온다**
  
따라서 서술어 **‘오다’는 주어 하나만 필요한 한 자리 서술어**이다.

※ ‘너를 그리워하면’의 ‘그리워하다’는 부사절 내부의 서술어이고, 안긴 문장 전체의 중심 서술어는 ‘온다’이다."
Syntax,Embedded Clauses,1,C,C,"정답은 **C**입니다.

- **C: 그이는 나를 내 친구가 소개해줬다고 말했다.**
  - ‘내 친구가 소개해줬다고’는 말한 내용이 직접 인용된 **인용절 안긴 문장**이다.

나머지는 다음과 같이 잘못 분류되었다.

- **A**: ‘일하고 싶지 않은’ → ‘날’을 꾸미는 **관형절**
- **B**: ‘우리가 이제 만날’ → ‘인물’을 꾸미는 **관형절**
- **D**: ‘저 하늘에 날아다니는’ → ‘새’를 꾸미는 **관형절**
- **E**: ‘내가 학교에서 친구들과 함께 간’ → ‘떡볶이 집’을 꾸미는 **관형절**
- **F**: ‘어른 같았던’ → ‘초등학교 친구’를 꾸미는 **관형절**이 있으므로 안긴 문장이 없음이 아님.
- **G**: ‘만나 뵐 수 있어서’ → 이유를 나타내는 **부사절**
- **H**: ‘내가 어제 먹은’ → ‘메뉴’를 꾸미는 **관형절**
- **I**: ‘내가 너를 좋아하겠다는’ → ‘말’을 꾸미는 **인용절**
- **J**: ‘내가 옛날에 밥을 사 줬던’ → ‘친구’를 꾸미는 **관형절**

따라서 **올바른 것은 C**이다."
