qid,license_name,subject,answer,pred,response
2164,한약사,한약학 응용,A,A,"이식제(implant)는 무균 제제로 특수 주입기나 외과적 수술로 피하 등에 삽입하여 장기간 약물을 방출하며, 간 초회통과효과를 피할 수 있어 만성 질환 치료에 적합하다.

### ANSWER
A"
2165,한약사,한약학 응용,D,D,"Capping/laminating은 결합력 부족, 과도한 미분, 지나친 건조, 빠른 압축속도 등이 원인이므로, 결합제 양을 늘려 결합력을 높이는 것이 적절한 대책이다.

### ANSWER
D"
2166,한약사,한약학 응용,C,C,"롤러압축법(roller compaction)은 건식 과립화 방법으로 분말을 압축하여 과립을 만드는 공정이다. 따라서 과립제 제조에 사용된다.

### ANSWER
C"
2167,한약사,한약학 응용,A,A,"Shellac is insoluble in acidic gastric fluid but dissolves in the alkaline intestinal environment, making it a classic enteric coating agent. Povidone, hypromellose, methylcellulose, and CMC are water-soluble polymers used as binders or film-formers, not enteric coatings.

### ANSWER
A"
2168,한약사,한약학 응용,D,D,"### ANSWER
D"
2169,한약사,한약학 응용,C,C,"Iontophoresis uses an electric field to drive charged drugs across the skin.

### ANSWER
C"
2170,한약사,한약학 응용,E,E,"계면활성제(이온성)의 용해도가 급격히 증가하는 온도는 크라프트점(Krafft point)이다. 담점(cloud point)은 반대로 비이온성 계면활성제가 흐려지는 온도이다.

### ANSWER
E"
2171,한약사,한약학 응용,E,E,"### ANSWER
E"
2172,한약사,한약학 응용,B,B,"가스(산화에틸렌) 멸균은 열에 약한 플라스틱 제품을 포장된 상태로 멸균할 수 있어 적합하다.

### ANSWER
B"
2173,한약사,한약학 응용,A,C,"### ANSWER
C"
32,감정평가사,민법,C,C,"### ANSWER
C"
33,감정평가사,민법,B,B,"### ANSWER
B"
34,감정평가사,민법,C,C,"### ANSWER
C"
35,감정평가사,민법,A,A,"A는 공사대금채권이 그 주택에 관하여 생긴 채권으로 견련성이 인정되어 유치권이 성립한다. 권리금·보증금반환채권은 건물 자체에 관하여 생긴 채권이 아니어서 견련성이 없고, 건축자재대금채권도 수급인에 대한 채권으로 주택과 견련성이 없다. 매도인의 매매대금채권은 동시이행관계로 처리되어 유치권이 인정되지 않는다.

### ANSWER
A"
2174,한약사,한약학 응용,A,A,"Percolation에서 제1 침출제는 생약을 적셔 팽윤시켜 이후 침출이 원활하게 이루어지도록 하는 목적이다.

### ANSWER
A"
2175,한약사,한약학 응용,D,D,"These are all antioxidants that prevent oxidative degradation, serving as stabilizers in injectable formulations.

### ANSWER
D"
2176,한약사,한약학 응용,D,D,"### ANSWER
D"
2177,한약사,한약학 응용,A,A,"Inclusion complexes (포접화합물) are formed by cyclodextrins, whose hydrophobic cavity encloses poorly soluble drugs to enhance solubility; the others act as surfactants, polymers, or cosolvents.

### ANSWER
A"
1424,변호사,민사법,D,D,"### ANSWER
D"
1425,변호사,민사법,A,A,"### ANSWER
A"
1426,변호사,민사법,C,C,"판례에 따르면 채무자가 대위권 행사 사실을 알게 된 후에도 다른 채권자의 강제집행(압류·전부명령)은 채무자의 '처분행위'가 아니므로 민법 제405조 제2항에 의해 무효가 되지 않고 유효하며, 또한 압류만으로 대위소송이 기각되지도 않는다. 나머지 지문들(직접 지급청구권에 대한 압류·전부명령의 무효, 제3채무자의 피보전채권 시효소멸 원용 불가, 수익자의 상계 주장 불허, 피보전채권 변경이 소의 교환적 변경이 아니라는 점)은 모두 판례에 부합한다.

### ANSWER
C"
1427,변호사,민사법,E,E,"### ANSWER
E"
2178,한약사,한약학 응용,C,C,"### ANSWER
C"
2179,한약사,한약학 응용,A,A,"Most conjugation reactions (glucuronidation, sulfation, amino acid, glutathione) increase water solubility for excretion, but methylation typically masks polar functional groups and decreases water solubility.

### ANSWER
A"
2180,한약사,한약학 응용,B,B,"Biliary excretion depends on molecular weight, polarity, and ionization; conjugation increasing MW enhances biliary excretion, and species differences are significant.

### ANSWER
B"
2181,한약사,한약학 응용,B,B,"Clearance is defined as the rate of drug elimination divided by the plasma concentration, giving units of volume per time.

### ANSWER
B"
36,감정평가사,민법,A,A,"### ANSWER
A"
37,감정평가사,민법,B,B,"판례에 따르면 주물 자체의 효용과 직접 관계없이 단지 소유자의 상용에 공여되는 물건은 종물이 아니므로, 경매목적물로 평가되었더라도 매수인이 그 소유권을 취득하지 못합니다. 나머지는 모두 옳은 설명입니다(압류 후 차임채권, 대지사용권, 부합된 증축부분, 종된 권리인 지상권).

### ANSWER
B"
38,감정평가사,민법,B,B,"건물 공유의 경우 판례는 건물 공유자 전원을 위해 법정지상권이 성립한다고 보므로 ㄷ은 성립한다. ㄱ은 저당권자의 동의가 있어도 저당권 설정 후 신축 건물에는 법정지상권이 인정되지 않고, ㄴ의 공동저당 후 신축 건물도 판례상 법정지상권이 성립하지 않는다.

### ANSWER
B"
39,감정평가사,민법,A,A,"### ANSWER
A"
2182,한약사,한약학 응용,B,B,"F = (24/200)/(60/100) = 0.12/0.6 = 0.2, 즉 20%.

### ANSWER
B"
2183,한약사,한약학 응용,C,C,"직사광선을 차단해 퇴색을 막으며 건조하는 방법은 그늘에서 말리는 음건법에 해당한다. 마포로 덮어 햇빛을 가리는 것은 음건 원리를 적용한 것이다.

### ANSWER
C"
2184,한약사,한약학 응용,C,C,"회분시험(ash test)은 약재의 무기물 함량 등을 수치로 측정하는 방법으로, 관능적 평가보다 객관적인 이화학적 시험법에 속한다.

### ANSWER
C"
2185,한약사,한약학 응용,D,D,"CITES (Convention on International Trade in Endangered Species) is the legally binding international agreement regulating trade in wild fauna and flora for conservation and sustainable use.

### ANSWER
D"
40,감정평가사,경제학원론,E,E,"### ANSWER
E"
41,감정평가사,경제학원론,D,D,"### ANSWER
D"
42,감정평가사,경제학원론,D,D,"ㄱ은 MRTS = MPL/MPK로 옳고, ㄴ은 완전대체 시 등량곡선이 직선이므로 옳으며, ㄷ은 원점에 볼록하면 한계기술대체율 체감이 성립하여 옳다. ㄹ의 콥-더글러스 생산함수는 한계기술대체율이 0이 아니라 요소비율에 따라 변하므로 틀렸다.

### ANSWER
D"
43,감정평가사,경제학원론,C,C,"### ANSWER
C"
730,관세사,내국소비세법,E,E,"### ANSWER
E"
731,관세사,내국소비세법,C,C,"### ANSWER
C"
732,관세사,내국소비세법,D,D,"금지금을 내국신용장·구매확인서에 의해 공급하는 경우는 영세율 적용에서 제외되는 대표적 예외이다. 나머지는 시행령상 수출로 보아 영세율이 적용된다.

### ANSWER
D"
733,관세사,내국소비세법,A,A,"A is excluded: the zero-rate list for services to nonresidents (사업시설 관리 서비스업) specifically excludes 조경 관리 및 유지 서비스업, while B (부수 버스 용역 = 외국항행용역 포함), C (주한 미군 공급), D (내국신용장 임가공), E (종합여행업자 관광알선) all qualify for zero rating.

### ANSWER
A"
2186,한약사,한약학 응용,A,A,"GSP(Good Supply Practices)는 의약품 유통(공급) 과정의 품질관리를 규정하여 우수 의약품 유통과 부정·불량 의약품 유통 방지를 목적으로 한다.

### ANSWER
A"
2187,한약사,한약학 응용,E,E,"### ANSWER
E"
2188,한약사,한약학 응용,C,C,"### ANSWER
C"
2189,한약사,한약학 응용,C,C,"Therapeutic index = TD50/ED50.

### ANSWER
C"
44,감정평가사,경제학원론,D,D,"MC = 8Q + 4 = 100 → Q = 12. TC = 576 + 48 + 100 = 724; TR = 1200; profit = 476.

### ANSWER
D"
45,감정평가사,경제학원론,B,B,"### ANSWER
B"
46,감정평가사,경제학원론,A,A,"### ANSWER
A"
47,감정평가사,경제학원론,E,E,"### ANSWER
E"
2190,한약사,한약학 응용,E,E,"Dopamine β-hydroxylase converts dopamine to norepinephrine; MAO yields dihydroxymandelic acid and COMT yields normetanephrine (metanephrine would come from epinephrine).

### ANSWER
E"
2191,한약사,한약학 응용,D,D,"Rivastigmine is a cholinesterase (acetylcholinesterase/butyrylcholinesterase) inhibitor used in Alzheimer's disease; memantine is an NMDA antagonist, selegiline an MAO-B inhibitor, diazepam a benzodiazepine, chlorpromazine an antipsychotic.

### ANSWER
D"
2192,한약사,한약학 응용,C,C,"Bradykinin을 분해하는 효소(ACE, kininase II)를 억제하는 약물은 ACE 억제제이며, 축적된 bradykinin이 마른기침과 혈관부종을 유발한다. 보기 중 ACE 억제제는 enalapril이다.

### ANSWER
C"
2193,한약사,한약학 응용,C,C,"Verapamil is a class IV antiarrhythmic that blocks calcium influx, slowing heart rate, and it raises digoxin levels (risk of toxicity), requiring caution.

### ANSWER
C"
48,감정평가사,경제학원론,C,C,"### ANSWER
C"
49,감정평가사,경제학원론,E,E,"### ANSWER
E"
50,감정평가사,경제학원론,A,A,"### ANSWER
A"
51,감정평가사,경제학원론,C,C,"MPL/MPK = K/L must equal w/r = 12/24 = 0.5, so K = 0.5L, i.e., L = 2K.

### ANSWER
C"
2194,한약사,한약학 응용,B,B,"Cimetidine is the H2 antagonist known for CYP450 inhibition.

### ANSWER
B"
2195,한약사,한약학 응용,E,E,"Prostaglandins are synthesized from membrane phospholipids (arachidonic acid) in the endometrium and act as uterotonic agents causing painful contractions and ischemia in primary dysmenorrhea. Among the options, prostaglandin E2 (with PGF2α) is the endometrial-derived uterine stimulant. Oxytocin is from the posterior pituitary, and prostacyclin is a vasodilator/relaxant.

### ANSWER
E"
2196,한약사,한약학 응용,B,B,"### ANSWER
B"
2197,한약사,한약학 응용,E,E,"Methadone is a long-acting μ-opioid agonist used in maintenance therapy for heroin addiction, delaying/preventing withdrawal symptoms.

### ANSWER
E"
52,감정평가사,경제학원론,A,A,"Egalitarian preferences make social indifference curves more convex (볼록) toward the origin, approaching the L-shape of Rawls' extreme case, not concave.

### ANSWER
A"
53,감정평가사,경제학원론,E,E,"Setting P = MC = 5 gives Q = 135, revenue = 675, cost = 750 + 675 = 1425, so loss = 750 (equal to fixed cost).

### ANSWER
E"
54,감정평가사,경제학원론,E,E,"Solving Q=4L^0.5 gives L=Q²/16; variable cost = 400·(Q²/16)=25Q², plus fixed cost 400.

### ANSWER
E"
55,감정평가사,경제학원론,A,A,"### ANSWER
A"
2198,한약사,한약학 응용,B,B,"**### ANSWER
B**"
2199,한약사,한약학 응용,B,B,"Aspirin inhibits COX, shunting arachidonic acid toward the 5-lipoxygenase pathway, and PGE2 (a bronchodilator/inhibitor of LT synthesis) decreases. This leads to overproduction of cysteinyl leukotrienes, causing bronchoconstriction and airway hyperresponsiveness.

### ANSWER
B"
2200,한약사,한약학 응용,D,D,"Metformin is an oral biguanide whose primary action is suppression of hepatic gluconeogenesis (via AMPK activation and reduced mitochondrial respiration). Insulin is not oral; acarbose acts on intestinal α-glucosidase; glyburide stimulates insulin secretion; rosiglitazone mainly improves peripheral insulin sensitivity.

### ANSWER
D"
2201,한약사,한약학 응용,E,E,"Nitrogen-containing bisphosphonates like alendronate inhibit farnesyl pyrophosphate synthase in the mevalonate pathway, blocking prenylation of small GTPases and inducing osteoclast apoptosis.

### ANSWER
E"
56,감정평가사,경제학원론,B,B,"Supply curve implies MC = 2Q. Variable cost = ∫₀⁵ 2Q dQ = 25.

### ANSWER
B"
57,감정평가사,경제학원론,A,A,"MFC = d(wL)/dL = 60 + 0.16L = 220, while w = 60 + 0.08(1000) = 140. Difference is 80.

### ANSWER
A"
58,감정평가사,경제학원론,D,D,"### ANSWER
D"
59,감정평가사,경제학원론,C,C,"### ANSWER
C"
734,관세사,내국소비세법,B,B,"주무관청 허가 학원 등 교육용역은 면세이나, 「도로교통법」상 자동차운전학원은 면세 대상 교육용역에서 명시적으로 제외된다. 나머지는 모두 면세 규정에 해당한다.

### ANSWER
B"
735,관세사,내국소비세법,E,C,"### ANSWER
C"
736,관세사,내국소비세법,E,E,"### ANSWER
E"
737,관세사,내국소비세법,B,B,"### ANSWER
B"
60,감정평가사,경제학원론,D,D,"Net exports = 0, so national saving equals total investment (50 + 60 = 110). Public saving = T − government consumption = 50 − 40 = 10. Thus private saving = 110 − 10 = 100.

### ANSWER
D"
61,감정평가사,경제학원론,C,C,"### ANSWER
C"
62,감정평가사,경제학원론,B,B,"### ANSWER
B"
63,감정평가사,경제학원론,E,E,"환율경로에서는 이자율 상승 시 자본유입으로 자국통화가치가 상승(평가절상)하여 순수출이 감소한다. 따라서 E의 설명이 반대로 서술되어 옳지 않다.

### ANSWER
E"
738,관세사,내국소비세법,E,E,"### ANSWER
E"
739,관세사,내국소비세법,D,D,"### ANSWER
D"
740,관세사,내국소비세법,C,C,"전자세금계산서는 발급일의 다음 날까지 발급명세를 국세청장에게 전송해야 합니다. 면세 재화 공급 시에는 세금계산서가 아닌 계산서를 발급하며, 의무발급 대상이 아닌 사업자도 전자세금계산서를 임의로 발급할 수 있습니다. 단가·수량은 임의적 기재사항이고, 매입자발행세금계산서는 공급시기가 속하는 과세기간 종료일부터 6개월 이내에 신청합니다.

### ANSWER
C"
741,관세사,내국소비세법,D,D,"### ANSWER
D"
64,감정평가사,경제학원론,A,A,"### ANSWER
A"
65,감정평가사,경제학원론,B,B,"### ANSWER
B"
66,감정평가사,경제학원론,C,C,"### ANSWER
C"
67,감정평가사,경제학원론,B,B,"### ANSWER
B"
2202,한약사,한약학 응용,D,D,"Clavulanic acid is the β-lactamase inhibitor combined with amoxicillin (Augmentin).

### ANSWER
D"
2203,한약사,한약학 응용,B,B,"Loperamide is a μ-opioid receptor agonist acting on the gut, slowing motility and prolonging transit time, used as an antidiarrheal. Senna and magnesium hydroxide are laxatives, lubiprostone is a chloride channel activator for constipation, and ondansetron is an antiemetic.

### ANSWER
B"
2204,변리사,산업재산권법,B,B,"### ANSWER
B"
2205,변리사,산업재산권법,D,D,"특허를 받을 수 있는 권리는 권리능력의 문제로, 피성년후견인도 발명자로서 그 권리를 가질 수 있으며 다만 절차상 법정대리인에 의해 행위해야 할 뿐입니다. 따라서 피성년후견인이 특허받을 권리를 갖지 못한다는 설명은 옳지 않습니다.

### ANSWER
D"
68,감정평가사,경제학원론,D,D,"Growth accounting: 5% = gA + 0.5(4%) + 0.5(−2%) = gA + 1%, so gA = 4%.

### ANSWER
D"
