qid,id,category,trial,answer,pred,response
KIIP_society_196,KIIP_society_196,Society,0,A,A,"### ANSWER
A"
KIIP_law_34,KIIP_law_34,Law,0,A,A,"### ANSWER
A"
KIIP_law_35,KIIP_law_35,Law,0,A,A,"### ANSWER
A"
KIIP_law_36,KIIP_law_36,Law,0,A,A,"### ANSWER
A"
KIIP_law_37,KIIP_law_37,Law,0,C,C,"### ANSWER
C"
KIIP_economy_13,KIIP_economy_13,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_14,KIIP_economy_14,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_15,KIIP_economy_15,Economy,0,D,D,"### ANSWER
D"
KIIP_economy_16,KIIP_economy_16,Economy,0,A,A,"### ANSWER
A"
KIIP_law_38,KIIP_law_38,Law,0,D,D,"### ANSWER
D"
KIIP_law_39,KIIP_law_39,Law,0,D,C,"### ANSWER
C"
KIIP_law_40,KIIP_law_40,Law,0,C,C,"### ANSWER
C"
KIIP_law_41,KIIP_law_41,Law,0,A,A,"### ANSWER
A"
KIIP_society_197,KIIP_society_197,Society,0,D,D,"### ANSWER
D"
KIIP_society_198,KIIP_society_198,Society,0,B,B,"### ANSWER
B"
KIIP_society_199,KIIP_society_199,Society,0,A,A,"### ANSWER
A"
KIIP_society_200,KIIP_society_200,Society,0,A,A,"### ANSWER
A"
KIIP_law_42,KIIP_law_42,Law,0,C,C,"### ANSWER
C"
KIIP_law_43,KIIP_law_43,Law,0,C,C,"### ANSWER
C"
KIIP_law_44,KIIP_law_44,Law,0,A,A,"### ANSWER
A"
KIIP_law_45,KIIP_law_45,Law,0,A,A,"### ANSWER
A"
KIIP_economy_17,KIIP_economy_17,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_18,KIIP_economy_18,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_19,KIIP_economy_19,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_20,KIIP_economy_20,Economy,0,B,B,"### ANSWER
B"
CSAT_korean_16_14,CSAT_korean_16_14,Grammar,0,C,C,"C

### ANSWER
C"
CSAT_korean_16_15,CSAT_korean_16_15,Grammar,0,D,D,"### ANSWER
D"
CSAT_korean_19_11,CSAT_korean_19_11,Grammar,0,E,E,"본문에서 주변 의미는 기존 의미보다 추상성이 강화되는 경향이 있다고 했으므로, '눈'의 확장된 의미가 기존 의미보다 '더 구체적'이라는 추론은 이 원칙과 모순됩니다. 오히려 신체 감각 기관이라는 구체적 의미에서 '시력'이라는 더 추상적인 의미로 확장된 것으로 보아야 합니다.

### ANSWER
E"
CSAT_korean_19_12,CSAT_korean_19_12,Grammar,0,B,E,"민수는 영희를 '빚쟁이'라 했는데 이는 채권자의 의미로 쓰였지만, 원래 '빚쟁이'는 채무자를 뜻하기도 하여 서로 대립적 의미를 가진다. '뒤'는 '앞'처럼 시간 축에서 과거/미래의 대립적 방향을 나타낼 수 있다(발표 끝난 뒤=미래, 앞 세대=과거와 유사한 대립 관계). '금방'도 '금방 왔었다(과거)'와 '금방 올 거야(미래)'처럼 서로 대립적인 시간의 의미로 쓰였다. 따라서 세 단어 모두 (ㄱ)의 대립적 의미 관계 예시에 해당한다.

### ANSWER
E"
KIIP_society_201,KIIP_society_201,Society,0,B,B,"### ANSWER
B"
KIIP_society_202,KIIP_society_202,Society,0,A,A,"### ANSWER
A"
KIIP_society_203,KIIP_society_203,Society,0,A,A,"### ANSWER
A"
KIIP_society_204,KIIP_society_204,Society,0,C,C,"### ANSWER
C"
KIIP_economy_21,KIIP_economy_21,Economy,0,B,B,"### ANSWER
B"
KIIP_economy_22,KIIP_economy_22,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_23,KIIP_economy_23,Economy,0,C,D,"### ANSWER
D"
KIIP_economy_24,KIIP_economy_24,Economy,0,B,B,"### ANSWER
B"
KIIP_law_46,KIIP_law_46,Law,0,B,B,"### ANSWER
B"
KIIP_law_47,KIIP_law_47,Law,0,A,A,"### ANSWER
A"
KIIP_law_48,KIIP_law_48,Law,0,A,A,"### ANSWER
A"
KIIP_law_49,KIIP_law_49,Law,0,A,A,"### ANSWER
A"
KIIP_society_205,KIIP_society_205,Society,0,A,A,"### ANSWER
A"
KIIP_society_206,KIIP_society_206,Society,0,A,A,"### ANSWER
A"
KIIP_society_207,KIIP_society_207,Society,0,C,C,"### ANSWER
C"
KIIP_society_208,KIIP_society_208,Society,0,B,B,"### ANSWER
B"
KIIP_society_209,KIIP_society_209,Society,0,B,B,"Compulsory education in Korea covers elementary (6 years) and middle school (3 years), totaling 9 years.

### ANSWER
B"
KIIP_society_210,KIIP_society_210,Society,0,B,B,"### ANSWER
B"
KIIP_society_211,KIIP_society_211,Society,0,A,A,"### ANSWER
A"
KIIP_society_212,KIIP_society_212,Society,0,C,C,"### ANSWER
C"
KIIP_economy_25,KIIP_economy_25,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_26,KIIP_economy_26,Economy,0,C,D,"### ANSWER
D"
KIIP_economy_27,KIIP_economy_27,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_28,KIIP_economy_28,Economy,0,D,D,"### ANSWER
D"
KIIP_law_50,KIIP_law_50,Law,0,A,A,"### ANSWER
A"
KIIP_law_51,KIIP_law_51,Law,0,A,B,"### ANSWER
B"
PSAT_17_1,PSAT_17_1,Law,0,A,A,"### ANSWER
A"
PSAT_17_2,PSAT_17_2,Law,0,C,C,"### ANSWER
C"
KIIP_society_213,KIIP_society_213,Society,0,C,C,"### ANSWER
C"
KIIP_society_214,KIIP_society_214,Society,0,A,A,"### ANSWER
A"
KIIP_society_215,KIIP_society_215,Society,0,B,B,"### ANSWER
B"
KIIP_society_216,KIIP_society_216,Society,0,A,A,"### ANSWER
A"
CSAT_korean_20_11,CSAT_korean_20_11,Grammar,0,D,A,"### ANSWER
A"
CSAT_korean_20_13,CSAT_korean_20_13,Grammar,0,B,B,"### ANSWER
B"
CSAT_korean_20_14,CSAT_korean_20_14,Grammar,0,A,A,"### ANSWER
A"
CSAT_korean_13_13,CSAT_korean_13_13,Grammar,0,D,D,"### ANSWER
D"
KIIP_economy_29,KIIP_economy_29,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_30,KIIP_economy_30,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_31,KIIP_economy_31,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_32,KIIP_economy_32,Economy,0,A,A,"### ANSWER
A"
KIIP_society_217,KIIP_society_217,Society,0,A,A,"### ANSWER
A"
KIIP_society_218,KIIP_society_218,Society,0,C,C,"### ANSWER
C"
KIIP_society_219,KIIP_society_219,Society,0,B,B,"### ANSWER
B"
KIIP_society_220,KIIP_society_220,Society,0,A,A,"### ANSWER
A"
KIIP_economy_33,KIIP_economy_33,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_34,KIIP_economy_34,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_35,KIIP_economy_35,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_36,KIIP_economy_36,Economy,0,C,C,"### ANSWER
C"
KIIP_society_221,KIIP_society_221,Society,0,A,A,"### ANSWER
A"
KIIP_society_222,KIIP_society_222,Society,0,A,A,"### ANSWER
A"
KIIP_society_223,KIIP_society_223,Society,0,D,D,"### ANSWER
D"
KIIP_society_224,KIIP_society_224,Society,0,B,B,"### ANSWER
B"
PSAT_17_3,PSAT_17_3,Law,0,A,A,"### ANSWER
A"
PSAT_17_4,PSAT_17_4,Law,0,A,A,"### ANSWER
A"
PSAT_17_5,PSAT_17_5,Law,0,B,B,"### ANSWER
B"
PSAT_17_6,PSAT_17_6,Law,0,D,D,"### ANSWER
D"
KIIP_economy_37,KIIP_economy_37,Economy,0,B,B,"### ANSWER
B"
KIIP_economy_38,KIIP_economy_38,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_39,KIIP_economy_39,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_40,KIIP_economy_40,Economy,0,C,C,"### ANSWER
C"
KIIP_society_225,KIIP_society_225,Society,0,C,C,"### ANSWER
C"
KIIP_society_226,KIIP_society_226,Society,0,B,B,"### ANSWER
B"
KIIP_society_227,KIIP_society_227,Society,0,A,A,"### ANSWER
A"
KIIP_society_228,KIIP_society_228,Society,0,B,B,"### ANSWER
B"
KIIP_society_229,KIIP_society_229,Society,0,B,A,"### ANSWER
A"
KIIP_society_230,KIIP_society_230,Society,0,B,A,"### ANSWER
A"
KIIP_society_231,KIIP_society_231,Society,0,A,A,"### ANSWER
A"
KIIP_society_232,KIIP_society_232,Society,0,C,C,"### ANSWER
C"
KIIP_economy_41,KIIP_economy_41,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_42,KIIP_economy_42,Economy,0,A,B,"### ANSWER
B"
KIIP_economy_43,KIIP_economy_43,Economy,0,B,B,"### ANSWER
B"
KIIP_economy_44,KIIP_economy_44,Economy,0,A,A,"A

### ANSWER
A"
KIIP_society_233,KIIP_society_233,Society,0,B,B,"### ANSWER
B"
KIIP_society_234,KIIP_society_234,Society,0,D,D,"### ANSWER
D"
KIIP_society_235,KIIP_society_235,Society,0,C,C,"### ANSWER
C"
KIIP_society_236,KIIP_society_236,Society,0,B,B,"### ANSWER
B"
KIIP_society_237,KIIP_society_237,Society,0,A,A,"### ANSWER
A"
KIIP_society_238,KIIP_society_238,Society,0,D,D,"### ANSWER
D"
KIIP_society_239,KIIP_society_239,Society,0,A,A,"### ANSWER
A"
KIIP_society_240,KIIP_society_240,Society,0,A,A,"### ANSWER
A"
KIIP_economy_45,KIIP_economy_45,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_46,KIIP_economy_46,Economy,0,B,B,"### ANSWER
B"
KIIP_economy_47,KIIP_economy_47,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_48,KIIP_economy_48,Economy,0,A,A,"### ANSWER
A"
KIIP_society_241,KIIP_society_241,Society,0,A,A,"### ANSWER
A"
KIIP_society_242,KIIP_society_242,Society,0,B,B,"### ANSWER
B"
KIIP_society_243,KIIP_society_243,Society,0,A,A,"### ANSWER
A"
KIIP_society_244,KIIP_society_244,Society,0,A,A,"### ANSWER
A"
PSAT_17_7,PSAT_17_7,Law,0,B,B,"B는 헌법 제107조 2항의 내용과 다르게 ""법률""을 포함시켰는데, 법률의 위헌여부 심사권은 대법원이 아니라 헌법재판소의 권한이며, 대법원은 명령·규칙·처분의 위헌·위법 여부만 최종 심사한다.

### ANSWER
B"
PSAT_17_8,PSAT_17_8,Law,0,D,D,"### ANSWER
D"
PSAT_17_9,PSAT_17_9,Law,0,A,A,"헌법 제50조에 따르면 국회 회의 비공개는 ""출석의원 과반수의 찬성""이 있을 때 가능한데, A는 ""4분의 1""로 잘못 명시되어 있다.

### ANSWER
A"
PSAT_17_10,PSAT_17_10,Law,0,C,C,"### ANSWER
C"
KIIP_economy_49,KIIP_economy_49,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_50,KIIP_economy_50,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_51,KIIP_economy_51,Economy,0,B,B,"### ANSWER
B"
KIIP_economy_52,KIIP_economy_52,Economy,0,D,D,"### ANSWER
D"
KIIP_society_245,KIIP_society_245,Society,0,B,B,"### ANSWER
B"
KIIP_society_246,KIIP_society_246,Society,0,A,A,"### ANSWER
A"
KIIP_society_247,KIIP_society_247,Society,0,A,D,"### ANSWER
D"
KIIP_society_248,KIIP_society_248,Society,0,A,A,"### ANSWER
A"
KIIP_economy_53,KIIP_economy_53,Economy,0,B,B,"### ANSWER
B"
KIIP_economy_54,KIIP_economy_54,Economy,0,B,B,"### ANSWER
B"
KIIP_economy_55,KIIP_economy_55,Economy,0,B,B,"### ANSWER
B"
KIIP_economy_56,KIIP_economy_56,Economy,0,A,A,"### ANSWER
A"
KIIP_society_249,KIIP_society_249,Society,0,A,A,"### ANSWER
A"
KIIP_society_250,KIIP_society_250,Society,0,C,C,"### ANSWER
C"
KIIP_society_251,KIIP_society_251,Society,0,C,C,"### ANSWER
C"
KIIP_society_252,KIIP_society_252,Society,0,B,B,"### ANSWER
B"
KIIP_society_253,KIIP_society_253,Society,0,D,D,"### ANSWER
D"
KIIP_society_254,KIIP_society_254,Society,0,A,A,"### ANSWER
A"
KIIP_society_255,KIIP_society_255,Society,0,B,B,"### ANSWER
B"
KIIP_society_256,KIIP_society_256,Society,0,D,D,"### ANSWER
D"
PSAT_17_11,PSAT_17_11,Law,0,D,D,"### ANSWER
D"
PSAT_17_12,PSAT_17_12,Law,0,C,C,"### ANSWER
C"
PSAT_17_13,PSAT_17_13,Law,0,D,D,"### ANSWER
D"
PSAT_17_14,PSAT_17_14,Law,0,B,B,"### ANSWER
B"
KIIP_economy_57,KIIP_economy_57,Economy,0,B,B,"### ANSWER
B"
Kedu_economy_1,Kedu_economy_1,Economy,0,C,C,"### ANSWER
C"
Kedu_economy_2,Kedu_economy_2,Economy,0,D,D,"### ANSWER
D"
CSAT_geography_06_2,CSAT_geography_06_2,Geography,0,E,E,"### ANSWER
E"
KIIP_society_257,KIIP_society_257,Society,0,A,A,"### ANSWER
A"
KIIP_society_258,KIIP_society_258,Society,0,A,A,"### ANSWER
A"
KIIP_society_259,KIIP_society_259,Society,0,D,D,"### ANSWER
D"
KIIP_society_260,KIIP_society_260,Society,0,A,A,"### ANSWER
A"
CSAT_korean_15_11,CSAT_korean_15_11,Grammar,0,C,C,"(ㄷ)의 숯도[숟또], 옷고름[옫꼬름]과 (ㄹ)의 닦는[당는], 부엌문[부엉문]은 모두 음절 끝에서 대표음(7개 자음)으로 바뀌는 평폐쇄음화 현상을 겪는다는 점에서 공통적이다. (ㄱ)은 축약, (ㄴ)은 탈락, (ㅁ)은 자음군 단순화에 해당하여 다른 선택지들은 부적절하다.

### ANSWER
C"
CSAT_korean_17_11,CSAT_korean_17_11,Grammar,0,D,D,"### ANSWER
D"
CSAT_korean_17_14,CSAT_korean_17_14,Grammar,0,B,B,"### ANSWER
B"
CSAT_korean_14_12,CSAT_korean_14_12,Grammar,0,D,D,"### ANSWER
D"
KIIP_society_261,KIIP_society_261,Society,0,A,A,"### ANSWER
A"
KIIP_society_262,KIIP_society_262,Society,0,A,A,"### ANSWER
A"
KIIP_society_263,KIIP_society_263,Society,0,B,B,"### ANSWER
B"
KIIP_society_264,KIIP_society_264,Society,0,B,B,"### ANSWER
B"
PSAT_17_15,PSAT_17_15,Law,0,D,D,"### ANSWER
D"
PSAT_17_16,PSAT_17_16,Law,0,B,B,"### ANSWER
B"
PSAT_17_17,PSAT_17_17,Law,0,D,D,"### ANSWER
D"
PSAT_17_18,PSAT_17_18,Law,0,B,B,"### ANSWER
B"
KIIP_society_265,KIIP_society_265,Society,0,A,A,"### ANSWER
A"
KIIP_society_266,KIIP_society_266,Society,0,D,D,"### ANSWER
D"
KIIP_society_267,KIIP_society_267,Society,0,D,D,"### ANSWER
D"
KIIP_society_268,KIIP_society_268,Society,0,D,D,"### ANSWER
D"
KIIP_society_269,KIIP_society_269,Society,0,B,B,"### ANSWER
B"
KIIP_society_270,KIIP_society_270,Society,0,B,B,"### ANSWER
B"
KIIP_society_271,KIIP_society_271,Society,0,A,A,"### ANSWER
A"
KIIP_society_272,KIIP_society_272,Society,0,A,A,"### ANSWER
A"
PSAT_17_19,PSAT_17_19,Law,0,A,A,"### ANSWER
A"
PSAT_17_20,PSAT_17_20,Law,0,A,A,"### ANSWER
A"
PSAT_17_21,PSAT_17_21,Law,0,C,C,"### ANSWER
C"
PSAT_17_22,PSAT_17_22,Law,0,D,D,"한국 헌법 제33조 제3항에 따르면 주요방위산업체 근로자에게 제한될 수 있는 것은 '단체행동권'이며, '단체교섭권'이 아니다. D는 이를 잘못 기술하고 있어 옳지 않은 설명이다.

### ANSWER
D"
CSAT_geography_07_2,CSAT_geography_07_2,Geography,0,B,B,"### ANSWER
B"
CSAT_geography_07_3,CSAT_geography_07_3,Geography,0,E,E,"### ANSWER
E"
CSAT_geography_07_4,CSAT_geography_07_4,Geography,0,B,B,"협재굴은 용암동굴로 기반암은 현무암이며, 석회질의 종유석과 석순은 사구의 석회질 성분이 스며들어 형성된 것이다. 따라서 기반암이 석회암이라는 추론은 옳지 않다.

### ANSWER
B"
CSAT_geography_07_5,CSAT_geography_07_5,Geography,0,B,D,"### ANSWER
D"
KIIP_society_273,KIIP_society_273,Society,0,D,D,"### ANSWER
D"
KIIP_society_274,KIIP_society_274,Society,0,B,B,"### ANSWER
B"
KIIP_society_275,KIIP_society_275,Society,0,A,A,"### ANSWER
A"
KIIP_society_276,KIIP_society_276,Society,0,A,A,"### ANSWER
A"
PSAT_17_23,PSAT_17_23,Law,0,A,A,"### ANSWER
A"
PSAT_17_24,PSAT_17_24,Law,0,D,D,"### ANSWER
D"
PSAT_17_25,PSAT_17_25,Law,0,B,A,"### ANSWER
A"
PSAT_18_1,PSAT_18_1,Law,0,C,C,"### ANSWER
C"
KIIP_society_277,KIIP_society_277,Society,0,B,B,"### ANSWER
B"
KIIP_society_278,KIIP_society_278,Society,0,C,C,"### ANSWER
C"
KIIP_society_279,KIIP_society_279,Society,0,A,A,"### ANSWER
A"
KIIP_society_280,KIIP_society_280,Society,0,B,B,"### ANSWER
B"
KIIP_society_281,KIIP_society_281,Society,0,A,A,"### ANSWER
A"
KIIP_society_282,KIIP_society_282,Society,0,B,B,"### ANSWER
B"
KIIP_society_283,KIIP_society_283,Society,0,C,D,"### ANSWER
D"
KIIP_society_284,KIIP_society_284,Society,0,A,A,"### ANSWER
A"
CSAT_korean_14_14,CSAT_korean_14_14,Grammar,0,E,E,"### ANSWER
E"
CSAT_korean_18_11,CSAT_korean_18_11,Grammar,0,C,C,"추출된 모음은 ㅗ, ㅟ, ㅏ, ㅓ, ㅣ, ㅡ입니다. 이 중 평순 모음은 ㅏ, ㅓ, ㅣ, ㅡ로 총 4개이므로 '3개의 평순 모음'이라는 설명은 옳지 않습니다.

### ANSWER
C"
CSAT_korean_18_12,CSAT_korean_18_12,Grammar,0,B,D,"한글 맞춤법 규정에 따라 (ㄱ)은 받침 'ㄹ'이 유지되는 경우로 '쌀가루', (ㄴ)은 'ㄹ'이 탈락하는 경우로 '푸나무', (ㄷ)은 'ㄹ'이 'ㄷ'으로 바뀌는 경우로 '섣달'이 해당한다.

### ANSWER
D"
CSAT_korean_18_14,CSAT_korean_18_14,Grammar,0,C,C,"### ANSWER
C"
CSAT_geography_07_6,CSAT_geography_07_6,Geography,0,E,E,"E

### ANSWER
E"
CSAT_geography_09_2,CSAT_geography_09_2,Geography,0,D,B,"### ANSWER
B"
CSAT_geography_09_3,CSAT_geography_09_3,Geography,0,B,B,"### ANSWER
B"
CSAT_geography_09_4,CSAT_geography_09_4,Geography,0,D,D,"### ANSWER
D"
PSAT_18_2,PSAT_18_2,Law,0,A,A,"### ANSWER
A"
PSAT_18_3,PSAT_18_3,Law,0,B,B,"### ANSWER
B"
PSAT_18_4,PSAT_18_4,Law,0,C,C,"### ANSWER
C"
PSAT_18_5,PSAT_18_5,Law,0,B,B,"국회의원선거는 지역구와 비례대표를 병행하고, 지방의회의원선거(광역·기초)도 비례대표제를 채택하고 있어 B가 옳다. A는 선거연령 하향이 법 개정에 의한 것이므로 옳지 않고, C는 대통령 피선거권 연령이 40세 이상이므로 옳지 않으며, D는 시·도선거관리위원회가 의석할당정당을 결정하므로 옳지 않다.

### ANSWER
B"
Kedu_Society_1,Kedu_Society_1,Society,0,B,B,"### ANSWER
B"
Kedu_Society_2,Kedu_Society_2,Society,0,D,D,"### ANSWER
D"
Kedu_Society_3,Kedu_Society_3,Society,0,A,D,"### ANSWER
D"
Kedu_Society_4,Kedu_Society_4,Society,0,D,B,"한국의 애국가와 관련하여, 안익태가 1936년 일제강점기에 작곡한 <한국환상곡>의 마지막 부분 멜로디가 이후 <애국가>의 곡으로 채택되었다는 것이 역사적으로 맞는 설명입니다. C의 경우 <올드랭사인>은 독일이 아닌 스코틀랜드 민요이므로 오류가 있습니다.

### ANSWER
B"
CSAT_korean_13_12,CSAT_korean_13_12,Grammar,0,A,A,"### ANSWER
A"
CSAT_korean_13_14,CSAT_korean_13_14,Grammar,0,E,E,"### ANSWER
E"
CSAT_korean_13_15,CSAT_korean_13_15,Grammar,0,C,C,"### ANSWER
C"
CSAT_korean_15_13,CSAT_korean_15_13,Grammar,0,E,E,"### ANSWER
E"
PSAT_18_6,PSAT_18_6,Law,0,C,C,"### ANSWER
C"
PSAT_18_7,PSAT_18_7,Law,0,B,B,"### ANSWER
B"
PSAT_18_8,PSAT_18_8,Law,0,A,A,"### ANSWER
A"
PSAT_18_10,PSAT_18_10,Law,0,D,D,"### ANSWER
D"
CSAT_geography_09_5,CSAT_geography_09_5,Geography,0,D,D,"### ANSWER
D"
CSAT_geography_10_2,CSAT_geography_10_2,Geography,0,A,A,"### ANSWER
A"
CSAT_geography_10_3,CSAT_geography_10_3,Geography,0,B,B,"### ANSWER
B"
CSAT_geography_10_4,CSAT_geography_10_4,Geography,0,D,D,"### ANSWER
D"
CSAT_korean_15_15,CSAT_korean_15_15,Grammar,0,B,B,"### ANSWER
B"
CSAT_korean_16_11,CSAT_korean_16_11,Grammar,0,A,A,"### ANSWER
A"
CSAT_korean_19_13,CSAT_korean_19_13,Grammar,0,D,D,"### ANSWER
D"
CSAT_korean_20_12,CSAT_korean_20_12,Grammar,0,C,C,"### ANSWER
C"
Kedu_Society_5,Kedu_Society_5,Society,0,B,B,"인척(姻戚)은 혼인으로 맺어진 관계를 의미합니다. 숙모(삼촌의 아내), 며느리(아들의 아내), 장모(아내의 어머니)는 모두 혈연이 아닌 혼인을 통해 맺어진 관계이므로 모두 인척에 해당합니다. 다른 선택지들은 이모, 백부, 외조모와 같은 혈족을 포함하고 있어 정답이 아닙니다.

### ANSWER
B"
Kedu_Society_6,Kedu_Society_6,Society,0,A,A,"### ANSWER
A"
Kedu_Society_7,Kedu_Society_7,Society,0,B,B,"### ANSWER
B"
Kedu_Society_8,Kedu_Society_8,Society,0,D,D,"D

### ANSWER
D"
CSAT_geography_11_2,CSAT_geography_11_2,Geography,0,D,E,"화강암에 대한 설명으로, 중생대에 마그마가 관입하여 형성된 후 오랜 기간 차별적인 풍화·침식을 받아 지표에 노출되었다는 것이 화강암의 형성 과정을 정확히 설명한다.

### ANSWER
E"
CSAT_geography_11_3,CSAT_geography_11_3,Geography,0,A,E,"### ANSWER
E"
CSAT_geography_12_2,CSAT_geography_12_2,Geography,0,D,D,"### ANSWER
D"
CSAT_geography_13_2,CSAT_geography_13_2,Geography,0,A,A,"A: 읍·면은 중소도시보다 배후지역이 좁으므로 옳지 않은 설명이다.

### ANSWER
A"
CSAT_korean_15_12,CSAT_korean_15_12,Grammar,0,C,C,"### ANSWER
C"
CSAT_korean_17_13,CSAT_korean_17_13,Grammar,0,C,C,"### ANSWER
C"
CSAT_korean_15_14,CSAT_korean_15_14,Grammar,0,B,B,"### ANSWER
B"
Kedu_14_1,Kedu_14_1,Grammar,0,C,C,"### ANSWER
C"
Kedu_Society_9,Kedu_Society_9,Society,0,A,A,"### ANSWER
A"
Kedu_Society_10,Kedu_Society_10,Society,0,C,A,"### ANSWER
A"
Kedu_Society_11,Kedu_Society_11,Society,0,D,C,"### ANSWER
C"
Kedu_Society_12,Kedu_Society_12,Society,0,D,C,"기초노령연금법은 2007년 제정되어 2008년부터 시행되었으나, 2014년 기초연금법으로 대체되어 현재는 시행되지 않고 있다. 따라서 “현재 시행되고 있다”는 설명은 옳지 않다.

### ANSWER
C"
PSAT_18_11,PSAT_18_11,Law,0,C,C,"### ANSWER
C"
PSAT_18_12,PSAT_18_12,Law,0,B,B,"### ANSWER
B"
PSAT_18_13,PSAT_18_13,Law,0,C,C,"### ANSWER
C"
PSAT_18_14,PSAT_18_14,Law,0,A,B,"### ANSWER
B"
Kedu_Society_13,Kedu_Society_13,Society,0,A,A,"### ANSWER
A"
Kedu_Society_14,Kedu_Society_14,Society,0,D,D,"### ANSWER
D"
Kedu_Society_15,Kedu_Society_15,Society,0,B,B,"자이툰 부대는 이라크에 파견되었으며, 아프가니스탄이 아니다. 나머지 선택지는 모두 사실에 부합한다.

### ANSWER
B"
Kedu_Society_16,Kedu_Society_16,Society,0,B,B,"### ANSWER
B"
Kedu_Society_17,Kedu_Society_17,Society,0,A,A,"### ANSWER
A"
Kedu_Society_18,Kedu_Society_18,Society,0,B,B,"Korean national holidays (국경일) include 3·1절, 제헌절, 광복절, 개천절, and 한글날. 현충일 is a memorial day (기념일), not a national holiday.

### ANSWER
B"
Kedu_Society_19,Kedu_Society_19,Society,0,C,C,"### ANSWER
C"
Kedu_Society_20,Kedu_Society_20,Society,0,D,D,"### ANSWER
D"
Kedu_14_2,Kedu_14_2,Grammar,0,D,D,"### ANSWER
D"
Kedu_14_3,Kedu_14_3,Grammar,0,B,B,"### ANSWER
B"
Kedu_14_4,Kedu_14_4,Grammar,0,C,C,"### ANSWER
C"
Kedu_14_5,Kedu_14_5,Grammar,0,A,A,"정문의 자음들을 조음 위치별로 분석하면 ㅈ(구개음), ㅇ(연구개음), ㅁ(양순음), ㄴ(치조음)으로 4가지 조음 위치가 나타나 다른 단어들보다 가장 다양합니다.

### ANSWER
A"
PSAT_18_15,PSAT_18_15,Law,0,D,D,"### ANSWER
D"
PSAT_18_16,PSAT_18_16,Law,0,A,A,"### ANSWER
A"
PSAT_18_17,PSAT_18_17,Law,0,D,D,"### ANSWER
D"
PSAT_18_18,PSAT_18_18,Law,0,C,C,"### ANSWER
C"
CSAT_geography_15_2,CSAT_geography_15_2,Geography,0,B,B,"### ANSWER
B"
