qid,category,answer,pred,response
environmental_science-42,environmental_science,C,C,"C3H8 + 5O₂ → 3CO₂ + 4H₂O.  
O₂ required = 5 Sm³, so theoretical air = 5 / 0.21 = 23.81 Sm³.  
N₂ = 23.81 × 0.79 = 18.81 Sm³.  
Dry flue gas = CO₂ 3 + N₂ 18.81 = 21.81 ≈ 21.8 Sm³/Sm³.

### ANSWER
C"
environmental_science-43,environmental_science,D,B,"### ANSWER
B"
environmental_science-44,environmental_science,D,D,"### ANSWER
D"
environmental_science-45,environmental_science,B,B,"### ANSWER
B"
environmental_science-46,environmental_science,B,C,"### ANSWER
C"
maritime_engineering-0,maritime_engineering,B,B,"방위표지의 등질에서 동측은 3회의 급섬광 또는 초급섬광 다음에 암간이어야 하는데, 보기 B는 2회로 잘못 제시되어 있다.

### ANSWER
B"
maritime_engineering-1,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-2,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-3,maritime_engineering,A,A,"항로표지는 식별 수단에 따라 주간표지(모양), 야간표지(등광), 음파표지(음향), 전파표지(전파) 등으로 구분됩니다. 위험표지는 기능적 구분이므로 해당하지 않습니다.

### ANSWER
A"
maritime_engineering-4,maritime_engineering,D,A,"진자오선(진북)을 기준으로 선수미선(선수 방향)이 이루는 각은 항해에서 “진침로”입니다. 풍압차나 유압차가 있어도 선수미선 자체와 진자오선 사이의 각은 진침로로 정의됩니다.

### ANSWER
A"
maritime_engineering-5,maritime_engineering,D,C,"### ANSWER
C"
maritime_engineering-6,maritime_engineering,A,A,"180° 표준갈고리는 반원 끝에서 철근 지름의 4배 이상, 또한 6cm 이상 연장해야 한다.

### ANSWER
A"
maritime_engineering-7,maritime_engineering,C,C,"파압력 계산은 구조물에 가장 불리한 고조위 조건을 적용하므로, 정수면은 최고고조면을 기준으로 한다.

### ANSWER
C"
chemical_engineering-6,chemical_engineering,D,D,"### ANSWER
D"
chemical_engineering-7,chemical_engineering,A,B,"For an nth-order reaction, half-life is proportional to \(1/C_{A0}^{\,n-1}\). Given \(t_{1/2} \propto 1/C_{A0}\), we have \(n-1=1\), so \(n=2\).

### ANSWER
B"
chemical_engineering-8,chemical_engineering,B,B,"석회질소는 알칼리성 비료로 토양 살균 효과가 있고, 저장 중 수분과 CO2를 흡수해 부피가 증가하며, 분해 시 디시안디아미드가 생성되어 식물에 유해할 수 있다. 그러나 과린산석회나 암모늄염과 혼합하면 질소 손실이나 인산 고정 등 문제가 있어 배합비료로 적당하지 않다. 따라서 틀린 것은 B이다.

### ANSWER
B"
chemical_engineering-9,chemical_engineering,C,C,"### ANSWER
C"
chemical_engineering-10,chemical_engineering,A,A,"Let the mass of 20 wt% solution be \(x\) and 10 wt% solution be \(y\).  
Methanol balance:  
\(0.20x + 0.10y = 0.17(x+y)\)  
\(0.03x = 0.07y\)  
\(y = \frac{3}{7}x\)  

Total 17 wt% solution mass:  
\(x + y = x + \frac{3}{7}x = \frac{10}{7}x\)  

Ratio of 17 wt% solution to 20 wt% solution:  
\(\frac{10}{7} \approx 1.43\)

### ANSWER
A"
chemical_engineering-11,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-12,chemical_engineering,B,B,"Using Fourier’s law: \(q = k \Delta T / L = 0.02 \times 270 / 0.1 = 54\) kcal/m²·h.

### ANSWER
B"
chemical_engineering-13,chemical_engineering,C,C,"In a recycle reactor, \(X_{in} = \frac{R}{R+1} X_{out}\). Given \(X_{out} = 2X_{in}\), solving gives \(R = 1.0\).

### ANSWER
C"
political_science_and_sociology-70,political_science_and_sociology,D,D,"세외수입은 연도별 변동성이 크고 형태가 다양하므로 A는 틀리며, 재산매각수입은 임시적, 재산임대수입은 경상적이므로 B도 틀립니다. 사용료는 공공시설·재산 사용의 대가이므로 C의 설명은 수익자부담금에 해당합니다. 따라서 D가 옳습니다.

### ANSWER
D"
political_science_and_sociology-71,political_science_and_sociology,D,A,"### ANSWER
A"
political_science_and_sociology-72,political_science_and_sociology,C,C,"### ANSWER
C"
political_science_and_sociology-73,political_science_and_sociology,D,D,"국회는 대통령에 대한 탄핵소추권을 가지지만, 탄핵심판은 헌법재판소가 한다. 따라서 D는 옳지 않다.

### ANSWER
D"
political_science_and_sociology-74,political_science_and_sociology,C,D,"### ANSWER
D"
political_science_and_sociology-75,political_science_and_sociology,D,D,"주민투표법상 지방의회의 주민투표 실시 청구는 재적의원 과반수의 찬성이 필요하다. 따라서 “재적의원 과반수 출석과 출석위원 과반수 찬성”으로 규정한 D는 옳지 않다.

### ANSWER
D"
political_science_and_sociology-76,political_science_and_sociology,D,A,"### ANSWER
A"
political_science_and_sociology-77,political_science_and_sociology,B,A,"### ANSWER
A"
criminal_law-13,criminal_law,B,D,"### ANSWER
D"
criminal_law-14,criminal_law,C,C,"### ANSWER
C"
criminal_law-15,criminal_law,D,D,"### ANSWER
D"
criminal_law-16,criminal_law,A,B,"### ANSWER
B"
criminal_law-17,criminal_law,B,B,"### ANSWER
B"
criminal_law-18,criminal_law,B,B,B
criminal_law-19,criminal_law,C,A,"### ANSWER
A"
criminal_law-20,criminal_law,A,C,"### ANSWER
C"
law-29,law,C,B,"### ANSWER
B"
law-30,law,D,A,"The concentric zone theory in physical security, which states that higher-value assets require more layers of defense, was proposed by W.J. Burns. The other options are associated with different security or police management concepts.

### ANSWER
A"
law-31,law,D,D,"### ANSWER
D"
law-32,law,D,C,"### ANSWER
C"
law-33,law,D,D,"### ANSWER
D"
law-34,law,B,C,"### ANSWER
C"
law-35,law,C,C,"### ANSWER
C"
law-36,law,B,C,"### ANSWER
C"
marketing-30,marketing,B,C,"텔레마케터 선발에서 면접방법은 그룹 면접, 스크립트 개발 테스트, 음성테스트 등이 해당되지만, 전산능력은 면접방법이 아닌 일반 직무능력 평가에 가깝다.

### ANSWER
C"
marketing-31,marketing,D,D,"신규고객유지율, 기존고객 보유율, 고객반복 이용률은 고객 유지와 재이용 효과를 종합적으로 나타내는 지표로, 이를 측정하는 척도는 고객성장률입니다.

### ANSWER
D"
marketing-32,marketing,D,D,"### ANSWER
D"
marketing-33,marketing,A,D,"생산성 지표는 투입 대비 산출을 측정하는 것으로, 평균 통화 시간·후처리 시간 등이 대표적이다. 고객 만족도 향상과 수익 증대는 지표가 아니라 운영 목표이므로 설명으로 틀렸다.

### ANSWER
D"
marketing-34,marketing,D,D,"### ANSWER
D"
marketing-35,marketing,B,B,"### ANSWER
B"
marketing-36,marketing,D,D,"MOT(진실의 순간)는 스칸디나비아항공(SAS)의 얀 칼슨이 주창한 개념으로, 스위스 항공사의 한셀과는 관련이 없다.

### ANSWER
D"
marketing-37,marketing,A,A,"### ANSWER
A"
maritime_engineering-8,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-9,maritime_engineering,C,C,"The standard buoy spacing is about 0.5 miles in inland or poor-visibility areas, not 1.5 miles.

### ANSWER
C"
maritime_engineering-10,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-11,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-12,maritime_engineering,C,B,"### ANSWER
B"
maritime_engineering-13,maritime_engineering,A,B,"### ANSWER
B"
maritime_engineering-14,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-15,maritime_engineering,B,B,"### ANSWER
B"
accounting-34,accounting,D,D,"### ANSWER
D"
accounting-35,accounting,C,C,"### ANSWER
C"
accounting-36,accounting,D,D,"11월 말 차변 잔액 ￦50,000에 12월 부족액 ￦30,000을 더하면 총 ￦80,000이므로 잡손실로 처리한다.

### ANSWER
D"
accounting-37,accounting,C,C,"### ANSWER
C"
accounting-38,accounting,B,B,"### ANSWER
B"
accounting-39,accounting,D,C,"### ANSWER
C"
accounting-40,accounting,C,D,"### ANSWER
D"
accounting-41,accounting,B,B,"### ANSWER
B"
environmental_science-47,environmental_science,C,C,"### ANSWER
C"
environmental_science-48,environmental_science,C,C,"### ANSWER
C"
environmental_science-49,environmental_science,C,D,"희석처리는 고농도 유기물, 염분, 독성 물질을 낮춰 생물학적 처리를 가능하게 하는 방법입니다. 폭발 위험은 농도 희석과 직접 관련된 처리 대상이 아니며, 오히려 안전상 희석이 적절하지 않을 수 있으므로 가장 거리가 먼 것은 D입니다.

### ANSWER
D"
environmental_science-50,environmental_science,B,B,"채취대상 폐기물량 기준 최소 시료수는 100톤 이상 500톤 미만 30개, 500톤 이상 1,000톤 미만 40개, 1,000톤 이상 5,000톤 미만 50개, 5,000톤 이상 60개이다. 따라서 1,000톤일 때 최소 시료수는 40이 아니라 50이므로 B가 틀렸다.

### ANSWER
B"
environmental_science-51,environmental_science,B,B,"### ANSWER
B"
environmental_science-52,environmental_science,C,B,"### ANSWER
B"
environmental_science-53,environmental_science,C,B,"### ANSWER
B"
environmental_science-54,environmental_science,C,C,"Direct flame incineration for odor treatment is typically conducted at 600–800°C, while catalytic incineration uses lower temperatures. The other statements are incorrect.

### ANSWER
C"
chemical_engineering-14,chemical_engineering,C,B,"### ANSWER
B"
chemical_engineering-15,chemical_engineering,C,C,"HCl 3000 kg = 3000/36.5 = 82.19 kmol. NaCl and HCl react 1:1, so need 82.19 kmol NaCl = 82.19 × 58.5 = 4808.2 kg pure NaCl. For 85% salt: 4808.2 / 0.85 = 5656.7 kg ≈ 5657 kg.

### ANSWER
C"
chemical_engineering-16,chemical_engineering,B,B,"수성가스 생성 반응은 흡열 반응이고, 메탄 생성은 발열 반응이며 기체 몰수가 감소합니다. 따라서 메탄 생성을 억제하려면 높은 온도와 낮은 압력이 유리합니다.

### ANSWER
B"
chemical_engineering-17,chemical_engineering,D,D,"질소 28 kg은 몰질량 28 g/mol이므로 1000 mol입니다.  
이상기체법칙 \(T=\frac{PV}{nR}\)에서  
\(P=10\text{ atm}\), \(V=5500\text{ L}\), \(n=1000\text{ mol}\), \(R=0.08206\text{ L·atm/mol·K}\)  
\(T=\frac{10\times 5500}{1000\times 0.08206}\approx 670.2\text{ K}\)  
섭씨 온도는 \(670.2-273.15\approx 397.1^\circ\text{C}\) 이므로 가장 가까운 값은 397.31입니다.

### ANSWER
D"
chemical_engineering-18,chemical_engineering,C,C,"Combustion: C₆H₆ + 15/2 O₂ → 6CO₂ + 3H₂O  
ΔHc = [6(-394) + 3(-284)] - ΔHf(C₆H₆) = -3216 - ΔHf(C₆H₆)  
-3241 = -3216 - ΔHf(C₆H₆) → ΔHf(C₆H₆) = 25 kJ/mol  
For 3 mol: 3 × 25 = 75 kJ

### ANSWER
C"
chemical_engineering-19,chemical_engineering,C,C,"For a first-order reaction, fraction decomposed = 1 - e^{-kt}, with k = ln2 / 20500 s and t = 28800 s. This gives 0.622.

### ANSWER
C"
chemical_engineering-20,chemical_engineering,A,C,"### ANSWER
C"
chemical_engineering-21,chemical_engineering,B,B,"Flow rate = 150/60 = 2.5 m³/s. Required area = 2.5 / 1 = 2.5 m². Diameter = √(4×2.5/π) ≈ 1.78 m.

### ANSWER
B"
political_science_and_sociology-78,political_science_and_sociology,D,D,"### ANSWER
D"
political_science_and_sociology-79,political_science_and_sociology,A,A,"### ANSWER
A"
political_science_and_sociology-80,political_science_and_sociology,A,A,"### ANSWER
A"
political_science_and_sociology-81,political_science_and_sociology,B,B,"### ANSWER
B"
political_science_and_sociology-82,political_science_and_sociology,D,D,"기관 통합형은 의결기관과 집행기관을 이원적으로 구성하지 않고, 집행기관이 의결기관으로부터 나오는 구조이다. 상호 견제와 균형은 기관 대립형의 특징이므로 D가 옳지 않다.

### ANSWER
D"
political_science_and_sociology-83,political_science_and_sociology,A,A,"행정중심복합도시는 중앙행정기관 이전을 목적으로 건설된 것이지, 수도권 공기업 이전을 위한 신도시가 아니다. 공기업 이전은 혁신도시 정책에 해당한다.

### ANSWER
A"
political_science_and_sociology-84,political_science_and_sociology,B,B,"### ANSWER
B"
political_science_and_sociology-85,political_science_and_sociology,A,A,"### ANSWER
A"
maritime_engineering-16,maritime_engineering,C,C,"철근을 2단 이상 배치할 때는 상·하단 철근이 동일 연직면 내에 위치하도록 하여 하중 전달과 콘크리트 타설이 원활하도록 해야 합니다. 간격 기준은 25mm 이상이므로 A, B는 틀리고, 엇갈리게 배치하는 것도 옳지 않습니다.

### ANSWER
C"
maritime_engineering-17,maritime_engineering,D,A,"항로표지의 등고는 등화의 중심에서 최고고조면까지의 연직 높이로 정의된다. 따라서 최고고조면을 기준으로 하는 A가 맞다.

### ANSWER
A"
maritime_engineering-18,maritime_engineering,D,D,"횡요주기 공식 \(T = 2\pi k / \sqrt{g \cdot GM}\) 을 이용하면,  
\(k = \frac{T}{2\pi}\sqrt{g \cdot GM} = \frac{15}{2\pi}\sqrt{9.81 \times 1} \approx 7.48\,\text{m}\)  
따라서 가장 가까운 값은 7.5m입니다.

### ANSWER
D"
maritime_engineering-19,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-20,maritime_engineering,D,A,"### ANSWER
A"
maritime_engineering-21,maritime_engineering,A,A,"아열대 환류는 북적도 해류, 쿠로시오 해류, 북태평양 해류, 캘리포니아 해류로 구성됩니다. 적도반류는 이에 속하지 않습니다.

### ANSWER
A"
maritime_engineering-22,maritime_engineering,D,D,"Moment = 100 × 20 = 2000 ton·m  
Trim change = 2000 / 160 = 12.5 cm

### ANSWER
D"
maritime_engineering-23,maritime_engineering,A,D,"### ANSWER
D"
marketing-38,marketing,B,D,"### ANSWER
D"
marketing-39,marketing,A,B,"### ANSWER
B"
marketing-40,marketing,D,A,"### ANSWER
A"
marketing-41,marketing,B,C,"### ANSWER
C"
marketing-42,marketing,D,C,"고객이 신중하게 생각하는 사람에게 먼저 결론을 내리는 화법은 적절하지 않다. 신중한 고객은 충분한 정보와 시간을 원하므로, 판단력이 부족하다고 단정하며 서두르는 것은 바람직하지 않다.

### ANSWER
C"
marketing-43,marketing,C,C,"### ANSWER
C"
marketing-44,marketing,C,B,"CRM 최적화는 고객 데이터와 환경 분석을 바탕으로 해야 하며, 내적 환경만 보거나 직관에 의존하는 것은 적절하지 않습니다. 또한 신속한 결정보다 정확한 예측과 상황 설명이 중요하므로, 미래예측을 수치 중심이 아닌 상황 설명 중심으로 해야 한다는 B가 가장 옳습니다.

### ANSWER
B"
marketing-45,marketing,D,D,"심층면접법은 목적이 공개된 상태에서 구조화되지 않은 대화로 자료를 수집하는 공개적·비체계적 방법이다.

### ANSWER
D"
law-37,law,A,A,"규칙상 업체는 보안측정을 “받은 후” 신원조사를 요청해야 하는데, 보기 A는 “보안측정을 요청한 후”라고 하여 틀렸다.

### ANSWER
A"
law-38,law,D,B,"### ANSWER
B"
law-39,law,D,B,"### ANSWER
B"
law-40,law,C,C,"### ANSWER
C"
law-41,law,B,C,"### ANSWER
C"
law-42,law,B,B,"### ANSWER
B"
law-43,law,C,C,"### ANSWER
C"
law-44,law,A,A,"### ANSWER
A"
environmental_science-55,environmental_science,B,B,"### ANSWER
B"
environmental_science-56,environmental_science,D,D,"HCl volume = 1000 m³ × 0.001 = 1 m³ = 1000 L  
Moles HCl = 1000 / 22.4 = 44.64 mol  
2HCl + Ca(OH)₂ → CaCl₂ + 2H₂O, so Ca(OH)₂ moles = 22.32 mol  
Mass = 22.32 × 74 ≈ 1.65 kg

### ANSWER
D"
environmental_science-57,environmental_science,D,D,"### ANSWER
D"
environmental_science-58,environmental_science,C,A,"### ANSWER
A"
environmental_science-59,environmental_science,D,D,"### ANSWER
D"
environmental_science-60,environmental_science,B,B,"고화처리는 폐기물의 취급성 향상, 오염물질 용해도 감소, 표면적 감소에 따른 성분 손실 저감을 목적으로 한다. 처분·운반비용은 고화로 인해 오히려 증가할 수 있으므로 가장 거리가 먼 목적이다.

### ANSWER
B"
environmental_science-61,environmental_science,C,C,"폐기물관리법에서 폐기물 정의에서 제외되는 물질에는 방사성물질, 용기에 들어 있지 않은 기체, 군수품관리법에 따라 폐기되는 탄약 등이 포함됩니다. 그러나 하수·분뇨는 “하수·분뇨 및 축산폐수의 처리에 관한 법률”에 따라 제외되며, “수질 및 수생태계 보전에 관한 법률”에 따른 것이 아니므로 C가 틀립니다.

### ANSWER
C"
environmental_science-62,environmental_science,C,A,"1일 폐수배출량 2,000m³ 미만 사업장의 “가” 지역 배출허용기준은 BOD 50mg/L 이하, COD 60mg/L 이하입니다.

### ANSWER
A"
accounting-42,accounting,D,D,"### ANSWER
D"
accounting-43,accounting,B,C,"### ANSWER
C"
accounting-44,accounting,A,A,"### ANSWER
A"
accounting-45,accounting,D,D,"총액법에서 매출계정은 대변에 발생하며, 매출환입·매출할인 등은 차변에 기장되어 잔액이 순매출액이 된다. 따라서 “매출계정은 차변에 발생한다”는 D는 옳지 않다.

### ANSWER
D"
chemistry-0,chemistry,B,B,"스펙트럼 방해 제거 방법은 연속광원 보정, Zeeman 효과 보정, 광원 자체반전 보정 등이 있습니다. 보호제는 화학적 방해를 억제하는 데 사용되므로 스펙트럼 방해 제거 방법이 아닙니다.

### ANSWER
B"
chemistry-1,chemistry,D,D,"유리전극 pH 측정의 오차 요인에는 접촉전위, 나트륨 오차, 표준 완충용액의 정확도 등이 포함된다. 선택계수의 실험적 보정은 오차를 줄이기 위한 보정 방법이지 오차 요인 자체가 아니다.

### ANSWER
D"
chemistry-2,chemistry,B,B,"외부정도평가는 다른 실험실과의 비교를 통해 실험실 내부에서 인지하지 못하는 편향이나 체계적 오차를 발견할 수 있어 측정 분석값의 신뢰성을 확보하는 최선의 방법이다.

### ANSWER
B"
chemistry-3,chemistry,B,B,"### ANSWER
B"
criminal_law-21,criminal_law,D,D,"### ANSWER
D"
criminal_law-22,criminal_law,B,B,"### ANSWER
B"
criminal_law-23,criminal_law,A,D,"### ANSWER
D"
criminal_law-24,criminal_law,D,D,"### ANSWER
D"
criminal_law-25,criminal_law,B,D,"### ANSWER
D"
criminal_law-26,criminal_law,D,D,"치료감호법상 보호관찰은 치료감호의 가종료 또는 치료감호시설 외 치료를 위한 위탁 시 시작되고, 기간은 3년입니다. 다만 치료감호심의위원회가 치료감호 종료를 결정하면 보호관찰도 종료되므로, 보호관찰 기간이 남아 있어도 계속된다는 설명은 옳지 않습니다.

### ANSWER
D"
criminal_law-27,criminal_law,B,A,"### ANSWER
A"
criminal_law-28,criminal_law,A,B,"### ANSWER
B"
maritime_engineering-24,maritime_engineering,D,D,"A, B, C는 선루의 일반적 정의와 역할에 맞는 설명이다. D는 “0.1L을 초과하는 선루는 모두 종강도를 갖도록 강력하게 해야 한다”고 단정하는데, 실제로는 선루가 종강도에 유효하려면 위치와 연결 상태 등 조건이 필요하므로 틀린 설명이다.

### ANSWER
D"
maritime_engineering-25,maritime_engineering,B,B,"### ANSWER
B"
maritime_engineering-26,maritime_engineering,D,D,"### ANSWER
D"
maritime_engineering-27,maritime_engineering,A,A,"### ANSWER
A"
maritime_engineering-28,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-29,maritime_engineering,C,C,"### ANSWER
C"
maritime_engineering-30,maritime_engineering,A,A,"유효마력 = 저항력 × 속도 = 1500 kgf × 5 m/s ≈ 100 PS

### ANSWER
A"
maritime_engineering-31,maritime_engineering,B,B,"등대표는 항로표지(등대, 등부표 등)를 빠짐없이 수록한 수로서지입니다.

### ANSWER
B"
marketing-46,marketing,D,D,"새로운 프로그램(제품)과 새로운 시장을 동시에 추구하는 것은 다각화 전략에 해당한다. Ansoff 매트릭스에서 신제품·신시장 조합은 다각화이다.

### ANSWER
D"
marketing-47,marketing,D,B,"### ANSWER
B"
marketing-48,marketing,B,B,"### ANSWER
B"
marketing-49,marketing,A,A,"탐색비용은 새로운 공급자를 찾는 데 드는 비용이지, 병원 초진료처럼 서비스 개시를 위해 지출하는 비용은 아니다. 따라서 A가 틀렸다.

### ANSWER
A"
marketing-50,marketing,C,C,"### ANSWER
C"
marketing-51,marketing,D,D,"개인적 요인은 개인의 태도나 역량과 관련된 요소입니다. 행정당국의 지원은 제도적 요인, 근로선택의 자유는 노동환경 요인, 직업의 매력도는 직업적 요인에 가깝습니다. 반면 전문직으로서의 자기개발은 상담원 개인의 성장과 관련된 개인적 요인입니다.

### ANSWER
D"
marketing-52,marketing,B,D,"### ANSWER
D"
marketing-53,marketing,C,A,"### ANSWER
A"
chemical_engineering-22,chemical_engineering,C,A,"### ANSWER
A"
chemical_engineering-23,chemical_engineering,C,C,"유출액 온도는 열교환기의 제어 대상(출력 변수)이므로 외부 교란 변수로 볼 수 없다.

### ANSWER
C"
chemical_engineering-24,chemical_engineering,B,B,"### ANSWER
B"
chemical_engineering-25,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-26,chemical_engineering,A,A,"### ANSWER
A"
chemical_engineering-27,chemical_engineering,B,B,"A는 비PV 일이 가능하므로 틀렸고, B는 이상기체에서 엔탈피가 온도만의 함수이므로 옳다. C는 엔트로피가 온도와 부피/압력에 의존하므로 틀렸고, D는 열역학 제1법칙의 의미를 잘못 표현했다.

### ANSWER
B"
chemical_engineering-28,chemical_engineering,A,A,"CaC₂ 1몰(64g)이 아세틸렌 1몰을 발생시키며, 10℃, 760mmHg에서 기체 몰부피는 약 23.22L이다.  
250L ÷ 23.22L/mol ≈ 10.77mol, 이에 해당하는 CaC₂ 질량은 10.77×64 ≈ 689g.  
따라서 1kg 중 함량은 68.9%.

### ANSWER
A"
chemical_engineering-29,chemical_engineering,A,A,"### ANSWER
A"
environmental_science-63,environmental_science,C,C,"1일 쓰레기 발생량 = 200,000명 × 2.0kg = 400,000kg  
수거 시 부피 = 400,000kg ÷ 500kg/m³ = 800m³/일  
매립 부피감소율 30% 적용 시 = 800 × 0.7 = 560m³/일  
연간 매립량 = 560 × 365 = 204,400m³/년  
사용 년 수 = 1,635,200 ÷ 204,400 = 8년

### ANSWER
C"
environmental_science-64,environmental_science,B,B,"### ANSWER
B"
environmental_science-65,environmental_science,D,D,"1일 발생량: 100,000명 × 2.0kg = 200,000kg/day  
수거 시 부피: 200,000 ÷ 500 = 400m³/day  
매립 시 부피 감소 30% → 400 × 0.7 = 280m³/day  
연간 매립 부피: 280 × 365 = 102,200m³/year  
사용 년수: 1,635,200 ÷ 102,200 = 16년

### ANSWER
D"
environmental_science-66,environmental_science,C,D,"ECD는 전기음성도가 큰 원소(할로겐, 니트로기 등)를 가진 화합물에 선택적으로 반응한다. 유기할로겐화합물, 유기염소화합물, 니트로화합물은 모두 ECD로 잘 검출되지만, 유기금속화합물은 ECD의 선택적 검출 대상과 거리가 멀다.

### ANSWER
D"
environmental_science-67,environmental_science,C,C,"### ANSWER
C"
environmental_science-68,environmental_science,D,D,"The option that is not a correct exclusion criterion is D, because “오수·분뇨” is excluded under the Sewerage Act, not the Water Quality and Ecosystem Conservation Act.

### ANSWER
D"
environmental_science-69,environmental_science,B,C,"OL in the Unified Soil Classification System denotes organic silt or organic silty clay with low plasticity. GW is gravel, CH is high-plasticity clay, and CL is inorganic low-plasticity clay.

### ANSWER
C"
environmental_science-70,environmental_science,B,B,"유동상 소각로는 기계적 구동부가 적고, 온도 자동제어로 열회수가 용이하며, 반응시간이 빨라 소각시간이 짧은 장점이 있다. 그러나 상(床)으로부터 찌꺼기의 분리가 용이한 것은 장점이 아니다.

### ANSWER
B"
political_science_and_sociology-86,political_science_and_sociology,B,B,"### ANSWER
B"
