id,category,trial,answer,pred,response
KIIP_law_35,Law,0,A,A,"양육권을 가진 쪽은 상대방에게 자녀 양육에 필요한 비용(양육비)을 청구할 수 있다. 위자료는 정신적 손해에 대한 배상이고, 재산분할은 부부 공동재산에 관한 것으로 자녀 양육과는 별개다.

### ANSWER
A"
KIIP_law_36,Law,0,A,A,"### ANSWER
A"
KIIP_law_37,Law,0,C,C,"### ANSWER
C"
KIIP_law_38,Law,0,D,D,"### ANSWER
D"
KIIP_tradition_128,Tradition,0,B,B,"### ANSWER
B"
KIIP_tradition_129,Tradition,0,D,D,"### ANSWER
D"
KIIP_tradition_130,Tradition,0,B,B,"실은 길게 이어지는 특성으로 인해 돌잡이에서 오래 사는 것, 즉 장수를 상징한다. 쌀·돈은 부, 책·붓은 지혜를 뜻한다.

### ANSWER
B"
KIIP_tradition_131,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_132,Tradition,0,C,C,"### ANSWER
C"
KIIP_tradition_133,Tradition,0,A,A,"첫돌(첫 번째 생일)과 환갑(60세)이 한국에서 특별히 기념된다.

### ANSWER
A"
KIIP_tradition_134,Tradition,0,B,B,"백일잔치는 아기가 태어난 지 100일이 되는 날 축하하는 한국의 전통 행사이다.

### ANSWER
B"
KIIP_tradition_135,Tradition,0,B,B,"첫 번째 생일은 '돌'이며, 이를 기념하는 잔치가 돌잔치이다. 백일잔치는 100일, 환갑은 60세, 칠순은 70세이다.

### ANSWER
B"
Kedu_history_14,History,0,B,B,"### ANSWER
B"
Kedu_history_15,History,0,A,A,"### ANSWER
A"
Kedu_history_16,History,0,B,B,"### ANSWER
B"
Kedu_history_17,History,0,D,D,"### ANSWER
D"
Kedu_history_18,History,0,A,A,"고종이 1897년 대한제국 황제로 즉위하며 하늘에 제사를 올리기 위해 세운 제단은 환구단(원구단)이다. 참성단은 강화 마니산의 단군 관련 제단, 천제단은 태백산, 사직단은 토지·곡식 신에게 제사하는 곳이다.

### ANSWER
A"
Kedu_history_19,History,0,A,A,"### ANSWER
A"
Kedu_history_20,History,0,B,B,"### ANSWER
B"
Kedu_history_21,History,0,B,B,"### ANSWER
B"
KIIP_society_187,Society,0,A,A,"### ANSWER
A"
KIIP_society_188,Society,0,A,A,"어린이집은 평일 오전 7시 30분부터 오후 7시 30분까지 12시간 운영이 원칙입니다.

### ANSWER
A"
KIIP_society_189,Society,0,C,C,"### ANSWER
C"
KIIP_society_190,Society,0,A,A,"National/public institutions are government-subsidized, so their fees are generally lower than private ones.

### ANSWER
A"
KIIP_society_191,Society,0,C,C,"국·공립 어린이집·유치원은 수요가 많아 신청 후 대기 기간이 매우 길다는 것이 한국 사회의 현실이다.

### ANSWER
C"
KIIP_society_192,Society,0,C,C,"국·공립 교육기관은 정부 지원을 받아 운영되므로 사립보다 보육료 부담이 적다.

### ANSWER
C"
KIIP_society_193,Society,0,A,A,"국·공립 어린이집은 보육료가 저렴하고 신뢰도가 높아 수요가 많아 대기자가 매우 많다. 따라서 신청 후 오랜 기간 대기해야 하는 것이 가장 큰 어려움이다.

### ANSWER
A"
KIIP_society_194,Society,0,D,D,"### ANSWER
D"
KIIP_politics_70,Politics,0,D,D,"### ANSWER
D"
KIIP_politics_71,Politics,0,A,A,"### ANSWER
A"
KIIP_politics_72,Politics,0,A,A,"### ANSWER
A"
KIIP_politics_73,Politics,0,D,D,"### ANSWER
D"
KIIP_politics_74,Politics,0,C,C,"### ANSWER
C"
KIIP_politics_75,Politics,0,C,C,"### ANSWER
C"
KIIP_politics_76,Politics,0,B,B,"### ANSWER
B"
KIIP_politics_77,Politics,0,C,C,"삼국사기에 신라 지증왕 13년(512년) 이사부가 우산국을 정복했다는 기록이 독도가 한국 영토였음을 보여주는 가장 이른 문헌 근거로 제시된다.

### ANSWER
C"
KIIP_tradition_136,Tradition,0,C,C,"환갑(還甲)은 60갑자가 한 바퀴 돌아 태어난 해의 간지로 돌아오는 만 60세 생일을 뜻하며, 이를 기념하는 잔치가 환갑잔치이다. 백일잔치는 생후 100일, 돌잔치는 첫 생일, 칠순잔치는 70세를 기념한다.

### ANSWER
C"
KIIP_tradition_137,Tradition,0,A,A,"환갑까지 장수하는 것은 드문 일이어서 큰 복으로 여겨 잔치를 열었다.

### ANSWER
A"
KIIP_tradition_138,Tradition,0,D,D,"수명이 길어져 환갑은 간소화되고, 요즘은 칠순(고희) 잔치를 더 크게 치르는 경향이 있다.

### ANSWER
D"
KIIP_tradition_139,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_140,Tradition,0,A,A,"이사 시 이웃에게 시루떡을 나누는 것이 한국의 전통 관습이다.

### ANSWER
A"
KIIP_tradition_141,Tradition,0,B,B,"학연(같은 학교), 혈연(같은 성씨·가문), 지연(같은 동네)은 한국의 전통적 연고 관계이지만, 같은 직장은 현대적·기능적 조직 관계로 전통적 연고에 해당하지 않는다.

### ANSWER
B"
KIIP_tradition_142,Tradition,0,D,D,"졸업 후 같은 학교 출신들이 모이는 모임은 동문회(동창회)이다. 향우회는 같은 고향 사람들의 모임이다.

### ANSWER
D"
KIIP_tradition_143,Tradition,0,B,B,"### ANSWER
B"
KIIP_economy_9,Economy,0,C,C,"1960년대 한국은 노동집약적 경공업(섬유, 가발, 신발 등) 중심의 수출산업을 발달시켰고, 중화학 공업은 1970년대에 본격화되었다.

### ANSWER
C"
KIIP_economy_10,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_11,Economy,0,D,D,"### ANSWER
D"
KIIP_economy_12,Economy,0,A,A,"한국의 최대 무역 상대국은 중국이며, 그 뒤를 미국과 일본이 잇는다. 영국이나 프랑스는 상위 교역국이 아니다.

### ANSWER
A"
KIIP_economy_13,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_14,Economy,0,C,C,"2011년 한국 수출액은 약 5,555억 달러로 사상 첫 무역 1조 달러를 달성한 해이다. 따라서 약 5,000억 달러 규모가 맞다.

### ANSWER
C"
KIIP_economy_15,Economy,0,D,D,"2011년 12월 한국은 세계 9번째로 무역 1조 달러를 달성했다.

### ANSWER
D"
KIIP_economy_16,Economy,0,A,A,"한국은 천연자원이 부족하여 인적 자원과 기술에 의존하는 성장 전략을 취해 왔으므로, 우수한 노동력 확보와 첨단 기술 개발에 주력한다.

### ANSWER
A"
KIIP_law_39,Law,0,D,C,"### ANSWER
C"
KIIP_law_40,Law,0,C,C,"### ANSWER
C"
KIIP_law_41,Law,0,A,A,"### ANSWER
A"
KIIP_law_42,Law,0,C,C,"### ANSWER
C"
KIIP_law_43,Law,0,C,C,"### ANSWER
C"
KIIP_law_44,Law,0,A,A,"국가인권위원회는 준사법적 기구로서 조사 후 시정 권고를 할 수 있으나 직접적인 처벌 권한은 없다.

### ANSWER
A"
KIIP_law_45,Law,0,A,A,"### ANSWER
A"
KIIP_law_46,Law,0,B,B,"생활법률 정보 제공 및 법률분쟁 예방·법률구조 관련 업무는 법무부가 담당한다.

### ANSWER
B"
CSAT_korean_22_7,Textual,0,C,C,"The (나) writer argues that in ㉡, the first category's essence (art's objectivity/sensory perception) is progressively erased, not strengthened—it is the second category's internality/subjectivity that intensifies. So C misstates the analysis.

### ANSWER
C"
CSAT_korean_22_8,Textual,0,B,B,"### ANSWER
B"
CSAT_korean_22_9,Textual,0,C,C,"변증법적 체계성을 ""지녀야""는 소지(물건을 가짐)와 다르고, ""가리킨다""는 포착이 아니며, ""보면""은 간주와 다르고, ""이루어지지""는 결성과 다르다. ""하나의 일방적 승리로 끝나도""는 결과적으로 그렇게 끝맺음된다는 뜻이므로 '귀결되어도'가 적절하다.

### ANSWER
C"
CSAT_korean_22_10,Textual,0,B,B,"본문은 트리핀이 브레턴우즈 체제의 구조적 모순을 지적한 내용만 제시하며, 체제 붕괴 이후의 세계 경제 위축에 대한 트리핀의 전망은 언급되지 않았다. 나머지 선택지는 모두 본문에서 확인 가능하다.

### ANSWER
B"
CSAT_korean_22_11,Textual,0,E,E,"마르크화가 달러화에 대해 평가 절상되면 같은 마르크화로 더 많은 달러를 얻을 수 있고, 금 가격(35달러/온스)은 고정이므로 구입 가능한 금의 양은 오히려 증가한다. 따라서 E는 잘못된 추론이다.

### ANSWER
E"
CSAT_korean_22_12,Textual,0,E,E,"### ANSWER
E"
CSAT_korean_22_13,Textual,0,D,D,"### ANSWER
D"
CSAT_korean_22_14,Textual,0,D,D,"### ANSWER
D"
KIIP_society_195,Society,0,C,C,"공립학교는 지방자치단체가 설립·운영하며, 국립학교는 국가(중앙정부), 사립학교는 개인이나 민간단체가 설립한다.

### ANSWER
C"
KIIP_society_196,Society,0,A,A,"### ANSWER
A"
KIIP_society_197,Society,0,D,D,D
KIIP_society_198,Society,0,B,B,"추첨

### ANSWER
B"
KIIP_society_199,Society,0,A,A,"### ANSWER
A"
KIIP_society_200,Society,0,A,A,"### ANSWER
A"
KIIP_society_201,Society,0,B,B,B
KIIP_society_202,Society,0,A,A,"알림장은 초등학생이 매일 학교에서 받아오는 연락 수단으로, 부모가 매일 확인하여 숙제와 준비물, 학교 소식을 파악하는 것이 한국의 일반적인 관행이다.

### ANSWER
A"
Kedu_history_22,History,0,D,D,"### ANSWER
D"
Kedu_history_23,History,0,A,A,"### ANSWER
A"
Kedu_history_24,History,0,B,B,"### ANSWER
B"
Kedu_history_25,History,0,C,C,"숭례문은 국보 제1호이며, 보물 제1호는 흥인지문(동대문)입니다. 따라서 C가 옳지 않습니다. 나머지는 모두 사실에 부합합니다.

### ANSWER
C"
Kedu_history_26,History,0,C,C,"소수서원(백운동서원)은 이황의 요청으로 명종에게 사액을 받아 조선 최초의 사액서원이 되었다.

### ANSWER
C"
Kedu_history_27,History,0,D,D,"무구정광대다라니경은 8세기(751년경) 제작된 현존 세계 최고(最古)의 목판 인쇄물이며, 초조대장경(11세기), 고려대장경(13세기), 직지심체요절(14세기, 금속활자)보다 앞선다.

### ANSWER
D"
Kedu_history_28,History,0,B,B,"홍문관은 사헌부, 사간원과 함께 언론·학술 기능을 담당한 삼사(3사)에 속한다. 성균관은 교육기관, 의금부는 국왕 직속 사법기구, 한성부는 수도 행정기관이다.

### ANSWER
B"
Kedu_history_29,History,0,C,C,"신민회와 무정부주의동방연맹 참여, 황성신문 주필은 신채호이며, 그의 저술은 『조선상고사』이다. 『한국통사』는 박은식, 『조선상고사감』은 안재홍의 저작이다.

### ANSWER
C"
CSAT_korean_19_12,Grammar,0,B,B,"빚쟁이는 '빌린 사람'과 '빌려준 사람'의 대립적 의미로, 금방은 '조금 전(과거)'과 '조금 후(미래)'의 대립적 의미로 쓰였다. 반면 '뒤'는 두 경우 모두 시간상 이후를 뜻해 대립하지 않고, '돈'도 의미 차이가 없다.

### ANSWER
B"
CSAT_korean_20_11,Grammar,0,D,A,"### ANSWER
A"
CSAT_korean_20_13,Grammar,0,B,B,"### ANSWER
B"
CSAT_korean_20_14,Grammar,0,A,A,"### ANSWER
A"
CSAT_korean_13_13,Grammar,0,D,D,"### ANSWER
D"
CSAT_korean_15_11,Grammar,0,C,C,"### ANSWER
C"
CSAT_korean_17_11,Grammar,0,D,D,"### ANSWER
D"
CSAT_korean_17_14,Grammar,0,B,B,"### ANSWER
B"
KIIP_tradition_144,Tradition,0,C,C,"고등학교나 대학교 동문 관계(학연)가 한국 사회생활에서 서로 돕고 의지하는 대표적 연고 관계로 언급된다.

### ANSWER
C"
KIIP_tradition_145,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_146,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_147,Tradition,0,B,B,"효는 자신의 부모를 넘어 모든 웃어른을 공경하고 존중하는 마음으로 확장되는 덕목이다.

### ANSWER
B"
KIIP_tradition_148,Tradition,0,B,A,"한국은 유교 전통에 따라 부모에 대한 효도를 중시하는 문화를 지닌 나라로 널리 알려져 있으므로, 가장 대표적으로 강조되는 가치는 효이다.

### ANSWER
A"
KIIP_tradition_149,Tradition,0,A,A,"높임말은 상대를 공경하는 언어 예절의 대표적인 예이며, 명절·제사·식사는 풍습이나 의례·행위 자체에 해당한다.

### ANSWER
A"
KIIP_tradition_150,Tradition,0,A,A,"Public settings and older people require honorifics.

### ANSWER
A"
KIIP_tradition_151,Tradition,0,A,A,"### ANSWER
A"
KIIP_society_203,Society,0,A,A,"### ANSWER
A"
KIIP_society_204,Society,0,C,C,"4년제 일반대학이 약 190여 개로 전문대학(2~3년제, 약 130~140개)보다 많다.

### ANSWER
C"
KIIP_society_205,Society,0,A,A,"### ANSWER
A"
KIIP_society_206,Society,0,A,A,"A

### ANSWER
A"
KIIP_society_207,Society,0,C,C,"### ANSWER
C"
KIIP_society_208,Society,0,B,B,"한국의 학제는 초등학교 6년, 중학교 3년, 고등학교 3년이다.

### ANSWER
B"
KIIP_society_209,Society,0,B,B,"초등학교 6년과 중학교 3년이 의무교육에 해당합니다.

### ANSWER
B"
KIIP_society_210,Society,0,B,B,"### ANSWER
B"
KIIP_politics_78,Politics,0,B,B,"### ANSWER
B"
KIIP_politics_79,Politics,0,C,C,"### ANSWER
C"
Kedu_politics_1,Politics,0,B,B,"ASEM 서울 2000년, APEC 부산 2005년, G20 서울 2010년, 핵안보정상회의 서울 2012년 순이다.

### ANSWER
B"
Kedu_politics_2,Politics,0,A,A,"### ANSWER
A"
Kedu_politics_3,Politics,0,C,C,"### ANSWER
C"
Kedu_politics_4,Politics,0,D,D,"### ANSWER
D"
Kedu_politics_5,Politics,0,B,B,"### ANSWER
B"
KIIP_popular_1,Pop Culture,0,A,A,"### ANSWER
A"
KIIP_economy_17,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_18,Economy,0,C,C,"Korea's first FTA was signed with Chile in 2003 and entered into force in 2004.

### ANSWER
C"
KIIP_economy_19,Economy,0,A,A,"FTA 체결을 통해 관세 철폐·인하가 이루어진 세계 3대 거대 시장은 미국, 중국, EU로 언급된다. 일본과는 FTA가 체결되지 않았다.

### ANSWER
A"
KIIP_economy_20,Economy,0,B,B,"Korea joined the OECD in December 1996.

### ANSWER
B"
KIIP_economy_21,Economy,0,B,B,"2005년 부산에서 APEC 정상회의가 개최되었다. ASEM은 2000년 서울, G20은 2010년 서울이었다.

### ANSWER
B"
KIIP_economy_22,Economy,0,C,C,"### ANSWER
C"
KIIP_economy_23,Economy,0,C,C,"2009년 11월 OECD DAC 가입이 승인되어(2010년 1월 활동 시작) 한국은 원조 수혜국에서 공여국으로 전환한 첫 사례로 인정받았다. 따라서 회원국으로 인정받은 시점은 2009년이다.

### ANSWER
C"
KIIP_economy_24,Economy,0,B,B,"ASEAN(동남아시아국가연합)은 브루나이, 캄보디아, 인도네시아, 라오스, 말레이시아, 미얀마, 필리핀, 싱가포르, 태국, 베트남 등 10개 회원국으로 구성되어 있으며, 한-아세안 FTA는 이 10개국과 체결되었다.

### ANSWER
B"
KIIP_popular_2,Pop Culture,0,A,A,"Baseball (KBO) and football (K League) draw the largest domestic spectator bases in Korea, while taekwondo, short track, archery and shooting are more Olympic/international success sports than popular domestic spectator sports.

### ANSWER
A"
KIIP_popular_3,Pop Culture,0,A,A,"A가 한국인들이 즐기는 대중음악 장르(트로트, 발라드, R&B 등)를 가장 잘 반영합니다.

### ANSWER
A"
KIIP_popular_4,Pop Culture,0,A,A,"### ANSWER
A"
KIIP_popular_5,Pop Culture,0,C,C,"### ANSWER
C"
KIIP_popular_6,Pop Culture,0,A,A,"### ANSWER
A"
KIIP_popular_7,Pop Culture,0,A,A,"### ANSWER
A"
KIIP_popular_8,Pop Culture,0,B,B,"### ANSWER
B"
KIIP_popular_9,Pop Culture,0,A,A,"### ANSWER
A"
KIIP_society_211,Society,0,A,A,"### ANSWER
A"
KIIP_society_212,Society,0,C,C,"**Reasoning:** In Korea, elementary school assignment to national/public schools is based on residential district — the proximity between home and school.

### ANSWER
C"
KIIP_society_213,Society,0,C,C,"전문계 고등학교(특성화/전문계고)는 직업 교육을 강조하는 학교이다.

### ANSWER
C"
KIIP_society_214,Society,0,A,A,"### ANSWER
A"
KIIP_society_215,Society,0,B,B,"가정통신문은 학교에서 학생의 가정으로 보내는 문서로, 일반적으로 학급 담임 선생님이 학생을 통해 전달합니다.

### ANSWER
B"
KIIP_society_216,Society,0,A,A,"**A**

### ANSWER
A"
KIIP_society_217,Society,0,A,A,"### ANSWER
A"
KIIP_society_218,Society,0,C,C,"2010년 한국의 고등학교 졸업자 대학진학률은 약 79%로 세계 최고 수준이었다.

### ANSWER
C"
Kedu_history_30,History,0,B,B,"청산별곡은 고려가요(고려속요)로, 신라 향가가 아니다. 혜성가, 우적가, 찬기파랑가는 모두 삼국유사에 전하는 신라 향가이다.

### ANSWER
B"
Kedu_history_31,History,0,B,B,"### ANSWER
B"
Kedu_history_32,History,0,C,C,"후추(pepper)는 고려시대 아라비아 상인 등과의 교역을 통해 유입되었고, 고추·고구마·땅콩은 모두 조선 후기에 들어왔다.

### ANSWER
C"
Kedu_history_33,History,0,D,D,"### ANSWER
D"
Kedu_history_34,History,0,C,C,"천승세의 <만선>에 등장하는 인물이 '곰치'와 '구포댁'이며, <산불>의 주요 인물은 점례, 사월, 규복이다. 나머지는 <산불>에 대한 옳은 설명이다.

### ANSWER
C"
Kedu_history_35,History,0,A,A,"### ANSWER
A"
Kedu_history_36,History,0,C,C,"의궤는 조선왕조의 국가 의식·행사 준비와 진행을 기록한 기록물로, 유교 경전이 아니다.

### ANSWER
C"
Kedu_history_37,History,0,B,B,"### ANSWER
B"
CSAT_korean_22_15,Textual,0,B,B,"B — 왜곡이 보정된 영상(㉡)은 아직 원근 효과가 남아 있어, 촬영 영상(㉠)처럼 카메라(렌즈)에서 멀어질수록 격자판이 작게 나타난다. 원근 제거는 시점 변환(㉢) 단계에서 이루어진다. C는 곡률이 거리 아닌 렌즈 고유 특성이므로 틀리고, D의 기울어짐 보정은 외부 변수 보정 단계이며, E의 원근에 의한 크기 변화는 렌즈 왜곡이 아니다.

### ANSWER
B"
CSAT_korean_22_16,Textual,0,D,D,"### ANSWER
D"
CSAT_korean_22_17,Textual,0,A,A,"### ANSWER
A"
CSAT_korean_22_18,Textual,0,C,C,"### ANSWER
C"
CSAT_korean_22_19,Textual,0,C,C,"### ANSWER
C"
CSAT_korean_22_20,Textual,0,B,B,"### ANSWER
B"
CSAT_korean_22_21,Textual,0,D,D,"### ANSWER
D"
CSAT_korean_22_22,Textual,0,A,A,"Reasoning: In (가), the '묵화' of the hometown is framed by ""박쥐 나래 밑에 황혼이 묻혀 오면,"" creating a dark, gloomy image of the village; in (나), the speaker looking out the '북창' at the mountain emphasizes its ""품"" as a warm, embracing home, conveying a comforting atmosphere. The other options misread the symbols (e.g., 북창 as 절망, 보옥 as 안타까움, or a change in perception).

### ANSWER
A"
KIIP_law_47,Law,0,A,A,"### ANSWER
A"
KIIP_law_48,Law,0,A,A,"**정의의 여신상은 저울과 칼(또는 법전)을 들고 눈을 가린 모습으로 공정하고 형평한 법의 이념을 상징하므로, 법이 추구하는 이상적 모습을 나타낸다.**

### ANSWER
A"
KIIP_law_49,Law,0,A,A,"[한국 대법원의 정의의 여신상은 한 손에 저울, 다른 손에 법전을 들고 있다.]

### ANSWER
A"
KIIP_law_50,Law,0,A,A,"### ANSWER
A"
KIIP_law_51,Law,0,A,A,"### ANSWER
A"
PSAT_17_1,Law,0,A,A,"### ANSWER
A"
PSAT_17_2,Law,0,C,C,"### ANSWER
C"
PSAT_17_3,Law,0,A,A,"A는 헌법 제118조 제2항에 따라 지방의회의 조직·권한·의원선거에 관한 사항도 법률로 정하므로 틀린 설명이다.

### ANSWER
A"
CSAT_korean_14_12,Grammar,0,D,D,"Reasoning: (b)는 과거 사건의 결과 상태가 현재까지 지속됨을 나타내야 하며 '-아 있-/-고 있-'으로 교체 가능해야 한다. ""소풍날 날씨가 아주 나빴어""는 단순 과거 사실이므로 (b)의 예로 부적절하다.

### ANSWER
D"
CSAT_korean_14_14,Grammar,0,E,E,"### ANSWER
E"
CSAT_korean_18_11,Grammar,0,C,C,"### ANSWER
C"
CSAT_korean_18_12,Grammar,0,B,B,"### ANSWER
B"
CSAT_korean_18_14,Grammar,0,C,C,"### ANSWER
C"
CSAT_korean_13_12,Grammar,0,A,A,"제29항에 따라 '꽃이랑'은 'ㄴ' 첨가로 [꼰니랑], 제15항에 따라 '꽃오목'은 받침을 대표음 [ㄷ]으로 바꿔 옮겨 [꼬도목]으로 발음한다.

### ANSWER
A"
CSAT_korean_13_14,Grammar,0,E,E,"### ANSWER
E"
CSAT_korean_13_15,Grammar,0,C,C,"### ANSWER
C"
KIIP_tradition_152,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_153,Tradition,0,B,B,"### ANSWER
B"
KIIP_tradition_154,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_155,Tradition,0,A,A,"이웃사촌은 이웃이 사촌처럼 가깝다는 뜻으로, 서로 친하게 지내는 이웃을 가리킵니다.

### ANSWER
A"
KIIP_tradition_156,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_157,Tradition,0,A,A,"### ANSWER
A"
KIIP_tradition_158,Tradition,0,A,A,"연고는 혈연·지연·학연을 모두 포괄하는 개념으로, 한국 사회에서 중시되는 관계망을 통칭한다. 따라서 개별 항목보다 포괄적인 '연고'가 가장 적절한 답이다.

### ANSWER
A"
KIIP_tradition_159,Tradition,0,A,A,"족보(family genealogy records) traces lineage and ancestry, which is central to Korean clan/family identity and traditional values.

### ANSWER
A"
KIIP_economy_25,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_26,Economy,0,C,C,"2009년 11월 DAC 특별회의에서 한국의 가입이 승인되어 24번째 회원국으로 인정받았고, 실제 활동은 2010년부터 시작되었다. ""인정받은 년도""는 승인 시점인 2009년이다.

### ANSWER
C"
KIIP_economy_27,Economy,0,A,A,"한국은 과거 원조를 받던 나라에서 원조를 주는 나라로 전환하여, ODA를 통해 경제적으로 어려운 개발도상국을 적극 지원하고 있다.

### ANSWER
A"
KIIP_economy_28,Economy,0,D,D,"### ANSWER
D"
KIIP_economy_29,Economy,0,A,A,"신분증은 신원 확인의 기본 수단으로, 여권·외국인등록증·운전면허증 모두 신분증의 한 종류이므로 가장 포괄적인 정답은 신분증이다.

### ANSWER
A"
KIIP_economy_30,Economy,0,A,A,"### ANSWER
A"
KIIP_economy_31,Economy,0,A,A,"외국인이 한국에서 은행 계좌를 개설할 때는 신분 확인을 위해 여권과 외국인등록증(체류 자격 증명)을 요구하는 것이 일반적이다.

### ANSWER
A"
KIIP_economy_32,Economy,0,A,A,"### ANSWER
A"
KIIP_popular_10,Pop Culture,0,B,B,"### ANSWER
B"
KIIP_popular_11,Pop Culture,0,D,D,"### ANSWER
D"
KIIP_popular_12,Pop Culture,0,A,A,"### ANSWER
A"
KIIP_popular_13,Pop Culture,0,B,B,"### ANSWER
B"
KIIP_popular_14,Pop Culture,0,C,C,"프로야구와 인기를 겨루는 종목은 프로축구(K리그)로, 한국에서 대중적 인기가 높은 양대 프로 스포츠입니다.

### ANSWER
C"
KIIP_popular_15,Pop Culture,0,A,A,"A는 트로트의 음악적 정의(4분의 4박자, 일본 엔카 음계 영향)에 부합하며, 나머지는 아이돌·스포츠 등 다른 대상을 설명한다.

### ANSWER
A"
KIIP_popular_16,Pop Culture,0,B,B,"### ANSWER
B"
KIIP_popular_17,Pop Culture,0,A,A,"### ANSWER
A"
KIIP_society_219,Society,0,B,B,"### ANSWER
B"
KIIP_society_220,Society,0,A,A,"### ANSWER
A"
KIIP_society_221,Society,0,A,A,"### ANSWER
A"
KIIP_society_222,Society,0,A,A,"방송통신대학, 사이버대학의 인기 요인은 시간과 장소에 제약 없이 원하는 시간에 온라인·원격으로 수업을 들을 수 있는 유연성 때문이다.

### ANSWER
A"
KIIP_society_223,Society,0,D,D,"특수목적고등학교는 과학고, 외국어고, 국제고, 예술고, 체육고, 산업수요맞춤형고(마이스터고) 등이며, 과학중점고등학교는 일반고 내 교육과정 특화 프로그램이므로 특목고가 아니다.

### ANSWER
D"
KIIP_society_224,Society,0,B,B,"### ANSWER
B"
KIIP_society_225,Society,0,C,C,"### ANSWER
C"
KIIP_society_226,Society,0,B,B,"수능(대학수학능력시험)은 통상 매년 11월 셋째 주 목요일에 실시된다.

### ANSWER
B"
Kedu_history_38,History,0,C,C,"### ANSWER
C"
Kedu_history_39,History,0,C,C,"갑오개혁 이후 학무아문 설치와 교육입국조서 반포 등으로 근대적 학제가 마련되었습니다. 원산학사는 최초의 근대적 '사립' 학교이며, 육영공원은 정부가 세운 관립 학교, 배재학당은 선교사가 세운 중등 수준 학교입니다.

### ANSWER
C"
Kedu_history_40,History,0,A,A,"### ANSWER
A"
Kedu_history_41,History,0,C,C,"이제마는 조선 후기 사상의학을 정립하고 『동의수세보원』을 저술한 의학자로, 『농사직설』은 세종 대 정초·변효문 등이 편찬했습니다. 따라서 이제마와 농사직설의 연결은 잘못되었습니다.

### ANSWER
C"
Kedu_history_42,History,0,A,A,"### ANSWER
A"
Kedu_history_43,History,0,B,B,"### ANSWER
B"
Kedu_history_44,History,0,B,B,"### ANSWER
B"
PSE_history_13_1,History,0,B,B,"동예의 책화 풍습이 (가), 옥저의 골장제가 (나)이다. 옥저에는 민며느리제 혼인 풍속이 있었다. 영고는 부여, 제가회의는 고구려이며 두 나라는 중앙집권 국가로 발전하지 못했다.

### ANSWER
B"
